[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 1] فِي ذَلِكَ ٱلْيَوْمِ خَرَجَ يَسُوعُ مِنَ ٱلْبَيْتِ وَجَلَسَ عِنْدَ ٱلْبَحْرِ،
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 12] فَإِنَّ مَنْ لَهُ سَيُعْطَى وَيُزَادُ، وَأَمَّا مَنْ لَيْسَ لَهُ فَٱلَّذِي عِنْدَهُ سَيُؤْخَذُ مِنْهُ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 13] مِنْ أَجْلِ هَذَا أُكَلِّمُهُمْ بِأَمْثَالٍ، لِأَنَّهُمْ مُبْصِرِينَ لَا يُبْصِرُونَ، وَسَامِعِينَ لَا يَسْمَعُونَ وَلَا يَفْهَمُونَ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 14] فَقَدْ تَمَّتْ فِيهِمْ نُبُوَّةُ إِشَعْيَاءَ ٱلْقَائِلَةُ: تَسْمَعُونَ سَمْعًا وَلَا تَفْهَمُونَ، وَمُبْصِرِينَ تُبْصِرُونَ وَلَا تَنْظُرُونَ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 15] لِأَنَّ قَلْبَ هَذَا ٱلشَّعْبِ قَدْ غَلُظَ، وَآذَانَهُمْ قَدْ ثَقُلَ سَمَاعُهَا. وَغَمَّضُوا عُيُونَهُمْ، لِئَلَّا يُبْصِرُوا بِعُيُونِهِمْ، وَيَسْمَعُوا بِآذَانِهِمْ، وَيَفْهَمُوا بِقُلُوبِهِمْ، وَيَرْجِعُوا فَأَشْفِيَهُمْ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 16] وَلَكِنْ طُوبَى لِعُيُونِكُمْ لِأَنَّهَا تُبْصِرُ، وَلِآذَانِكُمْ لِأَنَّهَا تَسْمَعُ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 17] فَإِنِّي ٱلْحَقَّ أَقُولُ لَكُمْ: إِنَّ أَنْبِيَاءَ وَأَبْرَارًا كَثِيرِينَ ٱشْتَهَوْا أَنْ يَرَوْا مَا أَنْتُمْ تَرَوْنَ وَلَمْ يَرَوْا، وَأَنْ يَسْمَعُوا مَا أَنْتُمْ تَسْمَعُونَ وَلَمْ يَسْمَعُوا.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 18] «فَٱسْمَعُوا أَنْتُمْ مَثَلَ ٱلزَّارِعِ:
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 19] كُلُّ مَنْ يَسْمَعُ كَلِمَةَ ٱلْمَلَكُوتِ وَلَا يَفْهَمُ، فَيَأْتِي ٱلشِّرِّيرُ وَيَخْطَفُ مَا قَدْ زُرِعَ فِي قَلْبِهِ. هَذَا هُوَ ٱلْمَزْرُوعُ عَلَى ٱلطَّرِيقِ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 20] وَٱلْمَزْرُوعُ عَلَى ٱلْأَمَاكِنِ ٱلْمُحْجِرَةِ هُوَ ٱلَّذِي يَسْمَعُ ٱلْكَلِمَةَ، وَحَالًا يَقْبَلُهَا بِفَرَحٍ،
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 21] وَلَكِنْ لَيْسَ لَهُ أَصْلٌ فِي ذَاتِهِ، بَلْ هُوَ إِلَى حِينٍ. فَإِذَا حَدَثَ ضِيقٌ أَوِ ٱضْطِهَادٌ مِنْ أَجْلِ ٱلْكَلِمَةِ فَحَالًا يَعْثُرُ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 22] وَٱلْمَزْرُوعُ بَيْنَ ٱلشَّوْكِ هُوَ ٱلَّذِي يَسْمَعُ ٱلْكَلِمَةَ، وَهَمُّ هَذَا ٱلْعَالَمِ وَغُرُورُ ٱلْغِنَى يَخْنُقَانِ ٱلْكَلِمَةَ فَيَصِيرُ بِلَا ثَمَرٍ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 23] وَأَمَّا ٱلْمَزْرُوعُ عَلَى ٱلْأَرْضِ ٱلْجَيِّدَةِ فَهُوَ ٱلَّذِي يَسْمَعُ ٱلْكَلِمَةَ وَيَفْهَمُ. وَهُوَ ٱلَّذِي يَأْتِي بِثَمَرٍ، فَيَصْنَعُ بَعْضٌ مِئَةً وَآخَرُ سِتِّينَ وَآخَرُ ثَلَاثِينَ». مَثَل القمح والزَّوان
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 24] قَدَّمَ لَهُمْ مَثَلًا آخَرَ قَائِلًا: «يُشْبِهُ مَلَكُوتُ ٱلسَّمَاوَاتِ إِنْسَانًا زَرَعَ زَرْعًا جَيِّدًا فِي حَقْلِهِ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 25] وَفِيمَا ٱلنَّاسُ نِيَامٌ جَاءَ عَدُوُّهُ وَزَرَعَ زَوَانًا فِي وَسْطِ ٱلْحِنْطَةِ وَمَضَى.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 26] فَلَمَّا طَلَعَ ٱلنَّبَاتُ وَصَنَعَ ثَمَرًا، حِينَئِذٍ ظَهَرَ ٱلزَّوَانُ أَيْضًا.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 27] فَجَاءَ عَبِيدُ رَبِّ ٱلْبَيْتِ وَقَالُوا لَهُ: يَا سَيِّدُ، أَلَيْسَ زَرْعًا جَيِّدًا زَرَعْتَ فِي حَقْلِكَ؟ فَمِنْ أَيْنَ لَهُ زَوَانٌ؟.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 28] فَقَالَ لَهُمْ: إِنْسَانٌ عَدُوٌّ فَعَلَ هَذَا. فَقَالَ لَهُ ٱلْعَبِيدُ: أَتُرِيدُ أَنْ نَذْهَبَ وَنَجْمَعَهُ؟
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 29] فَقَالَ: لَا! لِئَلَّا تَقْلَعُوا ٱلْحِنْطَةَ مَعَ ٱلزَّوَانِ وَأَنْتُمْ تَجْمَعُونَهُ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 30] دَعُوهُمَا يَنْمِيَانِ كِلَاهُمَا مَعًا إِلَى ٱلْحَصَادِ، وَفِي وَقْتِ ٱلْحَصَادِ أَقُولُ لِلْحَصَّادِينَ: ٱجْمَعُوا أَوَّلًا ٱلزَّوَانَ وَٱحْزِمُوهُ حُزَمًا لِيُحْرَقَ، وَأَمَّا ٱلْحِنْطَةَ فَٱجْمَعُوهَا إِلَى مَخْزَنِي». مَثَل حبة الخردل ومَثَل الخميرة
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 31] قَدَّمَ لَهُمْ مَثَلًا آخَرَ قَائِلًا: «يُشْبِهُ مَلَكُوتُ ٱلسَّمَاوَاتِ حَبَّةَ خَرْدَلٍ أَخَذَهَا إِنْسَانٌ وَزَرَعَهَا فِي حَقْلِهِ،
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 32] وَهِيَ أَصْغَرُ جَمِيعِ ٱلْبُزُورِ. وَلَكِنْ مَتَى نَمَتْ فَهِيَ أَكْبَرُ ٱلْبُقُولِ، وَتَصِيرُ شَجَرَةً، حَتَّى إِنَّ طُيُورَ ٱلسَّمَاءِ تَأْتِي وَتَتَآوَى فِي أَغْصَانِهَا».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 33] قَالَ لَهُمْ مَثَلًا آخَرَ: «يُشْبِهُ مَلَكُوتُ ٱلسَّمَاوَاتِ خَمِيرَةً أَخَذَتْهَا ٱمْرَأَةٌ وَخَبَّأَتْهَا فِي ثَلَاثَةِ أَكْيَالِ دَقِيقٍ حَتَّى ٱخْتَمَرَ ٱلْجَمِيعُ».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 34] هَذَا كُلُّهُ كَلَّمَ بِهِ يَسُوعُ ٱلْجُمُوعَ بِأَمْثَالٍ، وَبِدُونِ مَثَلٍ لَمْ يَكُنْ يُكَلِّمُهُمْ،
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 35] لِكَيْ يَتِمَّ مَا قِيلَ بِٱلنَّبِيِّ ٱلْقَائِلِ: «سَأَفْتَحُ بِأَمْثَالٍ فَمِي، وَأَنْطِقُ بِمَكْتُومَاتٍ مُنْذُ تَأْسِيسِ ٱلْعَالَمِ». تفسير مَثَل القمح والزَّوان
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 36] حِينَئِذٍ صَرَفَ يَسُوعُ ٱلْجُمُوعَ وَجَاءَ إِلَى ٱلْبَيْتِ. فَتَقَدَّمَ إِلَيْهِ تَلَامِيذُهُ قَائِلِينَ: «فَسِّرْ لَنَا مَثَلَ زَوَانِ ٱلْحَقْلِ».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 37] فَأَجَابَ وَقَالَ لَهُمْ: «اَلزَّارِعُ ٱلزَّرْعَ ٱلْجَيِّدَ هُوَ ٱبْنُ ٱلْإِنْسَانِ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 38] وَٱلْحَقْلُ هُوَ ٱلْعَالَمُ. وَٱلزَّرْعُ ٱلْجَيِّدُ هُوَ بَنُو ٱلْمَلَكُوتِ. وَٱلزَّوَانُ هُوَ بَنُو ٱلشِّرِّيرِ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 39] وَٱلْعَدُوُّ ٱلَّذِي زَرَعَهُ هُوَ إِبْلِيسُ. وَٱلْحَصَادُ هُوَ ٱنْقِضَاءُ ٱلْعَالَمِ. وَٱلْحَصَّادُونَ هُمُ ٱلْمَلَائِكَةُ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 40] فَكَمَا يُجْمَعُ ٱلزَّوَانُ وَيُحْرَقُ بِٱلنَّارِ، هَكَذَا يَكُونُ فِي ٱنْقِضَاءِ هَذَا ٱلْعَالَمِ:
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 41] يُرْسِلُ ٱبْنُ ٱلْإِنْسَانِ مَلَائِكَتَهُ فَيَجْمَعُونَ مِنْ مَلَكُوتِهِ جَمِيعَ ٱلْمَعَاثِرِ وَفَاعِلِي ٱلْإِثْمِ،
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 42] وَيَطْرَحُونَهُمْ فِي أَتُونِ ٱلنَّارِ. هُنَاكَ يَكُونُ ٱلْبُكَاءُ وَصَرِيرُ ٱلْأَسْنَانِ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 43] حِينَئِذٍ يُضِيءُ ٱلْأَبْرَارُ كَٱلشَّمْسِ فِي مَلَكُوتِ أَبِيهِمْ. مَنْ لَهُ أُذُنَانِ لِلسَّمْعِ، فَلْيَسْمَعْ. أمثلة الكنز واللؤلؤة والشبكة
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 44] «أَيْضًا يُشْبِهُ مَلَكُوتُ ٱلسَّمَاوَاتِ كَنْزًا مُخْفًى فِي حَقْلٍ، وَجَدَهُ إِنْسَانٌ فَأَخْفَاهُ. وَمِنْ فَرَحِهِ مَضَى وَبَاعَ كُلَّ مَا كَانَ لَهُ وَٱشْتَرَى ذَلِكَ ٱلْحَقْلَ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 45] أَيْضًا يُشْبِهُ مَلَكُوتُ ٱلسَّمَاوَاتِ إِنْسَانًا تَاجِرًا يَطْلُبُ لَآلِئَ حَسَنَةً،
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 46] فَلَمَّا وَجَدَ لُؤْلُؤَةً وَاحِدَةً كَثِيرَةَ ٱلثَّمَنِ، مَضَى وَبَاعَ كُلَّ مَا كَانَ لَهُ وَٱشْتَرَاهَا.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 47] أَيْضًا يُشْبِهُ مَلَكُوتُ ٱلسَّمَاوَاتِ شَبَكَةً مَطْرُوحَةً فِي ٱلْبَحْرِ، وَجَامِعَةً مِنْ كُلِّ نَوْعٍ.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 48] فَلَمَّا ٱمْتَلَأَتْ أَصْعَدُوهَا عَلَى ٱلشَّاطِئِ، وَجَلَسُوا وَجَمَعُوا ٱلْجِيَادَ إِلَى أَوْعِيَةٍ، وَأَمَّا ٱلْأَرْدِيَاءُ فَطَرَحُوهَا خَارِجًا.
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 49] هَكَذَا يَكُونُ فِي ٱنْقِضَاءِ ٱلْعَالَمِ: يَخْرُجُ ٱلْمَلَائِكَةُ وَيُفْرِزُونَ ٱلْأَشْرَارَ مِنْ بَيْنِ ٱلْأَبْرَارِ،
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 50] وَيَطْرَحُونَهُمْ فِي أَتُونِ ٱلنَّارِ. هُنَاكَ يَكُونُ ٱلْبُكَاءُ وَصَرِيرُ ٱلْأَسْنَانِ».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 51] قَالَ لَهُمْ يَسُوعُ: «أَفَهِمْتُمْ هَذَا كُلَّهُ؟». فَقَالُوا: «نَعَمْ، يا سَيِّدُ».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 52] فَقَالَ لَهُمْ: «مِنْ أَجْلِ ذَلِكَ كُلُّ كَاتِبٍ مُتَعَلِّمٍ فِي مَلَكُوتِ ٱلسَّمَاوَاتِ يُشْبِهُ رَجُلًا رَبَّ بَيْتٍ يُخْرِجُ مِنْ كَنْزِهِ جُدُدًا وَعُتَقَاءَ».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 53] وَلَمَّا أَكْمَلَ يَسُوعُ هَذِهِ ٱلْأَمْثَالَ ٱنْتَقَلَ مِنْ هُنَاكَ. الناصرة ترفض يسوع
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 54] وَلَمَّا جَاءَ إِلَى وَطَنِهِ كَانَ يُعَلِّمُهُمْ فِي مَجْمَعِهِمْ حَتَّى بُهِتُوا وَقَالُوا: «مِنْ أَيْنَ لِهَذَا هَذِهِ ٱلْحِكْمَةُ وَٱلْقُوَّاتُ؟
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 55] أَلَيْسَ هَذَا ٱبْنَ ٱلنَّجَّارِ؟ أَلَيْسَتْ أُمُّهُ تُدْعَى مَرْيَمَ، وَإِخْوَتُهُ يَعْقُوبَ وَيُوسِي وَسِمْعَانَ وَيَهُوذَا؟
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 56] أَوَلَيْسَتْ أَخَوَاتُهُ جَمِيعُهُنَّ عِنْدَنَا؟ فَمِنْ أَيْنَ لِهَذَا هَذِهِ كُلُّهَا؟».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 57] فَكَانُوا يَعْثُرُونَ بِهِ. وَأَمَّا يَسُوعُ فَقَالَ لَهُمْ: «لَيْسَ نَبِيٌّ بِلَا كَرَامَةٍ إِلَّا فِي وَطَنِهِ وَفِي بَيْتِهِ».
[VANDYKE | AR | NT | Matthew | Chapter 13 | Verse 58] وَلَمْ يَصْنَعْ هُنَاكَ قُوَّاتٍ كَثِيرَةً لِعَدَمِ إِيمَانِهِمْ.
