[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 1] وَلَمَّا أَكْمَلَ يَسُوعُ أَمْرَهُ لِتَلَامِيذِهِ ٱلِٱثْنَيْ عَشَرَ، ٱنْصَرَفَ مِنْ هُنَاكَ لِيُعَلِّمَ وَيَكْرِزَ فِي مُدُنِهِمْ. يسوع ويوحنا المعمدان
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 21] «وَيْلٌ لَكِ يا كُورَزِينُ! وَيْلٌ لَكِ يا بَيْتَ صَيْدَا! لِأَنَّهُ لَوْ صُنِعَتْ فِي صُورَ وَصَيْدَاءَ ٱلْقُوَّاتُ ٱلْمَصْنُوعَةُ فِيكُمَا، لَتَابَتَا قَدِيمًا فِي ٱلْمُسُوحِ وَٱلرَّمَادِ.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 22] وَلَكِنْ أَقُولُ لَكُمْ: إِنَّ صُورَ وَصَيْدَاءَ تَكُونُ لَهُمَا حَالَةٌ أَكْثَرُ ٱحْتِمَالًا يَوْمَ ٱلدِّينِ مِمَّا لَكُمَا.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 23] وَأَنْتِ ياكَفْرَنَاحُومَ ٱلْمُرْتَفِعَةَ إِلَى ٱلسَّمَاءِ! سَتُهْبَطِينَ إِلَى ٱلْهَاوِيَةِ. لِأَنَّهُ لَوْ صُنِعَتْ فِي سَدُومَ ٱلْقُوَّاتُ ٱلْمَصْنُوعَةُ فِيكِ لَبَقِيَتْ إِلَى ٱلْيَوْمِ.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 24] وَلَكِنْ أَقُولُ لَكُمْ: إِنَّ أَرْضَ سَدُومَ تَكُونُ لَهَا حَالَةٌ أَكْثَرُ ٱحْتِمَالًا يَوْمَ ٱلدِّينِ مِمَّا لَكِ». راحة للمتعبين
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 25] فِي ذَلِكَ ٱلْوَقْتِ أَجَابَ يَسُوعُ وَقَالَ: «أَحْمَدُكَ أَيُّهَا ٱلْآبُ رَبُّ ٱلسَّمَاءِ وَٱلْأَرْضِ، لِأَنَّكَ أَخْفَيْتَ هَذِهِ عَنِ ٱلْحُكَمَاءِ وَٱلْفُهَمَاءِ وَأَعْلَنْتَهَا لِلْأَطْفَالِ.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 26] نَعَمْ أَيُّهَا ٱلْآبُ، لِأَنْ هَكَذَا صَارَتِ ٱلْمَسَرَّةُ أَمَامَكَ.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 27] كُلُّ شَيْءٍ قَدْ دُفِعَ إِلَيَّ مِنْ أَبِي، وَلَيْسَ أَحَدٌ يَعْرِفُ ٱلِٱبْنَ إِلَّا ٱلْآبُ، وَلَا أَحَدٌ يَعْرِفُ ٱلْآبَ إِلَّا ٱلِٱبْنُ وَمَنْ أَرَادَ ٱلِٱبْنُ أَنْ يُعْلِنَ لَهُ.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 28] تَعَالَوْا إِلَيَّ يا جَمِيعَ ٱلْمُتْعَبِينَ وَٱلثَّقِيلِي ٱلْأَحْمَالِ، وَأَنَا أُرِيحُكُمْ.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 29] اِحْمِلُوا نِيرِي عَلَيْكُمْ وَتَعَلَّمُوا مِنِّي، لِأَنِّي وَدِيعٌ وَمُتَوَاضِعُ ٱلْقَلْبِ، فَتَجِدُوا رَاحَةً لِنُفُوسِكُمْ.
[VANDYKE | AR | NT | Matthew | Chapter 11 | Verse 30] لِأَنَّ نِيرِي هَيِّنٌ وَحِمْلِي خَفِيفٌ».
