[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 1] حِينَئِذٍ خَاطَبَ يَسُوعُ ٱلْجُمُوعَ وَتَلَامِيذَهُ
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 30] وَتَقُولُونَ: لَوْ كُنَّا فِي أَيَّامِ آبَائِنَا لَمَا شَارَكْنَاهُمْ فِي دَمِ ٱلْأَنْبِيَاءِ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 31] فَأَنْتُمْ تَشْهَدُونَ عَلَى أَنْفُسِكُمْ أَنَّكُمْ أَبْنَاءُ قَتَلَةِ ٱلْأَنْبِيَاءِ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 32] فَٱمْلَأُوا أَنْتُمْ مِكْيَالَ آبَائِكُمْ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 33] أَيُّهَا ٱلْحَيَّاتُ أَوْلَادَ ٱلْأَفَاعِي! كَيْفَ تَهْرُبُونَ مِنْ دَيْنُونَةِ جَهَنَّمَ؟
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 34] لِذَلِكَ هَا أَنَا أُرْسِلُ إِلَيْكُمْ أَنْبِيَاءَ وَحُكَمَاءَ وَكَتَبَةً، فَمِنْهُمْ تَقْتُلُونَ وَتَصْلِبُونَ، وَمِنْهُمْ تَجْلِدُونَ فِي مَجَامِعِكُمْ، وَتَطْرُدُونَ مِنْ مَدِينَةٍ إِلَى مَدِينَةٍ،
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 35] لِكَيْ يَأْتِيَ عَلَيْكُمْ كُلُّ دَمٍ زَكِيٍّ سُفِكَ عَلَى ٱلْأَرْضِ، مِنْ دَمِ هَابِيلَ ٱلصِّدِّيقِ إِلَى دَمِ زَكَرِيَّا بْنِ بَرَخِيَّا ٱلَّذِي قَتَلْتُمُوهُ بَيْنَ ٱلْهَيْكَلِ وَٱلْمَذْبَحِ.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 36] اَلْحَقَّ أَقُولُ لَكُمْ: إِنَّ هَذَا كُلَّهُ يَأْتِي عَلَى هَذَا ٱلْجِيلِ! يسوع يرثي أورشليم
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 37] «يَا أُورُشَلِيمُ، يا أُورُشَلِيمُ! يا قَاتِلَةَ ٱلْأَنْبِيَاءِ وَرَاجِمَةَ ٱلْمُرْسَلِينَ إِلَيْهَا، كَمْ مَرَّةٍ أَرَدْتُ أَنْ أَجْمَعَ أَوْلَادَكِ كَمَا تَجْمَعُ ٱلدَّجَاجَةُ فِرَاخَهَا تَحْتَ جَنَاحَيْهَا، وَلَمْ تُرِيدُوا!
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 38] هُوَذَا بَيْتُكُمْ يُتْرَكُ لَكُمْ خَرَابًا.
[VANDYKE | AR | NT | Matthew | Chapter 23 | Verse 39] لِأَنِّي أَقُولُ لَكُمْ: إِنَّكُمْ لَا تَرَوْنَنِي مِنَ ٱلْآنَ حَتَّى تَقُولُوا: مُبَارَكٌ ٱلْآتِي بِٱسْمِ ٱلرَّبِّ!».
