[IRV | GU | OT | Exodus | Chapter 40 | Verse 1] પછી યહોવાહે મૂસાને કહ્યું,
[IRV | GU | OT | Exodus | Chapter 40 | Verse 27] મૂસાએ યહોવાહની આજ્ઞા અનુસાર તેમાં સુંગધી ધૂપ કર્યો.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 28] પવિત્રમંડપના પ્રવેશદ્વારે તેણે પડદો લટકાવ્યો.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 29] મૂસાએ મુલાકાતમંડપના પ્રવેશદ્વાર પર અર્પણોને બાળવા માટે દહનીયાર્પણની વેદી ગોઠવી અને તેના ઉપર બળેલાં દહનીયાર્પણ અને ખાદ્યાર્પણ અર્પણ કરવા આ બધું તેણે યહોવાહની આજ્ઞા મુજબ કર્યું.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 30] તેણે મુલાકાતમંડપ અને વેદીની વચ્ચે હોજ ગોઠવી અને તેમાં હાથપગ ધોવા માટે પાણી રેડ્યું.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 31] મૂસા, હારુન અને તેના પુત્રો મુલાકાતમંડપમાં પ્રવેશ કરવા માટે ત્યાં હાથ પગ ધોતા.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 32] જયારે તેઓ મુલાકાતમંડપમાં જતા અને જ્યારે તેઓ વેદીની પાસે આવતા, ત્યારે તેઓ સ્નાન કરતા, જેમ યહોવાહે મૂસાને આજ્ઞા આપી હતી તેમ.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 33] મૂસાએ પવિત્રમંડપ અને વેદીની ચારેબાજુ આંગણું ઊભુ કર્યું. તેણે આંગણાના પ્રવેશદ્વારે પડદા વડે દરવાજો બનાવ્યો. આ પ્રમાણે મૂસાએ કાર્ય પરિપૂર્ણ કર્યું.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 34] પછી મુલાકાતમંડપને વાદળે ઘેરી લીધો. અને યહોવાહનું ગૌરવ મંડપમાં વ્યાપી ગયું.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 35] મૂસા મુલાકાતમંડપમાં પ્રવેશી શકયો નહિ, કેમ કે વાદળ તેના પર સ્થિર થયું હતું અને યહોવાહનું ગૌરવ મંડપમાં પ્રસરી ગયું હતું.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 36] જયારે મેઘને મંડપ ઉપરથી ઊઠાવી લેવામાં આવતો, ત્યારે ઇઝરાયલીઓ પોતાની મુસાફરીમાં આગળ આવતા.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 37] પણ જો વાદળ પવિત્રમંડપ ઉપર સ્થિર થતું તો વાદળ હઠે નહિ ત્યાં સુધી તેઓ મુકામ પામતા નહિ.
[IRV | GU | OT | Exodus | Chapter 40 | Verse 38] યહોવાહ દિવસ દરમિયાન મુલાકાતમંડપ પર વાદળ આચ્છાદન કરે અને રાતે વાદળ અગ્નિમય બની જાય, એટલે ઇઝરાયલી લોકો સમગ્ર પ્રવાસ દરમિયાન પ્રત્યેક મુકામને જોઈ શકતા.
