[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 1] وَهَؤُلَاءِ هُمْ بَنُو ٱلْكُورَةِ ٱلصَّاعِدُونَ مِنْ سَبْيِ ٱلْمَسْبِيِّينَ، ٱلَّذِينَ سَبَاهُمْ نَبُوخَذْنَاصَّرُ مَلِكُ بَابِلَ إِلَى بَابِلَ، وَرَجَعُوا إِلَى أُورُشَلِيمَ وَيَهُوذَا، كُلُّ وَاحِدٍ إِلَى مَدِينَتِهِ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 44] بَنُو قِيرُوسَ، بَنُو سِيعَهَا، بَنُو فَادُونَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 45] بَنُو لَبَانَةَ، بَنُو حَجَابَةَ، بَنُو عَقُّوبَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 46] بَنُو حَاجَابَ، بَنُو شَمُلَايَ، بَنُو حَانَانَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 47] بَنُو جَدِيلَ، بَنُو حَجَرَ، بَنُو رَآيَا،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 48] بَنُو رَصِينَ، بَنُو نَقُودَا، بَنُو جَزَّامَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 49] بَنُو عُزَّا، بَنُو فَاسِيحَ، بَنُو بِيسَايَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 50] بَنُو أَسْنَةَ، بَنُو مَعُونِيمَ، بَنُو نَفُوسِيمَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 51] بَنُو بَقْبُوقَ، بَنُو حَقُوفَا، بَنُو حَرْحُورَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 52] بَنُو بَصْلُوتَ، بَنُو مَحِيدَا، بَنُو حَرْشَا،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 53] بَنُو بَرْقُوسَ، بَنُو سِيسَرَا، بَنُو ثَامَحَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 54] بَنُو نَصِيحَ، بَنُو حَطِيفَا.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 55] بَنُو عَبِيدِ سُلَيْمَانَ: بَنُو سَوْطَايَ، بَنُو هَسُّوفَرَثَ، بَنُو فَرُودَا،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 56] بَنُو يَعْلَةَ، بَنُو دَرْقُونَ، بَنُو جَدِّيلَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 57] بَنُو شَفَطْيَا، بَنُو حَطِّيلَ، بَنُو فُوخَرَةِ ٱلظِّبَاءِ، بَنُو آمِي.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 58] جَمِيعُ ٱلنَّثِينِيمِ وَبَنِي عَبِيدِ سُلَيْمَانَ ثَلَاثُ مِئَةٍ وَٱثْنَانِ وَتِسْعُونَ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 59] وَهَؤُلَاءِ هُمُ ٱلَّذِينَ صَعِدُوا مِنْ تَلِّ مِلْحٍ وَتَلِّ حَرْشَا، كَرُوبُ، أَدَّانُ، إِمِّيرُ، وَلَمْ يَسْتَطِيعُوا أَنْ يُبَيِّنُوا بُيُوتَ آبَائِهِمْ وَنَسْلَهُمْ هَلْ هُمْ مِنْ إِسْرَائِيلَ:
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 60] بَنُو دَلَايَا، بَنُو طُوبِيَّا، بَنُو نَقُودَا، سِتُّ مِئَةٍ وَٱثْنَانِ وَخَمْسُونَ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 61] وَمِنْ بَنِي ٱلْكَهَنَةِ: بَنُو حَبَايَا، بَنُو هَقُّوصَ، بَنُو بَرْزِلَّايَ ٱلَّذِي أَخْذَ ٱمْرَأَةً مِنْ بَنَاتِ بَرْزِلَّايَ ٱلْجِلْعَادِيِّ وَتَسَمَّى بِٱسْمِهِمْ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 62] هَؤُلَاءِ فَتَّشُوا عَلَى كِتَابَةِ أَنْسَابِهِمْ فَلَمْ تُوجَدْ، فَرُذِلُوا مِنَ ٱلْكَهَنُوتِ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 63] وَقَالَ لَهُمُ ٱلتِّرْشَاثَا أَنْ لَا يَأْكُلُوا مِنْ قُدْسِ ٱلْأَقْدَاسِ حَتَّى يَقُومَ كَاهِنٌ لِلْأُورِيمِ وَٱلتُّمِّيمِ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 64] كُلُّ ٱلْجُمْهُورِ مَعًا ٱثْنَانِ وَأَرْبَعُونَ أَلْفًا وَثَلَاثُ مِئَةٍ وَسِتُّونَ،
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 65] فَضْلًا عَنْ عَبِيدِهِمْ وَإِمَائِهِمْ فَهَؤُلَاءِ كَانُوا سَبْعَةَ آلَافٍ وَثَلَاثَ مِئَةٍ وَسَبْعَةً وَثَلَاثِينَ، وَلَهُمْ مِنَ ٱلْمُغَنِّينَ وَٱلْمُغَنِّيَاتِ مِئَتَانِ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 66] خَيْلُهُمْ سَبْعُ مِئَةٍ وَسِتَّةٌ وَثَلَاثُونَ. بِغَالُهُمْ مِئَتَانِ وَخَمْسَةٌ وَأَرْبَعُونَ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 67] جِمَالُهُمْ أَرْبَعُ مِئَةٍ وَخَمْسَةٌ وَثَلَاثُونَ. حَمِيرُهُمْ سِتَّةُ آلَافٍ وَسَبْعُ مِئَةٍ وَعِشْرُونَ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 68] وَٱلْبَعْضُ مِنْ رُؤُوسِ ٱلْآبَاءِ عِنْدَ مَجِيئِهِمْ إِلَى بَيْتِ ٱلرَّبِّ ٱلَّذِي فِي أُورُشَلِيمَ تَبَرَّعُوا لِبَيْتِ ٱلرَّبِّ لِإِقَامَتِهِ فِي مَكَانِهِ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 69] أَعْطَوْا حَسَبَ طَاقَتِهِمْ لِخِزَانَةِ ٱلْعَمَلِ وَاحِدًا وَسِتِّينَ أَلْفَ دِرْهَمٍ مِنَ ٱلذَّهَبِ، وَخَمْسَةَ آلَافِ مَنًا مِنَ ٱلْفِضَّةِ، وَمِئَةَ قَمِيصٍ لِلْكَهَنَةِ.
[VANDYKE | AR | OT | Ezra | Chapter 2 | Verse 70] فَأَقَامَ ٱلْكَهَنَةُ وَٱللَّاوِيُّونَ وَبَعْضُ ٱلشَّعْبِ وَٱلْمُغَنُّونَ وَٱلْبَوَّابُونَ وَٱلنَّثِينِيمُ فِي مُدُنِهِمْ وَكُلُّ إِسْرَائِيلَ فِي مُدُنِهِمْ.
