[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 1] Again the word of the Lord came unto me, saying,
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 25] Thou hast built thy high place at every head of the way, and hast made thy beauty to be abhorred, and hast opened thy feet to every one that passed by, and multiplied thy whoredoms.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 26] Thou hast also committed fornication with the Egyptians thy neighbours, great of flesh; and hast increased thy whoredoms, to provoke me to anger.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 27] Behold therefore, I have stretched out my hand over thee, and have diminished thine ordinary food, and delivered thee unto the will of them that hate thee, the daughters of the Philistines, which are ashamed of thy lewd way.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 28] Thou hast played the whore also with the Assyrians, because thou wast unsatiable; yea, thou hast played the harlot with them, and yet couldest not be satisfied.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 29] Thou hast moreover multiplied thy fornication in the land of Canaan unto Chaldea; and yet thou wast not satisfied herewith.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 30] How weak is thine heart, saith the Lord God, seeing thou doest all these things, the work of an imperious whorish woman;
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 31] in that thou buildest thine eminent place in the head of every way, and makest thine high place in every street; and hast not been as a harlot, in that thou scornest hire;
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 32] but as a wife that committeth adultery, which taketh strangers instead of her husband.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 33] They give gifts to all whores: but thou givest thy gifts to all thy lovers, and hirest them, that they may come unto thee on every side for thy whoredom.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 34] And the contrary is in thee from other women in thy whoredoms, whereas none followeth thee to commit whoredoms: and in that thou givest a reward, and no reward is given unto thee, therefore thou art contrary.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 35] Wherefore, O harlot, hear the word of the Lord:
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 36] thus saith the Lord God; Because thy filthiness was poured out, and thy nakedness discovered through thy whoredoms with thy lovers, and with all the idols of thy abominations, and by the blood of thy children, which thou didst give unto them;
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 37] behold therefore, I will gather all thy lovers, with whom thou hast taken pleasure, and all them that thou hast loved, with all them that thou hast hated; I will even gather them round about against thee, and will discover thy nakedness unto them, that they may see all thy nakedness.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 38] And I will judge thee, as women that break wedlock and shed blood are judged; and I will give thee blood in fury and jealousy.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 39] And I will also give thee into their hand, and they shall throw down thine eminent place, and shall break down thy high places: they shall strip thee also of thy clothes, and shall take thy fair jewels, and leave thee naked and bare.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 40] They shall also bring up a company against thee, and they shall stone thee with stones, and thrust thee through with their swords.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 41] And they shall burn thine houses with fire, and execute judgments upon thee in the sight of many women: and I will cause thee to cease from playing the harlot, and thou also shalt give no hire any more.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 42] So will I make my fury towards thee to rest, and my jealousy shall depart from thee, and I will be quiet, and will be no more angry.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 43] Because thou hast not remembered the days of thy youth, but hast fretted me in all these things; behold therefore, I also will recompense thy way upon thine head, saith the Lord God: and thou shalt not commit this lewdness above all thine abominations.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 44] Behold, every one that useth proverbs shall use this proverb against thee, saying, As is the mother, so is her daughter.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 45] Thou art thy mother’s daughter, that lotheth her husband and her children; and thou art the sister of thy sisters, which lothed their husbands and their children: your mother was a Hittite, and your father an Amorite.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 46] And thine elder sister is Samaria, she and her daughters that dwell at thy left hand: and thy younger sister, that dwelleth at thy right hand, is Sodom and her daughters.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 47] Yet hast thou not walked after their ways, nor done after their abominations: but, as if that were a very little thing, thou wast corrupted more than they in all thy ways.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 48] As I live, saith the Lord God, Sodom thy sister hath not done, she nor her daughters, as thou hast done, thou and thy daughters.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 49] Behold, this was the iniquity of thy sister Sodom, pride, fulness of bread, and abundance of idleness was in her and in her daughters, neither did she strengthen the hand of the poor and needy.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 50] And they were haughty, and committed abomination before me: therefore I took them away as I saw good.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 51] Neither hath Samaria committed half of thy sins; but thou hast multiplied thine abominations more than they, and hast justified thy sisters in all thine abominations which thou hast done.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 52] Thou also, which hast judged thy sisters, bear thine own shame for thy sins that thou hast committed more abominable than they: they are more righteous than thou: yea, be thou confounded also, and bear thy shame, in that thou hast justified thy sisters.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 53] When I shall bring again their captivity, the captivity of Sodom and her daughters, and the captivity of Samaria and her daughters, then will I bring again the captivity of thy captives in the midst of them:
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 54] that thou mayest bear thine own shame, and mayest be confounded in all that thou hast done, in that thou art a comfort unto them.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 55] When thy sisters, Sodom and her daughters, shall return to their former estate, and Samaria and her daughters shall return to their former estate, then thou and thy daughters shall return to your former estate.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 56] For thy sister Sodom was not mentioned by thy mouth in the day of thy pride,
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 57] before thy wickedness was discovered, as at the time of thy reproach of the daughters of Syria, and all that are round about her, the daughters of the Philistines, which despise thee round about.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 58] Thou hast borne thy lewdness and thine abominations, saith the Lord.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 59] For thus saith the Lord God; I will even deal with thee as thou hast done, which hast despised the oath in breaking the covenant.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 60] Nevertheless I will remember my covenant with thee in the days of thy youth, and I will establish unto thee an everlasting covenant.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 61] Then thou shalt remember thy ways, and be ashamed, when thou shalt receive thy sisters, thine elder and thy younger: and I will give them unto thee for daughters, but not by thy covenant.
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 62] And I will establish my covenant with thee; and thou shalt know that I am the Lord:
[KJV | EN | OT | Ezekiel | Chapter 16 | Verse 63] that thou mayest remember, and be confounded, and never open thy mouth any more, because of thy shame, when I am pacified toward thee for all that thou hast done, saith the Lord God.
