[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 1] ਹੇ ਇਸਰਾਏਲ, ਹੁਣ ਉਨ੍ਹਾਂ ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨਾਂ ਨੂੰ ਸੁਣੋ ਜਿਹੜੇ ਮੈਂ ਤੁਹਾਨੂੰ ਸਿਖਾਉਂਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਪੂਰਾ ਕਰੋ, ਤਾਂ ਜੋ ਤੁਸੀਂ ਜੀਉਂਦੇ ਰਹੋ ਅਤੇ ਜਾ ਕੇ ਉਸ ਦੇਸ਼ ਨੂੰ ਅਧਿਕਾਰ ਵਿੱਚ ਲੈ ਲਓ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 12] ਯਹੋਵਾਹ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਦੀ ਤੁਹਾਡੇ ਨਾਲ ਬੋਲਿਆ, ਤੁਸੀਂ ਉਸ ਦੇ ਸ਼ਬਦ ਤਾਂ ਸੁਣੇ ਪਰ ਤੁਸੀਂ ਕੋਈ ਸਰੂਪ ਨਾ ਵੇਖਿਆ, ਤੁਸੀਂ ਸਿਰਫ਼ ਅਵਾਜ਼ ਹੀ ਸੁਣੀ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 13] ਉਸ ਨੇ ਆਪਣਾ ਨੇਮ ਤੁਹਾਡੇ ਉੱਤੇ ਪਰਗਟ ਕੀਤਾ, ਜਿਸ ਨੂੰ ਪੂਰਾ ਕਰਨ ਦਾ ਹੁਕਮ ਉਸ ਨੇ ਤੁਹਾਨੂੰ ਦਿੱਤਾ ਅਰਥਾਤ ਦਸ ਹੁਕਮ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਪੱਥਰ ਦੀਆਂ ਦੋ ਫੱਟੀਆਂ ਉੱਤੇ ਲਿਖ ਦਿੱਤਾ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 14] ਉਸੇ ਵੇਲੇ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਕਿ ਮੈਂ ਤੁਹਾਨੂੰ ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨ ਸਿਖਾਵਾਂ ਤਾਂ ਜੋ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਪੂਰਾ ਕਰੋ, ਜਿਸ ਨੂੰ ਅਧਿਕਾਰ ਵਿੱਚ ਲੈਣ ਲਈ ਤੁਸੀਂ ਪਾਰ ਜਾਂਦੇ ਹੋ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 15] ਤੁਸੀਂ ਆਪਣੇ ਮਨਾਂ ਦੀ ਬਹੁਤ ਰਾਖੀ ਕਰੋ ਕਿਉਂਕਿ ਜਦ ਯਹੋਵਾਹ ਹੋਰੇਬ ਪਰਬਤ ਉੱਤੇ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਦੀ ਤੁਹਾਡੇ ਨਾਲ ਬੋਲਿਆ, ਤਾਂ ਤੁਸੀਂ ਕੋਈ ਸਰੂਪ ਨਾ ਵੇਖਿਆ
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 16] ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਤੁਸੀਂ ਵਿਗੜ ਕੇ ਆਪਣੇ ਲਈ ਕਿਸੇ ਬੁੱਤ ਦੀ ਘੜ੍ਹੀ ਹੋਈ ਮੂਰਤ ਬਣਾ ਲਓ ਅਰਥਾਤ ਕਿਸੇ ਨਰ-ਨਾਰੀ ਦੀ ਸ਼ਕਲ ਵਿੱਚ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 17] ਜਾਂ ਕਿਸੇ ਜਾਨਵਰ ਦੀ ਸ਼ਕਲ ਜਿਹੜਾ ਧਰਤੀ ਉੱਤੇ ਹੈ ਜਾਂ ਅਕਾਸ਼ ਵਿੱਚ ਉੱਡਣ ਵਾਲੇ ਕਿਸੇ ਪੰਛੀ ਦੀ ਸ਼ਕਲ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 18] ਜਾਂ ਕਿਸੇ ਜ਼ਮੀਨ ਉੱਤੇ ਘਿੱਸਰਨ ਵਾਲੇ ਕਿਸੇ ਜੰਤੂ ਦੀ ਸ਼ਕਲ ਜਾਂ ਧਰਤੀ ਦੇ ਹੇਠਲੇ ਪਾਣੀਆਂ ਵਿੱਚ ਰਹਿਣ ਵਾਲੀ ਕਿਸੇ ਮੱਛੀ ਦੀ ਸ਼ਕਲ ਵਿੱਚ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 19] ਜਾਂ ਫਿਰ ਜਦ ਤੁਸੀਂ ਆਪਣੀਆਂ ਅੱਖਾਂ ਅਕਾਸ਼ ਵੱਲ ਚੁੱਕੋ ਅਤੇ ਜਦ ਤੁਸੀਂ ਸੂਰਜ, ਚੰਦ ਅਤੇ ਤਾਰਿਆਂ ਨੂੰ ਅਰਥਾਤ ਅਕਾਸ਼ ਦੀ ਸਾਰੀ ਸੈਨਾਂ ਨੂੰ ਵੇਖੋ ਤਾਂ ਭਟਕ ਕੇ ਉਹਨਾਂ ਦੇ ਅੱਗੇ ਮੱਥਾ ਟੇਕੋ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਸੇਵਾ ਕਰਨ ਲੱਗੋ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਅਕਾਸ਼ ਦੇ ਹੇਠ ਦੇ ਸਾਰੇ ਲੋਕਾਂ ਲਈ ਰੱਖਿਆ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 20] ਪਰ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਲੋਹੇ ਦੀ ਭੱਠੀ ਵਰਗੇ ਮਿਸਰ ਤੋਂ ਕੱਢਿਆ ਤਾਂ ਜੋ ਤੁਸੀਂ ਉਹ ਦੀ ਨਿੱਜ-ਪਰਜਾ ਹੋਵੋ, ਜਿਵੇਂ ਤੁਸੀਂ ਅੱਜ ਦੇ ਦਿਨ ਹੋ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 21] ਤੁਹਾਡੇ ਕਾਰਨ ਯਹੋਵਾਹ ਮੇਰੇ ਨਾਲ ਗੁੱਸੇ ਹੋਇਆ ਅਤੇ ਉਸ ਨੇ ਸਹੁੰ ਖਾਧੀ ਕਿ ਤੂੰ ਯਰਦਨ ਦੇ ਪਾਰ ਨਹੀਂ ਜਾਵੇਂਗਾ ਅਤੇ ਨਾ ਹੀ ਤੂੰ ਉਸ ਚੰਗੇ ਦੇਸ਼ ਵਿੱਚ ਪ੍ਰਵੇਸ਼ ਕਰੇਂਗਾ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਵਿਰਾਸਤ ਵਿੱਚ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 22] ਮੈਂ ਤਾਂ ਇਸੇ ਦੇਸ਼ ਵਿੱਚ ਮਰਨਾ ਹੈ। ਮੈਂ ਯਰਦਨ ਦੇ ਪਾਰ ਨਹੀਂ ਜਾ ਸਕਦਾ, ਪਰ ਤੁਸੀਂ ਜਾਓਗੇ ਅਤੇ ਤੁਸੀਂ ਉਸ ਚੰਗੇ ਦੇਸ਼ ਉੱਤੇ ਅਧਿਕਾਰ ਕਰੋਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 23] ਚੌਕਸ ਰਹੋ, ਕਿਤੇ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨੇਮ ਨੂੰ ਜਿਹੜਾ ਉਸ ਨੇ ਤੁਹਾਡੇ ਨਾਲ ਬੰਨ੍ਹਿਆ ਹੈ, ਭੁੱਲ ਜਾਓ ਅਤੇ ਆਪਣੇ ਲਈ ਕਿਸੇ ਚੀਜ਼ ਦੀ ਘੜ੍ਹੀ ਹੋਈ ਮੂਰਤ ਬਣਾਓ, ਜਿਸ ਤੋਂ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਮਨ੍ਹਾ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 24] ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਭਸਮ ਕਰਨ ਵਾਲੀ ਅੱਗ ਹੈ। ਉਹ ਇੱਕ ਅਣਖ ਵਾਲਾ ਪਰਮੇਸ਼ੁਰ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 25] ਜਦ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਰਹਿੰਦੇ ਹੋਏ ਤੁਹਾਨੂੰ ਬਹੁਤ ਦਿਨ ਹੋ ਜਾਣ ਅਤੇ ਤੁਹਾਡੇ ਪੁੱਤਰ ਤੇ ਪੋਤਰੇ ਪੈਦਾ ਹੋਣ ਅਤੇ ਤੁਸੀਂ ਵਿਗੜ ਕੇ ਆਪਣੇ ਲਈ ਕਿਸੇ ਚੀਜ਼ ਦੀ ਘੜ੍ਹੀ ਹੋਈ ਮੂਰਤ ਬਣਾਓ ਅਤੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਬੁਰਿਆਈ ਕਰੋ ਕਿ ਉਹ ਕ੍ਰੋਧਵਾਨ ਹੋਵੇ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 26] ਤਾਂ ਮੈਂ ਅੱਜ ਤੁਹਾਡੇ ਵਿਰੁੱਧ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਦੀ ਗਵਾਹੀ ਲੈਂਦਾ ਹਾਂ ਕਿ ਉਸ ਦੇਸ਼ ਵਿੱਚੋਂ ਛੇਤੀ ਨਾਲ ਤੁਹਾਡਾ ਪੂਰੀ ਤਰ੍ਹਾਂ ਨਾਸ ਹੋ ਜਾਵੇਗਾ, ਜਿਸ ਉੱਤੇ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਤੁਸੀਂ ਯਰਦਨ ਤੋਂ ਪਾਰ ਜਾਂਦੇ ਹੋ। ਤੁਹਾਨੂੰ ਉੱਥੇ ਬਹੁਤ ਦਿਨਾਂ ਤੱਕ ਰਹਿਣ ਦਾ ਮੌਕਾ ਨਹੀਂ ਮਿਲੇਗਾ, ਤੁਹਾਡਾ ਪੂਰੀ ਤਰ੍ਹਾਂ ਹੀ ਨਾਸ ਹੋ ਜਾਵੇਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 27] ਯਹੋਵਾਹ ਤੁਹਾਨੂੰ ਦੇਸ਼-ਦੇਸ਼ ਦੇ ਲੋਕਾਂ ਵਿੱਚ ਖਿਲਾਰ ਦੇਵੇਗਾ ਅਤੇ ਜਿਨ੍ਹਾਂ ਲੋਕਾਂ ਦੇ ਵਿੱਚ ਯਹੋਵਾਹ ਤੁਹਾਨੂੰ ਧੱਕ ਦੇਵੇਗਾ, ਉੱਥੇ ਤੁਸੀਂ ਥੋੜ੍ਹੇ ਜਿਹੇ ਰਹਿ ਜਾਓਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 28] ਤੁਸੀਂ ਉੱਥੇ ਆਦਮੀ ਦੇ ਹੱਥਾਂ ਦੇ ਬਣਾਏ ਹੋਏ ਲੱਕੜ ਅਤੇ ਪੱਥਰ ਦੇ ਦੇਵਤਿਆਂ ਦੀ ਪੂਜਾ ਕਰੋਗੇ ਜਿਹੜੇ ਨਾ ਵੇਖਦੇ, ਨਾ ਸੁਣਦੇ, ਨਾ ਖਾਂਦੇ ਅਤੇ ਨਾ ਸੁੰਘਦੇ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 29] ਫੇਰ ਤੁਸੀਂ ਉੱਥੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਭਾਲ ਕਰੋਗੇ ਅਤੇ ਤੁਸੀਂ ਉਹ ਨੂੰ ਪਾਓਗੇ ਜਦ ਤੁਸੀਂ ਆਪਣੇ ਸਾਰੇ ਦਿਲ ਨਾਲ ਅਤੇ ਆਪਣੇ ਸਾਰੇ ਮਨ ਨਾਲ ਉਸ ਦੀ ਖੋਜ ਕਰੋਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 30] ਜਦ ਤੁਸੀਂ ਸੰਕਟ ਵਿੱਚ ਪਓ ਅਤੇ ਇਹ ਸਾਰੀਆਂ ਬਿਪਤਾਵਾਂ ਤੁਹਾਡੇ ਉੱਤੇ ਆ ਪੈਣ ਤਾਂ ਆਖਰੀ ਦਿਨਾਂ ਵਿੱਚ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਵੱਲ ਮੁੜੋਗੇ ਅਤੇ ਉਹ ਦੀ ਅਵਾਜ਼ ਸੁਣੋਗੇ,
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 31] ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਇੱਕ ਦਿਆਲੂ ਪਰਮੇਸ਼ੁਰ ਹੈ, ਉਹ ਨਾ ਤਾਂ ਤੁਹਾਨੂੰ ਤਿਆਗੇਗਾ, ਨਾ ਤੁਹਾਡਾ ਨਾਸ ਕਰੇਗਾ ਅਤੇ ਨਾ ਹੀ ਉਸ ਨੇਮ ਨੂੰ ਭੁੱਲੇਗਾ ਜਿਸ ਦੇ ਵਿਖੇ ਉਸ ਨੇ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਦੇ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 32] ਜਦੋਂ ਤੋਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਦਮੀ ਨੂੰ ਧਰਤੀ ਉੱਤੇ ਉਤਪਤ ਕੀਤਾ, ਉਸ ਸਮੇਂ ਤੋਂ ਲੈ ਕੇ ਆਪਣੇ ਪੈਦਾ ਹੋਣ ਦੇ ਦਿਨ ਤੱਕ ਦੀਆਂ ਗੱਲਾਂ ਪੁੱਛੋ ਅਤੇ ਅਕਾਸ਼ ਦੇ ਇੱਕ ਸਿਰੇ ਤੋਂ ਦੂਜੇ ਸਿਰੇ ਤੱਕ ਦੀਆਂ ਗੱਲਾਂ ਪੁੱਛੋ, ਕੀ ਕਦੀ ਅਜਿਹੀ ਵੱਡੀ ਗੱਲ ਕਦੀ ਹੋਈ ਜਾਂ ਕਦੀ ਸੁਣੀ ਗਈ ਹੈ?
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 33] ਕੀ ਕਦੀ ਕਿਸੇ ਪਰਜਾ ਨੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਅਵਾਜ਼ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਦੀ ਬੋਲਦੀ ਹੋਈ ਸੁਣੀ ਅਤੇ ਜੀਉਂਦੀ ਰਹੀ, ਜਿਵੇਂ ਤੁਸੀਂ ਸੁਣੀ ਹੈ?
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 34] ਕੀ ਪਰਮੇਸ਼ੁਰ ਨੇ ਕਦੀ ਜਤਨ ਕੀਤਾ ਕਿ ਜਾ ਕੇ ਆਪਣੇ ਲਈ ਇੱਕ ਕੌਮ ਨੂੰ ਦੂਜੀ ਕੌਮ ਦੇ ਵਿੱਚੋਂ ਪਰਤਾਵਿਆਂ, ਨਿਸ਼ਾਨਾਂ, ਅਚਰਜ਼ ਕੰਮਾਂ, ਯੁੱਧ, ਸ਼ਕਤੀਸ਼ਾਲੀ ਹੱਥ, ਪਸਾਰੀ ਹੋਈ ਬਾਂਹ ਅਤੇ ਵੱਡੇ-ਵੱਡੇ ਡਰਾਵਿਆਂ ਨਾਲ ਕੱਢ ਲਿਆਵੇ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਮਿਸਰ ਵਿੱਚ ਤੁਹਾਡੇ ਵੇਖਦਿਆਂ ਤੁਹਾਡੇ ਲਈ ਕੀਤਾ?
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 35] ਇਹ ਸਭ ਤੁਹਾਨੂੰ ਵਿਖਾਇਆ ਗਿਆ ਤਾਂ ਜੋ ਤੁਸੀਂ ਜਾਣੋ ਕਿ ਯਹੋਵਾਹ ਹੀ ਪਰਮੇਸ਼ੁਰ ਹੈ ਅਤੇ ਉਸ ਤੋਂ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕੋਈ ਨਹੀਂ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 4 | Verse 36] ਅਕਾਸ਼ ਤੋਂ ਉਸ ਨੇ ਤੁਹਾਨੂੰ ਆਪਣੀ ਅਵਾਜ਼ ਸੁਣਾਈ ਤਾਂ ਜੋ ਉਹ ਤੁਹਾਨੂੰ ਸਿੱਖਿਆ ਦੇਵੇ ਅਤੇ ਧਰਤੀ ਉੱਤੇ ਉਸਨੇ ਆਪਣੀ ਵੱਡੀ ਅੱਗ ਤੁਹਾਡੇ ਉੱਤੇ ਪਰਗਟ ਕੀਤੀ ਅਤੇ ਤੁਸੀਂ ਉਸ ਦੇ ਸ਼ਬਦ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਦੀ ਸੁਣੇ।
