[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 1] ਮੂਸਾ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨੇ ਪਰਜਾ ਨੂੰ ਹੁਕਮ ਦੇ ਕੇ ਆਖਿਆ, “ਇਨ੍ਹਾਂ ਸਾਰੇ ਹੁਕਮਾਂ ਦੀ ਜਿਹੜੇ ਮੈਂ ਅੱਜ ਤੁਹਾਨੂੰ ਦਿੰਦਾ ਹਾਂ, ਪਾਲਣਾ ਕਰੋ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 14] ਤਦ ਲੇਵੀ ਉੱਤਰ ਦੇ ਕੇ ਇਸਰਾਏਲ ਦੇ ਸਾਰੇ ਮਨੁੱਖਾਂ ਨੂੰ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਆਖਣ,
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 15] ਸਰਾਪੀ ਹੋਵੇ ਉਹ ਮਨੁੱਖ, ਜਿਹੜਾ ਘੜ੍ਹੀ ਹੋਈ ਜਾਂ ਢਾਲੀ ਹੋਈ ਮੂਰਤ ਬਣਾਵੇ, ਜਿਹੜੀ ਕਾਰੀਗਰ ਦੇ ਹੱਥ ਦਾ ਕੰਮ ਹੋਵੇ, ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਕਿਸੇ ਗੁਪਤ ਸਥਾਨ ਵਿੱਚ ਖੜ੍ਹਾ ਕਰੇ ਕਿਉਂ ਜੋ ਇਸ ਤੋਂ ਯਹੋਵਾਹ ਘਿਰਣਾ ਕਰਦਾ ਹੈ। ‘ਤਦ ਸਾਰੀ ਪਰਜਾ ਉੱਤਰ ਦੇ ਕੇ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 16] ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਆਪਣੇ ਪਿਤਾ ਜਾਂ ਆਪਣੀ ਮਾਤਾ ਦਾ ਨਿਰਾਦਰ ਕਰੇ। ‘ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 17] ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਆਪਣੇ ਗੁਆਂਢੀ ਦੀਆਂ ਹੱਦਾਂ ਨੂੰ ਸਰਕਾਵੇ। ‘ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 18] ‘ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਅੰਨ੍ਹੇ ਨੂੰ ਰਾਹ ਤੋਂ ਭਟਕਾ ਦੇਵੇ।’ ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 19] ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਪਰਦੇਸੀ, ਯਤੀਮ, ਅਤੇ ਵਿਧਵਾ ਦਾ ਨਿਆਂ ਵਿਗਾੜੇ। ‘ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 20] ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਆਪਣੇ ਪਿਤਾ ਦੀ ਪਤਨੀ, ਨਾਲ ਕੁਕਰਮ ਕਰੇ ਕਿਉਂ ਜੋ ਉਸ ਨੇ ਆਪਣੇ ਪਿਤਾ ਦਾ ਨੰਗੇਜ਼ ਖੋਲ੍ਹਿਆ ਹੈ। ‘ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 21] ‘ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਕਿਸੇ ਪਸ਼ੂ ਨਾਲ ਕੁਕਰਮ ਕਰੇ। ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 22] ‘ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਆਪਣੀ ਭੈਣ, ਨਾਲ ਕੁਕਰਮ ਕਰੇ, ਭਾਵੇਂ ਉਹ ਉਸ ਦੇ ਪਿਤਾ ਦੀ ਧੀ ਹੋਵੇ ਭਾਵੇਂ ਉਸ ਦੀ ਮਾਂ ਦੀ ਧੀ ਹੋਵੇ। ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 23] ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਆਪਣੀ ਸੱਸ ਨਾਲ ਕੁਕਰਮ ਕਰੇ। ‘ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 24] ‘ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਲੁੱਕ ਕੇ ਮਾਰੇ। ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 25] ‘ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਰਿਸ਼ਵਤ ਲੈ ਕੇ ਨਿਰਦੋਸ਼ ਵਿਅਕਤੀ ਦਾ ਖੂਨ ਕਰੇ। ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
[IRV | PA | OT | Deuteronomy | Chapter 27 | Verse 26] ‘ਸਰਾਪੀ ਹੋਵੇ ਉਹ, ਜਿਹੜਾ ਇਸ ਬਿਵਸਥਾ ਦੀਆਂ, ਗੱਲਾਂ ਨੂੰ ਮੰਨ ਕੇ ਪੂਰਾ ਨਾ ਕਰੇ। ਤਦ ਸਾਰੀ ਪਰਜਾ ਆਖੇ, ਆਮੀਨ।’
