[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 1] ਇਹ ਉਹ ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨ ਹਨ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੁਸੀਂ ਆਪਣੇ ਸਾਰੇ ਜੀਵਨ ਅਰਥਾਤ ਜਦੋਂ ਤੱਕ ਤੁਸੀਂ ਜੀਉਂਦੇ ਰਹੋਗੇ, ਉਸ ਦੇਸ਼ ਵਿੱਚ ਪੂਰਾ ਕਰਨਾ ਹੈ, ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 17] ਪਰ ਤੁਸੀਂ ਆਪਣਾ ਅੰਨ, ਨਵੀਂ ਮਧ, ਤੇਲ ਦਾ ਦਸਵੰਧ, ਆਪਣੇ ਇੱਜੜ ਅਤੇ ਚੌਣੇ ਦੇ ਪਹਿਲੌਠੇ, ਅਤੇ ਆਪਣੀਆਂ ਸੁੱਖਣਾ ਦੀਆਂ ਭੇਟਾਂ, ਖੁਸ਼ੀ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਚੁੱਕਣ ਦੀਆਂ ਭੇਟਾਂ ਨੂੰ ਆਪਣੇ ਫਾਟਕਾਂ ਦੇ ਅੰਦਰ ਕਦੇ ਵੀ ਨਾ ਖਾਣਾ,
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 18] ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਨਮੁਖ, ਆਪਣੇ ਪੁੱਤਰਾਂ, ਧੀਆਂ, ਆਪਣੇ ਦਾਸ-ਦਾਸੀਆਂ ਅਤੇ ਉਸ ਲੇਵੀ ਸਮੇਤ ਜਿਹੜਾ ਤੁਹਾਡੇ ਫਾਟਕਾਂ ਦੇ ਅੰਦਰ ਹੈ, ਉਸ ਸਥਾਨ ਵਿੱਚ ਖਾਣਾ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਚੁਣੇਗਾ, ਅਤੇ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਨਮੁਖ ਆਪਣੇ ਹੱਥ ਦੇ ਸਾਰੇ ਕੰਮਾਂ ਲਈ ਅਨੰਦ ਕਰਨਾ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 19] ਸਾਵਧਾਨ ਰਹੋ ਕਿ ਜਦ ਤੱਕ ਤੁਸੀਂ ਆਪਣੀ ਭੂਮੀ ਉੱਤੇ ਜੀਉਂਦੇ ਹੋ, ਤਦ ਤੱਕ ਤੁਸੀਂ ਲੇਵੀ ਨੂੰ ਕਦੀ ਨਾ ਭੁੱਲਿਓ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 20] ਜਦ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਆਪਣੇ ਬਚਨ ਅਨੁਸਾਰ ਤੁਹਾਡੀਆਂ ਹੱਦਾਂ ਨੂੰ ਵਧਾ ਦੇਵੇਗਾ, ਅਤੇ ਤੁਸੀਂ ਆਖੋ ਕਿ ਅਸੀਂ ਮਾਸ ਖਾਵਾਂਗੇ ਕਿਉਂ ਜੋ ਤੁਹਾਡਾ ਜੀਅ ਮਾਸ ਖਾਣ ਨੂੰ ਲੋਚਦਾ ਹੈ, ਤਦ ਤੁਸੀਂ ਆਪਣੇ ਮਨ ਦੀ ਸਾਰੀ ਇੱਛਾ ਦੇ ਅਨੁਸਾਰ ਮਾਸ ਖਾਇਓ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 21] ਪਰ ਜੇਕਰ ਉਹ ਸਥਾਨ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਆਪਣਾ ਨਾਮ ਵਸਾਉਣ ਲਈ ਚੁਣੇਗਾ, ਤੁਹਾਡੇ ਤੋਂ ਬਹੁਤ ਦੂਰ ਹੋਵੇ, ਤਾਂ ਤੁਸੀਂ ਆਪਣੇ ਇੱਜੜ ਅਤੇ ਚੌਣੇ ਵਿੱਚੋਂ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਦਿੱਤਾ, ਪਸ਼ੂ ਵੱਢ ਲਿਓ, ਜਿਵੇਂ ਮੈਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਹੈ, ਅਤੇ ਆਪਣੇ ਫਾਟਕਾਂ ਦੇ ਅੰਦਰ ਆਪਣੇ ਮਨ ਦੀ ਇੱਛਾ ਅਨੁਸਾਰ ਖਾ ਲਿਆ ਕਰਿਓ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 22] ਜਿਵੇਂ ਚਿਕਾਰੇ ਅਤੇ ਹਿਰਨ ਦਾ ਮਾਸ ਖਾਈਦਾ ਹੈ, ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਤੁਸੀਂ ਉਸ ਨੂੰ ਖਾਇਓ, ਅਸ਼ੁੱਧ ਅਤੇ ਸ਼ੁੱਧ ਦੋਵੇਂ ਮਨੁੱਖ ਉਸ ਨੂੰ ਖਾ ਸਕਦੇ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 23] ਪਰ ਉਨ੍ਹਾਂ ਦਾ ਲਹੂ ਕਦੇ ਵੀ ਨਾ ਖਾਇਓ, ਕਿਉਂ ਜੋ ਲਹੂ ਹੀ ਜੀਵਨ ਹੈ। ਤੁਸੀਂ ਮਾਸ ਦੇ ਨਾਲ ਜੀਵਨ ਨੂੰ ਨਾ ਖਾਇਓ
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 24] ਤੁਸੀਂ ਉਸ ਨੂੰ ਨਾ ਖਾਇਓ। ਤੁਸੀਂ ਉਸ ਨੂੰ ਧਰਤੀ ਉੱਤੇ ਪਾਣੀ ਵਾਂਗੂੰ ਡੋਲ੍ਹ ਦੇਣਾ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 25] ਤੁਸੀਂ ਉਸ ਨੂੰ ਨਾ ਖਾਇਓ ਤਾਂ ਜੋ ਇਹ ਕੰਮ ਕਰਨ ਨਾਲ ਜਿਹੜਾ ਯਹੋਵਾਹ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਠੀਕ ਹੈ, ਤੁਹਾਡਾ ਅਤੇ ਤੁਹਾਡੇ ਬਾਅਦ ਤੁਹਾਡੇ ਬੱਚਿਆਂ ਦਾ ਭਲਾ ਹੋਵੇ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 26] ਪਰ ਆਪਣੀਆਂ ਪਵਿੱਤਰ ਵਸਤੂਆਂ, ਜਿਹੜੀਆਂ ਤੁਹਾਡੇ ਕੋਲ ਹਨ ਅਤੇ ਆਪਣੀਆਂ ਸੁੱਖਣਾ ਦੀਆਂ ਭੇਟਾਂ ਲੈ ਕੇ ਤੁਸੀਂ ਉਸ ਸਥਾਨ ਨੂੰ ਜਾਇਓ, ਜਿਹੜਾ ਯਹੋਵਾਹ ਚੁਣੇਗਾ
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 27] ਤੁਸੀਂ ਆਪਣੀਆਂ ਹੋਮ ਬਲੀਆਂ ਦੇ ਮਾਸ ਅਤੇ ਲਹੂ ਨੂੰ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਜਗਵੇਦੀ ਉੱਤੇ ਚੜ੍ਹਾਇਓ ਪਰ ਸੁੱਖ-ਸਾਂਦ ਦੀਆਂ ਬਲੀਆਂ ਦੇ ਲਹੂ ਉਸ ਦੀ ਜਗਵੇਦੀ ਉੱਤੇ ਡੋਲ੍ਹ ਦੇਣਾ ਅਤੇ ਮਾਸ ਨੂੰ ਤੁਸੀਂ ਖਾ ਲੈਣਾ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 28] ਇਨ੍ਹਾਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਦਾ ਮੈਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੰਦਾ ਹਾਂ, ਸੁਣੋ ਅਤੇ ਮੰਨੋ ਤਾਂ ਜੋ ਤੁਸੀਂ ਉਹ ਕੰਮ ਕਰੋ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਠੀਕ ਅਤੇ ਚੰਗਾ ਹੋਵੇ ਅਤੇ ਤੁਹਾਡਾ ਅਤੇ ਤੁਹਾਡੇ ਬਾਅਦ ਤੁਹਾਡੇ ਬੱਚਿਆਂ ਦਾ ਸਦਾ ਲਈ ਭਲਾ ਹੋਵੇ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 29] ਜਦ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਉਨ੍ਹਾਂ ਕੌਮਾਂ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗਿਓਂ ਕੱਢ ਦੇਵੇ, ਜਿਨ੍ਹਾਂ ਉੱਤੇ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਤੁਸੀਂ ਜਾਂਦੇ ਹੋ ਅਤੇ ਤੁਸੀਂ ਉਹਨਾਂ ਉੱਤੇ ਕਾਬੂ ਪਾ ਕੇ ਉਹਨਾਂ ਦੇ ਦੇਸ਼ ਵਿੱਚ ਵੱਸ ਜਾਓ,
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 30] ਤਾਂ ਸਾਵਧਾਨ ਰਹਿਣਾ, ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਕਿ ਜਦ ਉਹ ਤੁਹਾਡੇ ਅੱਗਿਓਂ ਨਾਸ ਕਰ ਦਿੱਤੇ ਜਾਣ ਤਾਂ ਉਨ੍ਹਾਂ ਦੇ ਪਿੱਛੇ ਲੱਗ ਕੇ ਤੁਸੀਂ ਵੀ ਫਸ ਜਾਓ ਅਰਥਾਤ ਉਹਨਾਂ ਦੇ ਦੇਵਤਿਆਂ ਦੇ ਬਾਰੇ ਇਹ ਨਾ ਪੁੱਛਿਓ ਕਿ ਇਨ੍ਹਾਂ ਕੌਮਾਂ ਦੇ ਲੋਕ ਕਿਵੇਂ ਆਪਣੇ ਦੇਵਤਿਆਂ ਦੀ ਪੂਜਾ ਕਰਦੇ ਹਨ ਤਾਂ ਜੋ ਅਸੀਂ ਵੀ ਇਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕਰੀਏ।
[IRV | PA | OT | Deuteronomy | Chapter 12 | Verse 31] ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਅਜਿਹਾ ਨਾ ਕਰਨਾ, ਕਿਉਂਕਿ ਉਹ ਸਾਰੇ ਘਿਣਾਉਣੇ ਕੰਮ ਜਿਨ੍ਹਾਂ ਤੋਂ ਯਹੋਵਾਹ ਘਿਣ ਕਰਦਾ ਹੈ, ਉਹਨਾਂ ਨੇ ਆਪਣੇ ਦੇਵਤਿਆਂ ਦੇ ਲਈ ਕੀਤੇ ਹਨ, ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੇ ਪੁੱਤਰਾਂ ਅਤੇ ਧੀਆਂ ਨੂੰ ਆਪਣੇ ਦੇਵਤਿਆਂ ਲਈ ਅੱਗ ਵਿੱਚ ਸਾੜ ਸੁੱਟਦੇ ਹਨ।
