[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 1] ਲੇਵੀ ਜਾਜਕਾਂ ਸਗੋਂ ਲੇਵੀ ਦੇ ਸਾਰੇ ਗੋਤ ਦਾ ਇਸਰਾਏਲ ਦੇ ਨਾਲ ਕੋਈ ਭਾਗ ਜਾਂ ਵਿਰਾਸਤ ਨਾ ਹੋਵੇਗੀ। ਉਹ ਯਹੋਵਾਹ ਨੂੰ ਚੜ੍ਹਾਈਆਂ ਗਈਆਂ ਅੱਗ ਦੀਆਂ ਭੇਟਾਂ ਅਤੇ ਉਸ ਦੇ ਭਾਗ ਵਿੱਚੋਂ ਖਾਣਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 12] ਕਿਉਂ ਜੋ ਜਿਹੜੇ ਇਹ ਕੰਮ ਕਰਦੇ ਹਨ ਉਹ ਯਹੋਵਾਹ ਅੱਗੇ ਘਿਣਾਉਣੇ ਹਨ, ਅਤੇ ਇੰਨ੍ਹਾਂ ਘਿਣਾਉਣੇ ਕੰਮਾਂ ਦੇ ਕਾਰਨ ਹੀ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਉਹਨਾਂ ਨੂੰ ਤੁਹਾਡੇ ਅੱਗਿਓਂ ਕੱਢਣ ਵਾਲਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 13] ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਸੰਪੂਰਨ ਹੋਵੋ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 14] ਕਿਉਂ ਜੋ ਉਹ ਕੌਮਾਂ ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੁਸੀਂ ਕੱਢਣ ਵਾਲੇ ਹੋ, ਮਹੂਰਤ ਵੇਖਣ ਵਾਲਿਆਂ ਅਤੇ ਭਵਿੱਖ ਦੱਸਣ ਵਾਲਿਆਂ ਦੀ ਸੁਣਦੀਆਂ ਹਨ, ਪਰ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਨੂੰ ਅਜਿਹਾ ਨਹੀਂ ਕਰਨ ਦਿੰਦਾ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 15] ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਡੇ ਵਿੱਚੋਂ ਅਰਥਾਤ ਤੁਹਾਡੇ ਭਰਾਵਾਂ ਵਿੱਚੋਂ ਮੇਰੇ ਵਰਗਾ ਇੱਕ ਨਬੀ ਖੜ੍ਹਾ ਕਰੇਗਾ, ਤੁਸੀਂ ਉਸ ਦੀ ਸੁਣਿਓ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 16] ਇਹ ਤੇਰੀ ਉਸ ਬੇਨਤੀ ਦੇ ਅਨੁਸਾਰ ਹੋਵੇਗਾ, ਜਿਹੜੀ ਨੂੰ ਹੋਰੇਬ ਪਰਬਤ ਦੇ ਕੋਲ ਸਭਾ ਦੇ ਦਿਨ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਕੀਤੀ ਸੀ, “ਅਸੀਂ ਫੇਰ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਆਵਾਜ਼ ਨਾ ਸੁਣੀਏ ਅਤੇ ਨਾ ਹੀ ਫੇਰ ਇਹ ਵੱਡੀ ਅੱਗ ਨੂੰ ਵੇਖੀਏ, ਤਾਂ ਜੋ ਅਸੀਂ ਮਰ ਨਾ ਜਾਈਏ।”
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 17] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, “ਉਹ ਜੋ ਕੁਝ ਆਖਦੇ ਹਨ, ਸੋ ਠੀਕ ਆਖਦੇ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 18] ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾਵਾਂ ਵਿੱਚੋਂ ਤੇਰੇ ਵਰਗਾ ਇੱਕ ਨਬੀ ਖੜ੍ਹਾ ਕਰਾਂਗਾ ਅਤੇ ਮੈਂ ਆਪਣੇ ਸ਼ਬਦ ਉਸ ਦੇ ਮੂੰਹ ਵਿੱਚ ਪਾਵਾਂਗਾ ਅਤੇ ਉਹ ਇਹ ਸਾਰੇ ਹੁਕਮ ਜਿਹੜੇ ਮੈਂ ਉਹ ਨੂੰ ਦਿਆਂਗਾ, ਉਨ੍ਹਾਂ ਨੂੰ ਦੱਸੇਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 19] ਤਦ ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਜਿਹੜਾ ਮਨੁੱਖ ਮੇਰੇ ਉਨ੍ਹਾਂ ਸ਼ਬਦ ਨੂੰ ਨਾ ਸੁਣੇ, ਜੋ ਉਹ ਮੇਰੇ ਨਾਮ ਤੋਂ ਬੋਲੇਗਾ, ਮੈਂ ਉਸ ਤੋਂ ਉਸ ਦਾ ਲੇਖਾ ਲਵਾਂਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 20] ਪਰ ਉਹ ਨਬੀ ਜਿਹੜਾ ਗੁਸਤਾਖ਼ੀ ਨਾਲ ਮੇਰੇ ਨਾਮ ਉੱਤੇ ਉਹ ਬਚਨ ਬੋਲੇ, ਜਿਸ ਦਾ ਹੁਕਮ ਮੈਂ ਉਸ ਨੂੰ ਨਹੀਂ ਦਿੱਤਾ ਜਾਂ ਦੂਜੇ ਦੇਵਤਿਆਂ ਦੇ ਨਾਮ ਤੋਂ ਕੁਝ ਬੋਲੇ, ਉਹ ਨਬੀ ਮਾਰਿਆ ਜਾਵੇ।”
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 21] ਜੇਕਰ ਤੁਸੀਂ ਆਪਣੇ ਮਨ ਵਿੱਚ ਆਖੋ, “ਅਸੀਂ ਉਸ ਬਚਨ ਨੂੰ ਕਿਵੇਂ ਜਾਣੀਏ ਜਿਹੜਾ ਯਹੋਵਾਹ ਨਹੀਂ ਬੋਲਿਆ?”
[IRV | PA | OT | Deuteronomy | Chapter 18 | Verse 22] ਤਦ ਜੇਕਰ ਉਹ ਨਬੀ ਯਹੋਵਾਹ ਦੇ ਨਾਮ ਤੋਂ ਕੁਝ ਬੋਲੇ ਅਤੇ ਉਹ ਗੱਲ ਪੂਰੀ ਨਾ ਹੋਵੇ ਅਤੇ ਨਾ ਹੀ ਬੀਤੇ ਤਾਂ ਉਹ ਗੱਲ ਯਹੋਵਾਹ ਨੇ ਨਹੀਂ ਬੋਲੀ ਸੀ। ਉਸ ਨਬੀ ਨੇ ਗੁਸਤਾਖ਼ੀ ਨਾਲ ਉਹ ਗੱਲ ਬੋਲੀ ਹੈ, ਤੁਸੀਂ ਉਸ ਤੋਂ ਨਾ ਡਰਿਓ।
