[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 1] ਹੇ ਇਸਰਾਏਲ, ਸੁਣੋ, ਅੱਜ ਤੁਸੀਂ ਯਰਦਨ ਤੋਂ ਪਾਰ ਲੰਘਣਾ ਹੈ, ਤਾਂ ਜੋ ਤੁਸੀਂ ਅੰਦਰ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਕੌਮਾਂ ਉੱਤੇ ਜਿਹੜੀਆਂ ਤੁਹਾਡੇ ਨਾਲੋਂ ਵੱਡੀਆਂ ਅਤੇ ਬਲਵੰਤ ਹਨ ਅਤੇ ਸ਼ਹਿਰਾਂ ਉੱਤੇ ਜਿਹੜੇ ਵੱਡੇ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਕੰਧਾਂ ਅਕਾਸ਼ ਤੱਕ ਹਨ, ਅਧਿਕਾਰ ਕਰ ਲਓ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 12] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, “ਉੱਠ ਅਤੇ ਛੇਤੀ ਨਾਲ ਇੱਥੋਂ ਹੇਠਾਂ ਉਤਰ ਜਾ ਕਿਉਂ ਜੋ ਤੇਰੇ ਲੋਕ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੂੰ ਮਿਸਰ ਤੋਂ ਕੱਢ ਲਿਆਇਆ ਹੈਂ, ਆਪਣੇ ਆਪ ਨੂੰ ਭਰਿਸ਼ਟ ਕਰ ਬੈਠੇ ਹਨ। ਉਹ ਛੇਤੀ ਨਾਲ ਉਸ ਰਾਹ ਤੋਂ ਮੁੜ ਗਏ ਹਨ, ਜਿਸ ਦਾ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ। ਉਨ੍ਹਾਂ ਨੇ ਇੱਕ ਢਾਲੀ ਹੋਈ ਮੂਰਤ ਆਪਣੇ ਲਈ ਬਣਾ ਲਈ ਹੈ।”
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 13] ਯਹੋਵਾਹ ਨੇ ਅੱਗੇ ਮੈਨੂੰ ਇਹ ਵੀ ਆਖਿਆ, “ਮੈਂ ਇਸ ਪਰਜਾ ਨੂੰ ਵੇਖਿਆ ਹੈ ਅਤੇ ਵੇਖੋ, ਉਹ ਇੱਕ ਹਠੀਲੀ ਪਰਜਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 14] ਮੈਨੂੰ ਛੱਡ ਦੇ ਤਾਂ ਜੋ ਮੈਂ ਉਨ੍ਹਾਂ ਦਾ ਨਾਸ ਕਰਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਨਾਂ ਅਕਾਸ਼ ਦੇ ਹੇਠੋਂ ਮਿਟਾ ਦਿਆਂ ਅਤੇ ਮੈਂ ਤੇਰੇ ਤੋਂ ਇੱਕ ਕੌਮ ਉਨ੍ਹਾਂ ਤੋਂ ਬਲਵੰਤ ਅਤੇ ਵੱਡੀ ਬਣਾਵਾਂਗਾ।”
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 15] ਤਦ ਮੈਂ ਪਰਬਤ ਤੋਂ ਹੇਠਾਂ ਨੂੰ ਮੁੜ ਆਇਆ ਅਤੇ ਉਹ ਪਰਬਤ ਅੱਗ ਨਾਲ ਬਲ ਰਿਹਾ ਸੀ ਅਤੇ ਨੇਮ ਦੀਆਂ ਦੋਨੋਂ ਫੱਟੀਆਂ ਮੇਰੇ ਦੋਹਾਂ ਹੱਥਾਂ ਵਿੱਚ ਸਨ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 16] ਤਦ ਮੈਂ ਵੇਖਿਆ ਅਤੇ ਵੇਖੋ, ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਅੱਗੇ ਪਾਪ ਕੀਤਾ ਜੋ ਤੁਸੀਂ ਆਪਣੇ ਲਈ ਇੱਕ ਵੱਛਾ ਢਾਲ਼ ਕੇ ਬਣਾ ਲਿਆ ਸੀ। ਤੁਸੀਂ ਛੇਤੀ ਨਾਲ ਉਸ ਰਾਹ ਤੋਂ ਮੁੜ ਗਏ ਸੀ, ਜਿਸ ਦਾ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 17] ਮੈਂ ਉਹ ਦੋਨੋਂ ਫੱਟੀਆਂ ਫੜ੍ਹ ਕੇ ਆਪਣੇ ਦੋਹਾਂ ਹੱਥਾਂ ਤੋਂ ਸੁੱਟ ਦਿੱਤੀਆਂ ਅਤੇ ਮੈਂ ਤੁਹਾਡੇ ਵੇਖਦਿਆਂ ਉਹਨਾਂ ਨੂੰ ਭੰਨ ਸੁੱਟਿਆ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 18] ਤਦ ਮੈਂ ਪਹਿਲਾਂ ਦੀ ਤਰ੍ਹਾਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਚਾਲ੍ਹੀ ਦਿਨ ਅਤੇ ਚਾਲ੍ਹੀ ਰਾਤਾਂ ਪਿਆ ਰਿਹਾ। ਨਾ ਮੈਂ ਰੋਟੀ ਖਾਧੀ ਅਤੇ ਨਾ ਮੈਂ ਪਾਣੀ ਪੀਤਾ, ਤੁਹਾਡੇ ਸਾਰੇ ਪਾਪਾਂ ਦੇ ਕਾਰਨ ਜਿਹੜੇ ਤੁਸੀਂ ਕੀਤੇ ਜਦ ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਬੁਰਿਆਈ ਕੀਤੀ ਅਤੇ ਉਸ ਨੂੰ ਕ੍ਰੋਧਿਤ ਕੀਤਾ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 19] ਮੈਂ ਤਾਂ ਯਹੋਵਾਹ ਦੇ ਕ੍ਰੋਧ ਅਤੇ ਉਸ ਦੇ ਕਹਿਰ ਤੋਂ ਡਰ ਗਿਆ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਵਿਰੁੱਧ ਅਜਿਹਾ ਕ੍ਰੋਧਿਤ ਹੋਇਆ ਕਿ ਉਹ ਤੁਹਾਡਾ ਨਾਸ ਕਰਨ ਵਾਲਾ ਹੀ ਸੀ। ਫੇਰ ਵੀ ਯਹੋਵਾਹ ਨੇ ਉਸ ਵੇਲੇ ਮੇਰੀ ਸੁਣ ਲਈ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 20] ਫੇਰ ਯਹੋਵਾਹ ਹਾਰੂਨ ਉੱਤੇ ਬਹੁਤ ਕ੍ਰੋਧਿਤ ਹੋਇਆ ਕਿ ਉਸ ਨੂੰ ਨਾਸ ਕਰ ਦੇਵੇ ਤਾਂ ਮੈਂ ਉਸ ਵੇਲੇ ਹਾਰੂਨ ਲਈ ਵੀ ਬੇਨਤੀ ਕੀਤੀ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 21] ਮੈਂ ਤੁਹਾਡੇ ਪਾਪ ਨੂੰ ਅਰਥਾਤ ਉਸ ਵੱਛੇ ਨੂੰ ਜਿਹੜਾ ਤੁਸੀਂ ਬਣਾਇਆ ਸੀ, ਲੈ ਕੇ ਅੱਗ ਵਿੱਚ ਸਾੜ ਸੁੱਟਿਆ ਅਤੇ ਮੈਂ ਉਸ ਨੂੰ ਕੁੱਟ ਕੇ ਅਤੇ ਪੀਹ ਕੇ ਐਨਾ ਮਹੀਨ ਕੀਤਾ ਕਿ ਉਹ ਧੂੜ ਜਿਹਾ ਹੋ ਗਿਆ, ਤਾਂ ਮੈਂ ਉਸ ਧੂੜ ਨੂੰ ਚੁੱਕ ਕੇ ਉਸ ਨਾਲੇ ਵਿੱਚ ਸੁੱਟ ਦਿੱਤਾ, ਜਿਹੜਾ ਪਰਬਤ ਤੋਂ ਹੇਠਾਂ ਨੂੰ ਆਉਂਦਾ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 22] ਤਬਏਰਾਹ ਮੱਸਾਹ ਅਤੇ ਕਿਬਰੋਥ-ਹੱਤਾਵਾਹ ਵਿੱਚ ਵੀ ਤੁਸੀਂ ਯਹੋਵਾਹ ਨੂੰ ਕ੍ਰੋਧਿਤ ਕੀਤਾ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 23] ਜਦ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਕਾਦੇਸ਼-ਬਰਨੇਆ ਤੋਂ ਭੇਜਿਆ ਅਤੇ ਆਖਿਆ, “ਜਾ ਕੇ ਉਸ ਦੇਸ਼ ਉੱਤੇ ਅਧਿਕਾਰ ਕਰ ਲਓ ਜਿਹੜਾ ਮੈਂ ਤੁਹਾਨੂੰ ਦਿੱਤਾ ਹੈ, ਤਾਂ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਹੁਕਮ ਦੇ ਵਿਰੁੱਧ ਵਿਦਰੋਹ ਕੀਤਾ ਅਤੇ ਉਸ ਉੱਤੇ ਪਰਤੀਤ ਨਾ ਕੀਤੀ ਅਤੇ ਨਾ ਉਸ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਸੁਣਿਆ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 24] ਜਿਸ ਦਿਨ ਤੋਂ ਮੈਂ ਤੁਹਾਨੂੰ ਜਾਣਿਆ, ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਵਿਦਰੋਹੀ ਹੀ ਰਹੇ ਹੋ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 25] ਤਦ ਮੈਂ ਚਾਲ੍ਹੀ ਦਿਨ ਅਤੇ ਚਾਲ੍ਹੀ ਰਾਤਾਂ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਮੂੰਹ ਭਾਰ ਡਿੱਗ ਕੇ ਪਿਆ ਰਿਹਾ, ਜਿਵੇਂ ਪਹਿਲਾਂ ਪਿਆ ਰਿਹਾ ਸੀ, ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਨੂੰ ਨਾਸ ਕਰਨ ਲਈ ਆਖਿਆ ਸੀ।”
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 26] ਤਦ ਮੈਂ ਯਹੋਵਾਹ ਅੱਗੇ ਬੇਨਤੀ ਕੀਤੀ, “ਹੇ ਪ੍ਰਭੂ ਯਹੋਵਾਹ, ਆਪਣੀ ਪਰਜਾ ਨੂੰ ਅਤੇ ਆਪਣੇ ਨਿੱਜ-ਭਾਗ ਨੂੰ ਨਾਸ ਨਾ ਕਰ, ਜਿਸ ਨੂੰ ਤੂੰ ਆਪਣੀ ਮਹਾਨਤਾ ਨਾਲ ਛੁਟਕਾਰਾ ਦਿੱਤਾ ਹੈ ਅਤੇ ਜਿਸ ਨੂੰ ਤੂੰ ਬਲਵੰਤ ਹੱਥ ਨਾਲ ਮਿਸਰ ਤੋਂ ਬਾਹਰ ਲੈ ਆਇਆ ਹੈਂ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 27] ਆਪਣੇ ਦਾਸ ਅਬਰਾਹਾਮ, ਇਸਹਾਕ ਅਤੇ ਯਾਕੂਬ ਨੂੰ ਯਾਦ ਕਰ ਅਤੇ ਇਸ ਪਰਜਾ ਦੇ ਢੀਠਪੁਣੇ, ਦੁਸ਼ਟਤਾ ਅਤੇ ਪਾਪ ਨੂੰ ਨਾ ਵੇਖ,
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 28] ਕਿਤੇ ਉਸ ਧਰਤੀ ਦੇ ਲੋਕ ਜਿੱਥੋਂ ਤੂੰ ਸਾਨੂੰ ਕੱਢ ਲਿਆਇਆ ਹੈਂ ਆਖਣ, ਯਹੋਵਾਹ ਉਹਨਾਂ ਨੂੰ ਉਸ ਧਰਤੀ ਵਿੱਚ ਨਾ ਪਹੁੰਚਾ ਸਕਿਆ ਜਿਸ ਦਾ ਉਸ ਨੇ ਉਹਨਾਂ ਨੂੰ ਬਚਨ ਦਿੱਤਾ ਸੀ, ਕਿਉਂ ਜੋ ਉਹ ਉਹਨਾਂ ਨਾਲ ਵੈਰ ਰੱਖਦਾ ਹੈ, ਇਸ ਲਈ ਉਹ ਉਹਨਾਂ ਨੂੰ ਬਾਹਰ ਕੱਢ ਲਿਆਇਆ ਤਾਂ ਜੋ ਉਜਾੜ ਵਿੱਚ ਉਹਨਾਂ ਦਾ ਨਾਸ ਕਰੇ।
[IRV | PA | OT | Deuteronomy | Chapter 9 | Verse 29] ਉਹ ਤੇਰੀ ਪਰਜਾ ਅਤੇ ਤੇਰਾ ਨਿੱਜ-ਭਾਗ ਹਨ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਤੂੰ ਵੱਡੀ ਸ਼ਕਤੀ ਅਤੇ ਵਧਾਈ ਹੋਈ ਬਾਂਹ ਨਾਲ ਬਾਹਰ ਕੱਢ ਲਿਆਇਆ ਹੈਂ।”
