[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 1] ਹੇ ਅਕਾਸ਼, ਕੰਨ ਲਾ ਅਤੇ ਮੈਂ ਬੋਲਾਂਗਾ, ਹੇ ਧਰਤੀ, ਮੇਰੇ ਮੂੰਹ ਦੇ ਬਚਨ ਸੁਣ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 20] ਤਦ ਉਸ ਨੇ ਆਖਿਆ, ਮੈਂ ਆਪਣਾ ਮੂੰਹ ਉਨ੍ਹਾਂ ਤੋਂ ਲੁਕਾ ਲਵਾਂਗਾ, ਮੈਂ ਵੇਖਾਂਗਾ ਕਿ ਉਨ੍ਹਾਂ ਦਾ ਅੰਤ ਕੀ ਹੋਵੇਗਾ, ਕਿਉਂ ਜੋ ਇਹ ਇੱਕ ਹਠੀਲੀ ਪੀੜ੍ਹੀ ਹੈ, ਇਹ ਉਹ ਪੁੱਤਰ ਹਨ ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਵਫ਼ਾਦਾਰੀ ਨਹੀਂ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 21] ਇਨ੍ਹਾਂ ਨੇ ਮੈਨੂੰ ਉਸ ਵਸਤੂ ਤੋਂ ਈਰਖਾਲੂ ਕੀਤਾ ਜੋ ਪਰਮੇਸ਼ੁਰ ਹੈ ਹੀ ਨਹੀਂ, ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੀਆਂ ਵਿਅਰਥ ਗੱਲਾਂ ਨਾਲ ਮੈਨੂੰ ਗੁੱਸੇ ਦੁਆਇਆ, ਮੈਂ ਵੀ ਉਨ੍ਹਾਂ ਨੂੰ ਅਜਿਹੀ ਕੌਮ ਤੋਂ ਈਰਖਾ ਕਰਾਵਾਂਗਾ ਜੋ ਮੇਰੀ ਨਹੀਂ ਹੈ, ਮੈਂ ਇੱਕ ਮੂਰਖ ਕੌਮ ਦੇ ਰਾਹੀਂ ਉਨ੍ਹਾਂ ਨੂੰ ਗੁੱਸਾ ਦੁਆਵਾਂਗਾ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 22] ਕਿਉਂ ਜੋ ਮੇਰੇ ਕ੍ਰੋਧ ਦੀ ਅੱਗ ਭੜਕ ਉੱਠੀ ਹੈ, ਜਿਹੜੀ ਸਭ ਤੋਂ ਹੇਠਲੇ ਪਤਾਲ ਤੱਕ ਬਲਦੀ ਜਾਂਦੀ ਹੈ, ਅਤੇ ਧਰਤੀ ਨੂੰ ਉਸ ਦੀ ਪੈਦਾਵਾਰ ਸਮੇਤ ਭਸਮ ਕਰਦੀ ਜਾਂਦੀ ਹੈ, ਸਗੋਂ ਪਹਾੜਾਂ ਦੀਆਂ ਨੀਹਾਂ ਨੂੰ ਅੱਗ ਲਾਉਂਦੀ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 23] ਮੈਂ ਉਨ੍ਹਾਂ ਉੱਤੇ ਬੁਰਿਆਈ ਦੇ ਢੇਰ ਲਾਵਾਂਗਾ, ਮੈਂ ਆਪਣੇ ਤੀਰਾਂ ਨੂੰ ਉਨ੍ਹਾਂ ਉੱਤੇ ਮੁਕਾ ਦਿਆਂਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 24] ਉਹ ਭੁੱਖ ਨਾਲ ਢੱਲ਼ ਜਾਣਗੇ, ਉਹ ਤਿੱਖੀ ਗਰਮੀ ਅਤੇ ਭਿਆਨਕ ਰੋਗਾਂ ਨਾਲ ਭਸਮ ਹੋ ਜਾਣਗੇ, ਅਤੇ ਮੈਂ ਉਨ੍ਹਾਂ ਉੱਤੇ ਜੰਗਲੀ ਜਾਨਵਰਾਂ ਦੇ ਦੰਦ ਚਲਾਵਾਂਗਾ, ਅਤੇ ਮਿੱਟੀ ਉੱਤੇ ਘਿੱਸਰਨ ਵਾਲੇ ਸੱਪਾਂ ਦਾ ਜ਼ਹਿਰ ਛੱਡਾਂਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 25] ਬਾਹਰ ਤਲਵਾਰ ਨਾਲ ਮਰਨਗੇ, ਅਤੇ ਕੋਠੜੀਆਂ ਵਿੱਚ ਡਰ ਹੋਵੇਗਾ, ਜਿਸ ਨਾਲ ਜੁਆਨਾਂ ਅਤੇ ਕੁਆਰੀਆਂ ਦਾ, ਅਤੇ ਦੁੱਧ ਚੁੰਘਦੇ ਬੱਚੇ ਅਤੇ ਧੌਲਿਆਂ ਵਾਲੇ ਮਨੁੱਖਾਂ ਦਾ ਵੀ ਨਾਸ ਹੋ ਜਾਵੇਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 26] ਮੈਂ ਆਖਿਆ, ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਦੂਰ-ਦੂਰ ਤੱਕ ਖਿਲਾਰ ਦਿਆਂਗਾ, ਮੈਂ ਮਨੁੱਖਾਂ ਵਿੱਚੋਂ ਉਨ੍ਹਾਂ ਦੀ ਯਾਦ ਤੱਕ ਮਿਟਾ ਦਿਆਂਗਾ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 27] ਪਰ ਮੈਨੂੰ ਵੈਰੀਆਂ ਦੀ ਛੇੜ-ਛਾੜ ਦਾ ਡਰ ਸੀ, ਕਿਤੇ ਉਨ੍ਹਾਂ ਦੇ ਵੈਰੀ ਉਲਟਾ ਸਮਝਣ, ਅਤੇ ਉਹ ਆਖਣ, ਸਾਡਾ ਹੱਥ ਉੱਚਾ ਰਿਹਾ, ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਇਹ ਸਭ ਕੁਝ ਨਹੀਂ ਕੀਤਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 28] ਇਹ ਤਾਂ ਇੱਕ ਨਿਰਬੁੱਧ ਕੌਮ ਹੈ, ਇਹਨਾਂ ਵਿੱਚ ਕੋਈ ਸਮਝ ਨਹੀਂ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 29] ਭਲਾ ਹੁੰਦਾ ਕਿ ਉਹ ਬੁੱਧਵਾਨ ਹੁੰਦੇ ਅਤੇ ਇਸ ਗੱਲ ਨੂੰ ਸਮਝ ਲੈਂਦੇ, ਅਤੇ ਆਪਣੇ ਅੰਤ ਨੂੰ ਵਿਚਾਰ ਲੈਂਦੇ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 30] ਜੇ ਉਨ੍ਹਾਂ ਦੀ ਚੱਟਾਨ ਹੀ ਉਨ੍ਹਾਂ ਨੂੰ ਨਾ ਵੇਚ ਦਿੰਦੀ, ਅਤੇ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਨੂੰ ਨਾ ਫੜ੍ਹਾ ਦਿੰਦਾ? ਤਾਂ ਕਿਵੇਂ ਹੋ ਸਕਦਾ ਸੀ ਕਿ ਇੱਕ ਜਣਾ ਹਜ਼ਾਰ ਦੇ ਪਿੱਛੇ ਪੈਂਦਾ, ਅਤੇ ਦੋ ਜਣੇ ਦਸ ਹਜ਼ਾਰ ਨੂੰ ਭਜਾ ਸਕਦੇ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 31] ਕਿਉਂਕਿ ਉਹਨਾਂ ਦੀ ਚੱਟਾਨ ਸਾਡੀ ਚੱਟਾਨ ਵਰਗੀ ਨਹੀਂ ਹੈ, ਭਾਵੇਂ ਸਾਡੇ ਵੈਰੀ ਹੀ ਨਿਆਂ ਕਰਨ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 32] ਉਹਨਾਂ ਦੀ ਦਾਖ ਬੇਲ ਤਾਂ ਸਦੂਮ ਦੀ ਦਾਖ ਬੇਲ ਤੋਂ ਨਿੱਕਲੀ, ਅਤੇ ਅਮੂਰਾਹ ਦੇ ਖੇਤਾਂ ਤੋਂ ਹੈ। ਉਸ ਦੇ ਅੰਗੂਰ ਜ਼ਹਿਰੀਲੇ ਅੰਗੂਰ ਹਨ, ਉਸ ਦੇ ਗੁੱਛੇ ਕੌੜੇ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 33] ਉਹਨਾਂ ਦੀ ਮਧ ਨਾਗਾਂ ਦਾ ਜ਼ਹਿਰ ਹੈ, ਅਤੇ ਸੱਪਾਂ ਦੀ ਤਿੱਖੀ ਵਿੱਸ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 34] ਕੀ ਇਹ ਗੱਲ ਮੇਰੇ ਮਨ ਵਿੱਚ, ਅਤੇ ਮੋਹਰ ਲਾ ਕੇ ਮੇਰੇ ਭੰਡਾਰ ਵਿੱਚ ਰੱਖੀ ਹੋਈ ਨਹੀਂ ਹੈ?
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 35] ਬਦਲਾ ਦੇਣਾ ਅਤੇ ਬਦਲਾ ਲੈਣਾ ਮੇਰਾ ਕੰਮ ਹੈ, ਇਹ ਉਸ ਵੇਲੇ ਪ੍ਰਗਟ ਹੋਵੇਗਾ ਜਦ ਉਹਨਾਂ ਦਾ ਪੈਰ ਤਿਲਕੇ, ਕਿਉਂ ਜੋ ਉਹਨਾਂ ਦੀ ਬਿਪਤਾ ਦਾ ਦਿਨ ਨੇੜੇ ਹੈ, ਅਤੇ ਉਹਨਾਂ ਦਾ ਵਿਨਾਸ਼ ਛੇਤੀ ਆ ਰਿਹਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 36] ਯਹੋਵਾਹ ਤਾਂ ਆਪਣੀ ਪਰਜਾ ਦਾ ਨਿਆਂ ਕਰੇਗਾ, ਅਤੇ ਆਪਣੇ ਦਾਸਾਂ ਉੱਤੇ ਤਰਸ ਖਾਵੇਗਾ, ਜਦ ਉਹ ਵੇਖੇਗਾ ਕਿ ਉਨ੍ਹਾਂ ਦਾ ਬਲ ਜਾਂਦਾ ਰਿਹਾ, ਅਤੇ ਨਾ ਕੋਈ ਬੰਦੀ ਰਿਹਾ, ਨਾ ਕੋਈ ਖੁੱਲ੍ਹਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 37] ਤਦ ਉਹ ਆਖੇਗਾ, ਉਨ੍ਹਾਂ ਦੇ ਦੇਵਤੇ ਕਿੱਥੇ ਹਨ? ਅਤੇ ਉਹ ਚੱਟਾਨ ਜਿਸ ਵਿੱਚ ਉਹ ਪਨਾਹ ਲੈਂਦੇ ਸਨ?
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 38] ਜਿਹੜੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਬਲੀਆਂ ਦੀ ਚਰਬੀ ਖਾਂਦੇ ਸਨ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪੀਣ ਦੀਆਂ ਭੇਟਾਂ ਦੀ ਮਧ ਪੀਂਦੇ ਸਨ? ਉਹ ਉੱਠਣ ਅਤੇ ਤੁਹਾਡੀ ਸਹਾਇਤਾ ਕਰਨ, ਉਹ ਤੁਹਾਡੀ ਓਟ ਹੋਣ!
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 39] ਹੁਣ ਵੇਖੋ ਕਿ ਮੈਂ ਹੀ ਉਹ ਹਾਂ, ਅਤੇ ਮੇਰੇ ਬਿਨ੍ਹਾਂ ਹੋਰ ਕੋਈ ਪਰਮੇਸ਼ੁਰ ਨਹੀਂ, ਮੈਂ ਹੀ ਮਾਰਦਾ ਹਾਂ ਅਤੇ ਮੈਂ ਹੀ ਜੀਉਂਦਾ ਕਰਦਾ ਹਾਂ, ਮੈਂ ਹੀ ਜ਼ਖਮੀ ਕਰਦਾ ਹਾਂ ਅਤੇ ਮੈਂ ਹੀ ਚੰਗਾ ਕਰਦਾ ਹਾਂ, ਅਤੇ ਕੋਈ ਨਹੀਂ ਹੈ ਜਿਹੜਾ ਮੇਰੇ ਹੱਥੋਂ ਛੁਡਾ ਸਕੇ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 40] ਕਿਉਂ ਜੋ ਮੈਂ ਆਪਣਾ ਹੱਥ ਸਵਰਗ ਵੱਲ ਚੁੱਕਦਾ ਹਾਂ ਅਤੇ ਮੈਂ ਕਹਿੰਦਾ ਹਾਂ, ਮੈਂ ਸਦੀਪਕਾਲ ਜੀਉਂਦਾ ਹਾਂ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 41] ਜੇ ਮੈਂ ਆਪਣੀ ਚਮਕਦੀ ਹੋਈ ਤਲਵਾਰ ਤੇਜ ਕਰਾਂ, ਅਤੇ ਨਿਆਂ ਨੂੰ ਮੈਂ ਆਪਣੇ ਹੱਥ ਵਿੱਚ ਲਵਾਂ, ਤਾਂ ਮੈਂ ਆਪਣੇ ਵੈਰੀਆਂ ਤੋਂ ਬਦਲਾ ਲਵਾਂਗਾ, ਅਤੇ ਮੈਥੋਂ ਘਿਰਣਾ ਕਰਨ ਵਾਲਿਆਂ ਨੂੰ ਬਦਲਾ ਦਿਆਂਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 42] ਮੈਂ ਆਪਣੇ ਤੀਰਾਂ ਨੂੰ ਲਹੂ ਨਾਲ ਮਤਵਾਲੇ ਕਰਾਂਗਾ, ਅਤੇ ਮੇਰੀ ਤਲਵਾਰ ਮਾਸ ਖਾਵੇਗੀ, ਉਹ ਲਹੂ ਵੱਢਿਆਂ ਹੋਇਆਂ ਅਤੇ ਬੰਦੀਆਂ ਦਾ, ਅਤੇ ਉਹ ਮਾਸ ਵੈਰੀਆਂ ਦੇ ਆਗੂਆਂ ਦੇ ਸਿਰਾਂ ਦਾ ਹੋਵੇਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 43] ਹੇ ਕੌਮੋਂ, ਉਸ ਦੀ ਪਰਜਾ ਨਾਲ ਜੈਕਾਰਾ ਗਜਾਓ, ਕਿਉਂ ਜੋ ਉਹ ਆਪਣੇ ਦਾਸਾਂ ਦੇ ਲਹੂ ਦਾ ਬਦਲਾ ਲਵੇਗਾ, ਅਤੇ ਆਪਣੇ ਵੈਰੀਆਂ ਨੂੰ ਬਦਲਾ ਦੇਵੇਗਾ, ਅਤੇ ਆਪਣੀ ਭੂਮੀ ਅਤੇ ਆਪਣੀ ਪਰਜਾ ਦੇ ਪਾਪ ਲਈ ਪ੍ਰਾਸਚਿਤ ਦੇਵੇਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 44] ਮੂਸਾ ਅਤੇ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਨੇ ਇਸ ਗੀਤ ਦੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਪਰਜਾ ਦੇ ਕੰਨਾਂ ਵਿੱਚ ਪਾਈਆਂ।
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 45] ਜਦ ਮੂਸਾ ਇਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਸਾਰੇ ਇਸਰਾਏਲ ਨੂੰ ਬੋਲ ਚੁੱਕਿਆ
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 46] ਤਾਂ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, “ਆਪਣੇ ਮਨ ਇਨ੍ਹਾਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਉੱਤੇ ਲਾਓ, ਜਿਨ੍ਹਾਂ ਦੀ ਮੈਂ ਅੱਜ ਤੁਹਾਨੂੰ ਸਾਖੀ ਦਿੰਦਾ ਹਾਂ। ਤੁਸੀਂ ਆਪਣੇ ਪੁੱਤਰਾਂ ਨੂੰ ਇਸ ਬਿਵਸਥਾ ਦੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਦੀ ਪਾਲਣਾ ਕਰਨ ਦਾ ਹੁਕਮ ਦਿਓ,
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 47] ਕਿਉਂ ਜੋ ਇਹ ਤੁਹਾਡੇ ਲਈ ਹਲਕੀ ਜਿਹੀ ਗੱਲ ਨਹੀਂ, ਸਗੋਂ ਇਹ ਤੁਹਾਡਾ ਜੀਵਨ ਹੈ ਅਤੇ ਇਸ ਗੱਲ ਦੇ ਕਾਰਨ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਤੁਹਾਡੇ ਜੀਵਨ ਦੇ ਦਿਨ ਬਹੁਤੇ ਹੋਣਗੇ, ਜਿਸ ਉੱਤੇ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਤੁਸੀਂ ਯਰਦਨ ਪਾਰ ਜਾ ਰਹੇ ਹੋ।”
[IRV | PA | OT | Deuteronomy | Chapter 32 | Verse 48] ਫੇਰ ਉਸੇ ਦਿਨ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨਾਲ ਇਹ ਗੱਲ ਕੀਤੀ,
