[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 1] ਮੂਸਾ ਨੇ ਜਾ ਕੇ ਸਾਰੇ ਇਸਰਾਏਲ ਨਾਲ ਇਹ ਗੱਲਾਂ ਕੀਤੀਆਂ
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 12] ਸਾਰੀ ਪਰਜਾ ਨੂੰ ਇਕੱਠਾ ਕਰਿਓ, ਭਾਵੇਂ ਪੁਰਖ, ਭਾਵੇਂ ਇਸਤਰੀਆਂ, ਭਾਵੇਂ ਬੱਚੇ, ਭਾਵੇਂ ਪਰਦੇਸੀ ਜਿਹੜੇ ਤੁਹਾਡੇ ਫਾਟਕਾਂ ਦੇ ਅੰਦਰ ਹੋਣ, ਤਾਂ ਜੋ ਉਹ ਸੁਣਨ ਅਤੇ ਸਿੱਖਣ ਅਤੇ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਡਰਨ ਅਤੇ ਇਸ ਬਿਵਸਥਾ ਦੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਦੀ ਪਾਲਨਾ ਕਰਨ,
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 13] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਬੱਚੇ ਜਿਨ੍ਹਾਂ ਨੇ ਇਹ ਗੱਲਾਂ ਨਹੀਂ ਸੁਣੀਆਂ, ਉਹ ਵੀ ਸੁਣਨ ਅਤੇ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਡਰਨਾ ਸਿੱਖਣ, ਜਦ ਤੱਕ ਤੁਸੀਂ ਉਸ ਭੂਮੀ ਉੱਤੇ ਜੀਉਂਦੇ ਰਹੋ, ਜਿਸ ਉੱਤੇ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਤੁਸੀਂ ਯਰਦਨ ਪਾਰ ਜਾ ਰਹੇ ਹੋ।”
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 14] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, “ਵੇਖ, ਤੇਰੀ ਮੌਤ ਦੇ ਦਿਨ ਨੇੜੇ ਆ ਗਏ ਹਨ। ਯਹੋਸ਼ੁਆ ਨੂੰ ਸੱਦ ਅਤੇ ਤੁਸੀਂ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਹਾਜ਼ਰ ਹੋਵੇ ਤਾਂ ਜੋ ਮੈਂ ਉਸ ਨੂੰ ਹੁਕਮ ਦੇਵਾਂ।” ਤਦ ਮੂਸਾ ਅਤੇ ਯਹੋਸ਼ੁਆ ਨੇ ਆਪਣੇ ਆਪ ਨੂੰ ਮੰਡਲੀ ਦੇ ਤੰਬੂ ਵਿੱਚ ਹਾਜ਼ਰ ਕੀਤਾ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 15] ਤਦ ਯਹੋਵਾਹ ਨੇ ਤੰਬੂ ਵਿੱਚ ਬੱਦਲ ਦੇ ਥੰਮ੍ਹ ਵਿੱਚ ਹੋ ਕੇ ਦਰਸ਼ਣ ਦਿੱਤਾ ਅਤੇ ਉਹ ਬੱਦਲ ਦਾ ਥੰਮ੍ਹ ਤੰਬੂ ਦੇ ਦਰਵਾਜ਼ੇ ਉੱਤੇ ਠਹਿਰ ਗਿਆ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 16] ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, “ਵੇਖ, ਤੂੰ ਮਰ ਕੇ ਆਪਣੇ ਪੁਰਖਿਆਂ ਨਾਲ ਮਿਲ ਜਾਣ ਵਾਲਾ ਹੈ ਅਤੇ ਇਹ ਪਰਜਾ ਉੱਠ ਕੇ ਉਸ ਦੇਸ਼ ਦੇ ਪਰਾਏ ਦੇਵਤਿਆਂ ਦੇ ਪਿੱਛੇ, ਜਿਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਰਹਿਣ ਨੂੰ ਇਹ ਜਾਂਦੀ ਹੈ, ਹਰਾਮਕਾਰੀ ਕਰੇਗੀ ਅਤੇ ਮੈਨੂੰ ਤਿਆਗ ਕੇ ਮੇਰੇ ਨੇਮ ਨੂੰ ਜਿਹੜਾ ਮੈਂ ਉਨ੍ਹਾਂ ਨਾਲ ਬੰਨ੍ਹਿਆ ਸੀ, ਭੰਗ ਕਰੇਗੀ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 17] ਉਸ ਸਮੇਂ ਮੇਰਾ ਕ੍ਰੋਧ ਇਨ੍ਹਾਂ ਉੱਤੇ ਭੜਕ ਉੱਠੇਗਾ। ਮੈਂ ਇਨ੍ਹਾਂ ਨੂੰ ਤਿਆਗ ਦਿਆਂਗਾ ਅਤੇ ਆਪਣਾ ਮੂੰਹ ਇਨ੍ਹਾਂ ਤੋਂ ਲੁਕਾ ਲਵਾਂਗਾ ਅਤੇ ਇਹ ਨਿਗਲ ਲਏ ਜਾਣਗੇ, ਅਤੇ ਇਨ੍ਹਾਂ ਉੱਤੇ ਬਹੁਤ ਸਾਰੀਆਂ ਬੁਰਿਆਈਆਂ ਅਤੇ ਬਿਪਤਾਵਾਂ ਆ ਪੈਣਗੀਆਂ, ਇੱਥੋਂ ਤੱਕ ਕਿ ਇਹ ਉਸ ਦਿਨ ਆਖਣਗੇ, ‘ਕੀ ਇਨ੍ਹਾਂ ਬੁਰਿਆਈਆਂ ਦਾ ਸਾਡੇ ਉੱਤੇ ਆਉਣ ਦਾ ਕਾਰਨ ਇਹ ਨਹੀਂ ਹੈ ਕਿ ਸਾਡਾ ਪਰਮੇਸ਼ੁਰ ਸਾਡੇ ਵਿਚਕਾਰ ਨਹੀਂ ਹੈ?’
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 18] ਉਸ ਸਮੇਂ ਮੈਂ ਵੀ ਉਨ੍ਹਾਂ ਸਾਰੀਆਂ ਬੁਰਿਆਈਆਂ ਦੇ ਕਾਰਨ ਜਿਹੜੀ ਇਹ ਪਰਾਏ ਦੇਵਤਿਆਂ ਦੇ ਵੱਲ ਮੁੜ ਕੇ ਕਰਨਗੇ, ਆਪਣਾ ਮੂੰਹ ਉਨ੍ਹਾਂ ਤੋਂ ਲੁਕਾ ਲਵਾਂਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 19] ਇਸ ਲਈ ਹੁਣ ਤੁਸੀਂ ਆਪਣੇ ਲਈ ਇਹ ਗੀਤ ਲਿਖ ਲਓ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਜ਼ੁਬਾਨੀ ਸਿਖਾਓ ਤਾਂ ਜੋ ਇਹ ਗੀਤ ਇਸਰਾਏਲੀਆਂ ਦੇ ਵਿਰੁੱਧ ਮੇਰੇ ਲਈ ਗਵਾਹ ਹੋਵੇਗਾ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 20] ਜਦ ਮੈਂ ਇਨ੍ਹਾਂ ਨੂੰ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਪਹੁੰਚਾ ਦੇਵਾਂਗਾ ਜਿਸ ਨੂੰ ਦੇਣ ਦੀ ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਪੁਰਖਿਆਂ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਸੀ, ਜਿੱਥੇ ਦੁੱਧ ਅਤੇ ਸ਼ਹਿਦ ਵੱਗਦਾ ਹੈ ਅਤੇ ਇਹ ਖਾ-ਖਾ ਕੇ ਰੱਜ ਜਾਣਗੇ ਅਤੇ ਮੋਟੇ ਹੋ ਗਏ ਹੋਣਗੇ ਤਦ ਇਹ ਪਰਾਏ ਦੇਵਤਿਆਂ ਵੱਲ ਮੁੜ ਕੇ ਉਹਨਾਂ ਦੀ ਪੂਜਾ ਕਰਨਗੇ ਅਤੇ ਮੈਨੂੰ ਛੱਡ ਦੇਣਗੇ ਅਤੇ ਮੇਰਾ ਨੇਮ ਭੰਗ ਕਰ ਸੁੱਟਣਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 21] ਅਜਿਹਾ ਹੋਵੇਗਾ ਕਿ ਜਦ ਬਹੁਤ ਸਾਰੀਆਂ ਬੁਰਿਆਈਆਂ ਅਤੇ ਬਿਪਤਾਵਾਂ ਇਨ੍ਹਾਂ ਉੱਤੇ ਆ ਪੈਣਗੀਆਂ ਤਾਂ ਇਹ ਗੀਤ ਇਨ੍ਹਾਂ ਦੇ ਅੱਗੇ ਸਾਖੀ ਲਈ ਗਵਾਹ ਹੋਵੇਗਾ ਕਿਉਂ ਜੋ ਇਨ੍ਹਾਂ ਦੇ ਸੰਤਾਨ ਇਸ ਨੂੰ ਕਦੇ ਨਹੀਂ ਭੁੱਲੇਗੀ। ਕਿਉਂ ਜੋ ਅਜੇ ਜਦ ਕਿ ਮੈਂ ਇਨ੍ਹਾਂ ਨੂੰ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਨਹੀਂ ਪਹੁੰਚਾਇਆ ਹੈ ਜਿਸ ਨੂੰ ਦੇਣ ਦੀ ਮੈਂ ਸਹੁੰ ਖਾਧੀ ਸੀ, ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਉਹ ਕੀ-ਕੀ ਯੋਜਨਾ ਬਣਾਉਂਦੇ ਹਨ।”
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 22] ਤਦ ਮੂਸਾ ਨੇ ਉਸੇ ਦਿਨ ਇਹ ਗੀਤ ਲਿਖਿਆ ਅਤੇ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਸਿਖਾਇਆ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 23] ਉਸ ਨੇ ਨੂਨ ਦੇ ਪੁੱਤਰ ਯਹੋਸ਼ੁਆ ਨੂੰ ਇਹ ਆਖ ਕੇ ਹੁਕਮ ਦਿੱਤਾ, “ਤਕੜਾ ਹੋ ਅਤੇ ਹੌਂਸਲਾ ਰੱਖ, ਕਿਉਂ ਜੋ ਤੂੰ ਇਸਰਾਏਲੀਆਂ ਨੂੰ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਲੈ ਜਾਵੇਂਗਾ ਜਿਸ ਨੂੰ ਦੇਣ ਦੀ ਮੈਂ ਉਨ੍ਹਾਂ ਨਾਲ ਸਹੁੰ ਖਾਧੀ ਸੀ ਅਤੇ ਮੈਂ ਤੇਰੇ ਨਾਲ ਹੋਵਾਂਗਾ।”
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 24] ਜਦ ਮੂਸਾ ਇਸ ਬਿਵਸਥਾ ਦੀਆਂ ਸਾਰੀਆਂ ਗੱਲਾਂ ਨੂੰ ਪੁਸਤਕ ਵਿੱਚ ਲਿਖ ਚੁੱਕਿਆ,
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 25] ਤਦ ਮੂਸਾ ਨੇ ਲੇਵੀਆਂ ਨੂੰ ਜਿਹੜੇ ਯਹੋਵਾਹ ਦੇ ਨੇਮ ਦਾ ਸੰਦੂਕ ਚੁੱਕਦੇ ਸਨ, ਹੁਕਮ ਦਿੱਤਾ,
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 26] “ਬਿਵਸਥਾ ਦੀ ਇਸ ਪੁਸਤਕ ਨੂੰ ਲੈ ਕੇ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨੇਮ ਦੇ ਸੰਦੂਕ ਦੇ ਇੱਕ ਪਾਸੇ ਰੱਖ ਦਿਓ, ਤਾਂ ਜੋ ਇਹ ਉੱਥੇ ਤੁਹਾਡੇ ਵਿਰੁੱਧ ਸਾਖੀ ਹੋਵੇ।
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 27] ਕਿਉਂ ਜੋ ਮੈਂ ਤੁਹਾਡੇ ਢੀਠਪੁਣੇ ਅਤੇ ਤੁਹਾਡੀ ਆਕੜੀ ਧੌਣ ਨੂੰ ਜਾਣਦਾ ਹਾਂ। ਵੇਖੋ, ਅੱਜ ਤੱਕ ਜਦ ਕਿ ਮੈਂ ਜੀਉਂਦਾ ਅਤੇ ਤੁਹਾਡੇ ਨਾਲ ਹਾਂ, ਤੁਸੀਂ ਯਹੋਵਾਹ ਦੇ ਵਿਰੁੱਧ ਆਕੀ ਰਹੇ ਹੋ ਤਾਂ ਮੇਰੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਕਿੰਨ੍ਹਾਂ ਵੱਧ ਨਾ ਕਰੋਗੇ?
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 28] ਮੇਰੇ ਅੱਗੇ ਆਪਣੇ ਗੋਤਾਂ ਦੇ ਸਾਰੇ ਬਜ਼ੁਰਗਾਂ ਅਤੇ ਸਰਦਾਰਾਂ ਨੂੰ ਇਕੱਠਾ ਕਰੋ ਤਾਂ ਜੋ ਮੈਂ ਇਹ ਗੱਲਾਂ ਉਨ੍ਹਾਂ ਦੇ ਕੰਨਾਂ ਵਿੱਚ ਪਾਵਾਂ ਅਤੇ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਵਿਰੁੱਧ ਗਵਾਹ ਬਣਾਵਾਂ,
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 29] ਕਿਉਂ ਜੋ ਮੈਂ ਜਾਣਦਾ ਹਾਂ ਕਿ ਮੇਰੀ ਮੌਤ ਤੋਂ ਬਾਅਦ ਤੁਸੀਂ ਆਪਣੇ ਆਪ ਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਹੀ ਵਿਗਾੜ ਲਓਗੇ ਅਤੇ ਉਸ ਮਾਰਗ ਤੋਂ ਮੁੜ ਜਾਓਗੇ ਜਿਸ ਦਾ ਮੈਂ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ, ਅਤੇ ਆਖ਼ਰੀ ਦਿਨਾਂ ਵਿੱਚ ਬੁਰਿਆਈ ਤੁਹਾਡੇ ਉੱਤੇ ਆ ਪਵੇਗੀ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਉਹ ਕਰੋਗੇ ਜੋ ਯਹੋਵਾਹ ਦੀ ਨਿਗਾਹ ਵਿੱਚ ਬੁਰਾ ਹੈ ਅਤੇ ਤੁਸੀਂ ਆਪਣੇ ਹੱਥਾਂ ਦੇ ਕੰਮਾਂ ਨਾਲ ਉਹ ਨੂੰ ਕ੍ਰੋਧਵਾਨ ਬਣਾਉਗੇ।”
[IRV | PA | OT | Deuteronomy | Chapter 31 | Verse 30] ਤਦ ਮੂਸਾ ਨੇ ਇਸਰਾਏਲ ਦੀ ਸਾਰੀ ਸਭਾ ਦੇ ਕੰਨਾਂ ਵਿੱਚ ਇਸ ਗੀਤ ਦੀਆਂ ਤੁਕਾਂ ਸ਼ੁਰੂ ਤੋਂ ਅੰਤ ਤੱਕ ਪਾਈਆਂ।
