[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 1] ਮੂਸਾ ਨੇ ਸਾਰੇ ਇਸਰਾਏਲ, ਨੂੰ ਬੁਲਾ ਕੇ ਆਖਿਆ, “ਹੇ ਇਸਰਾਏਲ, ਇਹਨਾਂ ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨਾਂ ਨੂੰ ਸੁਣੋ, ਜਿਹੜੇ ਮੈਂ ਅੱਜ, ਤੁਹਾਡੇ ਕੰਨਾਂ ਵਿੱਚ ਪਾਉਂਦਾ ਹਾਂ। ਇਹਨਾਂ ਨੂੰ ਸਿੱਖੋ ਅਤੇ ਇਹਨਾਂ ਨੂੰ ਪੂਰਾ ਕਰਨ ਲਈ ਮੰਨੋ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 12] ਤੂੰ ਸਬਤ ਦੇ ਦਿਨ ਨੂੰ ਪਵਿੱਤਰ ਜਾਣ ਕੇ ਯਾਦ ਰੱਖ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 13] ਛੇ ਦਿਨ ਤੂੰ ਮਿਹਨਤ ਕਰ ਅਤੇ ਆਪਣਾ ਸਾਰਾ ਕੰਮ-ਧੰਦਾ ਕਰ,
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 14] ਪਰ ਸੱਤਵਾਂ ਦਿਨ ਯਹੋਵਾਹ ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਲਈ ਸਬਤ ਹੈ। ਉਸ ਦਿਨ ਵਿੱਚ ਤੂੰ ਕੋਈ ਕੰਮ-ਧੰਦਾ ਨਾ ਕਰ, ਨਾ ਤੂੰ, ਨਾ ਤੇਰਾ ਪੁੱਤਰ, ਨਾ ਤੇਰੀ ਧੀ, ਨਾ ਤੇਰਾ ਦਾਸ, ਨਾ ਤੇਰੀ ਦਾਸੀ, ਨਾ ਤੇਰਾ ਬਲ਼ਦ, ਨਾ ਤੇਰਾ ਗਧਾ, ਨਾ ਤੇਰਾ ਕੋਈ ਪਸ਼ੂ, ਨਾ ਕੋਈ ਪਰਦੇਸੀ ਜਿਹੜਾ ਤੇਰੇ ਫਾਟਕਾਂ ਦੇ ਅੰਦਰ ਹੈ, ਜਿਸ ਨਾਲ ਤੇਰਾ ਦਾਸ ਅਤੇ ਤੇਰੀ ਦਾਸੀ ਵੀ ਤੇਰੇ ਵਾਂਗੂੰ ਅਰਾਮ ਕਰਨ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 15] ਯਾਦ ਰੱਖ ਕਿ ਤੂੰ ਵੀ ਮਿਸਰ ਦੇਸ਼ ਵਿੱਚ ਗੁਲਾਮ ਸੀ ਅਤੇ ਯਹੋਵਾਹ ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਬਲਵੰਤ ਹੱਥ ਅਤੇ ਪਸਾਰੀ ਹੋਈ ਬਾਂਹ ਨਾਲ ਤੈਨੂੰ ਕੱਢ ਲਿਆ, ਇਸ ਲਈ ਯਹੋਵਾਹ ਤੇਰਾ ਪਰਮੇਸ਼ੁਰ ਤੈਨੂੰ ਸਬਤ ਦੇ ਮੰਨਣ ਦਾ ਹੁਕਮ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 16] ਤੂੰ ਆਪਣੇ ਪਿਤਾ ਅਤੇ ਆਪਣੀ ਮਾਤਾ ਦਾ ਆਦਰ ਕਰ, ਜਿਵੇਂ ਯਹੋਵਾਹ ਤੇਰੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੈਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਸੀ, ਤਾਂ ਜੋ ਤੇਰੀ ਉਮਰ ਲੰਮੀ ਹੋਵੇ ਅਤੇ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਜਿਹੜਾ ਯਹੋਵਾਹ ਤੇਰਾ ਪਰਮੇਸ਼ੁਰ ਤੈਨੂੰ ਦਿੰਦਾ ਹੈ, ਤੇਰਾ ਭਲਾ ਹੋਵੇ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 17] ਤੂੰ ਖ਼ੂਨ ਨਾ ਕਰ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 18] ਤੂੰ ਵਿਭਚਾਰ ਨਾ ਕਰ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 19] ਤੂੰ ਚੋਰੀ ਨਾ ਕਰ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 20] ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਦੇ ਵਿਰੁੱਧ ਝੂਠੀ ਗਵਾਹੀ ਨਾ ਦੇ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 21] ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਦੀ ਪਤਨੀ ਦੀ ਲਾਲਸਾ ਨਾ ਕਰ, ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਦੇ ਘਰ ਦਾ ਲਾਲਚ ਨਾ ਕਰ, ਨਾ ਉਹ ਦੇ ਖੇਤ ਦਾ, ਨਾ ਉਹ ਦੇ ਦਾਸ ਦਾ, ਨਾ ਉਹ ਦੀ ਦਾਸੀ ਦਾ, ਨਾ ਉਹ ਦੇ ਬਲ਼ਦ ਦਾ, ਨਾ ਉਹ ਦੇ ਗਧੇ ਦਾ, ਅਤੇ ਨਾ ਹੀ ਆਪਣੇ ਗੁਆਂਢੀ ਦੀ ਕਿਸੇ ਚੀਜ਼ ਦਾ ਲਾਲਚ ਕਰ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 22] ਇਹੋ ਸਾਰੇ ਬਚਨ ਯਹੋਵਾਹ ਨੇ ਉਸ ਪਰਬਤ ਉੱਤੇ ਅੱਗ, ਬੱਦਲ ਅਤੇ ਕਾਲੀਆਂ ਘਟਾਂ ਦੇ ਵਿੱਚੋਂ ਦੀ ਹੋ ਕੇ ਤੁਹਾਡੀ ਸਾਰੀ ਸਭਾ ਨੂੰ ਵੱਡੀ ਅਵਾਜ਼ ਨਾਲ ਆਖੇ ਸਨ ਅਤੇ ਹੋਰ ਕੁਝ ਨਾ ਆਖਿਆ ਪਰ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਪੱਥਰ ਦੀਆਂ ਦੋ ਫੱਟੀਆਂ ਉੱਤੇ ਲਿਖ ਕੇ ਮੈਨੂੰ ਦੇ ਦਿੱਤਾ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 23] ਤਦ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਜਦ ਤੁਸੀਂ ਉਸ ਅਵਾਜ਼ ਨੂੰ ਉਸ ਹਨੇਰੇ ਵਿੱਚੋਂ ਸੁਣਿਆ, ਜਦ ਪਰਬਤ ਅੱਗ ਨਾਲ ਬਲ ਰਿਹਾ ਸੀ, ਤਾਂ ਤੁਸੀਂ ਅਤੇ ਤੁਹਾਡੇ ਗੋਤਾਂ ਦੇ ਸਾਰੇ ਮੁਖੀਏ ਅਤੇ ਤੁਹਾਡੇ ਬਜ਼ੁਰਗ ਮੇਰੇ ਕੋਲ ਆਏ
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 24] ਅਤੇ ਤੁਸੀਂ ਆਖਿਆ, ਵੇਖੋ ਯਹੋਵਾਹ ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਪਣੀ ਮਹਿਮਾ ਅਤੇ ਵਡਿਆਈ ਸਾਡੇ ਉੱਤੇ ਪਰਗਟ ਕੀਤੀ ਹੈ ਅਤੇ ਅਸੀਂ ਉਸ ਦੀ ਅਵਾਜ਼ ਨੂੰ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਦੀ ਸੁਣਿਆ ਹੈ। ਅੱਜ ਦੇ ਦਿਨ ਅਸੀਂ ਵੇਖਿਆ ਹੈ ਕਿ ਪਰਮੇਸ਼ੁਰ ਮਨੁੱਖ ਨਾਲ ਗੱਲਾਂ ਕਰਦਾ ਹੈ ਅਤੇ ਮਨੁੱਖ ਜੀਉਂਦਾ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 25] ਇਸ ਲਈ ਹੁਣ ਅਸੀਂ ਕਿਉਂ ਮਰੀਏ? ਕਿਉਂ ਜੋ ਇਹ ਵੱਡੀ ਅੱਗ ਸਾਨੂੰ ਭਸਮ ਕਰ ਦੇਵੇਗੀ, ਜੇਕਰ ਅਸੀਂ ਫੇਰ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਅਵਾਜ਼ ਸੁਣੀਏ ਤਾਂ ਅਸੀਂ ਮਰ ਜਾਂਵਾਂਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 26] ਕਿਉਂ ਜੋ ਸਾਰੇ ਪ੍ਰਾਣੀਆਂ ਵਿੱਚੋਂ ਕਿਹੜਾ ਹੈ, ਜਿਸ ਨੇ ਜੀਉਂਦੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਅਵਾਜ਼ ਅੱਗ ਦੇ ਵਿੱਚੋਂ ਦੀ ਬੋਲਦੇ ਹੋਏ ਸੁਣੀ ਹੋਵੇ, ਜਿਵੇਂ ਅਸੀਂ ਸੁਣੀ ਹੈ ਅਤੇ ਜੀਉਂਦਾ ਰਿਹਾ ਹੋਵੇ?
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 27] ਤੂੰ ਨਜ਼ਦੀਕ ਜਾ ਅਤੇ ਜੋ ਕੁਝ ਯਹੋਵਾਹ ਸਾਡਾ ਪਰਮੇਸ਼ੁਰ ਆਖੇ ਸੁਣ ਅਤੇ ਫਿਰ ਜੋ ਕੁਝ ਯਹੋਵਾਹ ਸਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੈਨੂੰ ਆਖੇ ਉਹ ਸਾਨੂੰ ਦੱਸ ਅਤੇ ਅਸੀਂ ਸੁਣਾਂਗੇ ਅਤੇ ਮੰਨਾਂਗੇ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 28] ਜਦ ਤੁਸੀਂ ਮੈਨੂੰ ਇਹ ਗੱਲਾਂ ਆਖਦੇ ਸੀ ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਤੁਹਾਡੀਆਂ ਗੱਲਾਂ ਸੁਣੀਆਂ, ਤਦ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, ਮੈਂ ਇਸ ਪਰਜਾ ਦੀਆਂ ਗੱਲਾਂ ਸੁਣੀਆਂ ਹਨ, ਜਿਹੜੀਆਂ ਉਹ ਤੈਨੂੰ ਆਖਦੇ ਹਨ। ਜੋ ਕੁਝ ਉਨ੍ਹਾਂ ਨੇ ਬੋਲਿਆ ਹੈ, ਉਹ ਠੀਕ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 29] ਭਲਾ ਹੁੰਦਾ ਜੇ ਉਨ੍ਹਾਂ ਵਿੱਚ ਅਜਿਹਾ ਹੀ ਮਨ ਹਮੇਸ਼ਾ ਹੁੰਦਾ ਕਿ ਉਹ ਮੈਥੋਂ ਡਰਦੇ ਅਤੇ ਸਦਾ ਮੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਮੰਨਦੇ, ਤਾਂ ਜੋ ਉਨ੍ਹਾਂ ਦਾ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਬੱਚਿਆਂ ਦਾ ਸਦਾ ਤੱਕ ਭਲਾ ਹੁੰਦਾ!
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 30] ਤੂੰ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖ, “ਆਪਣੇ-ਆਪਣੇ ਤੰਬੂਆਂ ਨੂੰ ਮੁੜ ਜਾਓ।”
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 31] ਪਰ ਤੂੰ ਇੱਥੇ ਮੇਰੇ ਕੋਲ ਖੜ੍ਹਾ ਹੋ ਜਾ ਅਤੇ ਮੈਂ ਤੈਨੂੰ ਉਹ ਸਾਰਾ ਹੁਕਮਨਾਮਾ, ਬਿਧੀਆਂ ਅਤੇ ਕਨੂੰਨ ਦੱਸਾਂਗਾ, ਜਿਹੜੇ ਤੂੰ ਉਨ੍ਹਾਂ ਨੂੰ ਸਿਖਾਉਣੇ ਹਨ, ਤਾਂ ਜੋ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਪੂਰਾ ਕਰਨ ਜਿਹੜਾ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਅਧਿਕਾਰ ਕਰਨ ਲਈ ਦਿੰਦਾ ਹਾਂ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 32] ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਹੁਕਮਾਂ ਦੀ ਪਾਲਨਾ ਕਰਿਓ ਜਿਹੜੇ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਦਿੱਤੇ ਹਨ। ਤੁਸੀਂ ਨਾ ਤਾਂ ਸੱਜੇ ਮੁੜਿਓ ਨਾ ਹੀ ਖੱਬੇ।
[IRV | PA | OT | Deuteronomy | Chapter 5 | Verse 33] ਜਿਸ ਰਾਹ ਉੱਤੇ ਚੱਲਣ ਦਾ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਹੁਕਮ ਦਿੱਤਾ ਹੈ, ਉਸ ਸਾਰੇ ਰਾਹ ਚੱਲਦੇ ਰਹੋ ਤਾਂ ਜੋ ਤੁਸੀਂ ਜੀਉਂਦੇ ਰਹੋ ਅਤੇ ਤੁਹਾਡਾ ਭਲਾ ਹੋਵੇ ਅਤੇ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਜਿਸ ਨੂੰ ਅਧਿਕਾਰ ਵਿੱਚ ਲੈਣ ਲਈ ਤੁਸੀਂ ਜਾਂਦੇ ਹੋ, ਤੁਸੀਂ ਬਹੁਤ ਦਿਨਾਂ ਤੱਕ ਜੀਉਂਦੇ ਰਹੋ।
