[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 1] ਉਸ ਵੇਲੇ ਯਹੋਵਾਹ ਨੇ ਮੈਨੂੰ ਆਖਿਆ, “ਪਹਿਲਾਂ ਦੀ ਤਰ੍ਹਾਂ ਪੱਥਰ ਦੀਆਂ ਦੋ ਫੱਟੀਆਂ ਘੜ੍ਹ ਕੇ ਬਣਾ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਲੈ ਕੇ ਮੇਰੇ ਕੋਲ ਪਰਬਤ ਉੱਤੇ ਚੜ੍ਹ ਆ ਅਤੇ ਲੱਕੜੀ ਦਾ ਇੱਕ ਸੰਦੂਕ ਵੀ ਬਣਵਾ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 12] ਹੇ ਇਸਰਾਏਲ, ਹੁਣ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਤੁਹਾਡੇ ਤੋਂ ਹੋਰ ਕੀ ਚਾਹੁੰਦਾ ਹੈ, ਸਿਰਫ਼ ਇਹ ਕਿ ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਭੈਅ ਮੰਨੋ, ਉਸ ਦੇ ਸਾਰੇ ਰਾਹਾਂ ਉੱਤੇ ਚੱਲੋ, ਉਸ ਨਾਲ ਪ੍ਰੇਮ ਰੱਖੋ ਅਤੇ ਆਪਣੇ ਸਾਰੇ ਮਨ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਜਾਨ ਨਾਲ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਪਾਸਨਾ ਕਰੋ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 13] ਤੁਸੀਂ ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਾਰੇ ਹੁਕਮਾਂ ਅਤੇ ਬਿਧੀਆਂ ਨੂੰ ਮੰਨੋ ਜਿਨ੍ਹਾਂ ਦਾ ਮੈਂ ਅੱਜ ਤੁਹਾਨੂੰ ਤੁਹਾਡੀ ਭਲਿਆਈ ਲਈ ਹੁਕਮ ਦਿੰਦਾ ਹਾਂ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 14] ਵੇਖੋ, ਅਕਾਸ਼ ਸਗੋਂ ਅਕਾਸ਼ਾਂ ਦਾ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਅਤੇ ਜੋ ਕੁਝ ਉਸ ਵਿੱਚ ਹੈ, ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 15] ਸਿਰਫ਼ ਤੁਹਾਡੇ ਪੁਰਖਿਆਂ ਨਾਲ ਪ੍ਰਸੰਨ ਹੋ ਕੇ ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਨਾਲ ਪ੍ਰੇਮ ਕਰਦਾ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਬਾਅਦ ਉਨ੍ਹਾਂ ਦੇ ਵੰਸ਼ ਅਰਥਾਤ ਤੁਹਾਨੂੰ ਸਾਰੇ ਲੋਕਾਂ ਵਿੱਚੋਂ ਚੁਣ ਲਿਆ, ਜਿਵੇਂ ਅੱਜ ਦੇ ਦਿਨ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 16] ਆਪਣੇ ਮਨਾਂ ਦੀ ਸੁੰਨਤ ਕਰਾਓ ਅਤੇ ਅੱਗੇ ਨੂੰ ਹਠੀਲੇ ਨਾ ਬਣੋ,
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 17] ਕਿਉਂ ਜੋ ਯਹੋਵਾਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਪਰਮੇਸ਼ੁਰਾਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹੈ ਅਤੇ ਪ੍ਰਭੂਆਂ ਦਾ ਪ੍ਰਭੂ ਹੈ। ਉਹ ਮਹਾਨ, ਸ਼ਕਤੀਮਾਨ ਅਤੇ ਭੈਅ ਦਾਇਕ ਪਰਮੇਸ਼ੁਰ ਹੈ, ਜਿਹੜਾ ਕਿਸੇ ਦਾ ਪੱਖਪਾਤ ਨਹੀਂ ਕਰਦਾ ਅਤੇ ਨਾ ਕਿਸੇ ਤੋਂ ਰਿਸ਼ਵਤ ਲੈਂਦਾ ਹੈ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 18] ਉਹ ਯਤੀਮ ਅਤੇ ਵਿਧਵਾ ਦਾ ਨਿਆਂ ਕਰਦਾ ਹੈ ਅਤੇ ਪਰਦੇਸੀ ਨਾਲ ਪ੍ਰੇਮ ਰੱਖਦਾ ਹੈ ਕਿ ਉਸ ਨੂੰ ਰੋਟੀ ਅਤੇ ਕੱਪੜਾ ਦੇਵੇ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 19] ਤੁਸੀਂ ਵੀ ਪਰਦੇਸੀ ਨਾਲ ਪ੍ਰੇਮ ਰੱਖੋ ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਵੀ ਮਿਸਰ ਦੇਸ਼ ਵਿੱਚ ਪਰਦੇਸੀ ਸੀ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 20] ਯਹੋਵਾਹ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਭੈਅ ਮੰਨੋ, ਉਸੇ ਦੀ ਉਪਾਸਨਾ ਕਰੋ, ਉਸ ਦੇ ਨਾਲ ਲੱਗੇ ਰਹੋ ਅਤੇ ਉਸੇ ਦੇ ਨਾਮ ਉੱਤੇ ਸਹੁੰ ਖਾਓ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 21] ਉਹ ਹੀ ਤੁਹਾਡੀ ਮਹਿਮਾ ਦੇ ਯੋਗ ਹੈ। ਉਹ ਤੁਹਾਡਾ ਪਰਮੇਸ਼ੁਰ ਹੈ, ਜਿਸ ਨੇ ਤੁਹਾਡੇ ਲਈ ਇਹ ਵੱਡੇ ਅਤੇ ਭਿਆਨਕ ਕੰਮ ਕੀਤੇ ਹਨ, ਜਿਹੜੇ ਤੁਸੀਂ ਆਪਣੀਆਂ ਅੱਖਾਂ ਨਾਲ ਵੇਖੇ ਹਨ।
[IRV | PA | OT | Deuteronomy | Chapter 10 | Verse 22] ਤੁਹਾਡੇ ਪਿਉ-ਦਾਦੇ ਜਦ ਮਿਸਰ ਵਿੱਚ ਗਏ ਤਦ ਉਹ ਸੱਤਰ ਪ੍ਰਾਣੀ ਹੀ ਸਨ, ਅਤੇ ਹੁਣ ਯਹੋਵਾਹ ਤੁਹਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਅਕਾਸ਼ ਦੇ ਤਾਰਿਆਂ ਵਾਂਗੂੰ ਵਧਾਇਆ ਹੈ।
