[IRV | MR | OT | Psalms | Chapter 106 | Verse 1] परमेश्वराची स्तुती करा. परमेश्वर चांगला आहे म्हणून त्यास धन्यवाद द्या. कारण त्याची कराराची विश्वसनीयता सर्वकाळ टिकून राहते.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 12] नंतर त्यांनी त्याच्या वचनावर विश्वास ठेवला आणि त्यांनी त्याची स्तुती गाइली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 13] परंतु ते लवकरच त्याने जे केले ते विसरले; त्यांनी त्याच्या सूचनेची वाट पाहिली नाही.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 14] रानात त्यांची अतृप्त हाव अनावर झाली, आणि त्यांनी देवाला आव्हान दिले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 15] त्याने त्यांना त्यांच्या विनंतीप्रमाणे दिले, पण त्याने रोग पाठवला तो त्यांचे शरीर नष्ट करू लागला.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 16] त्यांनी छावणीत मोशे आणि परमेश्वराचा पवित्र याजक अहरोन यास चिडीस आणले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 17] जमीन दुभंगली आणि तिने दाथानाला गिळून टाकले, आणि अबीरामाच्या अनुयांना झाकून टाकले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 18] त्यांच्यात अग्नीने पेट घेतला; अग्नीने त्या दुष्टांना खाऊन टाकले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 19] त्यांनी होरेबात सोन्याचे वासरू केले. आणि त्यांनी त्या ओतीव मूर्तीची पूजा केली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 20] त्यांनी गवत खाणाऱ्या बैलाच्या मूर्तीसाठी आपल्या वैभवी देवाची अदलाबदल केली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 21] ते आपल्या तारणाऱ्या देवाला विसरले, ज्याने मिसरात महान कृत्ये केली होती.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 22] त्याने हामाच्या देशात आश्चर्यकारक गोष्टी केल्या आणि लाल समुद्राजवळ पराक्रमी कृत्ये केली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 23] म्हणून तो म्हणाला, आपण त्यांचा नाश करू. जर त्याचा निवडलेला मोशे त्यास क्रोध त्यांचा नाश करण्यापासून मागे फिरायला, त्याच्यापुढे खिंडारात उभा राहिला नसता तर त्याने तसे केले असते.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 24] नंतर त्यानीं फलदायी देश तुच्छ मानला; त्यांनी त्याच्या वचनावर विश्वास ठेवला नाही,
[IRV | MR | OT | Psalms | Chapter 106 | Verse 25] पण आपल्या तंबूत त्यांनी कुरकुर केली, आणि परमेश्वराचा शब्द मानिला नाही.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 26] म्हणून त्याने त्यांच्याविषयी शपथ वाहिली की, मी त्यांना रानात मरू देईन.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 27] त्यांचे वंशज राष्ट्रामध्ये विखरीन, आणि त्यांना परक्या राष्ट्रांमध्ये विखरवून टाकीन.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 28] त्यांनी बआल-पौराची पूजा केली, आणि मरण पावलेल्यांना अर्पण केलेले बली त्यांनी खाल्ले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 29] त्यांनी त्यांच्या कृतीने त्यास कोपविले, आणि त्यांच्यात मरी पसरली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 30] पण फिनहास मध्यस्थी उठला; आणि मरी बंद झाली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 31] हे त्यास नितीमत्व असे सर्व पिढ्यानपिढ्या सर्वकाळ गणण्यात आले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 32] त्यांनी मरीबा येथील जलाजवळही त्यास संताप आणला, आणि त्यांमुळे मोशेला दुःख सोसावे लागले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 33] त्यांनी त्याच्यात कडवटपणा आणला, आणि तो अविचाराने बोलला.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 34] परमेश्वराने त्यांना आज्ञा दिल्याप्रमाणे त्यांनी राष्ट्रांचा नाश केला नाही.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 35] पण ते अन्यजाती लोकांच्या राष्ट्रात मिसळले, व त्यांचे मार्ग शिकले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 36] आणि त्यांच्या मूर्तींची पूजा केली, ते त्यांच्यासाठी सापळा बनले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 37] त्यांनी आपली मुले आणि मुली यांचा भुतांना यज्ञ केला.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 38] त्यांनी निरपराध्यांचे रक्त पाडले, त्यांनी आपली मुले आणि मुली, ज्यांचा यज्ञ त्यांनी कनानाच्या मूर्तीस केला, त्यांचे रक्त पाडले आणि भूमी रक्ताने विटाळली गेली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 39] ते आपल्या कृत्यांनी अशुद्ध झाले, आणि आपल्या कृतींत अनाचारी बनले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 40] त्यामुळे परमेश्वर त्याच्या लोकांवर रागावला, त्यास आपल्या स्वतःच्या वतनाचा वीट आला.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 41] त्याने त्यांना राष्ट्रांच्या हाती दिले, आणि ज्यांनी त्यांचा द्वेष केला त्यांनी त्यांच्यावर राज्य केले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 42] त्यांच्या शत्रूंनी त्यांना पीडीले, आणि ते त्यांच्या अधिकाराखाली ते अधीन झाले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 43] अनेक वेळा तो त्यांना मदत करण्यास आला, पण ते त्याच्याविरुध्द बंड करीत राहीले, आणि ते आपल्या पापाने नीच करण्यात आले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 44] तथापि त्याने त्यांची मदतीसाठीची आरोळी ऐकली, तेव्हा त्याने त्यांच्या क्लेशाकडे लक्ष दिले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 45] त्यांच्यासाठी त्याने आपल्या कराराची आठवण केली, आणि आपल्या अपार दयेने सौम्यता धारण केली.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 46] त्याने त्यांचा पाडाव करणाऱ्या सर्वांच्या मनात त्यांच्यावर दया येईल असे केले.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 47] हे परमेश्वरा, आमच्या देवा, आम्हास तार. आम्हास राष्ट्रातून काढून एकत्र गोळा कर; म्हणजे आम्ही तुझ्या पवित्र नावाचे आभार मानू आणि तुझे गुणगान करू.
[IRV | MR | OT | Psalms | Chapter 106 | Verse 48] इस्राएलाचा देव, माझा परमेश्वर, ह्याचा अनादिकालापासून अनंतकालापर्यंत धन्यवाद होवो. सर्व लोकांनी म्हणावे, “आमेन.” परमेश्वराची स्तुती करा.
