[IRV | MR | OT | Psalms | Chapter 119 | Verse 1] ज्यांचे मार्ग निर्दोष आहेत, जे परमेश्वराच्या नियमशास्त्राप्रमाणे चालतात ते आशीर्वादित आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 27] मला तुझ्या विधींचा मार्ग समजावून दे. यासाठी की, मी तुझ्या आश्चर्यकारक शिक्षणाचे मनन करावे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 28] माझा जीव दुःखाने गळून जातो; आपल्या वचनाने मला उचलून धर.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 29] असत्याचा मार्ग माझ्यापासून दूर कर; कृपाकरून तुझे नियमशास्त्र मला शिकीव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 30] मी विश्वासाचा मार्ग निवडला आहे; मी तुझे योग्य निर्णय आपल्यासमोर ठेवले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 31] मी तुझ्या कराराच्या निर्बंधास चिकटून राहिलो आहे; हे परमेश्वरा, मला लज्जित होऊ देऊ नकोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 32] मी तुझ्या आज्ञांच्या मार्गात धावेन, कारण तू ते करण्यास माझे हृदय विस्तारित करतोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 33] हे परमेश्वरा, तू आपल्या नियमाचा मार्ग मला शिकव म्हणजे मी तो शेवटपर्यंत धरून राहिन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 34] मला बुद्धी दे म्हणजे मी तुझे नियमशास्त्र पाळीन; मी आपल्या अगदी मनापासून ते पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 35] तू आपल्या आज्ञांच्या मार्गाने मला चालीव, कारण त्यामध्ये चालण्यास मला आनंद आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 36] माझे मन तुझ्या कराराच्या निर्बंधाकडे असू दे, आणि अन्याय्य लाभापासून दूर कर.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 37] निरर्थक गोष्टी पाहण्यापासून माझे डोळे वळीव. मला तुझ्या मार्गात पुर्नजीवीत कर.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 38] तुझा सन्मान करणाऱ्यांना दिलेले वचन, आपल्या सेवकासंबंधाने खरे कर.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 39] ज्या अपमानाची मला धास्ती वाटते ती दूर कर, कारण तुझे निर्णय उत्तम आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 40] पाहा, मला तुझ्या विधींची उत्कंठा लागली आहे. तू मला आपल्या न्यायत्वाने मला नवजीवन दे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 41] हे परमेश्वरा, मला तुझे अचल प्रेम दे. तुझ्या वचनाप्रमाणे मला तुझे तारण प्राप्त होवो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 42] जो माझी थट्टा करतो त्यास मला उत्तर देता येईल, कारण मी तुझ्या वचनावर विश्वास ठेवला आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 43] तू माझ्या मुखातून सत्य वचन काढून घेऊ नको, कारण मी तुझ्या योग्य निर्णयाची प्रतिक्षा करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 44] मी सदैव तुझे नियमशास्त्र, सदासर्वकाळ आणि कायम पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 45] मी सुरक्षितपणे चालेन, कारण मी तुझे निर्बंध शोधले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 46] मी तुझ्या विधीवत आज्ञेबद्दल राजांसमोर बोलेन, आणि मी लज्जित होणार नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 47] मी तुझ्या आज्ञेत आनंद करीन, ज्या मला अतिशय प्रिय आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 48] ज्या तुझ्या आज्ञा मला प्रिय आहेत, त्याकडे मी आपले हात उंचावीन; मी तुझ्या नियमांचे मनन करीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 49] तू आपल्या सेवकाला दिलेल्या वचनाची आठवण ठेव. कारण तू मला आशा दिली आहेस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 50] माझ्या दुःखात माझे सांत्वन हे आहे की, तुझे वचन मला नवजीवन देते;
[IRV | MR | OT | Psalms | Chapter 119 | Verse 51] गर्विष्ठांनी माझी टवाळी केली आहे, तरी मी तुझ्या नियमशास्रापासून भरकटलो नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 52] हे परमेश्वरा, प्राचीन काळच्या तुझ्या निर्णयाविषयी मी विचार करतो, आणि मी आपले समाधान करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 53] दुष्ट तुझे नियमशास्त्र नाकारतात, म्हणून संताप माझा ताबा घेतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 54] ज्या घरात मी तात्पुरता राहतो; तुझे नियम मला माझे गीत झाले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 55] हे परमेश्वरा, रात्रीत मी तुझ्या नावाची आठवण करतो, आणि मी तुझे नियमशास्त्र पाळतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 56] हे मी आचरिले आहे, कारण मी तुझे विधी पाळले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 57] परमेश्वर माझा वाटा आहे; तुझे वचन पाळण्याचा मी निश्चय केला आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 58] मी आपल्या संपूर्ण हृदयाने तुझ्या अनुग्रहासाठी कळकळीची विनंती करतो; तुझ्या वचनाप्रमाणे माझ्यावर कृपा कर;
[IRV | MR | OT | Psalms | Chapter 119 | Verse 59] मी आपल्या मार्गाचे परीक्षण केले, आणि तुझ्या कराराकडे आपले पावली वळवीली.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 60] मी तुझ्या आज्ञा पाळण्याची घाई केली, आणि मी उशीर केला नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 61] दुष्टाच्या दोऱ्यांनी मला जाळ्यात पकडले आहे; तरी मी तुझे नियमशास्त्र विसरलो नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 62] मी मध्यरात्री तुझ्या न्याय्य निर्णयांबद्दल तुला धन्यवाद देण्यासाठी उठतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 63] तुझे भय धरणाऱ्या सर्वांचा, तुझे विधी पाळणाऱ्यांचा, मी साथीदार आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 64] हे परमेश्वरा, तुझ्या कराराच्या विश्वसनीयतेने सर्व पृथ्वी भरली आहे. तू आपले नियम मला शिकव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 65] हे परमेश्वरा, तू आपल्या वचनाप्रमाणे, आपल्या सेवकाचे चांगले केले आहेस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 66] योग्य निर्णय घेण्याविषयीचे ज्ञान आणि बुद्धी तू मला दे, कारण तुझ्या आज्ञांवर माझा विश्वास आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 67] पीडित होण्यापूर्वी मी बहकलो होतो, परंतु आता मी तुझे वचन पाळीत आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 68] तू चांगला आहेस आणि तू चांगले करतोस. मला तुझे नियम शिकव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 69] गर्विष्ठांनी माझ्यावर लबाडीने चिखलफेक केली आहे, पण मी तुझे विधी अगदी मनापासून पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 70] त्यांचे हृदय कठीण झाले आहे, पण मला तुझ्या नियमशास्त्रात आनंद आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 71] मी पीडित झाल्यामुळे माझे चांगले झाले; त्यामुळे, मी तुझे नियमशास्त्र शिकलो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 72] सोने आणि रुपे ह्यांच्या हजारो तुकड्यापेक्षा, मला तुझ्या तोंडचे नियमशास्त्र अधिक मोलवान आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 73] तुझ्या हातांनी मला निर्माण केले आणि आकार दिला; मला बुद्धी दे म्हणजे मी तुझ्या आज्ञा शिकेन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 74] तुझा सन्मान करणारे मला पाहून हर्ष करतील, कारण मला तुझ्या वचनात आशा सापडली आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 75] हे परमेश्वरा, तुझे निर्णय न्यायानुसार आहेत हे मला माहित आहेत, आणि तुझ्या सत्यतेने मला पीडिले आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 76] तू आपल्या सेवकाला दिलेल्या वचनानुसार, आपल्या कराराच्या विश्वसनीयतेने सांत्वन कर.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 77] मला कळवळा दाखव यासाठी की, मी जिवंत राहीन, कारण तुझे नियमशास्त्र माझा आनंद आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 78] गर्विष्ठ लज्जित होवोत, कारण त्यांनी माझी निंदानालस्ती केली आहे; पण मी तुझ्या विधींचे मनन करीन;
[IRV | MR | OT | Psalms | Chapter 119 | Verse 79] तुझा सन्मान करणारे माझ्याकडे वळोत, म्हणजे त्यांना तुझे निर्बंध कळतील.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 80] मी लज्जित होऊ नये याकरिता माझे हृदय आदराने, तुझ्या निर्दोष नियमाकडे लागू दे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 81] मी तुझ्या विजयासाठी उत्कंठा धरतो; मी तुझ्या वचनावर आशा ठेवली आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 82] माझे डोळे तुझे वचन पाहण्यास आसुसले आहेत; तू माझे सांत्वन कधी करशील?
[IRV | MR | OT | Psalms | Chapter 119 | Verse 83] कारण मी धुरात ठेविलेल्या बुधलीसारखा झालो आहे; तरी मी तुझे नियम विसरलो नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 84] तुझ्या सेवकाचे किती वेळ वाट पाहावी लागणार आहे? जे माझा छळ करतात. त्यांचा न्याय तू कधी करशील?
[IRV | MR | OT | Psalms | Chapter 119 | Verse 85] गार्विष्ठांनी माझ्यासाठी खाचा खणून ठेविल्या आहेत, तुझे नियमशास्त्र झुगारले आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 86] तुझ्या सर्व आज्ञा विश्वसनीय आहेत; ते लोक माझा छळ अनुचितपणे करत आहेत; मला मदत कर.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 87] त्यांनी पृथ्वीवरून माझा जवळजवळ सर्वनाश केला; पण मी तुझे विधी नाकारले नाहीत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 88] तुझ्या कराराच्या विश्वसनीयतेने वचन दिल्याप्रमाणे मला नवजीवन दे, याकरिता की, मी तुझ्या तोंडचे निर्बंध पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 89] हे परमेश्वरा, तुझे वचन स्वर्गात सर्वकाळ स्थिर आहे; तुझे वचन स्वर्गात ठामपणे प्रस्थापित आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 90] तुझी सत्यता सदासर्वदा सर्व पिढ्यानपिढ्यासाठी आहे; तू पृथ्वीची स्थापना केलीस आणि म्हणून ती टिकून राहते.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 91] त्या सर्व गोष्टी आजपर्यंत, तुझ्या निर्णयात म्हटल्याप्रमाणे राहिली आहेत, कारण सर्व गोष्टी तुझी सेवा करतात.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 92] जर तुझे नियमशास्त्र माझा आनंद नसता, तर माझ्या दुःखात माझा नाश झाला असता.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 93] मी तुझे निर्बंध कधीच विसरणार नाही, कारण त्याद्वारे तू मला सजीव ठेवले आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 94] मी तुझाच आहे; माझा उध्दार कर. कारण मी तुझे निर्बंध शोधले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 95] दुष्टांनी माझा नाश करायची तयारी केली आहे, पण मी तुझ्या कराराच्या निर्बंधाचा शोध घेईन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 96] प्रत्येकगोष्टीला त्याची मर्यादा असते हे मी पाहिले आहे, पण तुझ्या आज्ञा व्यापक, मर्यादे पलीकडे आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 97] अहाहा, तुझे नियमशास्त्र मला किती प्रिय आहेत! दिवसभर मी त्याच्यावर मनन करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 98] तुझ्या आज्ञा मला माझ्या शत्रूंपेक्षा ज्ञानी करतात, कारण तुझे नियम नेहमी माझ्याजवळ आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 99] माझ्या सर्व शिक्षकांपेक्षा मला अधिक बुद्धी आहे. कारण मी तुझ्या कराराच्या निर्बंधाचे मनन करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 100] वयोवृध्दापेक्षा मला अधिक कळते; कारण मी तुझे विधी पाळतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 101] तुझे वचन पाळावे म्हणून मी आपले पाऊल प्रत्येक वाईट मार्गापासून दूर ठेवतो. या करता, मी तुझे वचन पाळावे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 102] मी तुझ्या निर्णयापासून दुसऱ्याबाजूला वळलो नाही, कारण तू मला शिकविले आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 103] तुझे वचन माझ्या चवीला कितीतरी गोड आहेत, होय माझ्या मुखाला मधापेक्षा गोड आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 104] तुझ्या विधींच्याद्वारे मला बुद्धी प्राप्त होते; यास्तव मी प्रत्येक खोट्या मार्गाचा द्वेष करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 105] तुझे वचन माझ्या पावलाकरता दिवा आहे, आणि माझ्या मार्गासाठी प्रकाश आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 106] तुझे निर्णय पाळण्याची मी शपथ वाहिली आहे, व ती पक्की केली आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 107] मी फार पीडित आहे; हे परमेश्वरा तुझ्या वचनात वचन दिल्याप्रमाणे मला जिवीत ठेव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 108] हे परमेश्वरा, माझ्या मुखातील वचने ही स्वसंतोषाची अर्पणे समजून स्वीकार कर, आणि मला तुझे निर्णय शिकव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 109] माझे जीवन नेहमीच धोक्यात असते, तरी मी तुझे नियमशास्त्र विसरलो नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 110] दुष्टांनी माझ्यासाठी पाश रचला आहे, पण मी तुझ्या विधीपासून भरकटलो नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 111] तुझे निर्बंध माझे सर्वकाळचे वतन म्हणून मी स्वीकारले आहे, कारण त्याच्या योगे माझ्या मनाला आनंद होतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 112] तुझे नियम सर्वकाळ शेवटपर्यंत पाळण्याकडे मी आपले मन लाविले आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 113] परमेश्वरा, जे लोक तुझ्याशी पूर्णपणे प्रामाणिक नाहीत त्या लोकांचा मी तिरस्कार करतो, पण मला तुझी शिकवण आवडते.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 114] मला लपव आणि माझे रक्षण कर. परमेश्वरा, तू जे काही सांगतोस त्यावर माझा विश्वास आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 115] वाईट करणाऱ्यांनो माझ्यापासून दूर जा, यासाठी की, मी आपल्या देवाच्या आज्ञा पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 116] तू आपल्या वचनानुसार मला आधार दे म्हणजे मी जगेन, आणि माझ्या आशा लज्जित होऊ देऊ नकोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 117] मला आधार दे म्हणजे मी सुरक्षित राहीन; मी नेहमीच तुझ्या नियमांवर मनन करीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 118] तुझ्या नियमापासून बहकले आहेत त्यांना तू नाकारतोस, कारण हे लोक फसवणारे आणि अविश्वसनीय आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 119] पृथ्वीवरील सर्व दुष्टांना तू गाळाप्रमाणे दूर करतो; म्हणून मी तुझ्या विधीवत करारावर प्रेम करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 120] तुझ्या भितीने माझे शरीर थरथरते, आणि तुझ्या न्याय्य निर्णयाची भिती वाटते.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 121] मी जे योग्य आहे आणि चांगले आहे तेच करतो; माझा छळ करणाऱ्याकडे मला सोडून देऊ नको.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 122] तू आपल्या सेवकाच्या कल्याणार्थ जामीन हो. गर्विष्ठांना मला जाचू देऊ नकोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 123] तू सिद्ध केलेल्या तारणाची व तुझ्या न्याय्य वचनाची प्रतिक्षा करून माझे डोळे थकले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 124] तुझ्या सेवकाला कराराची विश्वसनियता दाखव आणि मला तुझे नियम शिकव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 125] मी तुझा सेवक आहे, मला तुझ्या कराराच्या निर्बंधाचे ज्ञान व्हावे म्हणून मला बुद्धी दे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 126] ही वेळ परमेश्वराच्या कार्याची आहे, कारण लोकांनी तुझे नियमशास्त्र मोडले आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 127] खरोखर मी तुझ्या आज्ञा सोन्यापेक्षा, बावनकशी सोन्यापेक्षा प्रिय मानतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 128] यास्तव मी काळजी पूर्वक तुझे सर्व विधी पाळतो, आणि प्रत्येक असत्य मार्गाचा द्वेष करतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 129] तुझे कराराचे निर्बंध आश्चर्यकारक आहेत; म्हणूनच मी ते पाळतो.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 130] तुझ्या वचनाच्या उलगड्याने प्रकाश प्राप्त होतो; त्याने अशिक्षितास ज्ञान प्राप्त होते.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 131] मी आपले तोंड उघडले आणि धापा टाकल्या, कारण मी तुझ्या आज्ञेची उत्कंठा धरली.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 132] तू माझ्याकडे वळ आणि माझ्यावर दया कर, जशी तुझ्या नावावर प्रीती करणाऱ्यावर तू दया करतोस.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 133] तुझ्या वचनाप्रमाणे मला मार्गदर्शन कर; माझ्यावर कोणत्याही पापाची सत्ता चालू देऊ नको.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 134] मनुष्याच्या जाचजुलमापासून मला मुक्त कर याकरिता की, मी तुझे विधी पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 135] तू आपला मुखप्रकाश आपल्या सेवकावर पाड, आणि तुझे नियम मला शिकव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 136] माझ्या डोळ्यातून अश्रूंचे प्रवाह खाली वाहतात; कारण लोक तुझे नियमशास्त्र पाळत नाहीत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 137] हे परमेश्वरा, तू न्यायी आहेस, आणि तुझे निर्णय योग्य आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 138] तू आपले निर्बंध न्याय्य व पूर्ण विश्वसनीय असे लावून दिले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 139] रागाने माझा नाश केला आहे, कारण माझे शत्रू तुझे वचन विसरले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 140] तुझ्या वचनाची खूपच पारख झाली आहे, आणि ते तुझ्या सेवकाला प्रिय आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 141] मी उपेक्षणीय आणि तुच्छ मानलेला आहे, तरी मी तुझे विधी विसरत नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 142] तुझे न्याय्यत्व हे सर्वकाळ योग्य आहे, आणि नियमशास्त्र सत्य आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 143] मला खूप संकट आणि क्लेशांनी घेरिले आहे, तरी तुझ्या आज्ञांत मला आनंद आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 144] तुझ्या कराराचे निर्बंध सर्वकाळ न्याय्य आहेत; मला बुद्धी दे म्हणजे मी जगेन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 145] मी संपूर्ण मनापासून तुला हाक मारतो, हे परमेश्वरा, मला उत्तर दे, मी तुझे नियम पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 146] मी तुला हाक मारतो; तू मला तार आणि मी तुझे कराराचे नियम पाळीन.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 147] मी उजडण्यापूर्वी पहाटेस उठतो आणि मदतीसाठी आरोळी मारतो. तुझ्या वचनात माझी आशा आहे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 148] तुझ्या वचनावर चिंतन करण्यासाठी रात्रीच्या प्रत्येक प्रहरापूर्वी माझे डोळे उघडे असतात.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 149] तुझ्या कराराच्या विश्वसनीयतेने माझी वाणी ऐक; हे परमेश्वरा, तू आपल्या निर्णयानुसार मला जिवंत ठेव.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 150] जे माझा छळ करतात ते माझ्याजवळ येत आहेत, पण ते तुझ्या नियमशास्रापासून फार दूर आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 151] हे परमेश्वरा, तू जवळ आहेस आणि तुझ्या सर्व आज्ञा सत्य आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 152] तुझ्या कराराच्या निर्बंधावरून मला पूर्वीपासून माहित आहे की, ते तू सर्वकाळासाठी स्थापिले आहेत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 153] माझे दु:ख पाहा आणि मला मदत कर, कारण मी तुझे नियमशास्त्र विसरलो नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 154] तू माझा वाद चालव आणि माझा उद्धार कर. तू आपल्या वचनाप्रमाणे मला नवजीवन दे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 155] दुष्टपासून तारण फार दूर आहे, कारण त्यांना तुझे नियम प्रिय नाहीत.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 156] हे परमेश्वरा, तुझी करुणा थोर आहे, तू आपल्या निर्णयास अनुसरुन मला नवजीवन दे.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 157] मला छळणारे माझे शत्रू पुष्कळ आहेत, तरी मी तुझ्या कराराच्या निर्बंधापासून मागे वळलो नाही.
[IRV | MR | OT | Psalms | Chapter 119 | Verse 158] विश्वासघातक्यांना पाहून मला वीट आला आहे. कारण ते तुझे वचन पाळीत नाहीत.
