[IRV | BN | OT | Proverbs | Chapter 21 | Verse 1] সদাপ্রভুর হাতে রাজার হৃদয় জলপ্রবাহের মতো; তিনি যে দিকে চায়, সেই দিকে তা ফেরান।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 16] যে বুদ্ধির পথ ছেড়ে ঘুরে বেড়ায়, সে মৃতদের সমাজে থাকবে।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 17] যে আমোদ ভালবাসে, সে গরিব হবে; যে আঙ্গুর রস ও তেল ভালবাসে, সে ধনবান হবে না।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 18] দুষ্ট ধার্ম্মিকদের মুক্তিপণস্বরূপ, বিশ্বাসঘাতক সরলদের পরিবর্ত্তস্বরূপ।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 19] বরং নির্জন ভূমিতে বাস করা ভাল, তবু বিবাদিন বন্দিনী ও অভিযোগকারী স্ত্রীর সঙ্গে বাস করা ভাল নয়।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 20] জ্ঞানীর নিবাসে মূল্যবান ধনকোষ ও তেল আছে; কিন্তু নির্বোধ তা নষ্ট করে।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 21] যে ধার্মিকতার ও দয়ার কাজ করে, সে জীবন, ধার্ম্মিকতা ও সম্মান পায়।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 22] জ্ঞানী বলবানদের নগর আক্রমণ করে এবং তার নির্ভর স্থানের শক্তি নত করে।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 23] যে কেউ নিজের মুখ ও জিহ্বা রক্ষা করে, সে বিপদ থেকে নিজের প্রাণ রক্ষা করে।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 24] যে গর্বিত ও অহঙ্কারী, তার নাম উপহাসক; সে গর্বের প্রাবল্যে কাজ করে।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 25] অলসের অভিলাষ তাকে মেরে ফেলে, কারণ তার হাত কাজ করতে অসন্মত।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 26] কেউ সমস্ত দিন চায় আরো চায়; কিন্তু ধার্মিক দান করে, অনিচ্ছা প্রকাশ করে না।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 27] দুষ্টদের বলিদান ঘৃণিত, দুষ্ট আচরণ আসলে তা আরও ঘৃণার্হ।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 28] মিথ্যাসাক্ষী বিনষ্ট হবে; কিন্তু যে ব্যক্তি শোনে, তার কথা চিরস্থায়ী।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 29] দুষ্ট লোক নিজের মুখ শক্ত করে; কিন্তু যে সরল, সে নিজের পথ সুস্থির করে।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 30] জ্ঞান নেই, বুদ্ধি নেই, উপদেশ নেই যা সদাপ্রভুর বিরুদ্ধে দাঁড়াতে পারবে।
[IRV | BN | OT | Proverbs | Chapter 21 | Verse 31] যুদ্ধের দিনের র জন্য ঘোড়া সুসজ্জিত হয়; কিন্তু বিজয় সদাপ্রভু থেকে হয়।
