[KJV | EN | OT | Leviticus | Chapter 13 | Verse 1] And the Lord spake unto Moses and Aaron, saying,
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 17] and the priest shall see him: and behold, if the plague be turned into white; then the priest shall pronounce him clean that hath the plague: he is clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 18] The flesh also, in which, even in the skin thereof, was a boil, and is healed,
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 19] and in the place of the boil there be a white rising, or a bright spot, white, and somewhat reddish, and it be shewed to the priest;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 20] and if, when the priest seeth it, behold, it be in sight lower than the skin, and the hair thereof be turned white; the priest shall pronounce him unclean: it is a plague of leprosy broken out of the boil.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 21] But if the priest look on it, and behold, there be no white hairs therein, and if it be not lower than the skin, but be somewhat dark; then the priest shall shut him up seven days:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 22] and if it spread much abroad in the skin, then the priest shall pronounce him unclean: it is a plague.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 23] But if the bright spot stay in his place, and spread not, it is a burning boil; and the priest shall pronounce him clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 24] Or if there be any flesh, in the skin whereof there is a hot burning, and the quick flesh that burneth have a white bright spot, somewhat reddish, or white;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 25] then the priest shall look upon it: and behold, if the hair in the bright spot be turned white, and it be in sight deeper than the skin; it is a leprosy broken out of the burning: wherefore the priest shall pronounce him unclean: it is the plague of leprosy.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 26] But if the priest look on it, and behold, there be no white hair in the bright spot, and it be no lower than the other skin, but be somewhat dark; then the priest shall shut him up seven days:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 27] and the priest shall look upon him the seventh day: and if it be spread much abroad in the skin, then the priest shall pronounce him unclean: it is the plague of leprosy.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 28] And if the bright spot stay in his place, and spread not in the skin, but it be somewhat dark; it is a rising of the burning, and the priest shall pronounce him clean: for it is an inflammation of the burning.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 29] If a man or woman hath a plague upon the head or the beard;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 30] then the priest shall see the plague: and behold, if it be in sight deeper than the skin; and there be in it a yellow thin hair; then the priest shall pronounce him unclean: it is a dry scall, even a leprosy upon the head or beard.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 31] And if the priest look on the plague of the scall, and behold, it be not in sight deeper than the skin, and that there is no black hair in it; then the priest shall shut up him that hath the plague of the scall seven days:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 32] and in the seventh day the priest shall look on the plague: and behold, if the scall spread not, and there be in it no yellow hair, and the scall be not in sight deeper than the skin;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 33] he shall be shaven, but the scall shall he not shave; and the priest shall shut up him that hath the scall seven days more:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 34] and in the seventh day the priest shall look on the scall: and behold, if the scall be not spread in the skin, nor be in sight deeper than the skin; then the priest shall pronounce him clean: and he shall wash his clothes, and be clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 35] But if the scall spread much in the skin after his cleansing;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 36] then the priest shall look on him: and behold, if the scall be spread in the skin, the priest shall not seek for yellow hair: he is unclean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 37] But if the scall be in his sight at a stay, and that there is black hair grown up therein; the scall is healed, he is clean: and the priest shall pronounce him clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 38] If a man also or a woman have in the skin of their flesh bright spots, even white bright spots;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 39] then the priest shall look: and behold, if the bright spots in the skin of their flesh be darkish white; it is a freckled spot that groweth in the skin: he is clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 40] And the man whose hair is fallen off his head, he is bald: yet is he clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 41] And he that hath his hair fallen off from the part of his head toward his face, he is forehead bald: yet is he clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 42] And if there be in the bald head, or bald forehead, a white reddish sore; it is a leprosy sprung up in his bald head, or his bald forehead.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 43] Then the priest shall look upon it: and behold, if the rising of the sore be white reddish in his bald head, or in his bald forehead, as the leprosy appeareth in the skin of the flesh;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 44] he is a leprous man, he is unclean: the priest shall pronounce him utterly unclean, his plague is in his head.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 45] And the leper in whom the plague is, his clothes shall be rent, and his head bare, and he shall put a covering upon his upper lip, and shall cry, Unclean, unclean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 46] All the days wherein the plague shall be in him he shall be defiled; he is unclean: he shall dwell alone; without the camp shall his habitation be.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 47] The garment also that the plague of leprosy is in, whether it be a woollen garment, or a linen garment;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 48] whether it be in the warp, or woof; of linen, or of woollen; whether in a skin, or in any thing made of skin;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 49] and if the plague be greenish or reddish in the garment, or in the skin, either in the warp, or in the woof, or in any thing of skin; it is a plague of leprosy, and shall be shewed unto the priest:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 50] and the priest shall look upon the plague, and shut up it that hath the plague seven days:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 51] and he shall look on the plague on the seventh day: if the plague be spread in the garment, either in the warp, or in the woof, or in a skin, or in any work that is made of skin; the plague is a fretting leprosy; it is unclean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 52] He shall therefore burn that garment, whether warp or woof, in woollen or in linen, or any thing of skin, wherein the plague is: for it is a fretting leprosy; it shall be burnt in the fire.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 53] And if the priest shall look, and behold, the plague be not spread in the garment, either in the warp, or in the woof, or in any thing of skin;
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 54] then the priest shall command that they wash the thing wherein the plague is, and he shall shut it up seven days more:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 55] and the priest shall look on the plague, after that it is washed: and behold, if the plague have not changed his colour, and the plague be not spread; it is unclean; thou shalt burn it in the fire; it is fret inward, whether it be bare within or without.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 56] And if the priest look, and behold, the plague be somewhat dark after the washing of it; then he shall rend it out of the garment, or out of the skin, or out of the warp, or out of the woof:
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 57] and if it appear still in the garment, either in the warp, or in the woof, or in any thing of skin; it is a spreading plague: thou shalt burn that wherein the plague is with fire.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 58] And the garment, either warp, or woof, or whatsoever thing of skin it be, which thou shalt wash, if the plague be departed from them, then it shall be washed the second time, and shall be clean.
[KJV | EN | OT | Leviticus | Chapter 13 | Verse 59] This is the law of the plague of leprosy in a garment of woollen or linen, either in the warp, or woof, or any thing of skins, to pronounce it clean, or to pronounce it unclean.
