[IRV | KN | NT | Acts | Chapter 18 | Verse 1] ಇದಾದ ಮೇಲೆ ಪೌಲನು ಅಥೇನೆಯನ್ನು ಬಿಟ್ಟು ಕೊರಿಂಥಕ್ಕೆ ಹೋದನು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 12] ಗಲ್ಲಿಯೋನನು ಅಖಾಯ ಪ್ರಾಂತ್ಯಕ್ಕೆ ಅಧಿಪತಿಯಾಗಿರಲು ಯೆಹೂದ್ಯರು ಒಗ್ಗಟ್ಟಾಗಿ ಪೌಲನ ಮೇಲೆ ಬಿದ್ದು ಅವನನ್ನು ನ್ಯಾಯಾಸ್ಥಾನದ ಮುಂದೆ ಹಿಡಿದು ತಂದು;
[IRV | KN | NT | Acts | Chapter 18 | Verse 13] “ಇವನು ದೇವರನ್ನು ಧರ್ಮಶಾಸ್ತ್ರಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ ಆರಾಧಿಸುವುದಕ್ಕೆ ಜನರನ್ನು ಒಡಂಬಡಿಸುತ್ತಾನೆಂದು” ದೂರುಹೇಳಿದರು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 14] ಪೌಲನು ಪ್ರತಿವಾದ ಮಾಡಬೇಕೆಂದಿದ್ದಾಗ ಗಲ್ಲಿಯೋನನು ಯೆಹೂದ್ಯರಿಗೆ; “ಎಲೈ ಯೆಹೂದ್ಯರೇ, ಅನ್ಯಾಯವು, ದುಷ್ಕರ್ಮವು ಇಂಥದೇನಾದರೂ ಇದ್ದಪಕ್ಷಕ್ಕೆ ನಾನು ನಿಮ್ಮ ಮಾತನ್ನು ಸಹನೆಯಿಂದ ಕೇಳುವುದು ನ್ಯಾಯವೇ.
[IRV | KN | NT | Acts | Chapter 18 | Verse 15] ಆದರೆ ನೀವು ಮಾಡುವ ವಿವಾದವು ಬೋಧನೆಯನ್ನೂ, ಹೆಸರುಗಳನ್ನೂ, ನಿಮ್ಮ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನೂ ಕುರಿತದ್ದಾಗಿರುವುದರಿಂದ ಅವುಗಳನ್ನು ನೀವೇ ನೋಡಿಕೊಳ್ಳಿರಿ. ಇಂಥ ವಿಷಯಗಳನ್ನು ವಿಚಾರಣೆಮಾಡುವುದಕ್ಕೆ ನನಗಂತೂ ಮನಸ್ಸಿಲ್ಲ” ಎಂದು ಹೇಳಿ,
[IRV | KN | NT | Acts | Chapter 18 | Verse 16] ಅವರನ್ನು ನ್ಯಾಯಾಸ್ಥಾನದ ಸ್ಥಳದಿಂದ ಹೊರಡಿಸಿಬಿಟ್ಟನು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 17] ಆಗ ಜನರೆಲ್ಲರು ಸಭಾಮಂದಿರದ ಅಧ್ಯಕ್ಷನಾದ ಸೋಸ್ಥೆನನನ್ನು ಹಿಡಿದುಕೊಂಡು ನ್ಯಾಯಸ್ಥಾನದ ಮುಂದೆಯೇ ಹೊಡೆದರು. ಗಲ್ಲಿಯೋನನು ಅವುಗಳಲ್ಲಿ ಒಂದನ್ನೂ ಲಕ್ಷ್ಯಕ್ಕೆ ತೆಗೆದುಕೊಳ್ಳಲಿಲ್ಲ.
[IRV | KN | NT | Acts | Chapter 18 | Verse 18] ಪೌಲನು ಇನ್ನು ಅನೇಕ ದಿನಗಳ ಕಾಲ ಅಲ್ಲಿದ್ದ ಅನಂತರ ಸಹೋದರರಿಂದ ಅಪ್ಪಣೆತೆಗೆದುಕೊಂಡು ತನಗೆ ದೀಕ್ಷೆ ಇದ್ದುದರಿಂದ ಕೆಂಖ್ರೆಯ ಪಟ್ಟಣದಲ್ಲಿ ಕ್ಷೌರಮಾಡಿಸಿಕೊಂಡು ಹಡಗನ್ನು ಹತ್ತಿ ಸಿರಿಯಕ್ಕೆ ಹೊರಟನು. ಪ್ರಿಸ್ಕಿಲ್ಲಳೂ ಮತ್ತು ಅಕ್ವಿಲನೂ ಅವನ ಸಂಗಡ ಹೊರಟರು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 19] ಎಫೆಸಕ್ಕೆ ಬಂದಾಗ ಅವರನ್ನು ಅಲ್ಲೇ ಬಿಟ್ಟು, ತಾನು ಸಭಾಮಂದಿರದೊಳಕ್ಕೆ ಹೋಗಿ ಯೆಹೂದ್ಯರ ಸಂಗಡ ವಾದಿಸಿದನು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 20] ಅವರು ಅವನನ್ನು ಇನ್ನು ಕೆಲವು ಕಾಲ ಇರಬೇಕೆಂದು ಕೇಳಿಕೊಂಡಾಗ ಅವನು ಒಪ್ಪದೆ,
[IRV | KN | NT | Acts | Chapter 18 | Verse 21] “ದೇವರ ಚಿತ್ತವಾದರೆ ಪುನಃ ನಿಮ್ಮ ಬಳಿಗೆ ಬರುತ್ತೇನೆಂದು” ಹೇಳಿ ಅವರ ಅಪ್ಪಣೆ ತೆಗೆದುಕೊಂಡು ಹೊರಟುಹೋದನು. ಅನಂತರ ಎಫೆಸದಿಂದ ಸಮುದ್ರಪ್ರಯಾಣ ಮಾಡಿ ಕೈಸರೈಯದಲ್ಲಿ ಇಳಿದು,
[IRV | KN | NT | Acts | Chapter 18 | Verse 22] ಯೆರೂಸಲೇಮಿಗೆ ಹೋಗಿ ಸಭೆಯನ್ನು ವಂದಿಸಿ ಅಂತಿಯೋಕ್ಯಕ್ಕೆ ಬಂದನು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 23] ಪೌಲನು ಅಂತಿಯೋಕ್ಯದಲ್ಲಿ ಕೆಲವು ಕಾಲ ಇದ್ದು ಪುನಃ ಅಲ್ಲಿಂದ ಹೊರಟು ಕ್ರಮವಾಗಿ ಗಲಾತ್ಯ ಸೀಮೆಯಲ್ಲಿಯೂ, ಫ್ರುಗ್ಯದಲ್ಲಿಯೂ ಸಂಚಾರಮಾಡುತ್ತಾ ಶಿಷ್ಯರೆಲ್ಲರನ್ನು ದೃಢಪಡಿಸಿದನು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 24] ಅಷ್ಟರೊಳಗೆ ಅಲೆಕ್ಸಾಂದ್ರಿಯದಲ್ಲಿ ಹುಟ್ಟಿದ ಅಪೊಲ್ಲೋಸನೆಂಬ ಒಬ್ಬ ಯೆಹೂದ್ಯನು ಎಫೆಸಕ್ಕೆ ಬಂದನು. ಅವನು ವಾಕ್ಚಾತುರ್ಯವುಳ್ಳವನೂ ಧರ್ಮಶಾಸ್ತ್ರಗಳಲ್ಲಿ ಪ್ರವೀಣನೂ ಆಗಿದ್ದನು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 25] ಅವನು ಕರ್ತನ ಮಾರ್ಗದ ವಿಷಯದಲ್ಲಿ ಉಪದೇಶ ಹೊಂದಿದವನಾಗಿದ್ದನು ಮತ್ತು ಆಸಕ್ತ ಮನಸ್ಸುಳ್ಳವನಾಗಿದ್ದು ಯೋಹಾನನು ಮಾಡಿಸಿದ ದೀಕ್ಷಾಸ್ನಾನವನ್ನು ಮಾತ್ರ ಬಲ್ಲವನಾದರೂ ಯೇಸುವಿನ ಸಂಗತಿಗಳನ್ನು ಸೂಕ್ಷ್ಮವಾಗಿ ಹೇಳಿ ಉಪದೇಶಿಸಿದನು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 26] ಅವನು ಸಭಾಮಂದಿರದಲ್ಲಿ ಧೈರ್ಯದಿಂದ ಮಾತನಾಡುವುದಕ್ಕೆ ಪ್ರಾರಂಭಿಸಿದನು. ಅವನ ಮಾತುಗಳನ್ನು ಪ್ರಿಸ್ಕಿಲ್ಲಳೂ ಮತ್ತು ಅಕ್ವಿಲನೂ ಕೇಳಿ ಅವನನ್ನು ತಮ್ಮ ಮನೆಗೆ ಕರೆದುಕೊಂಡು ಹೋಗಿ ದೇವರ ಮಾರ್ಗವನ್ನು ಅವನಿಗೆ ಇನ್ನೂ ಸೂಕ್ಷ್ಮವಾಗಿ ವಿವರಿಸಿದರು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 27] ಆ ಮೇಲೆ ಅಖಾಯಕ್ಕೆ ಹೋಗಬೇಕೆಂದು ಅವನಿಗೆ ಮನಸ್ಸಾದಾಗ ಸಹೋದರರು ಅವನನ್ನು ಪ್ರೋತ್ಸಾಹಗೊಳಿಸಿ ಅಲ್ಲಿದ್ದ ಶಿಷ್ಯರಿಗೆ ಇವನನ್ನು ಸೇರಿಸಿಕೊಳ್ಳಬೇಕೆಂದು ಪತ್ರಿಕೆಯನ್ನು ಬರೆದುಕೊಟ್ಟರು.
[IRV | KN | NT | Acts | Chapter 18 | Verse 28] ಅವನು ಹೋಗಿ ಯೇಸುವೇ ಕ್ರಿಸ್ತನೆಂದು ದೇವರ ವಾಕ್ಯದಿಂದ ಯೆಹೂದ್ಯರಿಗೆ ತೋರಿಸಿಕೊಟ್ಟು ಎಲ್ಲರ ಮುಂದೆ ಬಲವಾಗಿ ಈ ವಿಷಯವನ್ನು ರುಜುವಾತುಪಡಿಸುತ್ತಾ ಯೆಹೂದ್ಯರನ್ನು ಖಂಡಿಸಿ ದೇವರ ಕೃಪೆಯಿಂದ ನಂಬಿದವರಿಗೆ ಬಹಳ ಸಹಾಯಮಾಡಿದನು.
