[ERV | EN | OT | Joshua | Chapter 21 | Verse 1] Then came near the heads of fathers’ houses of the Levites unto Eleazar the priest, and unto Joshua the son of Nun, and unto the heads of fathers’ houses of the tribes of the children of Israel;
[ERV | EN | OT | Joshua | Chapter 21 | Verse 16] and Ain with her suburbs, and Juttah with her suburbs, and Beth-shemesh with her suburbs; nine cities out of those two tribes.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 17] And out of the tribe of Benjamin, Gibeon with her suburbs, Geba with her suburbs;
[ERV | EN | OT | Joshua | Chapter 21 | Verse 18] Anathoth with her suburbs, and Almon with her suburbs; four cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 19] All the cities of the children of Aaron, the priests, were thirteen cities with their suburbs.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 20] And the families of the children of Kohath, the Levites, even the rest of the children of Kohath, they had the cities of their lot out of the tribe of Ephraim.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 21] And they gave them Shechem with her suburbs in the hill country of Ephraim, the city of refuge for the manslayer, and Gezer with her suburbs;
[ERV | EN | OT | Joshua | Chapter 21 | Verse 22] and Kibzaim with her suburbs, and Beth-horon with her suburbs; four cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 23] And out of the tribe of Dan, Elteke with her suburbs, Gibbethon with her suburbs;
[ERV | EN | OT | Joshua | Chapter 21 | Verse 24] Aijalon with her suburbs, Gath-rimmon with her suburbs; four cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 25] And out of the half tribe of Manasseh, Taanach with her suburbs, and Gath-rimmon with her suburbs; two cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 26] All the cities of the families of the rest of the children of Kohath were ten with their suburbs.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 27] And unto the children of Gershon, of the families of the Levites, out of the half tribe of Manasseh they gave Golan in Bashan with her suburbs, the city of refuge for the manslayer; and Be-eshterah with her suburbs; two cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 28] And out of the tribe of Issachar, Kishion with her suburbs, Daberath with her suburbs;
[ERV | EN | OT | Joshua | Chapter 21 | Verse 29] Jarmuth with her suburbs, Engannin with her suburbs; four cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 30] And out of Asher, Mishal with her suburbs, Abdon with her suburbs;
[ERV | EN | OT | Joshua | Chapter 21 | Verse 31] Helkath with her suburbs, and Rehob with her suburbs; four cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 32] And out of the tribe of Naphtali, Kedesh in Galilee with her suburbs, the city of refuge for the manslayer, and Hammoth-dor with her suburbs, and Kartan with her suburbs; three cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 33] All the cities of the Gershonites according to their families were thirteen cities with their suburbs.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 34] And unto the families of the children of Merari, the rest of the Levites, out of the tribe of Zebulun, Jokneam with her suburbs, and Kartah with her suburbs,
[ERV | EN | OT | Joshua | Chapter 21 | Verse 35] Dimnah with her suburbs, Nahalal with her suburbs; four cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 36] And out of the tribe of Reuben, Bezer with her suburbs, and Jahaz with her suburbs,
[ERV | EN | OT | Joshua | Chapter 21 | Verse 37] Kedemoth with her suburbs, and Mephaath with her suburbs; four cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 38] And out of the tribe of Gad, Ramoth in Gilead with her suburbs, the city of refuge for the manslayer, and Mahanaim with her suburbs;
[ERV | EN | OT | Joshua | Chapter 21 | Verse 39] Heshbon with her suburbs, Jazer with her suburbs; four cities in all.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 40] All these were the cities of the children of Merari according to their families, even the rest of the families of the Levites; and their lot was twelve cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 41] All the cities of the Levites in the midst of the possession of the children of Israel were forty and eight cities with their suburbs.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 42] These cities were every one with their suburbs round about them: thus it was with all these cities.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 43] So the LORD gave unto Israel all the land which he sware to give unto their fathers; and they possessed it, and dwelt therein.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 44] And the LORD gave them rest round about, according to all that he sware unto their fathers: and there stood not a man of all their enemies before them; the LORD delivered all their enemies into their hand.
[ERV | EN | OT | Joshua | Chapter 21 | Verse 45] There failed not aught of any good thing which the LORD had spoken unto the house of Israel; all came to pass.
