[GNV | EN | OT | Numbers | Chapter 1 | Verse 1] The Lord spake againe vnto Moses in the wildernesse of Sinai, in the Tabernacle of the Congregation, in the first day of the second moneth, in the second yere after they were come out of the land of Egypt, saying,
[GNV | EN | OT | Numbers | Chapter 1 | Verse 24] Of the sonnes of Gad by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yere olde and aboue, all that went forth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 25] The number of them, I say, of the tribe of Gad was fiue and fourtie thousand, and six hundreth and fiftie.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 26] Of the sonnes of Iudah by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yere olde and aboue, all that went forth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 27] The nomber of them, I say, of the tribe of Iudah was three score and fourteene thousande, and sixe hundreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 28] Of the sonnes of Issachar by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went forth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 29] The nomber of them also of the tribe of Issachar was foure and fiftie thousande and foure hundreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 30] Of the sonnes of Zebulun by their generations, by their families, and by the houses of their fathers, according to the number of their names, from twentie yeere olde and aboue, all that went foorth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 31] The nomber of them also of the tribe of Zebulun was seuen and fiftie thousand and foure hundreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 32] Of the sonnes of Ioseph, namely of the sonnes of Ephraim by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 33] The nomber of them also of the tribe of Ephraim was fourtie thousande and fiue hundreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 34] Of the sonnes of Manasseh by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 35] The nober of the also of ye tribe of Manasseh was two and thirtie thousand and two hundreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 36] Of the sonnes of Beniamin by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 37] The nomber of them also of the tribe of Beniamin was fiue and thirtie thousande and foure hundreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 38] Of the sonnes of Dan by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went foorth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 39] The nomber of the also of ye tribe of Dan was three score and two thousand and seue hudreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 40] Of the sonnes of Asher by their generations, by their families, and by the houses of their fathers, according to the number of their names, from twentie yeere olde and aboue, all that went foorth to warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 41] The nomber of them also of ye tribe of Asher was one and fourtie thousand and fiue hudreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 42] Of the children of Naphtali, by their generations, by their families, and by the houses of their fathers, according to the nomber of their names, from twentie yeere olde and aboue, all that went to the warre:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 43] The nomber of them also of the tribe of Naphtali, was three and fiftie thousand, and foure hundreth.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 44] These are the summes which Moses, and Aaron nombred, and the Princes of Israel, the twelue men, which were euery one for the house of their fathers.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 45] So this was all the summe of the sonnes of Israel, by the houses of their fathers, from twenty yeere olde and aboue, all that went to the warre in Israel,
[GNV | EN | OT | Numbers | Chapter 1 | Verse 46] And all they were in nomber sixe hudreth and three thousande, fiue hundreth and fiftie.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 47] But the Leuites, after the tribes of their fathers were not nombred among them.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 48] For the Lord had spoken vnto Moses, and said,
[GNV | EN | OT | Numbers | Chapter 1 | Verse 49] Onely thou shalt not number the tribe of Leui, neither take the summe of them among the children of Israel:
[GNV | EN | OT | Numbers | Chapter 1 | Verse 50] But thou shalt appoynt the Leuites ouer the Tabernacle of the Testimonie, and ouer all the instruments thereof, and ouer all things that belong to it: they shall beare the Tabernacle, and all the instruments thereof, and shall minister in it, and shall dwell round about the Tabernacle.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 51] And when the Tabernacle goeth forth, the Leuites shall take it downe: and when the Tabernacle is to be pitched, ye Leuites shall set it vp: for the stranger that commeth neere, shalbe slaine.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 52] Also the children of Israel shall pitch their tentes, euery man in his campe, and euery man vnder his standerd throughout their armies.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 53] But the Leuites shall pitch rounde about the Tabernacle of the Testimonie, least vengeance come vpon the Congregation of the children of Israel, and the Leuites shall take the charge of the Tabernacle of the Testimonie.
[GNV | EN | OT | Numbers | Chapter 1 | Verse 54] So the children of Israel did according to all that ye Lord had comanded Moses: so did they.
