[GNV | EN | OT | Numbers | Chapter 33 | Verse 1] These are the iourneyes of the children of Israel, which went out of the land of Egypt according to their bands vnder the hand of Moses and Aaron.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 22] And they iourneyed from Rissah, and pitched in Kehelathah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 23] And they went from Kehelathah, and pitched in mount Shapher.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 24] And they remoued from mount Shapher, and lay in Haradah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 25] And they remoued from Haradah, and pitched in Makheloth.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 26] And they remoued from Makheloth, and lay in Tahath.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 27] And they departed from Tahath, and pitched in Tarah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 28] And they remoued from Tarah, and pitched in Mithkah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 29] And they went from Mithkah, and pitched in Hashmonah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 30] And they departed from Hashmonah, and lay in Moseroth.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 31] And they departed from Moseroth, and pitched in Bene-iaakan.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 32] And they remoued from Bene-iaakan, and lay in Hor-hagidgad.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 33] And they went from Hor-hagidgad, and pitched in Iotbathah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 34] And they remoued from Iotbathah, and lay in Ebronah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 35] And they departed from Ebronah, and lay in Ezion-gaber.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 36] And they remoued from Ezion-gaber, and pitched in the wildernesse of Zin, which is Kadesh.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 37] And they remooued from Kadesh, and pitched in mount Hor, in the edge of the land of Edom.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 38] (And Aaron the Priest went vp into mount Hor, at the commandement of the Lord, and died there, in the fourtieth yeere after the children of Israel were come out of the lande of Egypt, in the first day of the fifth moneth.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 39] And Aaron was an hundreth, and three and twentie yeere olde, when hee dyed in mount Hor.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 40] And King Arad the Canaanite, which dwelt in the South of the land of Canaan, heard of the comming of the children of Israel)
[GNV | EN | OT | Numbers | Chapter 33 | Verse 41] And they departed from mount Hor, and pitched in Zalmonah.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 42] And they departed from Zalmonah, and pitched in Punon.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 43] And they departed from Punon, and pitched in Oboth.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 44] And they departed from Oboth, and pitched in Iie-abarim, in the borders of Moab.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 45] And they departed from Iim, and pitched in Dibon-gad.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 46] And they remooued from Dibon-gad, and lay in Almon-diblathaim.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 47] And they remooued from Almon-diblathaim, and pitched in the mountaines of Abarim before Nebo.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 48] And they departed from the mountaines of Abarim, and pitched in the plaine of Moab, by Iorden toward Iericho.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 49] And they pitched by Iorden, from Bethieshimoth vnto Abel-shittim in the playne of Moab.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 50] And the Lord spake vnto Moses in the playne of Moab, by Iorden towarde Iericho, saying,
[GNV | EN | OT | Numbers | Chapter 33 | Verse 51] Speake vnto the children of Israel, and say vnto them, When ye are come ouer Iorden to enter into the land of Canaan,
[GNV | EN | OT | Numbers | Chapter 33 | Verse 52] Ye shall then driue out all the inhabitants of the land before you, and destroy all their pictures, and breake asunder all their images of metall, and plucke downe all their hie places.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 53] And ye shall possesse the lande and dwell therein: for I haue giue you ye land to possesse it.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 54] And ye shall inherite the land by lot according to your families: to the more yee shall giue more inheritance, and to the fewer the lesse inheritance. Where the lot shall fall to any man, that shall be his: according to the tribes of your fathers shall ye inherite.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 55] But if ye will not driue out the inhabitants of the land before you, then those which yee let ramaine of them, shalbe prickes in your eyes, and thornes in your sides, and shall vexe you in the land wherein ye dwell.
[GNV | EN | OT | Numbers | Chapter 33 | Verse 56] Moreouer, it shall come to passe, that I shall doe vnto you, as I thought to do vnto them.
