[LXX | EL | OT | Numbers | Chapter 24 | Verse 1] Καὶ ἰδὼν Βαλαὰμ ὅτι καλόν ἐστιν ἐναντίον Κυρίου εὐλογεῖν τὸν Ἰσραὴλ, οὐκ ἐπορεύθη κατὰ τὸ εἰωθὸς αὐτῷ εἰς συνάντησιν τοῖς οἰωνοῖς, καὶ ἀπέστρεψε τὸ πρόσωπον αὐτοῦ εἰς τὴν ἔρημον.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 12] Καὶ εἶπε Βαλαὰμ πρὸς Βαλὰκ, οὐχὶ καὶ τοῖς ἀγγέλοις σου οὓς ἀπέστειλας πρὸς με ἐλάλησα, λέγων,
[LXX | EL | OT | Numbers | Chapter 24 | Verse 13] ἐάν μοι δῷ Βαλὰκ πλήρη τὸν οἶκον αὐτοῦ ἀργυρίου καὶ χρυσίου, οὐ δυνήσομαι παραβῆναι τὸ ῥῆμα Κυρίου ποιῆσαι αὐτὸ καλὸν ἤ πονηρὸν παρʼ ἐμαυτοῦ· ὅσα ἂν εἴπῃ ὁ Θεός, ταῦτα ἐρῶ.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 14] Καὶ νῦν ἰδοὺ ἀποτρέχω εἰς τὸν τόπον μου· δεῦρο, συμβουλεύσω σοι, τί ποιήσει ὁ λαὸς οὗτος τὸν λαόν σου ἐπʼ ἐσχάτου τῶν ἡμερῶν.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 15] Καὶ ἀναλαβὼν τὴν παραβολὴν αὐτοῦ, εἶπε,
[LXX | EL | OT | Numbers | Chapter 24 | Verse 16] Φησὶ Βαλαὰμ υἱὸς Βεὼρ, φησὶν ὁ ἄνθρωπος ὁ ἀληθινῶς ὁρῶν, ἀκούων λόγια Θεοῦ, ἐπιστάμενος ἐπιστήμην παρὰ ὑψίστου, καὶ ὅρασιν Θεοῦ ἰδὼν ἐν ὕπνῳ· ἀποκεκαλυμμένοι οἱ ὀφθαλμοὶ αὐτοῦ.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 17] Δείξω αὐτῷ, καὶ οὐχὶ νῦν· μακαρίζω, καὶ οὐκ ἐγγίζει· ἀνατελεῖ ἄστρον ἐξ Ἰακὼβ, ἀναστήσεται ἄνθρωπος ἐξ Ἰσραήλ· καὶ θραύσει τοὺς ἀρχηγοὺς Μωὰβ, καῒ προνομεύσει πάντας υἱοὺς Σήθ.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 18] Καὶ ἔσται Ἐδὼμ κληρονομία, καὶ ἔσται κληρονομία Ἡσαῦ ὁ ἐχθρὸς αὐτοῦ· καὶ Ἰσραὴλ ἐποίησεν ἐν ἰσχύϊ.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 19] Καὶ ἐξεγερθήσεται ἐξ Ἰακὼβ, καὶ ἀπολεῖ σωζόμενον ἐκ πόλεως.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 20] Καὶ ἰδὼν τὸν Ἀμαλὴκ, καὶ ἀναλαβὼν τὴν παραβολὴν αὐτοῦ, εἶπεν, ἀρχὴ ἐθνῶν Ἀμαλὴκ, καὶ τὸ σπέρμα αὐτῶν ἀπολεῖται.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 21] Καὶ ἰδὼν τὸν Κεναῖον, καὶ ἀναλαβὼν τὴν παραβολὴν αὐτοῦ, εἶπεν, ἰσχυρὰ ἡ κατοικία σου· καὶ ἐὰν θῇς ἐν πέτρᾳ τὴν νοσσίαν σου,
[LXX | EL | OT | Numbers | Chapter 24 | Verse 22] καὶ ἐὰν γένηται τῷ Βεὼρ νοσσιὰ πανουργίας, Ἀσσύριοι αἰχμαλωτεύσουσί σε.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 23] Καὶ ἰδὼν τὸν Ὢγ, καὶ ἀναλαβὼν τὴν παραβολὴν αὐτοῦ, εἶπεν, ὢ ὢ, τίς ζήσεται, ὅταν θῇ ταῦτα ὁ Θεός;
[LXX | EL | OT | Numbers | Chapter 24 | Verse 24] Καὶ ἐξελεύσεται ἐκ χειρῶς Κιτιαίων, καὶ κακώσουσιν Ἀσσοὺρ, καὶ κακώσουσιν Ἐβραίους, καὶ αὐτοὶ ὁμοθυμαδὸν ἀπολοῦνται.
[LXX | EL | OT | Numbers | Chapter 24 | Verse 25] Καὶ ἀναστὰς Βαλαὰμ ἀπῆλθεν, ἀποστραφεὶς εἰς τὸν τόπον αὐτοῦ· καὶ Βαλὰκ ἀπῆλθε πρὸς ἑαυτόν.
