[LXX | EL | OT | Numbers | Chapter 10 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων, ποίησον σεαυτῷ δύο σάλπιγγας ἀγυρᾶς·
[LXX | EL | OT | Numbers | Chapter 10 | Verse 12] καὶ ἐξῇραν οἱ υἱοὶ Ἰσραὴλ σὺν ἀπαρτίαις αὐτῶν ἐν τῇ ἐρήμῳ Σινᾶ· καὶ ἔστη ἡ νεφέλη ἐν τῇ ἐρήμῳ τοῦ Φαράν.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 13] Καὶ ἐξῆραν πρῶτοι διὰ φωνῆς Κυρίου ἐν χειρὶ Μωυσῆ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 14] Καὶ ἐξῇραν τάγμα παρεμβολῆς υἱῶν Ἰούδα πρῶτοι σὺν δυνάμει αὐτῶν· καὶ ἐπὶ τῆς δυνάμεως αὐτῶν, Ναασσὼν υἱὸς Ἀμιναδάβ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 15] καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Ἰσσάχαρ, Ναθαναὴλ υἱὸς Σωγάρ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 16] καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Ζαβουλὼν, Ἐλιὰβ, υἱὸς Χαιλών.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 17] Καὶ καθελοῦσι τὴν σκηνὴν, καὶ ἐξαροῦσιν οἱ υἱοὶ Γεδσὼν, καὶ οἱ υἱοὶ Μεραρὶ, οἱ αἴροντες τὴν σκηνήν.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 18] Καὶ ἐξῇραν τάγμα παρεμβολῆς Ῥουβὴν σὺν δυνάμει αὐτῶν· καὶ ἐπὶ τῆς δυνάμεως αὐτῶν, Ἐλισοὺρ υἱὸς Σεδιούρ·
[LXX | EL | OT | Numbers | Chapter 10 | Verse 19] Καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Συμεὼν, Σαλαμιὴλ υἱὸς Σουρισαδαΐ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 20] Καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Γὰδ, Ἐλισὰφ ὁ τοῦ Ῥαγουήλ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 21] Καὶ ἐξαροῦσιν οἱ υἱοὶ Καὰθ αἴροντες τὰ ἅγια· καὶ στήσουσι τὴν σκηνὴν ἕως παραγένωνται.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 22] Καὶ ἐξαροῦσι τάγμα παρεμβολῆς Ἐφραὶμ σὺν δυνάμει αὐτῶν· καὶ ἐπὶ τῆς δυνάμεως αὐτῶν, Ἐλισαμὰ υἱὸς Σμιούδ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 23] Καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Μανασσῆ, Γαμαλιὴλ ὁ τοῦ Φαδασσούρ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 24] Καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Βενιαμὶν, Ἀβιδὰν ὁ τοῦ Γαδεωνί.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 25] Καὶ ἐξαροῦσι τάγμα παρεμβολῆς υἱῶν Δὰν, ἔσχατοι πασῶν τῶν παρεμβολῶν, σὺν δυνάμει αὐτῶν· καὶ ἐπὶ τῆς δυνάμεως αὐτῶν, Ἀχιέζερ ὁ τοῦ Ἀμισαδαΐ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 26] Καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Ἀσὴρ, Φαγεὴλ υἱὸς Ἐχράν.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 27] Καὶ ἐπὶ τῆς δυνάμεως φυλῆς υἱῶν Νεφθαλὶ, Ἀχιρὲ υἱὸς Αἰνάν.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 28] Αὗται αἱ στρατιαὶ υἱῶν Ἰσραήλ· καὶ ἐξῇραν σὺν δυνάμει αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 29] Καὶ εἶπε Μωυσῆς τῷ Ὀβὰβ υἱῷ Ῥαγουὴλ τῷ Μαδιανίτῃ τῷ γαμβρῷ Μωυσῆ, ἐξαίρομεν ἡμεῖς εἰς τὸν τόπον ὃν εἶπε Κύριος, τοῦτον δώσω ὑμῖν· δεῦρο μεθʼ ἡμῶν, καὶ εὖ σε ποιήσομεν, ὅτι Κύριος ἐλάλησε καλὰ περὶ Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 30] Καὶ εἶπε πρὸς αὐτόν, οὐ πορεύσομαι, ἀλλὰ εἰς τὴν γῆν μου, καὶ εἰς τὴν γενεάν μου.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 31] Καὶ εἶπε, μὴ ἐγκαταλίπῃς ἡμᾶς, οὗ ἕνεκεν ἦσθα μεθʼ ἡμῶν ἐν τῇ ἐρήμῳ, καὶ ἔσῃ ἐν ἡμῖν πρεσβύτης.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 32] Καὶ ἔσται ἐὰν πορευθῇς μεθʼ ἡμῶν, καὶ ἔσται τὰ ἀγαθὰ ἐκεῖνα ὅσα ἂν ἀγαθοποιήσῃ Κύριος ἡμᾶς, καὶ εὖ σε ποιήσομεν.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 33] Καὶ ἐξῇραν ἐκ τοῦ ὄρους Κυρίου ὁδὸν τριῶν ἡμερῶν· καὶ ἡ κιβωτὸς τῆς διαθήκης Κυρίου προεπορεύετο προτέρα αὐτῶν ὁδὸν τριῶν ἡμερῶν κατασκέψασθαι αὐτοῖς ἀνάπαυσιν.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 34] Καὶ ἐγένετο ἐν τῷ ἐξαίρειν τὴν κιβωτὸν, καὶ εἶπε Μωυσῆς, ἐξεγέρθητι Κύριε, καὶ διασκορπισθήτωσαν οἱ ἐχθροί σου, φυγέτωσαν πάντες οἱ μισοῦντές σε.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 35] Καὶ ἐν τῇ καταπαύσει εἶπεν, ἐπίστρεφε Κύριε χιλιάδας μυριάδας ἐν τῷ Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 10 | Verse 36] Καὶ ἡ νεφέλη ἐγένετο σκιάζουσα ἐπʼ αὐτοῖς ἡμέρας, ἐν τῷ ἐξαίρειν αὐτοὺς ἐκ τῆς παρεμβολῆς.
