[LXX | EL | OT | Numbers | Chapter 4 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν καὶ Ἀαρὼν, λέγεν,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 12] καὶ λήψονται πάντα τὰ σκεύη τὰ λειτουργικὰ ὅσα λειτουργοῦσιν ἐν αὐτοῖς ἐν τοῖς ἁγίοις· καὶ ἐμβαλοῦσιν εἰς ἱμάτιον ὑακίνθινον, καὶ καλύψουσιν αὐτὰ καλύμματι δερματίνῳ ὑακινθίνῳ, καὶ ἐπιθήσουσιν ἐπὶ ἀναφορεῖς.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 13] Καὶ τὸν καλυπτῆρα ἐπιθήσει ἐπὶ τὸ θυσιαστήριον, καὶ ἐπικαλύψουσιν ἐπʼ αὐτὸ ἱμάτιον ὁλοπόρφυρον.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 14] Καὶ ἐπιθήσουσιν ἐπʼ αὐτὸ πάντα τὰ σκεύη ὅσοις λειτουργοῦσιν ἐπʼ αὐτῷ ἐν αὐτοῖς, καὶ τὰ πυρεῖα, καὶ τὰς κρεάγρας, καὶ τὰς φιάλας, καὶ τὸν καλυπτῆρα, καὶ πάντα τὰ σκεύη τοῦ θυσιαστηρίου· καὶ ἐπιβαλοῦσιν ἐπʼ αὐτὸ κάλυμμα δερμάτινον ὑακίνθινον, καὶ διεμβαλοῦσι τοὺς ἀναφορεῖς αὐτοῦ· καὶ λήψονται ἱμάτιον πορφυροῦν, καὶ συγκαλύψουσι τὸν λουτῆρα καὶ τὴν βάσιν αὐτοῦ, καὶ ἐμβαλοῦσιν αὐτὸ εἰς κάλυμμα δερμάτινον ὑακίνθινον, καὶ ἐπιθήσουσιν ἐπὶ ἀναφορεῖς,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 15] καὶ συντελέσουσιν Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ, καλύπτοντες τὰ ἅγια, καὶ πάντα τὰ σκεύη τὰ ἅγια, ἐν τῷ ἐξαίρειν τὴν παρεμβολήν· καὶ μετὰ ταῦτα εἰσελεύσονται υἱοὶ Καὰθ αἴρειν, καὶ οὐχ ἅψονται τῶν ἁγίων, ἵνα μὴ ἀποθάνωσι· ταῦτα ἀροῦσιν οἱ υἱοὶ Καὰθ ἐν τῇ σκηνῇ τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 16] Ἐπίσκοπος Ἐλεάζαρ υἱὸς Ἀαρὼν τοῦ ἱερέως, τὸ ἔλαιον τοῦ φωτὸς, καὶ τὸ θυμίαμα τῆς συνθέσεως, καὶ ἡ θυσία ἡ καθʼ ἡμέραν, καὶ τὸ ἔλαιον τῆς χρίσεως, ἡ ἐπισκοπὴ ὅλης τῆς σκηνῆς, καὶ ὅσα ἐστὶν ἐν αὐτῇ ἐν τῷ ἁγίῳ, ἐν πᾶσι τοῖς ἔργοις.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 17] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν καὶ Ἀαρὼν, λέγων,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 18] μὴ ὀλοθρεύσητε τῆς φυλῆς τὸν δῆμον τὸν Καὰθ ἐκ μέσου τῶν Λευιτῶν.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 19] Τοῦτο ποιήσατε αὐτοῖς, καὶ ζήσονται καὶ οὐ μὴ ἀποθάνωσι, προσπορευομένων αὐτῶν πρὸς τὰ ἅγια τῶν ἁγίων· Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ προσπορεύεσθωσαν, καὶ καταστήσουσιν αὐτοὺς ἕκαστον κατὰ τὴν ἀναφορὰν αὐτοῦ,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 20] καὶ οὐ μὴ εἰσέλθωσιν ἰδεῖν ἐξάπινα τὰ ἅγια, καὶ ἀποθανοῦνται.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 21] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 22] λάβε τὴν ἀρχὴν τῶν υἱῶν Γεδσὼν, καὶ τούτους κατʼ οἴκους πατριῶν αὐτῶν, κατὰ δήμους αὐτῶν,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 23] ἀπὸ πέντε καὶ εἰκοσαετοῦς καὶ ἐπάνω ἕως πεντηκονταετοῦς ἐπίσκεψαι αὐτοὺς, πᾶς ὁ εἰσπορευόμενος λειτουργεῖν, ποιεῖν τὰ ἔργα αὐτοῦ ἐν τῇ σκηνῇ τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 24] Αὕτη ἡ λειτουργία τοῦ δήμου τοῦ Γεδσὼν, λειτουργεῖν καὶ αἴρειν.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 25] Καὶ ἀρεῖ τὰς δέῤῥεις τῆς σκηνῆς, καὶ τὴν σκηνὴν τοῦ μαρτυρίου, καὶ τὸ κάλυμμα αὐτῆς, καὶ τὸ κατακάλυμμα τὸ ὑακίνθινον τὸ ὂν ἐπʼ αὐτῆς ἄνωθεν, καὶ τὸ κάλυμμα τῆς θύρας τῆς σκηνῆς τοῦ μαρτυρίου,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 26] καὶ τὰ ἱστία τῆς αὐλῆς, ὅσα ἐπὶ τῆς σκηνῆς τοῦ μαρτυρίου, καὶ τὰ περισσὰ, καὶ πάντα τὰ σκεύη τὰ λειτουργικὰ ὅσα λειτουργοῦσιν ἐν αὐτοῖς ποιήσουσι.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 27] Κατὰ στόμα Ἀαρὼν καὶ τῶν υἱῶν αὐτοῦ ἔσται ἡ λειτουργία τῶν υἱῶν Γεδσὼν κατὰ πάσας τὰς λειτουργίας αὐτῶν, καὶ κατὰ πάντα τὰ ἔργα αὐτῶν· καὶ ἐπισκέψῃ αὐτοὺς ἐξ ὀνόματος πάντα τὰ ἀρτὰ ὑπʼ αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 28] Αὕτη ἡ λειτουργία τῶν υἱῶν Γεδσὼν ἐν τῇ σκηνῇ τοῦ μαρτυρίου, καὶ ἡ φυλακὴ αὐτῶν ἐν χειρὶ Ἰθάμαρ τοῦ υἱοῦ Ἀαρὼν τοῦ ἱερέως.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 29] Οἱ υἱοὶ Μεραρὶ κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, ἐπισκέψασθε αὐτοὺς,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 30] ἀπὸ πέντε καὶ εἰκοσαετοῦς καὶ ἐπάνω ἕως πεντηκονταετοῦς ἐπισκέψασθε αὐτοὺς, πᾶς ὁ εἰσπορευόμενος λειτουργεῖν τὰ ἔργα τῆς σκηνῆς τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 31] Καὶ ταῦτα τὰ φυλάγματα τῶν αἰρομένων ὑπʼ αὐτῶν κατὰ πάντα τὰ ἔργα αὐτῶν ἐν τῇ σκηνῇ τοῦ μαρτυρίου· τὰς κεφαλίδας τῆς σκηνῆς, καὶ τοὺς μοχλοὺς, καὶ τοὺς στύλους αὐτῆς, καὶ τὰς βάσεις αὐτῆς, καὶ τὸ κατακάλυμμα, καὶ αἱ βάσεις αὐτῶν, καὶ οἱ στύλοι αὐτῶν, καὶ τὸ κατακάλυμμα τῆς θύρας τῆς σκηνῆς,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 32] καὶ τοὺς στύλους τῆς αὐλῆς κύκλῳ, καὶ αἱ βάσεις αὐτῶν, καὶ τοὺς στύλους τοῦ καταπετάσματος τῆς πύλης τῆς αὐλῆς, καὶ τὰς βάσεις αὐτῶν, καὶ τοὺς πασσάλους αὐτῶν, καὶ τοὺς κάλους αὐτῶν, καὶ πάντα τὰ σκεύη αὐτῶν, καὶ πάντα τὰ λειτουργήματα αὐτῶν· ἐξ ὀνομάτων ἐπισκέψασθε αὐτοὺς, καὶ πάντα τὰ σκεύη τῆς φυλακῆς τῶν αἰρομένων ὑπʼ αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 33] Αὕτη ἡ λειτουργία δήμου υἱῶν Μεραρὶ ἐν πᾶσι τοῖς ἔργοις αὐτῶν ἐν τῇ σκηνῇ τοῦ μαρτυρίου ἐν χειρὶ Ἰθάμαρ τοῦ υἱοῦ Ἀαρὼν τοῦ ἱερέως.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 34] Καὶ ἐπεσκέψατο Μωυσῆς καὶ Ἀαρὼν καὶ οἱ ἄρχοντες Ἰσραὴλ τοὺς υἱοὺς Καὰθ κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 35] ἀπὸ πέντε καὶ εἰκοσαετοῦς καὶ ἐπάνω ἕως πεντηκονταετοῦς, πᾶς ὁ εἰσπορευόμενος λειτουργεῖν καὶ ποιεῖν ἐν τῇ σκηνῇ τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 36] Καὶ ἐγένετο ἡ ἐπίσκεψις αὐτῶν κατὰ δήμους αὐτῶν, δισχίλιοι ἑπτακόσιοι πεντήκοντα.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 37] Αὕτη ἡ ἐπίσκεψις δήμου Καάθ, πᾶς ὁ λειτουργῶν ἐν τῇ σκηνῇ τοῦ μαρτυρίου, καθὰ ἐπεσκέψατο Μωυσῆς καὶ Ἀαρὼν διὰ φωνῆς Κυρίου, ἐν χειρὶ Μωυσῆ.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 38] Καὶ ἐπεσκέπησαν υἱοὶ Γεδσὼν κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 39] ἀπὸ πέντε καὶ εἰκοσαετοῦς καὶ ἐπάνω ἕως πεντηκονταετοῦς, πᾶς ὁ εἰσπορευόμενος λειτουργεῖν καὶ ποιεῖν τὰ ἔργα ἐν τῇ σκηνῇ τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 40] Καὶ ἐγένετο ἡ ἐπίσκεψις αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, δισχίλιοι ἑξακόσιοι τριάκοντα.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 41] Αὕτη ἡ ἐπίσκεψις δήμου υἱῶν Γεδσὼν, πᾶς ὁ λειτουργῶν ἐν τῇ σκηνῇ τοῦ μαρτυρίου, οὓς ἐπεσκέψατο Μωυσῆς καὶ Ἀαρὼν διὰ φωνῆς Κυρίου, ἐν χειρὶ Μωυσῆ.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 42] Ἐπεσκέπησαν δὲ καὶ δῆμος υἱῶν Μεραρὶ κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 43] ἀπὸ πέντε καὶ εἰκοσαετοῦς καὶ ἐπάνω ἕως πεντηκονταετοῦς, πᾶς ὁ εἰσπορευόμενος λειτουργεῖν πρὸς τὰ ἔργα τῆς σκηνῆς τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 44] Καὶ ἐγενήθη ἡ ἐπίσκεψις αὐτῶν κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, τρισχίλιοι καὶ διακόσιοι.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 45] Αὕτη ἡ ἐπίσκεψις δήμου υἱῶν Μεραρὶ, οὓς ἐπεσκέψατο Μωυσῆς καὶ Ἀαρὼν διὰ φωνῆς Κυρίου, ἐν χειρὶ Μωυσῆ.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 46] Πάντες οἱ ἐπεσκεμμένοι, οὓς ἐπεσκέψατο Μωυσῆς καὶ Ἀαρὼν καὶ οἱ ἄρχοντες Ἰσραὴλ τοὺς Λευίτας, κατὰ δήμους καὶ κατʼ οἴκους πατριῶν αὐτῶν,
[LXX | EL | OT | Numbers | Chapter 4 | Verse 47] ἀπὸ πέντε καὶ εἰκοσαετοῦς καὶ ἐπάνω ἕως πεντηκονταετοῦς, πᾶς ὁ εἰσπορευόμενος πρὸς τὸ ἔργον τῶν ἔργων, καὶ τὰ ἔργα τὰ αἰρόμενα ἐν τῇ σκηνῇ τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 48] Καὶ ἐγενήθησαν οἱ ἐπισκεπέντες, ὀκτακισχίλιοι πεντακόσιοι ὀγδοήκοντα.
[LXX | EL | OT | Numbers | Chapter 4 | Verse 49] Διὰ φωνῆς Κυρίου ἐπεσκέψατο αὐτοὺς ἐν χειρὶ Μωυσῆ, ἄνδρα κατὰ ἄνδρα ἐπὶ τῶν ἔργων αὐτῶν, καὶ ἐπὶ ὧν αἴρουσιν αὐτοί· καὶ ἐπεσκέπησαν, ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ.
