[LXX | EL | OT | Numbers | Chapter 28 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 28 | Verse 19] Καὶ προσάξετε ὁλοκαυτώματα κάρπωμα Κυρίῳ, μόσχους ἐκ βοῶν δύο, κριὸν ἕνα, ἀμνοὺς ἐνιαυσίους ἑπτά· ἄμωμοι ἔσονται ὑμῖν.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 20] Καὶ θυσία αὐτῶν σεμίδαλις ἀναπεποιημένη ἐν ἐλαίῳ· τρία δέκατα τῷ μόσχῳ τῷ ἑνὶ, καὶ δύο δέκατα τῷ κριῷ τῷ ἑνί.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 21] Δέκατον δέκατον ποιήσεις τῷ ἀμνῷ τῷ ἑνὶ, τοῖς ἑπτὰ ἀμνοῖς.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 22] Καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας, ἐξιλάσασθαι περὶ ὑμῶν·
[LXX | EL | OT | Numbers | Chapter 28 | Verse 23] Πλὴν τῆς ὁλοκαυτώσεως τῆς διαπαντὸς τῆς πρωϊνῆς, ὅ ἐστιν ὁλοκαύτωμα ἐνδελεχισμοῦ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 24] Ταῦτα κατὰ ταῦτα ποιήσετε τὴν ἡμέραν εἰς τὰς ἑπτὰ ἡμέρας, δῶρον κάρπωμα εἰς ὀσμὴν εὐωδίας Κυρίῳ, ἐπὶ τοῦ ὁλοκαυτώματος τοῦ διαπαντὸς ποιήσεις τὴν σπονδὴν αὐτοῦ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 25] Καὶ ἡμέρα ἡ ἑβδόμη κλητὴ ἁγία ἔσται ὑμῖν· πᾶν ἔργον λατρευτὸν οὐ ποιήσετε ἐν αὐτῇ.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 26] Καὶ τῇ ἡμέρᾳ τῶν νέων, ὅταν προσφέρητε θυσίαν νέαν Κυρίῳ τῶν ἑβδομάδων, ἐπίκλητος ἁγία ἔσται ὑμῖν· πᾶν ἔργον λατρευτὸν οὐ ποιήσετε.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 27] Καὶ προσάξετε ὁλοκαυτώματα εἰς ὀσμὴν εὐωδίας Κυρίῳ, μόσχους ἐκ βοῶν δύο, κριὸν ἕνα, ἀμνοὺς ἐνιαυσίους ἑπτὰ ἀμώμους.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 28] Ἡ θυσία αὐτῶν σεμίδαλις ἀναπεποιημένη ἐν ἐλαίῳ· τρία δέκατα τῷ μόσχῳ τῷ ἑνὶ, καὶ δύο δέκατα τῷ κριῷ τῷ ἑνί.
[LXX | EL | OT | Numbers | Chapter 28 | Verse 29] Δέκατον δέκατον τῷ ἀμνῷ τῷ ἑνὶ, τοῖς ἑπτὰ ἀμνοῖς·
[LXX | EL | OT | Numbers | Chapter 28 | Verse 30] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας, ἐξιλάσασθαι περὶ ὑμῶν· πλὴν τοῦ ὁλοκαυτώματος τοῦ διαπαντός·
[LXX | EL | OT | Numbers | Chapter 28 | Verse 31] καὶ τὴν θυσίαν αὐτῶν ποιήσετέ μοι, ἄμωμοι ἔσονται ὑμῖν, καὶ τὰς σπονδὰς αὐτῶν.
