[LXX | EL | OT | Numbers | Chapter 23 | Verse 1] Καὶ εἶπε Βαλαὰμ τῷ Βαλὰκ οἰκοδόμησόν μοι ἐνταῦθα ἑπτὰ βωμοὺς, καὶ ἐτοίμασόν μοι ἐνταῦθα ἑπτὰ μόσχους, καὶ ἑπτὰ κριούς.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 21] Οὐκ ἔσται μόχθος ἐν Ἰακὼβ, οὐδὲ ὀφθήσεται πόνος ἐν Ἰσραήλ· Κύριος ὁ θεὸς αὐτοῦ μετʼ αὐτοῦ, τὰ ἔνδοξα ἀρχόντων ἐν αὐτῷ.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 22] Θεὸς ὁ ἐξαγαγὼν αὐτὸν ἐξ Αἰγύπτου, ὡς δόξα μονοκέρωτος αὐτῷ.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 23] Οὐ γάρ ἐστιν οἰωνισμὸς ἐν Ἰακὼβ, οὐδὲ μαντεία ἐν Ἰσραήλ· κατὰ καιρὸν ῥηθήσεται Ἰακὼβ, καὶ τῷ Ἰσραὴλ, τί ἐπιτελέσει ὁ Θεός;
[LXX | EL | OT | Numbers | Chapter 23 | Verse 24] Ἰδοὺ λαὸς ὡς σκύμνος ἀναστήσεται, καὶ ὡς λέων γαυρωθήσεται· οὐ κοιμηθήσεται ἕως φάγῃ θήραν, καὶ αἷμα τραυματιῶν πίεται.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 25] Καὶ εἶπε Βαλὰκ πρὸς Βαλαὰμ, οὔτε κατάραις καταράσῃ μοι αὐτὸν, οὔτε εὐλογῶν μὴ εὐλογήσῃς αὐτόν.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 26] Καὶ ἀποκριθεὶς Βαλαὰμ, εἶπε τῷ Βαλὰκ, οὐκ ἐλάλησά σοι, λέγων, τὸ ῥῆμα ὃ ἐὰν λαλήσῃ ὁ Θεὸς, τοῦτο ποιήσω;
[LXX | EL | OT | Numbers | Chapter 23 | Verse 27] Καὶ εἶπε Βαλὰκ πρὸς Βαλαὰμ, δεῦρο παραλάβω σε εἰς τόπον ἄλλον, εἰ ἀρέσει τῷ Θεῷ, καὶ κατάρασαί μοι αὐτὸν ἐκεῖθεν.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 28] Καὶ παρέλαβε Βαλὰκ τὸν Βαλαὰμ ἐπὶ κορυφὴν τοῦ Φογὼρ, τὸ παρατεῖνον εἰς τὴν ἔρημον.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 29] Καὶ εἶπε Βαλαὰμ πρὸς Βαλὰκ, οἰκοδόμησόν μοι ὧδε ἑπτὰ βωμοὺς, καὶ ἑτοίμασόν μοι ὧδε ἑπτὰ μόσχους, καὶ ἑπτὰ κριούς.
[LXX | EL | OT | Numbers | Chapter 23 | Verse 30] Καὶ ἐποίησε Βαλὰκ καθάπερ εἶπεν αὐτῷ Βαλαάμ, καί ἀνήνεγκε μόσχον καὶ κριὸν ἐπὶ τὸν βωμόν.
