[LXX | EL | OT | Numbers | Chapter 26 | Verse 1] Καὶ ἐγένετο μετὰ τὴν πληγὴν, καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν καὶ Ἐλεάζαρ τὸν ἱερέα, λέγων,
[LXX | EL | OT | Numbers | Chapter 26 | Verse 34] Καὶ οὗτοι υἱοὶ Γαλαάδ· Ἀχιέζερ, δῆμος ὁ Ἀχιεζερί· τῷ Χελὲγ, δῆμος ὁ Χελεγί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 35] Τῷ Ἐσριὴλ, δῆμος ὁ Ἐσριηλί· τῷ Συχὲμ, δῆμος ὁ Συχεμί·
[LXX | EL | OT | Numbers | Chapter 26 | Verse 36] Τῷ Συμαὲρ, δῆμος ὁ Συμαερί· καὶ τῷ Ὀφὲρ, δῆμος ὁ Ὀφερὶ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 37] Καὶ τῷ Σαλπαὰδ, υἱῷ Ὀφὲρ, οὐκ ἐγένοντο αὐτῷ υἱοὶ, ἀλλʼ ἢ θυγατέρες· καὶ ταῦτα τὰ ὀνόματα τῶν θυγατέρων Σαλπαάδ· Μαλὰ, καὶ Νουὰ, καὶ Ἐγλὰ, καὶ Μελχὰ, καὶ Θερσά.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 38] Οὗτοι δῆμοι Μανασσὴ ἐξ ἐπισκέψεως αὐτῶν, δύο καὶ πεντήκοντα χιλιαδες καὶ ἑπτακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 39] Καὶ οὗτοι υἱοὶ Ἐφραίμ· τῷ Σουθαλὰ, δῆμος ὁ Σουθαλάν· τῷ Τανὰχ, δῆμος ὁ Ταναχί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 40] Οὗτοι υἱοὶ Σουθαλά· τῷ Ἐδὲν, δῆμος ὁ Ἐδενί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 41] Οὗτοι δῆμοι Ἐφραὶμ ἐξ ἐπισκέψεως αὐτῶν, δύο καὶ τριάκοντα χιλιάδες καὶ πεντακόσιοι· οὗτοι δῆμοι υἱῶν Ἰωσὴφ κατὰ δήμους αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 42] Υἱοὶ Βενιαμὶν κατὰ δήμους αὐτῶν· τῷ Βαλὲ, δῆμος ὁ Βαλί· τῷ Ἀσυβὴρ, δῆμος ὁ Ἀσυβηρί· τῷ Ἰαχιρὰν, δῆμος ὁ Ἰαχιρανί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 43] Τῷ Σωφὰν, δῆμος ὁ Σωφανι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 44] Καὶ ἐγένοντο οἱ υἱοὶ Βαλὲ, Ἀδὰρ, καὶ Νοεμάν· τῷ Ἀδὰρ, δῆμος ὁ Αδαρί· καὶ τῷ Νοεμὰν, δῆμος ὁ Νοεμανί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 45] Οὗτοι υἱοὶ Βενιαμὶν κατὰ δήμους αὐτῶν ἐξ ἐπισκέψεως αὐτῶν, πέντε καὶ τριάκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 46] Καὶ υἱοὶ Δὰν κατὰ δήμους αὐτῶν· τῷ Σαμὲ, δῆμος ὁ Σαμεΐ, οὗτοι δῆμοι Δὰν κατὰ δήμους αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 47] Πάντες οἱ δῆμοι Σαμεῒ κατʼ ἐπισκοπὴν αὐτῶν, τέσσαρες καὶ ἑξήκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 48] Υἱοὶ Νεφθαλὶ κατὰ δήμους αὐτῶν· τῷ Ἀσιὴλ· δῆμος ὁ Ἀσιηλί· τῷ Γαυνὶ, δῆμος ὁ Γαυνί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 49] Τῷ Ἰεσὲρ, δῆμος ὁ Ἰεσερί· τῷ Σελλὴμ, δῆμος ὁ Σελλημί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 50] Οὗτοι δῆμοι Νεφθαλὶ ἐξ ἐπισκέψεως αὐτῶν, τεσσαράκοντα χιλιάδες καὶ τριακόσιοι.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 51] Αὕτη ἡ ἐπίσκεψις υἱῶν Ἰσραὴλ, ἑξακόσιαι χιλιάδες καὶ χίλιοι καὶ ἑπτακόσιοι καὶ τριάκοντα.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 52] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 26 | Verse 53] τούτοις μερισθήσεται ἡ γῆ, κληρονομεῖν ἐξ ἀριθμοῦ ὀνομάτων.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 54] Τοῖς πλείοσι πλεονάσεις τὴν κληρονομίαν, καὶ τοῖς ἐλάττοσιν ἐλαττώσεις τὴν κληρονομίαν αὐτῶν· ἑκάστῳ, καθὼς ἐπεσκέπησαν, δοθήσεται ἡ κληρονομία αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 55] Διὰ κλήρων μερισθήσεται ἡ γῆ τοῖς ὀνόμασι· κατὰ φυλὰς πατριῶν αὐτῶν κληρονομήσουσιν.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 56] Ἐκ τοῦ κλήρου μεριεῖς τὴν κληρονομίαν αὐτῶν ἀναμέσον πολλῶν καὶ ὀλίγων.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 57] Καὶ υἱοὶ Λευὶ κατὰ δήμους αὐτῶν· τῷ Γεδσὼν, δῆμος ὁ Γεδσωνί· τῷ Καὰθ, δῆμος ὁ Κααθί· τῷ Μεραρὶ, δῆμος ὁ Μεραρί.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 58] Οὗτοι δῆμοι υἱῶν Λευί· δῆμος ὁ Λοβενί, δῆμος ὁ Χεβρωνὶ, δῆμος ὁ Κορὲ, καὶ δῆμος ὁ Μουσί· καὶ Καὰθ ἐγέννησε τὸν Ἁμράμ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 59] Τὸ δὲ ὄνομα τῆς γυναικὸς αὐτοῦ Ἰωχαβὲδ, θυγάτηρ Λευὶ, ἣ ἔτεκε τούτους τῷ Λευὶ ἐν Αἰγύπτῳ, καὶ ἔτεκε τῷ Ἀμρὰμ τὸν Ἀαρὼν καὶ Μωυσῆν, καὶ Μαριὰμ τὴν ἀδελφὴν αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 60] Καὶ ἐγενήθησαν τῷ Ἀαρὼν, ὅ, τε Ναδὰβ, καὶ Ἀβιοὺδ, καὶ Ἐλεάζαρ, καὶ Ἰθάμαρ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 61] Καὶ ἀπέθανε Ναδὰβ καὶ Ἀβιοὺδ ἐν τῷ προσφέρειν αὐτοὺς πῦρ ἀλλότριον ἔναντι Κυρίου ἐν τῇ ἐρήμῳ Σινᾷ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 62] Καὶ ἐγενήθησαν ἐξ ἐπισκέψεως αὐτῶν τρεῖς καὶ εἴκοσι χιλιάδες, πᾶν ἀρσενικὸν ἀπὸ μηνιαίου καὶ ἐπάνω· οὐ γὰρ συνεπεσκέπησαν ἐν μέσῳ υἱῶν Ἰσραὴλ, ὅτι οὐ δίδοται αὐτοῖς κλῆρος ἐν μέσῳ υἱῶν Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 63] Καὶ αὕτη ἡ ἐπίσκεψις Μωυσῆ καὶ Ἐλεάζαρ τοῦ ἱερέως, οἱ ἐπεσκέψαντο τοὺς υἱοὺς Ἰσραὴλ ἐν Ἀραβὼθ Μωὰβ, ἐπὶ τοῦ Ἰορδάνου κατὰ Ἱεριχώ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 64] Καὶ ἐν τούτοις οὐκ ἦν ἄνθρωπος τῶν ἐπεσκεμμένων ὑπὸ Μωυσῆ καὶ Ἀαρὼν, οὓς ἐπεσκέψαντο τοὺς υἱοὺς Ἰσραὴλ ἐν τῇ ἐρήμῳ Σινᾷ.
[LXX | EL | OT | Numbers | Chapter 26 | Verse 65] Ὅτι εἶπε Κύριος αὐτοῖς, θανάτῳ ἀποθανοῦνται ἐν τῇ ἐρήμῳ· καὶ οὐ κατελείφθη ἐξ αὐτῶν οὐδὲ εἷς, πλὴν Χάλεβ υἱὸς Ἰεφοννὴ, καὶ Ἰησοῦς ὁ τοῦ Ναυή.
