[LXX | EL | OT | Numbers | Chapter 3 | Verse 1] Καὶ αὗται αἱ γενέσεις Ἀαρὼν καὶ Μωυσῆ, ἐν ᾗ ἡμέρᾳ ἐλάλησε Κύριος τῷ Μωυσῇ ἐν ὄρει Σινᾷ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 12] καὶ ἰδοὺ ἐγὼ εἴληφα τοὺς Λευίτας ἐκ μέσου τῶν υἱῶν Ἰσραὴλ ἀντὶ παντὸς πρωτοτόκου διανοίγοντος μήτραν παρὰ τῶν υἱῶν Ἰσραήλ· λύτρα αὐτῶν ἔσονται, καὶ ἔσονται ἐμοὶ οἱ Λευῖται.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 13] Ἐμοὶ γὰρ πᾶν προτότοκον· ἐν ᾗ ἡμέρᾳ ἐπάταξα πᾶν πρωτότοκον ἐν γῇ Αἰγύπτου, ἡγίασα ἐμοὶ πᾶν πρωτότοκον ἐν Ἰσραήλ· ἀπὸ ἀνθρώπου ἕως κτήνους ἐμοὶ ἔσονται· ἐγὼ Κύριος.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 14] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν ἐν τῇ ἐρήμῳ Σινᾷ, λέγων,
[LXX | EL | OT | Numbers | Chapter 3 | Verse 15] ἐπίσκεψαι τοὺς υἱοὺς Λευὶ κατʼ οἴκους πατριῶν αὐτῶν, κατὰ δήμους αὐτῶν· πᾶν ἀρσενικὸν ἀπὸ μηνιαίου καὶ ἐπάνω, ἐπισκέψασθε αὐοτύς.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 16] Καὶ ἐπεσκέψαντο αὐτοὺς Μωυσῆς καὶ Ἀαρὼν διὰ φωνῆς Κυρίου, ὃν τρόπον συνέταξεν αὐτοῖς Κύριος.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 17] Καὶ ἦσαν οὗτοι οἱ υἱοὶ Λευὶ ἐξ ὀνομάτων αὐτῶν· Γεδσὼν, Καὰθ, καὶ Μεραρί.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 18] Καὶ ταῦτα τὰ ὀνόματα τῶν υἱῶν Γεδσὼν κατὰ δήμους αὐτῶν· Λοβενὶ καὶ Σεμεΐ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 19] Καὶ υἱοὶ Καὰθ κατὰ δήμους αὐτῶν· Ἀμρὰμ καὶ Ἰσσαὰρ, Χεβρὼν καὶ Ὀζιήλ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 20] Καὶ υἱοὶ Μεραρὶ κατὰ δήμους αὐτῶν· Μοολὶ καὶ Μουσί· οὗτοί εἰσι δῆμοι τῶν Λευιτῶν κατʼ οἴκους πατριῶν αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 21] Τῷ Γεδσὼν δῆμος τοῦ Λοβενὶ, καὶ δῆμος τοῦ Σεμεΐ· οὗτοι δῆμοι τοῦ Γεδσών.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 22] Ἡ ἐπίσκεψις αὐτῶν κατὰ ἀριθμὸν παντὸς ἀρσενικοῦ ἀπὸ μηνιαίου καὶ ἐπάνω, ἡ ἐπίσκεψις αὐτῶν, ἑπτακισχίλιοι καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 23] Καὶ οἱ υἱοὶ Γεδσὼν ὀπίσω τῆς σκηνῆς παρεμβαλοῦσι παρὰ θάλασσαν.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 24] Καὶ ὁ ἄρχων οἴκου πατριᾶς τοῦ δήμου τοῦ Γεδσὼν, Ἑλισὰφ υἱὸς Δαήλ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 25] Καὶ ἡ φυλακὴ υἱῶν Γεδσὼν ἐν τῇ σκηνῇ τοῦ μαρτυρίου, ἡ σκηνὴ καὶ τὸ κάλυμμα, καὶ τὸ κατακάλυμμα τῆς θύρας τῆς σκηνῆς τοῦ μαρτυρίου,
[LXX | EL | OT | Numbers | Chapter 3 | Verse 26] καὶ τὰ ἱστία τῆς αὐλῆς, καὶ τὸ καταπέτασμα τῆς πύλης τῆς αὐλῆς τῆς οὔσης ἐπὶ τῆς σκηνῆς, καὶ τὰ κατάλοιπα πάντων τῶν ἔργων αὐτοῦ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 27] Τῷ Καὰθ δῆμος ὁ Ἀμρὰμ εἷς, καὶ δῆμος ὁ Ἰσσαὰρ εἷς, καὶ δῆμος ὁ Χεβρων εἷς, καὶ δῆμος ὁ Ὀζιὴλ εἷς· οὗτοί εἰσιν οἱ δῆμοι τοῦ Καὰθ, κατὰ ἀριθμόν.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 28] Πᾶν ἀρσενικὸν ἀπὸ μηνιαίου καὶ ἐπάνω, ὀκτακισχίλιοι καὶ ἑξακόσιοι, φυλάσσοντες τὰς φυλακὰς τῶν ἁγίων.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 29] Οἱ δῆμοι τῶν υἱῶν Καὰθ παρεμβαλοῦσιν ἐκ πλαγίων τῆς σκηνῆς κατὰ Λίβα.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 30] Καὶ ὁ ἄρχων οἴκου πατριῶν τῶν δήμων τοῦ Καὰθ, Ἑλισαφὰν υἱὸς Ὀζιήλ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 31] Καὶ ἡ φυλακὴ αὐτῶν ἡ κιβωτὸς, καὶ ἡ τράπεζα, καὶ ἡ λυχνία, καὶ τὰ θυσιαστήρια, καὶ τὰ σκεύη τοῦ ἁγίου ὅσα λειτουργοῦσιν ἐν αὐτοῖς, καὶ τὸ κατακάλυμμα, καὶ πάντα τὰ ἔργα αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 32] Καὶ ὁ ἄρχων ἐπὶ τῶν ἀρχόντων τῶν Λευιτῶν, Ἐλεάζαρ ὁ υἱὸς Ἀαρὼν τοῦ ἱερέως, καθεσταμένος φυλάσσειν τὰς φυλακὰς τῶν ἁγίων.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 33] Τῷ Μεραρὶ δῆμος ὁ Μοολὶ, καὶ δῆμος ὁ Μουσί· οὗτοί εἰσι δῆμοι τοῦ Μεραρί.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 34] Ἡ ἐπίσκεψις αὐτῶν κατὰ ἀριθμὸν, πᾶν ἀρσενικὸν ἀπὸ μηνιαίου καὶ ἐπάνω, ἑξακισχίλιοι καὶ πεντήκοντα.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 35] Καὶ ὁ ἄρχων οἴκου πατριῶν τοῦ δήμου τοῦ Μεραρὶ, Σουριὴλ υἱὸς Ἀβιχαίλ· ἐκ πλαγίων τῆς σκηνῆς παρεμβαλοῦσι πρὸς βοῤῥᾶν.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 36] Ἡ ἐπίσκεψις τῆς φυλακῆς υἱῶν Μεραρὶ, τὰς κεφαλίδας τῆς σκηνῆς, καὶ τοὺς μοχλοὺς αὐτῆς, καὶ τοὺς στύλους αὐτῆς, καὶ τὰς βάσεις αὐτῆς, καὶ πάντα τὰ σκεύη αὐτῶν, καὶ τὰ ἔργα αὐτῶν,
[LXX | EL | OT | Numbers | Chapter 3 | Verse 37] καὶ τοὺς στύλους τῆς αὐλῆς κύκλῳ, καὶ τὰς βάσεις αὐτῶν, καὶ τοὺς πασσάλους, καὶ τοὺς κάλους αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 38] Οἱ παρεμβάλλοντες κατὰ πρόσωπον τῆς σκηνῆς τοῦ μαρτυρίου ἀπὸ ἀνατολῆς, Μωυσῆς καὶ Ἀαρὼν καὶ οἱ υἱοὶ αὐτοῦ, φυλάσσοντες τὰς φυλακὰς τοῦ ἁγίου εἰς τὰς φυλακὰς τῶν υἱῶν Ἰηραήλ· καὶ ὁ ἀλλογενὴς ὁ ἁπτόμενος, ἀποθανεῖται.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 39] Πᾶσα ἡ ἐπίσκεψις τῶν Λευιτῶν, οὓς ἐπεσκέψατο Μωυσῆς καὶ Ἀαρὼν διὰ φωνῆς Κυρίου κατὰ δήμους αὐτῶν, πᾶν ἀρσενικὸν ἀπὸ μηνιαίου καὶ ἐπάνω, δύο καὶ εἴκοσι χιλιάδες.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 40] Καὶ εἶπε Κύριος πρὸς Μωυσῆν, λέγων, ἐπίσκεψαι πᾶν πρωτότοκον ἄρσεν τῶν υἱῶν Ἰσραὴλ ἀπὸ μηνιαίου καὶ ἐπάνω· καὶ λάβετε τὸν ἀριθμὸν ἐξ ὀνόματος.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 41] Καὶ λήψῃ τοὺς Λευίτας ἐμοί, ἐγὼ Κύριος, ἀντὶ πάντων τῶν πρωτοτόκων τῶν υἱῶν Ἰσραήλ, καὶ τὰ κτήνη τῶν Λευιτῶν ἀντὶ πάντων τῶν πρωτοτόκων ἐν τοῖς κτήνεσι τῶν υἱῶν Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 42] Καὶ ἐπεσκέψατο Μωυσῆς ὃν τρόπον ἐνετείλατο Κύριος πᾶν πρωτότοκον ἐν τοῖς υἱοῖς Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 43] Καὶ ἐγένοντο πάντα τὰ πρωτότοκα τὰ ἀρσενικὰ κατὰ ἀριθμὸν ἐξ ὀνόματος ἀπὸ μηνιαίου καὶ ἐπάνω ἐκ τῆς ἐπισκέψεως αὐτῶν, δύο καὶ εἴκοσι χιλιάδες καὶ τρεῖς καὶ ἑβδομήκοντα καὶ διακόσιοι.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 44] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 3 | Verse 45] λάβε τοὺς Λευίτας ἀντὶ πάντων τῶν πρωτοτόκων υἱῶν Ἰσραὴλ, καὶ τὰ κτήνη τῶν Λευιτῶν ἀντὶ τῶν κτηνῶν αὐτῶν, καὶ ἔσονται ἐμοὶ οἱ Λευῖται· ἐγὼ Κύριος.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 46] Καὶ τὰ λύτρα τριῶν καὶ ἑβδομήκοντα καὶ διακοσίων οἱ πλεονάζοντες παρὰ τοὺς Λευίτας ἀπὸ τῶν πρωτοτόκων τῶν υἱῶν Ἰσραήλ·
[LXX | EL | OT | Numbers | Chapter 3 | Verse 47] Καὶ λήψῃ πέντε σίκλους κατὰ κεφαλὴν, κατὰ τὸ δίδραχμον τὸ ἅγιον λήψῃ, εἴκοσι ὀβολοὺς τοῦ σίκλου.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 48] Καὶ δώσεις τὸ ἀργύριον Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ, λύτρα τῶν πλεοναζόντων ἐν αὐτοῖς.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 49] Καὶ ἔλαβε Μωυσῆς τὸ ἀργύριον τὰ λύτρα τῶν πλεοναζόντων εἰς τὴν ἐκλύτρωσιν τῶν Λευιτῶν.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 50] Παρὰ τῶν πρωτοτόκων τῶν υἱῶν Ἰσραὴλ ἔλαβε τὸ ἀργύριον, χιλίους τριακοσίους ἑξηκονταπέντε σίκλους, κατὰ τὸν σίκλον τὸν ἅγιον.
[LXX | EL | OT | Numbers | Chapter 3 | Verse 51] Καὶ ἔδωκε Μωυσῆς τὰ λύτρα τῶν πλεοναζόντων Ἀαρὼν καὶ τοῖς υἱοῖς αὐτοῦ, διὰ φωνῆς Κυρίου, ὃν τρόπον συνέταξε Κύριος τῷ Μωυσῇ.
