[LXX | EL | OT | Numbers | Chapter 1 | Verse 1] ΚΑΙ ἐλάλησε Κύριος πρὸς Μωυσῆν ἐν τῇ ἐρήμῳ τῇ Σινᾷ, ἐν τῇ σκηνῇ τοῦ μαρτυρίου, ἐν μιᾷ τοῦ μηνὸς τοῦ δευτέρου, ἔτους δευτέρου ἐξελθόντων αὐτῶν ἐκ γῆς Αἰγύπτου, λέγων,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 21] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Ῥουβὴν, ἓξ καὶ τεσσαράκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 22] Τοῖς υἱοῖς Συμεὼν κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 23] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Συμεὼν, ἐννέα καὶ πεντήκοντα χιλιάδες καὶ τριακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 24] Τοῖς υἱοῖς Ἰούδα κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 25] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Ἰούδα, τέσσαρες καὶ ἑβδομήκοντα χιλιάδες καὶ ἑξακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 26] Τοῖς υἱοῖς Ἰσσάχαρ κατὰ συγγενίας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 27] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Ἰσσάχαρ, τέσσαρες καὶ πεντήκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 28] Τοῖς υἱοῖς Ζαβουλὼν κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 29] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Ζαβουλὼν, ἑπτὰ καὶ πεντήκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 30] Τοῖς υἱοῖς Ἰωσὴφ υἱοῖς Ἐφραὶμ κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 31] ἡ ἐπίσκέψις αὐτῶν ἐκ τῆς φυλῆς Ἐφραὶμ, τεσσαράκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 32] Τοῖς υἱοῖς Μανασσὴ κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ, ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 33] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Μανασσὴ, δύο καὶ τριάκοντα χιλιάδες καὶ διακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 34] Τοῖς υἱοῖς Βενιαμὶν κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 35] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Βενιαμὶν, πέντε καὶ τριάκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 36] Τοῖς υἱοῖς Γὰδ κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 37] ἡ ἐπίσκεψις αὐτῶν· ἐκ τῆς φυλῆς Γὰδ, πέντε καὶ τεσσαράκοντα χιλιάδες καὶ ἑξακόσιοι καὶ πεντήκοντα.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 38] Τοῖς υἱοῖς Δὰν κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 39] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Δὰν, δύο καὶ ἑξήκοντα χιλιάδες καὶ ἑπτακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 40] Τοῖς υἱοῖς Ἀσὴρ κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 41] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Ἀσὴρ, μία καὶ τεσσαράκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 42] Τοῖς υἱοῖς Νεφθαλὶ κατὰ συγγενείας αὐτῶν, κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν, κατὰ ἀριθμὸν ὀνομάτων αὐτῶν, κατὰ κεφαλὴν αὐτῶν, πάντα ἀρσενικὰ ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος ἐν τῇ δυνάμει,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 43] ἡ ἐπίσκεψις αὐτῶν ἐκ τῆς φυλῆς Νεφθαλὶ, τρεῖς καὶ πεντήκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 44] Αὕτη ἡ ἐπίσκεψις, ἣν ἐπεσκέψαντο Μωυσῆς καὶ Ἀαρὼν καὶ οἱ ἄρχοντες Ἰσραὴλ δώδεκα ἄνδρες· ἀνὴρ εἷς κατὰ φυλὴν μίαν, κατὰ φυλὴν οἴκων πατριᾶς ἦσαν.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 45] Καὶ ἐγένετο πᾶσα ἡ ἐπίσκεψις υἱῶν Ἰσραὴλ σὺν δυνάμει αὐτῶν ἀπὸ εἰκοσαετοῦς καὶ ἐπάνω, πᾶς ὁ ἐκπορευόμενος παρατάξασθαι ἐν Ἰσραὴλ
[LXX | EL | OT | Numbers | Chapter 1 | Verse 46] ἑξακόσιαι χιλιάδες καὶ τρισχίλιοι καὶ πεντακόσιοι καὶ πεντήκοντα.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 47] Οἱ δὲ Λευῖται ἐκ τῆς φυλῆς πατριᾶς αὐτῶν οὐκ ἐπεσκέπησαν ἐν τοῖς υἱοῖς Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 48] καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν, λέγων,
[LXX | EL | OT | Numbers | Chapter 1 | Verse 49] ὅρα, τὴν φυλὴν Λευὶ οὐ συνεπισκέψῃ, καὶ τὸν ἀριθμὸν αὐτῶν οὐ λήμῃ, ἐν μέσῳ υἱῶν Ἰσραήλ.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 50] Καὶ σὺ ἐπίστησον τοὺς Λευίτας ἐπὶ τὴν σκηνὴν τοῦ μαρτυρίου, καὶ ἐπὶ πάντα τὰ σκεύη αὐτῆς, καὶ ἐπὶ πάντα ὅσα ἐστὶν ἐν αὐτῇ· ἀροῦσιν αὐτοὶ τὴν σκηνὴν, καὶ πάντα τὰ σκεύη αὐτῆς· καὶ αὐτοὶ λειτουργήσουσιν ἐν αὐτῇ, καὶ κύκλῳ τῆς σκηνῆς παρεμβαλοῦσι.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 51] Καὶ ἐν τῷ ἐξαίρειν τὴν σκηνὴν, καθελοῦσιν αὐτὴν οἱ Λευῖται, καὶ ἐν τῷ παρεμβάλλειν τὴν σκηνὴν, ἀναστήσουσι· καὶ ὁ ἀλλογενῆς ὁ προσπορευόμενος ἀποθανέτω.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 52] Καὶ παρεμβαλοῦσιν οἱ υἱοὶ Ἰσραὴλ, ἀνὴρ ἐν τῇ ἑαυτοῦ τάξει, καὶ ἀνὴρ κατὰ τὴν ἑαυτοῦ ἡγεμονίαν, σὺν δυνάμει αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 53] Οἱ δὲ Λευῖται παρεμβαλλέτωσαν ἐναντίοι κύκλῳ τῆς σκηνῆς τοῦ μαρτυρίου, καὶ οὐκ ἔσται ἁμάρτημα ἐν υἱοῖς Ἰσραήλ. καὶ φυλάξουσιν οἱ Λευῖται αὐτοὶ τὴν φυλακὴν τῆς σκηνῆς τοῦ μαρτυρίου.
[LXX | EL | OT | Numbers | Chapter 1 | Verse 54] Καὶ ἐποίησαν οἱ υἱοὶ Ἰσραὴλ, κατὰ πάντα ἃ ἐνετείλατο Κύριος τῷ Μωυσῇ καὶ Ἀαρὼν, οὕτως ἐποίησαν.
