[LXX | EL | OT | Numbers | Chapter 7 | Verse 1] Καὶ ἐγένετο ᾗ ἡμέρᾳ συνετέλεσε Μωυσῆς, ὥστε ἀναστῆσαι τὴν σκηνήν, καὶ ἔχρισεν αὐτὴν, καὶ ἡγίασεν αὐτὴν, καὶ πάντα τὰ σκεύη αὐτῆς, καὶ τὸ θυσιαστήριον, καὶ πάντα τὰ σκεύη αὐτοῦ, καὶ ἔχρισεν αὐτὰ, καὶ ἡγίασεν αὐτά.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 24] Τῇ ἡμέρᾳ τῇ τρίτῃ ἄρχων τῶν υἱῶν Σαβουλὼν, Ἑλιὰβ υἱὸς Χαιλών.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 25] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἕν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν·
[LXX | EL | OT | Numbers | Chapter 7 | Verse 26] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 27] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 28] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 29] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Ἑλιὰβ υἱοῦ Χαιλών.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 30] Τῇ ἡμέρᾳ τῇ τετάρτῃ ἄρχων τῶν υἱῶν Ῥουβὴν, Ἑλισοῦρ υἱὸς Σεδιούρ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 31] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἓν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν·
[LXX | EL | OT | Numbers | Chapter 7 | Verse 32] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 33] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 34] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 35] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Ἑλισοὺρ υἱοῦ Σεδιούρ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 36] Τῇ ἡμέρᾳ τῇ πέμπτῃ ἄρχων τῶν υἱῶν Συμεὼν, Σαλαμιὴλ υἱὸς Σουρισαδαί.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 37] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἓν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἐναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 38] Θυϊσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 39] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 40] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 41] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Σαλαμιὴλ υἱοῦ Σουρισαδαί.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 42] Τῇ ἡμέρᾳ τῇ ἕκτῃ ἄρχων τῶν υἱῶν Γὰδ, Ἐλεισὰφ υἱὸς Ῥαγουήλ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 43] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἕν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 44] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 45] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 46] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 47] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Ἐλισὰφ υἱοῦ Ῥαγουήλ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 48] Τῇ ἡμέρᾳ τῇ ἑβδόμῃ ἄρχων τῶν υἱῶν Ἐφραὶμ, Ἐλισαμὰ υἱὸς Ἐμιούδ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 49] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἓν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 50] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 51] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 52] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 53] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Ἐλισαμὰ υἱοῦ Ἐμιούδ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 54] Τῇ ἡμέρᾳ τῇ ὀγδόῃ ἄρχων τῶν υἱῶν Μανασσῆ, Γαμαλιὴλ υἱὸς Φαδασσούρ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 55] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἓν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 56] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 57] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 58] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας·
[LXX | EL | OT | Numbers | Chapter 7 | Verse 59] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Γαμαλιὴλ υἱοὺ Φαδασσούρ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 60] Τῇ ἡμέρᾳ τῇ ἐνάτῃ ἄρχων τῶν υἱῶν Βενιαμὶν, Ἀβιδὰν υἱὸς Γαδεωνί.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 61] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἓν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην, μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν·
[LXX | EL | OT | Numbers | Chapter 7 | Verse 62] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 63] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 64] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 65] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Ἀβιδὰν υἱοῦ Γαδεωνί.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 66] Τῇ ἡμέρᾳ τῇ δεκάτῃ ἄρχων τῶν υἱῶν Δὰν, Ἀχιέζερ υἱὸς Ἀμισαδαί.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 67] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἕν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 68] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 69] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 70] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 71] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Ἀχιέζερ υἱοῦ Ἀμισαδαί.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 72] Τῇ ἡμέρᾳ τῇ ἑνδέκατῃ ἄρχων τῶν υἱῶν Ἀσὴρ, Φαγεὴλ υἱὸς Ἐχράν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 73] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἓν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 74] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 75] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἐνιαύσιον ἕνα εἰς ὁλοκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 76] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 77] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Φαγεὴλ υἱοῦ Ἐχράν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 78] Τῇ ἡμέρᾳ τῇ δωδεκάτῃ ἄρχων τῶν υἱῶν Νεφθαλί, Ἀχιρὲ υἱὸς Αἰνάν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 79] Τὸ δῶρον αὐτοῦ, τρυβλίον ἀργυροῦν ἓν, τριάκοντα καὶ ἑκατὸν ὁλκὴ αὐτοῦ· φιάλην μίαν ἀργυρᾶν, ἑβδομήκοντα σίκλων κατὰ τὸν σίκλον τὸν ἅγιον· ἀμφότερα πλήρη σεμιδάλεως ἀναπεποιημένης ἐν ἐλαίῳ εἰς θυσίαν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 80] Θυΐσκην μίαν δέκα χρυσῶν, πλήρη θυμιάματος.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 81] Μόσχον ἕνα ἐκ βοῶν, κριὸν ἕνα, ἀμνὸν ἕνα ἐνιαύσιον εἰς ὁλόκαύτωμα,
[LXX | EL | OT | Numbers | Chapter 7 | Verse 82] καὶ χίμαρον ἐξ αἰγῶν ἕνα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 83] Καὶ εἰς θυσίαν σωτηρίου δαμάλεις δύο, κριοὺς πέντε, τράγους πέντε, ἀμνάδας ἐνιαυσίας πέντε· τοῦτο τὸ δῶρον Ἀχιρὲ υἱοῦ Αἰνάν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 84] Οὗτος ὁ ἐγκαινισμὸς τοῦ θυσιαστηρίου ᾗ ἡμέρᾳ ἔχρισεν αὐτὸ, παρὰ τῶν ἀρχόντων τῶν υἱῶν Ἰσραὴλ· τρυβλία ἀργυρᾶ δώδεκα, φιάλαι ἀργυραῖ δώδεκα, θυΐσκαι χρυσαῖ δώδεκα.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 85] Τριάκοντα καὶ ἑκατὸν σίκλων, τὸ τρυβλίον τὸ ἕν, καὶ ἑβδομήκοντα σίκλων ἡ φιάλη ἡ μία· πᾶν τὸ ἀργύριον τῶν σκευῶν, δισχίλιοι καὶ τετρακόσιοι σίκλοι· σίκλοι, ἐν τῷ σίκλῳ τῷ ἁγίῳ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 86] Θυΐσκαι χρυσαῖ δώδεκα πλήρεις θυμιάματος· πᾶν τὸ χρυσίον τῶν θυϊσκῶν, εἴκοσι καὶ ἑκατὸν χρυσοῖ.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 87] Πᾶσαι αἱ βόες αἱ εἰς ὁλοκαύτωσιν, μόσχοι δώδεκα, κριοὶ δώδεκα, ἀμνοὶ ἐνιαύσιοι δώδεκα, καὶ αἱ θυσίαι αὐτῶν, καὶ αἱ σπονδαὶ αὐτῶν· καὶ χίμαροι ἐξ αἰγῶν δώδεκα περὶ ἁμαρτίας.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 88] Πᾶσαι αἱ βόες εἰς θυσίαν σωτηρίου, δαμάλεις εἰκοσιτέσσαρες, κριοὶ ἑξήκοντα, τράγοι ἑξήκοντα ἐνιαύσιαι, ἀμνάδες ἑξήκοντα ἐνιαύσιοι ἄμωμοι· αὕτη ἡ ἐγκαίνωσις τοῦ θυσιαστηρίου, μετὰ τὸ πληρῶσαι τὰς χεῖρας αὐτοῦ, καὶ μετὰ τὸ χρίσαι αὐτόν.
[LXX | EL | OT | Numbers | Chapter 7 | Verse 89] Ἐν τῷ εἰσπορεύεσθαι Μωυσῆν εἰς τὴν σκηνὴν τοῦ μαρτυρίου λαλῆσαι αὐτῷ, καὶ ἤκουσε τὴν φωνὴν Κυρίου λαλοῦντος πρὸς αὐτὸν ἄνωθεν τοῦ ἱλαστηρίου, ὅ ἐστιν ἐπὶ τῆς κιβωτοῦ τοῦ μαρτυρίου, ἀναμέσον τῶν δύο χερουβίμ· καὶ ἐλάλει πρὸς αὐτόν.
