[LXX | EL | OT | Numbers | Chapter 2 | Verse 1] Καὶ ἐλάλησε Κύριος πρὸς Μωυσῆν καὶ Ἀαρὼν, λέγων,
[LXX | EL | OT | Numbers | Chapter 2 | Verse 12] Καὶ οἱ παρεμβάλλοντες ἐχόμενοι αὐτοῦ φυλῆς Συμεὼν, καὶ ὁ ἄρχων τῶν υἱῶν Συμεὼν, Σαλαμιὴλ υἱὸς Σουρισαδαί.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 13] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, ἐννέα καὶ πεντήκοντα χιλιάδες καὶ τριακόσιοι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 14] Καὶ οἱ παρεμβάλοντες ἐχόμενοι αὐτοῦ φυλὴ Γὰδ, καὶ ὁ ἄρχων τῶν υἱῶν Γὰδ, Ἑλισὰφ υἱὸς Ῥαγουήλ.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 15] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, πέντε καὶ τεσσαράκοντα χιλιάδες καὶ ἑξακόσιοι καὶ πεντήκοντα.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 16] Πάντες οἱ ἐπεσκεμμένοι τῆς παρεμβολῆς Ῥουβὴν, ἑκατὸν πεντήκοντα μία χιλιάδες καὶ τετρακόσιοι καὶ πεντήκοντα, σὺν δυνάμει αὐτῶν δεύτεροι ἐξαροῦσι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 17] Καὶ ἀρθήσεται ἡ σκηνὴ τοῦ μαρτυρίου, καὶ ἡ παρεμβολὴ τῶν Λευιτῶν μέσον τῶν παρεμβολῶν· ὡς καὶ παρεμβαλοῦσιν, οὕτω καὶ ἐξαροῦσιν ἕκαστος ἐχόμενος καθʼ ἡγεμονίας.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 18] Τάγμα παρεμβολῆς Ἐφραὶμ παρὰ θάλασσαν σὺν δυνάμει αὐτῶν, καὶ ὁ ἄρχων τῶν υἱῶν Ἐφραὶμ, Ἐλισαμὰ υἱὸς Ἐμιούδ.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 19] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, τεσσαράκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 20] Καὶ οἱ παρεμβάλλοντες ἐχόμενοι φυλῆς Μανασσῆ, καὶ ὁ ἄρχων τῶν υἱῶν Μανασσῆ, Γαμαλιὴλ υἱὸς Φαδασσούρ.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 21] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, δύο καὶ τριάκοντα χιλιάδες καὶ διακόσιοι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 22] Καὶ οἱ παρεμβάλλοντες ἐχόμενοι φυλῆς Βενιαμὶν, καὶ ὁ ἄρχων τῶν υἱῶν Βενιαμὶν, Ἀβιδὰν υἱὸς Γαδεωνί.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 23] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, πέντε καὶ τριάκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 24] Πάντες οἱ ἐπεσκεμμένοι τῆς παρεμβολῆς Ἐφραὶμ, ἑκατὸν χιλιάδες καὶ ὀκτακισχίλιοι καὶ ἑκατὸν· σὺν δυνάμει αὐτῶν τρίτοι ἐξαροῦσι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 25] Τάγμα παρεμβολῆς Δὰν πρὸς βοῤῥᾶν σὺν δυνάμει αὐτῶν, καὶ ὁ ἄρχων τῶν υἱῶν Δὰν, Ἀχιέζερ υἱὸς Ἀμισαδαί.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 26] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, δύο καὶ ἑξήκοντα χιλιάδες καὶ ἑπτακόσιοι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 27] Καὶ οἱ παρεμβάλλοντες ἐχόμενοι αὐτοῦ φυλὴ Ἀσὴρ, καὶ ὁ ἄρχων τῶν υἱῶν Ἀσὴρ, Φαγεὴλ υἱὸς Ἐχράν.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 28] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, μία καὶ τεσσαράκοντα χιλιάδες καὶ πεντακόσιοι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 29] Καὶ οἱ παρεμβάλλοντες ἐχόμενοι φυλῆς Νεφθαλί, καὶ ὁ ἄρχων τῶν υἱῶν Νεφθαλὶ, Ἀχιρὲ υἱὸς Αἰνάν.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 30] Δύναμις αὐτοῦ οἱ ἐπεσκεμμένοι, τρεῖς καὶ πεντήκοντα χιλιάδες καὶ τετρακόσιοι.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 31] Πάντες οἱ ἐπεσκεμμένοι τῆς παρεμβολῆς Δὰν, ἑκατὸν καὶ πεντηκονταεπτὰ χιλιάδες καὶ ἑξακόσιοι· ἔσχατοι ἐξαροῦσι κατὰ τάγμα αὐτῶν.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 32] Αὕτη ἡ ἐπίσκεψις τῶν υἱῶν Ἰσραὴλ κατʼ οἴκους πατριῶν αὐτῶν· πᾶσα ἡ ἐπίσκεψις τῶν παρεμβολῶν σὺν ταῖς δυνάμεσιν αὐτῶν, ἑξακόσιαι χιλιάδες καὶ τρισχίλιοι πεντακόσιοι πεντήκοντα.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 33] Οἱ δὲ Λευῖται οὐ συνεπεσκέπησαν ἐν αὐτοῖς, καθὰ ἐνετείλατο Κύριος τῷ Μωυσῇ.
[LXX | EL | OT | Numbers | Chapter 2 | Verse 34] Καὶ ἐποίησαν οἱ υἱοὶ Ἰσραὴλ πάντα ὅσα συνέταξε Κύριος τῷ Μωυσῇ· οὕτω παρενέβαλον κατὰ τάγμα αὐτῶν, καὶ οὕτως ἐξῇρον ἕκαστος ἐχόμενοι κατὰ δήμους αὐτῶν, κατʼ οἴκους πατριῶν αὐτῶν.
