[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 1] Τότε ὁ Ἰησοῦς ἐλάλησεν τοῖς ὄχλοις καὶ τοῖς μαθηταῖς αὐτοῦ
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 29] Οὐαὶ ὑμῖν, γραμματεῖς καὶ Φαρισαῖοι ὑποκριταί, ὅτι οἰκοδομεῖτε τοὺς τάφους τῶν προφητῶν καὶ κοσμεῖτε τὰ μνημεῖα τῶν δικαίων,
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 30] καὶ λέγετε· Εἰ ⸀ἤμεθα ἐν ταῖς ἡμέραις τῶν πατέρων ἡμῶν, οὐκ ἂν ⸁ἤμεθα ⸂αὐτῶν κοινωνοὶ⸃ ἐν τῷ αἵματι τῶν προφητῶν·
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 31] ὥστε μαρτυρεῖτε ἑαυτοῖς ὅτι υἱοί ἐστε τῶν φονευσάντων τοὺς προφήτας.
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 32] καὶ ὑμεῖς πληρώσατε τὸ μέτρον τῶν πατέρων ὑμῶν.
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 33] ὄφεις γεννήματα ἐχιδνῶν, πῶς φύγητε ἀπὸ τῆς κρίσεως τῆς γεέννης;
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 34] διὰ τοῦτο ἰδοὺ ἐγὼ ἀποστέλλω πρὸς ὑμᾶς προφήτας καὶ σοφοὺς καὶ γραμματεῖς· ⸀ἐξ αὐτῶν ἀποκτενεῖτε καὶ σταυρώσετε, καὶ ἐξ αὐτῶν μαστιγώσετε ἐν ταῖς συναγωγαῖς ὑμῶν καὶ διώξετε ἀπὸ πόλεως εἰς πόλιν·
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 35] ὅπως ἔλθῃ ἐφʼ ὑμᾶς πᾶν αἷμα δίκαιον ἐκχυννόμενον ἐπὶ τῆς γῆς ἀπὸ τοῦ αἵματος Ἅβελ τοῦ δικαίου ἕως τοῦ αἵματος Ζαχαρίου υἱοῦ Βαραχίου, ὃν ἐφονεύσατε μεταξὺ τοῦ ναοῦ καὶ τοῦ θυσιαστηρίου.
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 36] ἀμὴν λέγω ὑμῖν, ⸀ἥξει ⸂ταῦτα πάντα⸃ ἐπὶ τὴν γενεὰν ταύτην.
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 37] Ἰερουσαλὴμ Ἰερουσαλήμ, ἡ ⸀ἀποκτείνουσα τοὺς προφήτας καὶ λιθοβολοῦσα τοὺς ἀπεσταλμένους πρὸς αὐτήν— ποσάκις ἠθέλησα ἐπισυναγαγεῖν τὰ τέκνα σου, ὃν τρόπον ⸂ὄρνις ἐπισυνάγει⸃ τὰ νοσσία ⸀αὐτῆς ὑπὸ τὰς πτέρυγας, καὶ οὐκ ἠθελήσατε;
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 38] ἰδοὺ ἀφίεται ὑμῖν ὁ οἶκος ὑμῶν ⸀ἔρημος.
[SBLGNT | EL | NT | Matthew | Chapter 23 | Verse 39] λέγω γὰρ ὑμῖν, οὐ μή με ἴδητε ἀπʼ ἄρτι ἕως ἂν εἴπητε· Εὐλογημένος ὁ ἐρχόμενος ἐν ὀνόματι κυρίου.
