[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 1] Τότε προσέρχονται τῷ ⸀Ἰησοῦ ἀπὸ Ἱεροσολύμων ⸂Φαρισαῖοι καὶ γραμματεῖς⸃ λέγοντες
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 18] τὰ δὲ ἐκπορευόμενα ἐκ τοῦ στόματος ἐκ τῆς καρδίας ἐξέρχεται, κἀκεῖνα κοινοῖ τὸν ἄνθρωπον.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 19] ἐκ γὰρ τῆς καρδίας ἐξέρχονται διαλογισμοὶ πονηροί, φόνοι, μοιχεῖαι, πορνεῖαι, κλοπαί, ψευδομαρτυρίαι, βλασφημίαι.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 20] ταῦτά ἐστιν τὰ κοινοῦντα τὸν ἄνθρωπον, τὸ δὲ ἀνίπτοις χερσὶν φαγεῖν οὐ κοινοῖ τὸν ἄνθρωπον.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 21] Καὶ ἐξελθὼν ἐκεῖθεν ὁ Ἰησοῦς ἀνεχώρησεν εἰς τὰ μέρη Τύρου καὶ Σιδῶνος.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 22] καὶ ἰδοὺ γυνὴ Χαναναία ἀπὸ τῶν ὁρίων ἐκείνων ἐξελθοῦσα ⸀ἔκραζεν λέγουσα· Ἐλέησόν με, κύριε ⸀υἱὸς Δαυίδ· ἡ θυγάτηρ μου κακῶς δαιμονίζεται.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 23] ὁ δὲ οὐκ ἀπεκρίθη αὐτῇ λόγον. καὶ προσελθόντες οἱ μαθηταὶ αὐτοῦ ⸀ἠρώτουν αὐτὸν λέγοντες· Ἀπόλυσον αὐτήν, ὅτι κράζει ὄπισθεν ἡμῶν.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 24] ὁ δὲ ἀποκριθεὶς εἶπεν· Οὐκ ἀπεστάλην εἰ μὴ εἰς τὰ πρόβατα τὰ ἀπολωλότα οἴκου Ἰσραήλ.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 25] ἡ δὲ ἐλθοῦσα ⸀προσεκύνει αὐτῷ λέγουσα· Κύριε, βοήθει μοι.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 26] ὁ δὲ ἀποκριθεὶς εἶπεν· Οὐκ ἔστιν καλὸν λαβεῖν τὸν ἄρτον τῶν τέκνων καὶ βαλεῖν τοῖς κυναρίοις.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 27] ἡ δὲ εἶπεν· Ναί, κύριε, καὶ γὰρ τὰ κυνάρια ἐσθίει ἀπὸ τῶν ψιχίων τῶν πιπτόντων ἀπὸ τῆς τραπέζης τῶν κυρίων αὐτῶν.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 28] τότε ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν αὐτῇ· Ὦ γύναι, μεγάλη σου ἡ πίστις· γενηθήτω σοι ὡς θέλεις. καὶ ἰάθη ἡ θυγάτηρ αὐτῆς ἀπὸ τῆς ὥρας ἐκείνης.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 29] Καὶ μεταβὰς ἐκεῖθεν ὁ Ἰησοῦς ἦλθεν παρὰ τὴν θάλασσαν τῆς Γαλιλαίας, καὶ ἀναβὰς εἰς τὸ ὄρος ἐκάθητο ἐκεῖ.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 30] καὶ προσῆλθον αὐτῷ ὄχλοι πολλοὶ ἔχοντες μεθʼ ἑαυτῶν ⸂κωφούς, τυφλούς, χωλούς, κυλλούς⸃, καὶ ἑτέρους πολλούς, καὶ ἔρριψαν αὐτοὺς παρὰ τοὺς πόδας ⸀αὐτοῦ, καὶ ἐθεράπευσεν αὐτούς·
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 31] ὥστε ⸂τὸν ὄχλον⸃ θαυμάσαι βλέποντας κωφοὺς λαλοῦντας ⸂κυλλοὺς ὑγιεῖς⸃ ⸀καὶ χωλοὺς περιπατοῦντας καὶ τυφλοὺς βλέποντας· καὶ ἐδόξασαν τὸν θεὸν Ἰσραήλ.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 32] Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 33] καὶ λέγουσιν αὐτῷ οἱ ⸀μαθηταί· Πόθεν ἡμῖν ἐν ἐρημίᾳ ἄρτοι τοσοῦτοι ὥστε χορτάσαι ὄχλον τοσοῦτον;
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 34] καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· Πόσους ἄρτους ἔχετε; οἱ δὲ εἶπαν· Ἑπτά, καὶ ὀλίγα ἰχθύδια.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 35] καὶ ⸀παραγγείλας ⸂τῷ ὄχλῳ⸃ ἀναπεσεῖν ἐπὶ τὴν γῆν
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 36] ⸀ἔλαβεν τοὺς ἑπτὰ ἄρτους καὶ τοὺς ἰχθύας ⸀καὶ εὐχαριστήσας ἔκλασεν καὶ ⸀ἐδίδου τοῖς ⸀μαθηταῖς οἱ δὲ μαθηταὶ ⸂τοῖς ὄχλοις⸃.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 37] καὶ ἔφαγον πάντες καὶ ἐχορτάσθησαν, καὶ ⸂τὸ περισσεῦον τῶν κλασμάτων ἦραν⸃ ἑπτὰ σπυρίδας πλήρεις.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 38] οἱ δὲ ἐσθίοντες ἦσαν τετρακισχίλιοι ἄνδρες χωρὶς γυναικῶν καὶ παιδίων.
[SBLGNT | EL | NT | Matthew | Chapter 15 | Verse 39] καὶ ἀπολύσας τοὺς ὄχλους ἐνέβη εἰς τὸ πλοῖον, καὶ ἦλθεν εἰς τὰ ὅρια ⸀Μαγαδάν.
