[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 1] Πρωΐας δὲ γενομένης συμβούλιον ἔλαβον πάντες οἱ ἀρχιερεῖς καὶ οἱ πρεσβύτεροι τοῦ λαοῦ κατὰ τοῦ Ἰησοῦ ὥστε θανατῶσαι αὐτόν·
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 26] τότε ἀπέλυσεν αὐτοῖς τὸν Βαραββᾶν, τὸν δὲ Ἰησοῦν φραγελλώσας παρέδωκεν ἵνα σταυρωθῇ.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 27] Τότε οἱ στρατιῶται τοῦ ἡγεμόνος παραλαβόντες τὸν Ἰησοῦν εἰς τὸ πραιτώριον συνήγαγον ἐπʼ αὐτὸν ὅλην τὴν σπεῖραν.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 28] καὶ ἐκδύσαντες αὐτὸν ⸂χλαμύδα κοκκίνην περιέθηκαν αὐτῷ⸃,
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 29] καὶ πλέξαντες στέφανον ἐξ ἀκανθῶν ἐπέθηκαν ἐπὶ ⸂τῆς κεφαλῆς⸃ αὐτοῦ καὶ κάλαμον ⸂ἐν τῇ δεξιᾷ⸃ αὐτοῦ, καὶ γονυπετήσαντες ἔμπροσθεν αὐτοῦ ⸀ἐνέπαιξαν αὐτῷ λέγοντες· Χαῖρε, ⸀βασιλεῦ τῶν Ἰουδαίων,
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 30] καὶ ἐμπτύσαντες εἰς αὐτὸν ἔλαβον τὸν κάλαμον καὶ ἔτυπτον εἰς τὴν κεφαλὴν αὐτοῦ.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 31] καὶ ὅτε ἐνέπαιξαν αὐτῷ, ἐξέδυσαν αὐτὸν τὴν χλαμύδα καὶ ἐνέδυσαν αὐτὸν τὰ ἱμάτια αὐτοῦ καὶ ἀπήγαγον αὐτὸν εἰς τὸ σταυρῶσαι.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 32] Ἐξερχόμενοι δὲ εὗρον ἄνθρωπον Κυρηναῖον ὀνόματι Σίμωνα· τοῦτον ἠγγάρευσαν ἵνα ἄρῃ τὸν σταυρὸν αὐτοῦ.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 33] Καὶ ἐλθόντες εἰς τόπον λεγόμενον Γολγοθᾶ, ὅ ἐστιν ⸂Κρανίου Τόπος λεγόμενος⸃,
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 34] ἔδωκαν αὐτῷ πιεῖν ⸀οἶνον μετὰ χολῆς μεμιγμένον· καὶ γευσάμενος οὐκ ⸀ἠθέλησεν πιεῖν.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 35] σταυρώσαντες δὲ αὐτὸν διεμερίσαντο τὰ ἱμάτια αὐτοῦ βάλλοντες κλῆρον,
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 36] καὶ καθήμενοι ἐτήρουν αὐτὸν ἐκεῖ.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 37] καὶ ἐπέθηκαν ἐπάνω τῆς κεφαλῆς αὐτοῦ τὴν αἰτίαν αὐτοῦ γεγραμμένην· Οὗτός ἐστιν Ἰησοῦς ὁ βασιλεὺς τῶν Ἰουδαίων.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 38] Τότε σταυροῦνται σὺν αὐτῷ δύο λῃσταί, εἷς ἐκ δεξιῶν καὶ εἷς ἐξ εὐωνύμων.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 39] οἱ δὲ παραπορευόμενοι ἐβλασφήμουν αὐτὸν κινοῦντες τὰς κεφαλὰς αὐτῶν
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 40] καὶ λέγοντες· Ὁ καταλύων τὸν ναὸν καὶ ἐν τρισὶν ἡμέραις οἰκοδομῶν, σῶσον σεαυτόν· εἰ υἱὸς εἶ τοῦ θεοῦ, ⸀κατάβηθι ἀπὸ τοῦ σταυροῦ.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 41] ὁμοίως ⸀καὶ οἱ ἀρχιερεῖς ἐμπαίζοντες μετὰ τῶν γραμματέων καὶ ⸀πρεσβυτέρων ἔλεγον·
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 42] Ἄλλους ἔσωσεν, ἑαυτὸν οὐ δύναται σῶσαι· ⸀βασιλεὺς Ἰσραήλ ἐστιν, καταβάτω νῦν ἀπὸ τοῦ σταυροῦ καὶ πιστεύσομεν ἐπʼ ⸀αὐτόν.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 43] πέποιθεν ἐπὶ τὸν θεόν, ῥυσάσθω ⸀νῦν εἰ θέλει αὐτόν· εἶπεν γὰρ ὅτι Θεοῦ εἰμι υἱός.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 44] τὸ δʼ αὐτὸ καὶ οἱ λῃσταὶ οἱ συσταυρωθέντες ⸀σὺν αὐτῷ ὠνείδιζον αὐτόν.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 45] Ἀπὸ δὲ ἕκτης ὥρας σκότος ἐγένετο ἐπὶ πᾶσαν τὴν γῆν ἕως ὥρας ἐνάτης.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 46] περὶ δὲ τὴν ἐνάτην ὥραν ⸀ἀνεβόησεν ὁ Ἰησοῦς φωνῇ μεγάλῃ λέγων· ⸂Ἠλὶ ἠλὶ⸃ λεμὰ σαβαχθάνι; τοῦτʼ ἔστιν· Θεέ μου θεέ μου, ἱνατί με ἐγκατέλιπες;
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 47] τινὲς δὲ τῶν ἐκεῖ ⸀ἑστηκότων ἀκούσαντες ἔλεγον ὅτι Ἠλίαν φωνεῖ οὗτος.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 48] καὶ εὐθέως δραμὼν εἷς ἐξ αὐτῶν καὶ λαβὼν σπόγγον πλήσας τε ὄξους καὶ περιθεὶς καλάμῳ ἐπότιζεν αὐτόν.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 49] οἱ δὲ λοιποὶ ⸀ἔλεγον· Ἄφες ἴδωμεν εἰ ἔρχεται Ἠλίας σώσων ⸀αὐτόν.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 50] ὁ δὲ Ἰησοῦς πάλιν κράξας φωνῇ μεγάλῃ ἀφῆκεν τὸ πνεῦμα.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 51] καὶ ἰδοὺ τὸ καταπέτασμα τοῦ ναοῦ ἐσχίσθη ⸂ἀπʼ ἄνωθεν ἕως κάτω εἰς δύο⸃, καὶ ἡ γῆ ἐσείσθη, καὶ αἱ πέτραι ἐσχίσθησαν,
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 52] καὶ τὰ μνημεῖα ἀνεῴχθησαν καὶ πολλὰ σώματα τῶν κεκοιμημένων ἁγίων ⸀ἠγέρθησαν,
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 53] καὶ ἐξελθόντες ἐκ τῶν μνημείων μετὰ τὴν ἔγερσιν αὐτοῦ εἰσῆλθον εἰς τὴν ἁγίαν πόλιν καὶ ἐνεφανίσθησαν πολλοῖς.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 54] Ὁ δὲ ἑκατόνταρχος καὶ οἱ μετʼ αὐτοῦ τηροῦντες τὸν Ἰησοῦν ἰδόντες τὸν σεισμὸν καὶ τὰ ⸀γενόμενα ἐφοβήθησαν σφόδρα λέγοντες· Ἀληθῶς ⸂θεοῦ υἱὸς⸃ ἦν οὗτος.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 55] Ἦσαν δὲ ἐκεῖ γυναῖκες πολλαὶ ἀπὸ μακρόθεν θεωροῦσαι, αἵτινες ἠκολούθησαν τῷ Ἰησοῦ ἀπὸ τῆς Γαλιλαίας διακονοῦσαι αὐτῷ·
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 56] ἐν αἷς ἦν Μαρία ἡ Μαγδαληνὴ καὶ Μαρία ἡ τοῦ Ἰακώβου καὶ ⸀Ἰωσὴφ μήτηρ καὶ ἡ μήτηρ τῶν υἱῶν Ζεβεδαίου.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 57] Ὀψίας δὲ γενομένης ἦλθεν ἄνθρωπος πλούσιος ἀπὸ Ἁριμαθαίας, τοὔνομα Ἰωσήφ, ὃς καὶ αὐτὸς ⸀ἐμαθητεύθη τῷ Ἰησοῦ·
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 58] οὗτος προσελθὼν τῷ Πιλάτῳ ᾐτήσατο τὸ σῶμα τοῦ Ἰησοῦ. τότε ὁ Πιλᾶτος ἐκέλευσεν ⸀ἀποδοθῆναι.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 59] καὶ λαβὼν τὸ σῶμα ὁ Ἰωσὴφ ἐνετύλιξεν ⸀αὐτὸ σινδόνι καθαρᾷ,
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 60] καὶ ἔθηκεν αὐτὸ ἐν τῷ καινῷ αὐτοῦ μνημείῳ ὃ ἐλατόμησεν ἐν τῇ πέτρᾳ, καὶ προσκυλίσας λίθον μέγαν τῇ θύρᾳ τοῦ μνημείου ἀπῆλθεν.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 61] ἦν δὲ ἐκεῖ ⸀Μαριὰμ ἡ Μαγδαληνὴ καὶ ἡ ἄλλη Μαρία καθήμεναι ἀπέναντι τοῦ τάφου.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 62] Τῇ δὲ ἐπαύριον, ἥτις ἐστὶν μετὰ τὴν παρασκευήν, συνήχθησαν οἱ ἀρχιερεῖς καὶ οἱ Φαρισαῖοι πρὸς Πιλᾶτον
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 63] λέγοντες· Κύριε, ἐμνήσθημεν ὅτι ἐκεῖνος ὁ πλάνος εἶπεν ἔτι ζῶν· Μετὰ τρεῖς ἡμέρας ἐγείρομαι·
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 64] κέλευσον οὖν ἀσφαλισθῆναι τὸν τάφον ἕως τῆς τρίτης ἡμέρας, μήποτε ἐλθόντες οἱ μαθηταὶ ⸀αὐτοῦ κλέψωσιν αὐτὸν καὶ εἴπωσιν τῷ λαῷ· Ἠγέρθη ἀπὸ τῶν νεκρῶν, καὶ ἔσται ἡ ἐσχάτη πλάνη χείρων τῆς πρώτης.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 65] ⸀ἔφη αὐτοῖς ὁ Πιλᾶτος· Ἔχετε κουστωδίαν· ὑπάγετε ἀσφαλίσασθε ὡς οἴδατε.
[SBLGNT | EL | NT | Matthew | Chapter 27 | Verse 66] οἱ δὲ πορευθέντες ἠσφαλίσαντο τὸν τάφον σφραγίσαντες τὸν λίθον μετὰ τῆς κουστωδίας.
