[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 1] Καὶ ἀποκριθεὶς ὁ Ἰησοῦς πάλιν εἶπεν ⸂ἐν παραβολαῖς αὐτοῖς⸃ λέγων·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 12] καὶ λέγει αὐτῷ· Ἑταῖρε, πῶς εἰσῆλθες ὧδε μὴ ἔχων ἔνδυμα γάμου; ὁ δὲ ἐφιμώθη.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 13] τότε ⸂ὁ βασιλεὺς εἶπεν⸃ τοῖς διακόνοις· Δήσαντες αὐτοῦ πόδας καὶ χεῖρας ⸂ἐκβάλετε αὐτὸν⸃ εἰς τὸ σκότος τὸ ἐξώτερον· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 14] πολλοὶ γάρ εἰσιν κλητοὶ ὀλίγοι δὲ ἐκλεκτοί.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 15] Τότε πορευθέντες οἱ Φαρισαῖοι συμβούλιον ἔλαβον ὅπως αὐτὸν παγιδεύσωσιν ἐν λόγῳ.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 16] καὶ ἀποστέλλουσιν αὐτῷ τοὺς μαθητὰς αὐτῶν μετὰ τῶν Ἡρῳδιανῶν ⸀λέγοντες· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ τὴν ὁδὸν τοῦ θεοῦ ἐν ἀληθείᾳ διδάσκεις, καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 17] εἰπὸν οὖν ἡμῖν τί σοι δοκεῖ· ἔξεστιν δοῦναι κῆνσον Καίσαρι ἢ οὔ;
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 18] γνοὺς δὲ ὁ Ἰησοῦς τὴν πονηρίαν αὐτῶν εἶπεν· Τί με πειράζετε, ὑποκριταί;
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 19] ἐπιδείξατέ μοι τὸ νόμισμα τοῦ κήνσου. οἱ δὲ προσήνεγκαν αὐτῷ δηνάριον.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 20] καὶ λέγει αὐτοῖς· Τίνος ἡ εἰκὼν αὕτη καὶ ἡ ἐπιγραφή;
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 21] λέγουσιν ⸀αὐτῷ· Καίσαρος. τότε λέγει αὐτοῖς· Ἀπόδοτε οὖν τὰ Καίσαρος Καίσαρι καὶ τὰ τοῦ θεοῦ τῷ θεῷ.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 22] καὶ ἀκούσαντες ἐθαύμασαν, καὶ ἀφέντες αὐτὸν ἀπῆλθαν.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 23] Ἐν ἐκείνῃ τῇ ἡμέρᾳ προσῆλθον αὐτῷ Σαδδουκαῖοι, ⸀λέγοντες μὴ εἶναι ἀνάστασιν, καὶ ἐπηρώτησαν αὐτὸν
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 24] λέγοντες· Διδάσκαλε, Μωϋσῆς εἶπεν· Ἐάν τις ἀποθάνῃ μὴ ἔχων τέκνα, ἐπιγαμβρεύσει ὁ ἀδελφὸς αὐτοῦ τὴν γυναῖκα αὐτοῦ καὶ ἀναστήσει σπέρμα τῷ ἀδελφῷ αὐτοῦ.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 25] ἦσαν δὲ παρʼ ἡμῖν ἑπτὰ ἀδελφοί· καὶ ὁ πρῶτος ⸀γήμας ἐτελεύτησεν, καὶ μὴ ἔχων σπέρμα ἀφῆκεν τὴν γυναῖκα αὐτοῦ τῷ ἀδελφῷ αὐτοῦ·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 26] ὁμοίως καὶ ὁ δεύτερος καὶ ὁ τρίτος, ἕως τῶν ἑπτά·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 27] ὕστερον δὲ πάντων ἀπέθανεν ⸀ἡ γυνή.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 28] ἐν τῇ ⸂ἀναστάσει οὖν⸃ τίνος τῶν ἑπτὰ ἔσται γυνή; πάντες γὰρ ἔσχον αὐτήν.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 29] Ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν αὐτοῖς· Πλανᾶσθε μὴ εἰδότες τὰς γραφὰς μηδὲ τὴν δύναμιν τοῦ θεοῦ·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 30] ἐν γὰρ τῇ ἀναστάσει οὔτε γαμοῦσιν οὔτε ⸀γαμίζονται, ἀλλʼ ὡς ἄγγελοι ⸀θεοῦ ἐν ⸀τῷ οὐρανῷ εἰσιν·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 31] περὶ δὲ τῆς ἀναστάσεως τῶν νεκρῶν οὐκ ἀνέγνωτε τὸ ῥηθὲν ὑμῖν ὑπὸ τοῦ θεοῦ λέγοντος·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 32] Ἐγώ εἰμι ὁ θεὸς Ἀβραὰμ καὶ ὁ θεὸς Ἰσαὰκ καὶ ὁ θεὸς Ἰακώβ; οὐκ ἔστιν ⸂ὁ θεὸς⸃ νεκρῶν ἀλλὰ ζώντων.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 33] καὶ ἀκούσαντες οἱ ὄχλοι ἐξεπλήσσοντο ἐπὶ τῇ διδαχῇ αὐτοῦ.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 34] Οἱ δὲ Φαρισαῖοι ἀκούσαντες ὅτι ἐφίμωσεν τοὺς Σαδδουκαίους συνήχθησαν ἐπὶ τὸ αὐτό.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 35] καὶ ἐπηρώτησεν εἷς ἐξ αὐτῶν νομικὸς πειράζων ⸀αὐτόν·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 36] Διδάσκαλε, ποία ἐντολὴ μεγάλη ἐν τῷ νόμῳ;
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 37] ὁ ⸀δὲ ἔφη αὐτῷ· Ἀγαπήσεις κύριον τὸν θεόν σου ἐν ὅλῃ ⸀τῇ καρδίᾳ σου καὶ ἐν ὅλῃ ⸁τῇ ψυχῇ σου καὶ ἐν ὅλῃ τῇ διανοίᾳ σου·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 38] αὕτη ἐστὶν ⸂ἡ μεγάλη καὶ πρώτη⸃ ἐντολή.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 39] Δευτέρα ⸀δὲ ὁμοία ⸀αὐτῇ· Ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 40] ἐν ταύταις ταῖς δυσὶν ἐντολαῖς ὅλος ὁ νόμος ⸂κρέμαται καὶ οἱ προφῆται⸃.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 41] Συνηγμένων δὲ τῶν Φαρισαίων ἐπηρώτησεν αὐτοὺς ὁ Ἰησοῦς
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 42] λέγων· Τί ὑμῖν δοκεῖ περὶ τοῦ χριστοῦ; τίνος υἱός ἐστιν; λέγουσιν αὐτῷ· Τοῦ Δαυίδ.
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 43] λέγει αὐτοῖς· Πῶς οὖν Δαυὶδ ἐν πνεύματι ⸂καλεῖ αὐτὸν κύριον⸃ λέγων·
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 44] ⸀Εἶπεν κύριος τῷ κυρίῳ μου· Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου;
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 45] εἰ οὖν Δαυὶδ καλεῖ αὐτὸν κύριον, πῶς υἱὸς αὐτοῦ ἐστιν;
[SBLGNT | EL | NT | Matthew | Chapter 22 | Verse 46] καὶ οὐδεὶς ἐδύνατο ⸂ἀποκριθῆναι αὐτῷ⸃ λόγον, οὐδὲ ἐτόλμησέν τις ἀπʼ ἐκείνης τῆς ἡμέρας ἐπερωτῆσαι αὐτὸν οὐκέτι.
