[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 1] Καὶ ἐξελθὼν ὁ Ἰησοῦς ⸂ἀπὸ τοῦ ἱεροῦ ἐπορεύετο⸃, καὶ προσῆλθον οἱ μαθηταὶ αὐτοῦ ἐπιδεῖξαι αὐτῷ τὰς οἰκοδομὰς τοῦ ἱεροῦ·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 12] καὶ διὰ τὸ πληθυνθῆναι τὴν ἀνομίαν ψυγήσεται ἡ ἀγάπη τῶν πολλῶν.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 13] ὁ δὲ ὑπομείνας εἰς τέλος οὗτος σωθήσεται.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 14] καὶ κηρυχθήσεται τοῦτο τὸ εὐαγγέλιον τῆς βασιλείας ἐν ὅλῃ τῇ οἰκουμένῃ εἰς μαρτύριον πᾶσιν τοῖς ἔθνεσιν, καὶ τότε ἥξει τὸ τέλος.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 15] Ὅταν οὖν ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως τὸ ῥηθὲν διὰ Δανιὴλ τοῦ προφήτου ⸀ἑστὸς ἐν τόπῳ ἁγίῳ, ὁ ἀναγινώσκων νοείτω,
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 16] τότε οἱ ἐν τῇ Ἰουδαίᾳ φευγέτωσαν ⸀ἐπὶ τὰ ὄρη,
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 17] ὁ ἐπὶ τοῦ δώματος μὴ ⸀καταβάτω ἆραι τὰ ἐκ τῆς οἰκίας αὐτοῦ,
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 18] καὶ ὁ ἐν τῷ ἀγρῷ μὴ ἐπιστρεψάτω ὀπίσω ἆραι ⸂τὸ ἱμάτιον⸃ αὐτοῦ.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 19] οὐαὶ δὲ ταῖς ἐν γαστρὶ ἐχούσαις καὶ ταῖς θηλαζούσαις ἐν ἐκείναις ταῖς ἡμέραις.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 20] προσεύχεσθε δὲ ἵνα μὴ γένηται ἡ φυγὴ ὑμῶν χειμῶνος μηδὲ σαββάτῳ·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 21] ἔσται γὰρ τότε θλῖψις μεγάλη οἵα οὐ γέγονεν ἀπʼ ἀρχῆς κόσμου ἕως τοῦ νῦν οὐδʼ οὐ μὴ γένηται.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 22] καὶ εἰ μὴ ἐκολοβώθησαν αἱ ἡμέραι ἐκεῖναι, οὐκ ἂν ἐσώθη πᾶσα σάρξ· διὰ δὲ τοὺς ἐκλεκτοὺς κολοβωθήσονται αἱ ἡμέραι ἐκεῖναι.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 23] τότε ἐάν τις ὑμῖν εἴπῃ· Ἰδοὺ ὧδε ὁ χριστός, ἤ· Ὧδε, μὴ πιστεύσητε·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 24] ἐγερθήσονται γὰρ ψευδόχριστοι καὶ ψευδοπροφῆται, καὶ δώσουσιν σημεῖα μεγάλα καὶ τέρατα ὥστε ⸀πλανῆσαι εἰ δυνατὸν καὶ τοὺς ἐκλεκτούς·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 25] ἰδοὺ προείρηκα ὑμῖν.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 26] ἐὰν οὖν εἴπωσιν ὑμῖν· Ἰδοὺ ἐν τῇ ἐρήμῳ ἐστίν, μὴ ἐξέλθητε· Ἰδοὺ ἐν τοῖς ταμείοις, μὴ πιστεύσητε·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 27] ὥσπερ γὰρ ἡ ἀστραπὴ ἐξέρχεται ἀπὸ ἀνατολῶν καὶ φαίνεται ἕως δυσμῶν, οὕτως ⸀ἔσται ἡ παρουσία τοῦ υἱοῦ τοῦ ἀνθρώπου·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 28] ⸀ὅπου ἐὰν ᾖ τὸ πτῶμα, ἐκεῖ συναχθήσονται οἱ ἀετοί.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 29] Εὐθέως δὲ μετὰ τὴν θλῖψιν τῶν ἡμερῶν ἐκείνων ὁ ἥλιος σκοτισθήσεται, καὶ ἡ σελήνη οὐ δώσει τὸ φέγγος αὐτῆς, καὶ οἱ ἀστέρες πεσοῦνται ἀπὸ τοῦ οὐρανοῦ, καὶ αἱ δυνάμεις τῶν οὐρανῶν σαλευθήσονται.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 30] καὶ τότε φανήσεται τὸ σημεῖον τοῦ υἱοῦ τοῦ ἀνθρώπου ἐν ⸀τῷ οὐρανῷ, καὶ τότε κόψονται πᾶσαι αἱ φυλαὶ τῆς γῆς καὶ ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐπὶ τῶν νεφελῶν τοῦ οὐρανοῦ μετὰ δυνάμεως καὶ δόξης πολλῆς·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 31] καὶ ἀποστελεῖ τοὺς ἀγγέλους αὐτοῦ μετὰ ⸀σάλπιγγος μεγάλης, καὶ ἐπισυνάξουσιν τοὺς ἐκλεκτοὺς αὐτοῦ ἐκ τῶν τεσσάρων ἀνέμων ἀπʼ ἄκρων οὐρανῶν ἕως ⸀τῶν ἄκρων αὐτῶν.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 32] Ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν· ὅταν ἤδη ὁ κλάδος αὐτῆς γένηται ἁπαλὸς καὶ τὰ φύλλα ἐκφύῃ, γινώσκετε ὅτι ἐγγὺς τὸ θέρος·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 33] οὕτως καὶ ὑμεῖς, ὅταν ἴδητε ⸂πάντα ταῦτα⸃, γινώσκετε ὅτι ἐγγύς ἐστιν ἐπὶ θύραις.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 34] ἀμὴν λέγω ὑμῖν ⸀ὅτι οὐ μὴ παρέλθῃ ἡ γενεὰ αὕτη ἕως ἂν πάντα ταῦτα γένηται.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 35] ὁ οὐρανὸς καὶ ἡ γῆ ⸀παρελεύσεται, οἱ δὲ λόγοι μου οὐ μὴ παρέλθωσιν.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 36] Περὶ δὲ τῆς ἡμέρας ἐκείνης καὶ ὥρας οὐδεὶς οἶδεν, οὐδὲ οἱ ἄγγελοι τῶν οὐρανῶν ⸂οὐδὲ ὁ υἱός⸃, εἰ μὴ ὁ ⸀πατὴρ μόνος.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 37] ὥσπερ ⸀γὰρ αἱ ἡμέραι τοῦ Νῶε, οὕτως ⸀ἔσται ἡ παρουσία τοῦ υἱοῦ τοῦ ἀνθρώπου·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 38] ⸀ὡς γὰρ ἦσαν ἐν ταῖς ⸀ἡμέραις ταῖς πρὸ τοῦ κατακλυσμοῦ τρώγοντες καὶ πίνοντες, γαμοῦντες καὶ ⸀γαμίζοντες, ἄχρι ἧς ἡμέρας εἰσῆλθεν Νῶε εἰς τὴν κιβωτόν,
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 39] καὶ οὐκ ἔγνωσαν ἕως ἦλθεν ὁ κατακλυσμὸς καὶ ἦρεν ἅπαντας, οὕτως ἔσται ⸀καὶ ἡ παρουσία τοῦ υἱοῦ τοῦ ἀνθρώπου.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 40] τότε ⸂δύο ἔσονται⸃ ἐν τῷ ἀγρῷ, ⸀εἷς παραλαμβάνεται καὶ ⸁εἷς ἀφίεται·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 41] δύο ἀλήθουσαι ἐν τῷ ⸀μύλῳ, μία παραλαμβάνεται καὶ μία ἀφίεται.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 42] γρηγορεῖτε οὖν, ὅτι οὐκ οἴδατε ποίᾳ ⸀ἡμέρᾳ ὁ κύριος ὑμῶν ἔρχεται.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 43] ἐκεῖνο δὲ γινώσκετε ὅτι εἰ ᾔδει ὁ οἰκοδεσπότης ποίᾳ φυλακῇ ὁ κλέπτης ἔρχεται, ἐγρηγόρησεν ἂν καὶ οὐκ ἂν εἴασεν διορυχθῆναι τὴν οἰκίαν αὐτοῦ.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 44] διὰ τοῦτο καὶ ὑμεῖς γίνεσθε ἕτοιμοι, ὅτι ᾗ ⸂οὐ δοκεῖτε ὥρᾳ⸃ ὁ υἱὸς τοῦ ἀνθρώπου ἔρχεται.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 45] Τίς ἄρα ἐστὶν ὁ πιστὸς δοῦλος καὶ φρόνιμος ὃν κατέστησεν ὁ ⸀κύριος ἐπὶ τῆς ⸀οἰκετείας αὐτοῦ τοῦ ⸀δοῦναι αὐτοῖς τὴν τροφὴν ἐν καιρῷ;
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 46] μακάριος ὁ δοῦλος ἐκεῖνος ὃν ἐλθὼν ὁ κύριος αὐτοῦ εὑρήσει ⸂οὕτως ποιοῦντα⸃·
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 47] ἀμὴν λέγω ὑμῖν ὅτι ἐπὶ πᾶσιν τοῖς ὑπάρχουσιν αὐτοῦ καταστήσει αὐτόν.
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 48] ἐὰν δὲ εἴπῃ ὁ κακὸς δοῦλος ἐκεῖνος ἐν τῇ καρδίᾳ αὐτοῦ· Χρονίζει ⸂μου ὁ κύριος⸃,
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 49] καὶ ἄρξηται τύπτειν τοὺς συνδούλους ⸂αὐτοῦ, ἐσθίῃ δὲ καὶ πίνῃ⸃ μετὰ τῶν μεθυόντων,
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 50] ἥξει ὁ κύριος τοῦ δούλου ἐκείνου ἐν ἡμέρᾳ ᾗ οὐ προσδοκᾷ καὶ ἐν ὥρᾳ ᾗ οὐ γινώσκει,
[SBLGNT | EL | NT | Matthew | Chapter 24 | Verse 51] καὶ διχοτομήσει αὐτὸν καὶ τὸ μέρος αὐτοῦ μετὰ τῶν ὑποκριτῶν θήσει· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.
