[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 1] Καὶ ἦλθον εἰς τὸ πέραν τῆς θαλάσσης, εἰς τὴν χώραν τῶν Γαδαρηνῶν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 32] Καὶ περιεβλέπετο ἰδεῖν τὴν τοῦτο ποιήσασαν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 33] Ἡ δὲ γυνὴ φοβηθεῖσα καὶ τρέμουσα, εἰδυῖα ὃ γέγονεν ἐπ᾿ αὐτῇ, ἦλθε καὶ προσέπεσεν αὐτῷ, καὶ εἶπεν αὐτῷ πᾶσαν τὴν ἀλήθειαν.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 34] Ὁ δὲ εἶπεν αὐτῇ, Θύγατερ, ἡ πίστις σου σέσωκέ σε· ὕπαγε εἰς εἰρήνην, καὶ ἴσθι ὑγιὴς ἀπὸ τῆς μάστιγός σου.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 35] Ἔτι αὐτοῦ λαλοῦντος, ἔρχονται ἀπὸ τοῦ ἀρχισυναγώγου, λέγοντες ὅτι Ἡ θυγάτηρ σου ἀπέθανε· τί ἔτι σκύλλεις τὸν διδάσκαλον;
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 36] Ὁ δὲ Ἰησοῦς εὐθέως ἀκούσας τὸν λόγον λαλούμενον λέγει τῷ ἀρχισυναγώγῳ, Μὴ φοβοῦ· μόνον πίστευε.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 37] Καὶ οὐκ ἀφῆκεν οὐδένα αὐτῷ συνακολουθῆσαι, εἰ μὴ Πέτρον καὶ Ἰάκωβον καὶ Ἰωάννην τὸν ἀδελφὸν Ἰακώβου.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 38] Καὶ ἔρχεται εἰς τὸν οἶκον τοῦ ἀρχισυναγώγου, καὶ θεωρεῖ θόρυβον, + 5:38 κλαίοντας ¦ καὶ κλαίοντας SCR κλαίοντας καὶ ἀλαλάζοντας πολλά.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 39] Καὶ εἰσελθὼν λέγει αὐτοῖς, Τί θορυβεῖσθε καὶ κλαίετε; Τὸ παιδίον οὐκ ἀπέθανεν, ἀλλὰ καθεύδει.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 40] Καὶ κατεγέλων αὐτοῦ. Ὁ δέ, ἐκβαλὼν ἅπαντας, παραλαμβάνει τὸν πατέρα τοῦ παιδίου καὶ τὴν μητέρα καὶ τοὺς μετ᾿ αὐτοῦ, καὶ εἰσπορεύεται ὅπου ἦν τὸ παιδίον ἀνακείμενον.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 41] Καὶ κρατήσας τῆς χειρὸς τοῦ παιδίου, λέγει αὐτῇ, Ταλιθά, κοῦμι· ὅ ἐστι μεθερμηνευόμενον, Τὸ κοράσιον, σοὶ λέγω, ἔγειραι.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 42] Καὶ εὐθέως ἀνέστη τὸ κοράσιον καὶ περιεπάτει, ἦν γὰρ ἐτῶν δώδεκα· καὶ ἐξέστησαν ἐκστάσει μεγάλῃ.
[GRCGTR | EL | NT | Mark | Chapter 5 | Verse 43] Καὶ διεστείλατο αὐτοῖς πολλὰ ἵνα μηδεὶς γνῷ τοῦτο· καὶ εἶπε δοθῆναι αὐτῇ φαγεῖν.
