[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 1] Καὶ πάλιν ἤρξατο διδάσκειν παρὰ τὴν θάλασσαν. Καὶ συνήχθη πρὸς αὐτὸν ὄχλος πολύς, ὥστε αὐτὸν ἐμβάντα εἰς τὸ πλοῖον καθῆσθαι ἐν τῇ θαλάσσῃ· καὶ πᾶς ὁ ὄχλος πρὸς τὴν θάλασσαν ἐπὶ τῆς γῆς ἦν.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 12] ἵνα βλέποντες βλέπωσι, καὶ μὴ ἴδωσι· καὶ ἀκούοντες ἀκούωσι, καὶ μὴ συνιῶσι· μήποτε ἐπιστρέψωσι, καὶ ἀφεθῇ αὐτοῖς τὰ ἁμαρτήματα.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 13] Καὶ λέγει αὐτοῖς, Οὐκ οἴδατε τὴν παραβολὴν ταύτην; Καὶ πῶς πάσας τὰς παραβολὰς γνώσεσθε;
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 14] Ὁ σπείρων τὸν λόγον σπείρει.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 15] Οὗτοι δέ εἰσιν οἱ παρὰ τὴν ὁδόν, ὅπου σπείρεται ὁ λόγος, καὶ ὅταν ἀκούσωσιν, εὐθέως ἔρχεται ὁ Σατανᾶς καὶ αἴρει τὸν λόγον τὸν ἐσπαρμένον ἐν ταῖς καρδίαις αὐτῶν.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 16] Καὶ οὗτοί εἰσιν ὁμοίως οἱ ἐπὶ τὰ πετρώδη σπειρόμενοι, οἵ, ὅταν ἀκούσωσι τὸν λόγον, εὐθέως μετὰ χαρᾶς λαμβάνουσιν αὐτόν,
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 17] καὶ οὐκ ἔχουσι ῥίζαν ἐν ἑαυτοῖς, ἀλλὰ πρόσκαιροί εἰσιν· εἶτα γενομένης θλίψεως ἢ διωγμοῦ διὰ τὸν λόγον, εὐθέως σκανδαλίζονται.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 18] Καὶ οὗτοί εἰσιν οἱ εἰς τὰς ἀκάνθας σπειρόμενοι, + 4:18 οὗτοί εἰσιν ¦ — SCR οὗτοί εἰσιν οἱ τὸν λόγον ἀκούοντες,
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 19] καὶ αἱ μέριμναι τοῦ αἰῶνος τούτου, καὶ ἡ ἀπάτη τοῦ πλούτου, καὶ αἱ περὶ τὰ λοιπὰ ἐπιθυμίαι εἰσπορευόμεναι συμπνίγουσι τὸν λόγον, καὶ ἄκαρπος γίνεται.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 20] Καὶ οὗτοί εἰσιν οἱ ἐπὶ τὴν γῆν τὴν καλὴν σπαρέντες, οἵτινες ἀκούουσι τὸν λόγον, καὶ παραδέχονται, καὶ καρποφοροῦσιν, ἐν τριάκοντα, καὶ ἐν ἑξήκοντα, καὶ ἐν ἑκατόν.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 21] Καὶ ἔλεγεν αὐτοῖς, Μήτι ὁ λύχνος ἔρχεται ἵνα ὑπὸ τὸν μόδιον τεθῇ ἢ ὑπὸ τὴν κλίνην; Οὐχ ἵνα ἐπὶ τὴν λυχνίαν ἐπιτεθῇ;
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 22] Οὐ γάρ ἐστί τι κρυπτόν, ὃ ἐὰν μὴ φανερωθῇ· οὐδὲ ἐγένετο ἀπόκρυφον, ἀλλ᾿ ἵνα εἰς φανερὸν ἔλθῃ.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 23] Εἴ τις ἔχει ὦτα ἀκούειν ἀκουέτω.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 24] Καὶ ἔλεγεν αὐτοῖς, Βλέπετε τί ἀκούετε. Ἐν ᾧ μέτρῳ μετρεῖτε μετρηθήσεται ὑμῖν, καὶ προστεθήσεται ὑμῖν τοῖς ἀκούουσιν.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 25] Ὃς γὰρ ἂν ἔχῃ, δοθήσεται αὐτῷ· καὶ ὃς οὐκ ἔχει, καὶ ὃ ἔχει ἀρθήσεται ἀπ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 26] Καὶ ἔλεγεν, Οὕτως ἐστὶν ἡ βασιλεία τοῦ Θεοῦ, ὡς ἐὰν ἄνθρωπος βάλῃ τὸν σπόρον ἐπὶ τῆς γῆς,
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 27] καὶ καθεύδῃ καὶ ἐγείρηται νύκτα καὶ ἡμέραν, καὶ ὁ σπόρος βλαστάνῃ καὶ μηκύνηται ὡς οὐκ οἶδεν αὐτός.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 28] Αὐτομάτη γὰρ ἡ γῆ καρποφορεῖ, πρῶτον χόρτον, εἶτα στάχυν, εἶτα πλήρη σῖτον ἐν τῷ στάχυϊ.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 29] Ὅταν δὲ παραδῷ ὁ καρπός, εὐθέως ἀποστέλλει τὸ δρέπανον, ὅτι παρέστηκεν ὁ θερισμός.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 30] Καὶ ἔλεγε, Τίνι ὁμοιώσωμεν τὴν βασιλείαν τοῦ Θεοῦ; Ἢ ἐν ποίᾳ παραβολῇ παραβάλωμεν αὐτήν;
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 31] Ὡς κόκκῳ σινάπεως, ὅς, ὅταν σπαρῇ ἐπὶ τῆς γῆς, μικρότερος πάντων τῶν σπερμάτων ἐστὶ τῶν ἐπὶ τῆς γῆς·
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 32] καὶ ὅταν σπαρῇ, ἀναβαίνει, καὶ γίνεται πάντων τῶν λαχάνων μείζων, καὶ ποιεῖ κλάδους μεγάλους, ὥστε δύνασθαι ὑπὸ τὴν σκιὰν αὐτοῦ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνοῦν.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 33] Καὶ τοιαύταις παραβολαῖς πολλαῖς ἐλάλει αὐτοῖς τὸν λόγον, καθὼς ἠδύναντο ἀκούειν·
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 34] χωρὶς δὲ παραβολῆς οὐκ ἐλάλει αὐτοῖς· κατ᾿ ἰδίαν δὲ τοῖς μαθηταῖς αὐτοῦ ἐπέλυε πάντα.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 35] Καὶ λέγει αὐτοῖς ἐν ἐκείνῃ τῇ ἡμέρᾳ, ὀψίας γενομένης, Διέλθωμεν εἰς τὸ πέραν.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 36] Καὶ ἀφέντες τὸν ὄχλον, παραλαμβάνουσιν αὐτὸν ὡς ἦν ἐν τῷ πλοίῳ. Καὶ ἄλλα δὲ πλοιάρια ἦν μετ᾿ αὐτοῦ.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 37] Καὶ γίνεται λαῖλαψ ἀνέμου μεγάλη· τὰ δὲ κύματα ἐπέβαλλεν εἰς τὸ πλοῖον, ὥστε αὐτὸ ἤδη γεμίζεσθαι.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 38] Καὶ ἦν αὐτὸς ἐπὶ τῇ πρύμνῃ ἐπὶ τὸ προσκεφάλαιον καθεύδων· καὶ διεγείρουσιν αὐτόν, καὶ λέγουσιν αὐτῷ, Διδάσκαλε, οὐ μέλει σοι ὅτι ἀπολλύμεθα;
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 39] Καὶ διεγερθεὶς ἐπετίμησε τῷ ἀνέμῳ, καὶ εἶπε τῇ θαλάσσῃ, Σιώπα, πεφίμωσο. Καὶ ἐκόπασεν ὁ ἄνεμος, καὶ ἐγένετο γαλήνη μεγάλη.
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 40] Καὶ εἶπεν αὐτοῖς, Τί δειλοί ἐστε οὕτω; Πῶς οὐκ ἔχετε πίστιν;
[GRCGTR | EL | NT | Mark | Chapter 4 | Verse 41] Καὶ ἐφοβήθησαν φόβον μέγαν, καὶ ἔλεγον πρὸς ἀλλήλους, Τίς ἄρα οὗτός ἐστιν, ὅτι καὶ ὁ ἄνεμος καὶ ἡ θάλασσα ὑπακούουσιν αὐτῷ;
