[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 1] Καὶ ἔλεγεν αὐτοῖς, Ἀμὴν λέγω ὑμῖν ὅτι εἰσί τινες τῶν ὧδε ἑστηκότων, οἵτινες οὐ μὴ γεύσωνται θανάτου, ἕως ἂν ἴδωσι τὴν βασιλείαν τοῦ Θεοῦ ἐληλυθυῖαν ἐν δυνάμει.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 38] Ἀπεκρίθη δὲ αὐτῷ ὁ Ἰωάννης, λέγων, Διδάσκαλε, εἴδομέν τινα + 9:38 ἐν ¦ — ST ἐν τῷ ὀνόματί σου ἐκβάλλοντα δαιμόνια, ὃς οὐκ ἀκολουθεῖ ἡμῖν· καὶ ἐκωλύσαμεν αὐτόν, ὅτι οὐκ ἀκολουθεῖ ἡμῖν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 39] Ὁ δὲ Ἰησοῦς εἶπε, Μὴ κωλύετε αὐτόν· οὐδεὶς γάρ ἐστιν ὃς ποιήσει δύναμιν ἐπὶ τῷ ὀνόματί μου, καὶ δυνήσεται ταχὺ κακολογῆσαί με.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 40] Ὃς γὰρ οὐκ ἔστι καθ᾿ + 9:40 ἡμῶν ὑπὲρ ἡμῶν ¦ ὑμῶν ὑπὲρ ὑμῶν ST ἡμῶν ὑπὲρ ἡμῶν ἐστιν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 41] Ὃς γὰρ ἂν ποτίσῃ ὑμᾶς ποτήριον ὕδατος ἐν τῷ ὀνόματί μου, ὅτι Χριστοῦ ἐστέ, ἀμὴν λέγω ὑμῖν, οὐ μὴ ἀπολέσῃ τὸν μισθὸν αὐτοῦ.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 42] Καὶ ὃς ἂν σκανδαλίσῃ ἕνα τῶν + 9:42 μικρῶν ¦ μικρῶν τούτον SCR μικρῶν τῶν πιστευόντων εἰς ἐμέ, καλόν ἐστιν αὐτῷ μᾶλλον εἰ περίκειται λίθος μυλικὸς περὶ τὸν τράχηλον αὐτοῦ, καὶ βέβληται εἰς τὴν θάλασσαν.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 43] Καὶ ἐὰν σκανδαλίζῃ σε ἡ χείρ σου, ἀπόκοψον αὐτήν· καλόν σοι ἐστὶ κυλλὸν εἰς τὴν ζωὴν εἰσελθεῖν, ἢ τὰς δύο χεῖρας ἔχοντα ἀπελθεῖν εἰς τὴν γέενναν, εἰς τὸ πῦρ τὸ ἄσβεστον,
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 44] ὅπου ὁ σκώληξ αὐτῶν οὐ τελευτᾷ, καὶ τὸ πῦρ οὐ σβέννυται.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 45] Καὶ ἐὰν ὁ πούς σου σκανδαλίζῃ σε, ἀπόκοψον αὐτόν· καλόν ἐστί σοι εἰσελθεῖν εἰς τὴν ζωὴν χωλόν, ἢ τοὺς δύο πόδας ἔχοντα βληθῆναι εἰς τὴν + 9:45 γέενναν ¦ γέεναν ST γέενναν, εἰς τὸ πῦρ τὸ ἄσβεστον,
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 46] ὅπου ὁ σκώληξ αὐτῶν οὐ τελευτᾷ, καὶ τὸ πῦρ οὐ σβέννυται.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 47] Καὶ ἐὰν ὁ ὀφθαλμός σου σκανδαλίζῃ σε, ἔκβαλε αὐτόν· καλόν σοι ἐστὶ μονόφθαλμον εἰσελθεῖν εἰς τὴν βασιλείαν τοῦ Θεοῦ, ἢ δύο ὀφθαλμοὺς ἔχοντα βληθῆναι εἰς τὴν γέενναν τοῦ πυρός,
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 48] ὅπου ὁ σκώληξ αὐτῶν οὐ τελευτᾷ, καὶ τὸ πῦρ οὐ σβέννυται.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 49] Πᾶς γὰρ πυρὶ ἁλισθήσεται, καὶ πᾶσα θυσία ἁλὶ ἁλισθήσεται.
[GRCGTR | EL | NT | Mark | Chapter 9 | Verse 50] Καλὸν τὸ ἅλας· ἐὰν δὲ τὸ ἅλας ἄναλον γένηται, ἐν τίνι αὐτὸ ἀρτύσετε; Ἔχετε ἐν ἑαυτοῖς ἅλας, καὶ εἰρηνεύετε ἐν ἀλλήλοις.
