[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 1] Καὶ ἐκπορευομένου αὐτοῦ ἐκ τοῦ ἱεροῦ, λέγει αὐτῷ εἷς τῶν μαθητῶν αὐτοῦ, Διδάσκαλε, ἴδε, ποταποὶ λίθοι καὶ ποταπαὶ οἰκοδομαί.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 12] Παραδώσει δὲ ἀδελφὸς ἀδελφὸν εἰς θάνατον, καὶ πατὴρ τέκνον· καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς, καὶ θανατώσουσιν αὐτούς.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 13] Καὶ ἔσεσθε μισούμενοι ὑπὸ πάντων διὰ τὸ ὄνομά μου· ὁ δὲ ὑπομείνας εἰς τέλος, οὗτος σωθήσεται.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 14] Ὅταν δὲ ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως, τὸ ῥηθὲν ὑπὸ Δανιὴλ τοῦ προφήτου, + 13:14 ἑστὼς ¦ ἑστὸς ST ἑστὼς ὅπου οὐ δεῖ — ὁ ἀναγινώσκων νοείτω — τότε οἱ ἐν τῇ Ἰουδαίᾳ φευγέτωσαν εἰς τὰ ὄρη·
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 15] ὁ δὲ ἐπὶ τοῦ δώματος μὴ καταβάτω εἰς τὴν οἰκίαν, μηδὲ εἰσελθέτω ἆραί τι ἐκ τῆς οἰκίας αὐτοῦ·
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 16] καὶ ὁ εἰς τὸν ἀγρὸν ὢν μὴ ἐπιστρεψάτω εἰς τὰ ὀπίσω, ἆραι τὸ ἱμάτιον αὐτοῦ.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 17] Οὐαὶ δὲ ταῖς ἐν γαστρὶ ἐχούσαις καὶ ταῖς θηλαζούσαις ἐν ἐκείναις ταῖς ἡμέραις.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 18] Προσεύχεσθε δὲ ἵνα μὴ γένηται ἡ φυγὴ ὑμῶν χειμῶνος.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 19] Ἔσονται γὰρ αἱ ἡμέραι ἐκεῖναι θλίψις, οἵα οὐ γέγονε τοιαύτη ἀπ᾿ ἀρχῆς κτίσεως ἧς ἔκτισεν ὁ Θεὸς ἕως τοῦ νῦν, καὶ οὐ μὴ γένηται.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 20] Καὶ εἰ μὴ Κύριος ἐκολόβωσε τὰς ἡμέρας, οὐκ ἂν ἐσώθη πᾶσα σάρξ· ἀλλὰ διὰ τοὺς ἐκλεκτούς, οὓς ἐξελέξατο, ἐκολόβωσε τὰς ἡμέρας.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 21] Καὶ τότε ἐάν τις ὑμῖν εἴπῃ, Ἰδού, ὧδε ὁ Χριστός, ἢ Ἰδού, ἐκεῖ, μὴ πιστεύσητε.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 22] Ἐγερθήσονται γὰρ ψευδόχριστοι καὶ ψευδοπροφῆται, καὶ δώσουσι σημεῖα καὶ τέρατα, πρὸς τὸ ἀποπλανᾷν, εἰ δυνατόν, καὶ τοὺς ἐκλεκτούς.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 23] Ὑμεῖς δὲ βλέπετε· ἰδού, προείρηκα ὑμῖν πάντα.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 24] Ἀλλ᾿ ἐν ἐκείναις ταῖς ἡμέραις, μετὰ τὴν θλίψιν ἐκείνην, ὁ ἥλιος σκοτισθήσεται, καὶ ἡ σελήνη οὐ δώσει τὸ φέγγος αὐτῆς,
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 25] καὶ οἱ ἀστέρες τοῦ οὐρανοῦ ἔσονται ἐκπίπτοντες, καὶ αἱ δυνάμεις αἱ ἐν τοῖς οὐρανοῖς σαλευθήσονται.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 26] Καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλαις μετὰ δυνάμεως πολλῆς καὶ δόξης.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 27] Καὶ τότε ἀποστελεῖ τοὺς ἀγγέλους αὐτοῦ, καὶ ἐπισυνάξει τοὺς ἐκλεκτοὺς αὐτοῦ ἐκ τῶν τεσσάρων ἀνέμων, ἀπ᾿ ἄκρου γῆς ἕως ἄκρου οὐρανοῦ.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 28] Ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν· ὅταν αὐτῆς ἤδη ὁ κλάδος ἁπαλὸς γένηται, καὶ ἐκφύῃ τὰ φύλλα, γινώσκετε ὅτι ἐγγὺς τὸ θέρος ἐστίν·
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 29] οὕτω καὶ ὑμεῖς, ὅταν ταῦτα ἴδητε γινόμενα, γινώσκετε ὅτι ἐγγύς ἐστιν ἐπὶ θύραις.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 30] Ἀμὴν λέγω ὑμῖν ὅτι οὐ μὴ παρέλθῃ ἡ γενεὰ αὕτη, μέχρις οὗ πάντα ταῦτα γένηται.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 31] Ὁ οὐρανὸς καὶ ἡ γῆ παρελεύσονται, οἱ δὲ λόγοι μου οὐ μὴ παρέλθωσι.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 32] Περὶ δὲ τῆς ἡμέρας ἐκείνης καὶ τῆς ὥρας οὐδεὶς οἶδεν, οὐδὲ οἱ ἄγγελοι οἱ ἐν οὐρανῷ, οὐδὲ ὁ υἱός, εἰ μὴ ὁ πατήρ.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 33] Βλέπετε, ἀγρυπνεῖτε καὶ προσεύχεσθε· οὐκ οἴδατε γὰρ πότε ὁ καιρός ἐστιν.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 34] Ὡς ἄνθρωπος ἀπόδημος ἀφεὶς τὴν οἰκίαν αὐτοῦ, καὶ δοὺς τοῖς δούλοις αὐτοῦ τὴν ἐξουσίαν, καὶ ἑκάστῳ τὸ ἔργον αὐτοῦ, καὶ τῷ θυρωρῷ ἐνετείλατο ἵνα γρηγορῇ.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 35] Γρηγορεῖτε οὖν· οὐκ οἴδατε γὰρ πότε ὁ κύριος τῆς οἰκίας ἔρχεται, ὀψέ, ἢ μεσονυκτίου, ἢ ἀλεκτοροφωνίας, ἢ πρωΐ·
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 36] μὴ ἐλθὼν ἐξαίφνης εὕρῃ ὑμᾶς καθεύδοντας.
[GRCGTR | EL | NT | Mark | Chapter 13 | Verse 37] Ἃ δὲ ὑμῖν λέγω πᾶσι λέγω, Γρηγορεῖτε.
