[IRV | PA | NT | Matthew | Chapter 7 | Verse 1] ਦੋਸ਼ ਨਾ ਲਾਓ ਤਾਂ ਜੋ ਤੁਹਾਡੇ ਉੱਤੇ ਵੀ ਦੋਸ਼ ਨਾ ਲਾਇਆ ਜਾਵੇ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 18] ਚੰਗਾ ਰੁੱਖ ਬੁਰਾ ਫਲ ਨਹੀਂ ਦੇ ਸਕਦਾ ਅਤੇ ਨਾ ਮਾੜਾ ਰੁੱਖ ਚੰਗਾ ਫਲ ਦੇ ਸਕਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 19] ਹਰੇਕ ਰੁੱਖ ਜਿਹੜਾ ਚੰਗਾ ਫਲ ਨਹੀਂ ਦਿੰਦਾ ਵੱਢਿਆ ਅਤੇ ਅੱਗ ਵਿੱਚ ਸੁੱਟਿਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 20] ਇਸ ਲਈ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਦੇ ਫਲਾਂ ਤੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਪਛਾਣੋਗੇ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 21] ਹਰ ਕੋਈ ਮੈਨੂੰ ਪ੍ਰਭੂ! ਪ੍ਰਭੂ! ਕਹਿਣ ਵਾਲਾ ਸਵਰਗ ਰਾਜ ਵਿੱਚ ਨਹੀਂ ਵੜੇਗਾ ਪਰ ਉਹ ਹੀ ਵੜੇਗਾ ਜੋ ਮੇਰੇ ਸਵਰਗੀ ਪਿਤਾ ਦੀ ਮਰਜ਼ੀ ਉੱਤੇ ਚੱਲਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 22] ਉਸ ਦਿਨ ਬਹੁਤੇ ਮੈਨੂੰ ਆਖਣਗੇ, ਹੇ ਪ੍ਰਭੂ! ਹੇ ਪ੍ਰਭੂ! ਕੀ ਅਸੀਂ ਤੇਰਾ ਨਾਮ ਲੈ ਕੇ ਅਗੰਮ ਵਾਕ ਨਹੀਂ ਕੀਤੇ? ਅਤੇ ਤੇਰਾ ਨਾਮ ਲੈ ਕੇ ਭੂਤ ਨਹੀਂ ਕੱਢੇ? ਅਤੇ ਤੇਰਾ ਨਾਮ ਲੈ ਕੇ ਬਹੁਤ ਅਚਰਜ਼ ਕੰਮ ਨਹੀਂ ਕੀਤੇ?
[IRV | PA | NT | Matthew | Chapter 7 | Verse 23] ਤਦ ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਸਪੱਸ਼ਟ ਆਖਾਂਗਾ, ਕਿ ਮੈਂ ਤੁਹਾਨੂੰ ਕਦੇ ਵੀ ਨਹੀਂ ਜਾਣਿਆ। ਹੇ ਸਭ ਕੁਧਰਮੀਓ, ਮੇਰੇ ਕੋਲੋਂ ਦੂਰ ਹੋ ਜਾਓ!
[IRV | PA | NT | Matthew | Chapter 7 | Verse 24] ਇਸ ਲਈ ਜਿਹੜਾ ਮੇਰੇ ਇਹ ਬਚਨ ਸੁਣਦਾ ਅਤੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਚੱਲਦਾ ਹੈ, ਉਹ ਉਸ ਬੁੱਧਵਾਨ ਵਰਗਾ ਹੈ ਜਿਸ ਨੇ ਆਪਣਾ ਘਰ ਪੱਥਰ ਉੱਤੇ ਬਣਾਇਆ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 25] ਮੀਂਹ ਵਰ੍ਹਿਆ, ਹੜ੍ਹ ਆਏ ਅਤੇ ਹਨੇਰੀਆਂ ਵਗੀਆਂ ਅਤੇ ਉਸ ਘਰ ਨੂੰ ਧੱਕਾ ਮਾਰਿਆ; ਪਰ ਉਹ ਨਾ ਡਿੱਗਿਆ, ਕਿਉਂਕਿ ਉਸ ਦੀ ਨੀਂਹ ਪੱਥਰ ਉੱਤੇ ਧਰੀ ਹੋਈ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 26] ਅਤੇ ਹਰ ਕੋਈ ਜਿਹੜਾ ਮੇਰੇ ਇਹ ਬਚਨ ਸੁਣਦਾ ਅਤੇ ਉਨ੍ਹਾਂ ਉੱਤੇ ਨਹੀਂ ਚੱਲਦਾ ਉਹ ਉਸ ਮੂਰਖ ਵਰਗਾ ਹੈ ਜਿਸ ਨੇ ਆਪਣਾ ਘਰ ਰੇਤ ਉੱਤੇ ਬਣਾਇਆ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 27] ਮੀਂਹ ਵਰ੍ਹਿਆ, ਹੜ੍ਹ ਆਏ ਅਤੇ ਹਨੇਰੀਆਂ ਵਗੀਆਂ ਅਤੇ ਉਸ ਘਰ ਨੂੰ ਧੱਕਾ ਮਾਰਿਆ; ਅਤੇ ਉਹ ਘਰ ਡਿੱਗ ਗਿਆ ਅਤੇ ਉਸ ਦਾ ਵੱਡਾ ਨਾਸ ਹੋਇਆ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 28] ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦੋਂ ਯਿਸੂ ਇਹ ਗੱਲਾਂ ਕਰ ਹੱਟਿਆ ਤਾਂ ਭੀੜ ਉਹ ਦੇ ਉਪਦੇਸ਼ ਤੋਂ ਹੈਰਾਨ ਹੋਈ।
[IRV | PA | NT | Matthew | Chapter 7 | Verse 29] ਕਿਉਂਕਿ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉਪਦੇਸ਼ਕਾਂ ਵਾਂਗੂੰ ਉਪਦੇਸ਼ ਨਹੀਂ ਦਿੱਤਾ, ਸਗੋਂ ਇੱਕ ਅਧਿਕਾਰ ਨਾਲ ਉਪਦੇਸ਼ ਦਿੱਤਾ।
