[IRV | PA | NT | Matthew | Chapter 27 | Verse 1] ਜਦ ਸਵੇਰ ਹੋਈ ਤਾਂ ਸਾਰੇ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਲੋਕਾਂ ਦੇ ਬਜ਼ੁਰਗਾਂ ਨੇ ਯਿਸੂ ਦੇ ਵਿਰੁੱਧ ਯੋਜਨਾਂ ਬਣਾਈ ਜੋ ਉਹ ਨੂੰ ਜਾਨੋਂ ਮਾਰ ਸੁੱਟਣ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 12] ਜਦ ਮੁੱਖ ਜਾਜਕ ਅਤੇ ਬਜ਼ੁਰਗ ਉਸ ਉੱਤੇ ਦੋਸ਼ ਲਾਉਂਦੇ ਸਨ, ਉਹ ਕੁਝ ਜ਼ਵਾਬ ਨਹੀਂ ਸੀ ਦਿੰਦਾ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 13] ਤਦ ਪਿਲਾਤੁਸ ਨੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਤੂੰ ਸੁਣਦਾ ਨਹੀਂ, ਜੋ ਇਹ ਤੇਰੇ ਵਿਰੁੱਧ ਕਿੰਨੀਆਂ ਗਵਾਹੀਆਂ ਦਿੰਦੇ ਹਨ?
[IRV | PA | NT | Matthew | Chapter 27 | Verse 14] ਪਰ ਉਸ ਨੇ ਉਹ ਨੂੰ ਇੱਕ ਗੱਲ ਦਾ ਵੀ ਜ਼ਵਾਬ ਨਾ ਦਿੱਤਾ, ਇੱਥੋਂ ਤੱਕ ਕਿ ਹਾਕਮ ਬਹੁਤ ਹੈਰਾਨ ਹੋਇਆ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 15] ਅਤੇ ਹਾਕਮ ਦਾ ਇਹ ਰਿਵਾਜ਼ ਸੀ ਜੋ ਉਸ ਤਿਉਹਾਰ ਤੇ ਲੋਕਾਂ ਦੇ ਲਈ ਇੱਕ ਕੈਦੀ ਨੂੰ ਛੱਡਦਾ ਹੁੰਦਾ ਸੀ, ਜਿਸ ਨੂੰ ਉਹ ਚਾਹੁੰਦੇ ਸਨ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 16] ਅਤੇ ਉਸ ਵੇਲੇ ਉਨ੍ਹਾਂ ਦਾ ਬਰੱਬਾ ਕਰਕੇ ਇੱਕ ਨਾਮੀ ਕੈਦੀ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 17] ਸੋ ਜਦ ਉਹ ਇਕੱਠੇ ਹੋਏ ਤਾਂ ਪਿਲਾਤੁਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਕਿਸਨੂੰ ਚਾਹੁੰਦੇ ਹੋ ਜੋ ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਛੱਡ ਦਿਆਂ, ਬਰੱਬਾ ਨੂੰ ਜਾਂ ਯਿਸੂ ਨੂੰ ਜਿਹੜਾ ਮਸੀਹ ਅਖਵਾਉਂਦਾ ਹੈ?
[IRV | PA | NT | Matthew | Chapter 27 | Verse 18] ਕਿਉਂਕਿ ਉਹ ਜਾਣਦਾ ਸੀ ਕਿ ਉਨ੍ਹਾਂ ਉਸ ਨੂੰ ਈਰਖਾ ਦੇ ਕਾਰਨ ਹਵਾਲੇ ਕੀਤਾ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 19] ਜਦ ਉਹ ਅਦਾਲਤ ਦੀ ਗੱਦੀ ਉੱਤੇ ਬੈਠਾ ਹੋਇਆ ਸੀ, ਉਹ ਦੀ ਪਤਨੀ ਨੇ ਉਹ ਨੂੰ ਸੁਨੇਹਾ ਭੇਜਿਆ ਜੋ ਤੂੰ ਉਸ ਧਰਮੀ ਨਾਲ ਕੁਝ ਵਾਸਤਾ ਨਾ ਰੱਖ ਕਿਉਂ ਜੋ ਮੈਂ ਅੱਜ ਸੁਫ਼ਨੇ ਵਿੱਚ ਉਸ ਦੇ ਕਾਰਨ ਵੱਡਾ ਦੁੱਖ ਦੇਖਿਆ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 20] ਪਰ ਮੁੱਖ ਜਾਜਕਾਂ ਅਤੇ ਬਜ਼ੁਰਗਾਂ ਨੇ ਲੋਕਾਂ ਨੂੰ ਭੜਕਾਇਆ ਜੋ ਬਰੱਬਾ ਨੂੰ ਮੰਗੋ ਅਤੇ ਯਿਸੂ ਦਾ ਨਾਸ ਕਰੋ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 21] ਫੇਰ ਹਾਕਮ ਨੇ ਅੱਗੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਤੁਸੀਂ ਦੋਹਾਂ ਵਿੱਚੋਂ ਕਿਸਨੂੰ ਚਾਹੁੰਦੇ ਹੋ ਜੋ ਮੈਂ ਤੁਹਾਡੇ ਲਈ ਛੱਡ ਦਿਆਂ? ਉਹ ਬੋਲੇ, ਬਰੱਬਾ ਨੂੰ!
[IRV | PA | NT | Matthew | Chapter 27 | Verse 22] ਪਿਲਾਤੁਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਫੇਰ ਯਿਸੂ ਨੂੰ ਜਿਹੜਾ ਮਸੀਹ ਅਖਵਾਉਂਦਾ ਹੈ, ਮੈਂ ਕੀ ਕਰਾਂ? ਉਹ ਸਭ ਬੋਲੇ, ਸਲੀਬ ਤੇ ਚੜ੍ਹਾ ਦਿਓ!
[IRV | PA | NT | Matthew | Chapter 27 | Verse 23] ਪਰ ਉਸ ਨੇ ਆਖਿਆ, ਉਹ ਨੇ ਕੀ ਬੁਰਿਆਈ ਕੀਤੀ ਹੈ? ਪਰ ਉਨ੍ਹਾਂ ਨੇ ਹੋਰ ਵੀ ਰੌਲ਼ਾ ਪਾ ਕੇ ਆਖਿਆ, ਇਸ ਨੂੰ ਸਲੀਬ ਤੇ ਚੜ੍ਹਾ ਦਿਓ!
[IRV | PA | NT | Matthew | Chapter 27 | Verse 24] ਜਦ ਪਿਲਾਤੁਸ ਨੇ ਵੇਖਿਆ ਜੋ ਕੁਝ ਨਹੀਂ ਬਣਦਾ, ਸਗੋਂ ਹੋਰ ਵੀ ਰੌਲ਼ਾ ਪੈਂਦਾ ਜਾਂਦਾ ਹੈ, ਤਦ ਉਹ ਨੇ ਪਾਣੀ ਲੈ ਕੇ ਲੋਕਾਂ ਦੇ ਸਾਹਮਣੇ ਹੱਥ ਧੋਤੇ ਅਤੇ ਕਿਹਾ, ਮੈਂ ਇਸ ਦੇ ਲਹੂ ਤੋਂ ਨਿਰਦੋਸ਼ ਹਾਂ! ਤੁਸੀਂ ਜਾਣੋ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 25] ਅਤੇ ਸਾਰੇ ਲੋਕਾਂ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਉਹ ਦਾ ਲਹੂ ਸਾਡੇ ਉੱਤੇ ਅਤੇ ਸਾਡੀ ਔਲਾਦ ਉੱਤੇ ਹੋਵੇ!
[IRV | PA | NT | Matthew | Chapter 27 | Verse 26] ਤਦ ਉਸ ਨੇ ਬਰੱਬਾ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਲਈ ਛੱਡ ਦਿੱਤਾ, ਪਰ ਯਿਸੂ ਨੂੰ ਕੋਰੜੇ ਮਾਰ ਕੇ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾਉਣ ਲਈ ਹਵਾਲੇ ਕੀਤਾ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 27] ਤਦ ਹਾਕਮ ਦੇ ਸਿਪਾਹੀਆਂ ਨੇ ਯਿਸੂ ਨੂੰ ਦੀਵਾਨਖ਼ਾਨੇ ਵਿੱਚ ਲੈ ਜਾ ਕੇ, ਸਾਰੇ ਲੋਕ ਉਹ ਦੇ ਕੋਲ ਇਕੱਠੇ ਕੀਤੇ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 28] ਅਤੇ ਉਹ ਦੇ ਕੱਪੜੇ ਲਾਹ ਕੇ ਕਿਰਮਚੀ ਚੋਗਾ ਉਹ ਨੂੰ ਪੁਆਇਆ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 29] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਕੰਡਿਆਂ ਦਾ ਤਾਜ ਗੁੰਦਕੇ ਉਹ ਦੇ ਸਿਰ ਉੱਤੇ ਰੱਖਿਆ ਅਤੇ ਇੱਕ ਕਾਨਾ ਉਹ ਦੇ ਸੱਜੇ ਹੱਥ ਵਿੱਚ ਦਿੱਤਾ ਅਤੇ ਉਹ ਦੇ ਸਾਹਮਣੇ ਗੋਡੇ ਨਿਵਾਏ ਅਤੇ ਉਹ ਨੂੰ ਮਖ਼ੌਲ ਕਰ ਕੇ ਆਖਿਆ, ਹੇ ਯਹੂਦੀਆਂ ਦੇ ਰਾਜਾ, ਨਮਸਕਾਰ!
[IRV | PA | NT | Matthew | Chapter 27 | Verse 30] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਉੱਤੇ ਥੁੱਕਿਆ ਅਤੇ ਉਹ ਕਾਨਾ ਲੈ ਕੇ ਉਹ ਦੇ ਸਿਰ ਉੱਤੇ ਮਾਰਿਆ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 31] ਜਦ ਉਹ ਮਖ਼ੌਲ ਕਰ ਹਟੇ ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਚੋਗਾ ਉਹ ਦੇ ਉੱਤੋਂ ਲਾਹ ਲਿਆ ਅਤੇ ਉਸੇ ਦੇ ਕੱਪੜੇ ਉਹ ਨੂੰ ਪੁਆਏ ਅਤੇ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾਉਣ ਲਈ ਉਹ ਨੂੰ ਲੈ ਗਏ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 32] ਜਦ ਉਹ ਬਾਹਰ ਜਾਂਦੇ ਸਨ ਉਨ੍ਹਾਂ ਨੇ ਸ਼ਮਊਨ ਨਾਮ ਦੇ ਇੱਕ ਕੁਰੇਨੀ ਮਨੁੱਖ ਨੂੰ ਵੇਖਿਆ। ਉਹਨਾਂ ਨੇ ਉਸ ਨੂੰ ਯਿਸੂ ਦੀ ਸਲੀਬ ਚੁੱਕ ਕੇ ਲੈ ਜਾਣ ਲਈ ਮਜ਼ਬੂਰ ਕੀਤਾ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 33] ਅਤੇ ਜਦ ਉਸ ਥਾਂ ਵਿੱਚ ਆਏ ਜਿਹ ਦਾ ਨਾਮ ਗਲਗਥਾ ਅਰਥਾਤ ਖੋਪੜੀ ਦਾ ਥਾਂ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 34] ਤਾਂ ਉਨ੍ਹਾਂ ਨੇ ਪਿੱਤ ਨਾਲ ਮਿਲਾਈ ਹੋਈ ਦਾਖ਼ਰਸ ਉਹ ਨੂੰ ਪੀਣ ਲਈ ਦਿੱਤੀ ਪਰ ਉਸ ਨੇ ਚੱਖ ਕੇ ਉਹ ਨੂੰ ਪੀਣਾ ਨਾ ਚਾਹਿਆ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 35] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਨੂੰ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾਇਆ ਅਤੇ ਗੁਣੇ ਪਾ ਕੇ ਉਹ ਦੇ ਕੱਪੜੇ ਵੰਡ ਲਏ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 36] ਅਤੇ ਬੈਠ ਕੇ ਉਹ ਦੀ ਰਾਖੀ ਕਰਨ ਲੱਗੇ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 37] ਉਨ੍ਹਾਂ ਨੇ ਉਹ ਦੇ ਸਿਰ ਦੇ ਉਤਾਹਾਂ ਕਰ ਕੇ ਉਹ ਦੀ ਦੋਸ਼ ਪੱਤ੍ਰੀ ਲਾਈ, “ਇਹ ਯਿਸੂ ਯਹੂਦੀਆਂ ਦਾ ਰਾਜਾ ਹੈ”।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 38] ਉਸ ਵੇਲੇ ਉਹ ਦੇ ਨਾਲ ਦੋ ਡਾਕੂ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾਏ ਗਏ, ਇੱਕ ਸੱਜੇ ਅਤੇ ਦੂਜਾ ਖੱਬੇ ਪਾਸੇ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 39] ਅਤੇ ਆਉਣ ਜਾਣ ਵਾਲੇ ਉਸ ਦਾ ਅਪਮਾਨ ਕਰ ਕੇ ਅਤੇ ਸਿਰ ਹਿਲਾ ਕੇ ਕਹਿਣ ਲੱਗੇ,
[IRV | PA | NT | Matthew | Chapter 27 | Verse 40] ਤੂੰ ਜਿਹੜਾ ਹੈਕਲ ਨੂੰ ਢਾਹ ਕੇ ਤਿੰਨਾਂ ਦਿਨਾਂ ਵਿੱਚ ਬਣਾਉਂਦਾ ਸੀ ਆਪਣੇ ਆਪ ਨੂੰ ਬਚਾ ਲੈ! ਜੇ ਤੂੰ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਹੈਂ ਤਾਂ ਸਲੀਬ ਉੱਤੋਂ ਉੱਤਰ ਆ!
[IRV | PA | NT | Matthew | Chapter 27 | Verse 41] ਅਤੇ ਇਸੇ ਤਰ੍ਹਾਂ ਮੁੱਖ ਜਾਜਕਾਂ ਨੇ ਵੀ ਉਪਦੇਸ਼ਕਾਂ ਅਤੇ ਬਜ਼ੁਰਗਾਂ ਦੇ ਨਾਲ ਮਿਲ ਕੇ ਮਖ਼ੌਲ ਕੀਤਾ ਅਤੇ ਕਿਹਾ,
[IRV | PA | NT | Matthew | Chapter 27 | Verse 42] ਉਸ ਨੇ ਹੋਰਨਾਂ ਨੂੰ ਬਚਾਇਆ, ਆਪਣੇ ਆਪ ਨੂੰ ਨਹੀਂ ਬਚਾ ਸਕਦਾ! ਇਹ ਇਸਰਾਏਲ ਦਾ ਪਾਤਸ਼ਾਹ ਹੈ! ਹੁਣ ਸਲੀਬ ਤੋਂ ਉੱਤਰ ਆਵੇ ਤਾਂ ਅਸੀਂ ਉਹ ਦੇ ਉੱਤੇ ਵਿਸ਼ਵਾਸ ਕਰਾਂਗੇ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 43] ਉਹ ਨੇ ਪਰਮੇਸ਼ੁਰ ਉੱਤੇ ਭਰੋਸਾ ਰੱਖਿਆ ਸੀ। ਜੇ ਉਹ ਉਸ ਨੂੰ ਚਾਹੁੰਦਾ ਹੈ ਤਾਂ ਹੁਣ ਉਸ ਨੂੰ ਛੁਡਾਵੇ ਕਿਉਂ ਜੋ ਉਹ ਨੇ ਆਖਿਆ ਸੀ, ਮੈਂ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਹਾਂ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 44] ਅਤੇ ਉਹ ਡਾਕੂ ਜਿਹੜੇ ਉਹ ਦੇ ਨਾਲ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾਏ ਗਏ, ਇਸੇ ਤਰ੍ਹਾਂ ਉਹ ਨੂੰ ਤਾਅਨੇ ਮਾਰਦੇ ਸਨ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 45] ਦੁਪਹਿਰ ਤੋਂ ਲੈ ਕੇ ਤੀਜੇ ਪਹਿਰ ਤੱਕ ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਹਨ੍ਹੇਰਾ ਰਿਹਾ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 46] ਅਤੇ ਤੀਜੇ ਪਹਿਰ ਯਿਸੂ ਨੇ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਪੁਕਾਰਿਆ ਕਿ “ਏਲੀ ਏਲੀ ਲਮਾ ਸਬਕਤਨੀ” ਜਿਸ ਦਾ ਅਰਥ ਇਹ ਹੈ, ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਹੇ ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਮੈਨੂੰ ਕਿਉਂ ਛੱਡ ਦਿੱਤਾ?
[IRV | PA | NT | Matthew | Chapter 27 | Verse 47] ਅਤੇ ਕਈ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਜਿਹੜੇ ਉੱਥੇ ਖੜ੍ਹੇ ਸਨ ਸੁਣ ਕੇ ਬੋਲੇ, ਇਹ ਏਲੀਯਾਹ ਨੂੰ ਅਵਾਜ਼ ਮਾਰਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 48] ਅਤੇ ਉਸੇ ਵੇਲੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਦੌੜ ਕੇ ਸਪੰਜ ਲਿਆਇਆ ਅਤੇ ਸਿਰਕੇ ਨਾਲ ਗਿੱਲਾ ਕਰਕੇ ਅਤੇ ਕਾਨੇ ਉੱਤੇ ਬੰਨ੍ਹ ਕੇ ਉਹ ਨੂੰ ਚੁਸਾਇਆ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 49] ਹੋਰਨਾਂ ਆਖਿਆ, ਰਹਿਣ ਦੇ। ਅਸੀਂ ਵੇਖੀਏ ਭਲਾ, ਏਲੀਯਾਹ ਉਹ ਦੇ ਬਚਾਉਣ ਨੂੰ ਆਉਂਦਾ ਹੈ ਕਿ ਨਹੀਂ?
[IRV | PA | NT | Matthew | Chapter 27 | Verse 50] ਯਿਸੂ ਨੇ ਫੇਰ ਉੱਚੀ ਅਵਾਜ਼ ਨਾਲ ਪੁਕਾਰ ਕੇ ਜਾਨ ਦੇ ਦਿੱਤੀ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 51] ਅਤੇ ਵੇਖੋ, ਹੈਕਲ ਦਾ ਪਰਦਾ ਉੱਪਰੋਂ ਲੈ ਕੇ ਹੇਠਾਂ ਤੱਕ ਪਾਟ ਕੇ ਦੋ ਹੋ ਗਿਆ ਅਤੇ ਧਰਤੀ ਕੰਬੀ ਅਤੇ ਪੱਥਰ ਤਿੜਕ ਗਏ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 52] ਅਤੇ ਕਬਰਾਂ ਖੁੱਲ੍ਹ ਗਈਆਂ ਅਤੇ ਸੁੱਤੇ ਹੋਏ ਸੰਤਾਂ ਦੀਆਂ ਬਹੁਤ ਲੋਥਾਂ ਉੱਠਾਈਆਂ ਗਈਆਂ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 53] ਜੀ ਉੱਠਣ ਦੇ ਬਾਅਦ ਉਹ ਕਬਰਾਂ ਵਿੱਚੋਂ ਨਿੱਕਲ ਕੇ ਪਵਿੱਤਰ ਸ਼ਹਿਰ ਦੇ ਅੰਦਰ ਚੱਲੇ ਗਏ ਅਤੇ ਬਹੁਤਿਆਂ ਨੂੰ ਵਿਖਾਈ ਦਿੱਤੇ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 54] ਸੂਬੇਦਾਰ ਅਤੇ ਜਿਹੜੇ ਉਹ ਦੇ ਨਾਲ ਯਿਸੂ ਦੀ ਰਾਖੀ ਕਰਦੇ ਸਨ ਭੂਚਾਲ ਅਤੇ ਸਾਰੀ ਵਾਰਤਾ ਵੇਖ ਕੇ ਬਹੁਤ ਡਰੇ ਅਤੇ ਬੋਲੇ, ਇਹ ਸੱਚ-ਮੁੱਚ ਪਰਮੇਸ਼ੁਰ ਦਾ ਪੁੱਤਰ ਸੀ!
[IRV | PA | NT | Matthew | Chapter 27 | Verse 55] ਉੱਥੇ ਬਹੁਤ ਔਰਤਾਂ ਦੂਰੋਂ ਵੇਖ ਰਹੀਆਂ ਸਨ, ਜਿਹੜੀਆਂ ਯਿਸੂ ਨੇ ਨਾਲ ਗਲੀਲ ਤੋਂ ਉਹ ਦੀ ਟਹਿਲ ਸੇਵਾ ਕਰਦੀਆਂ ਆਈਆਂ ਸਨ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 56] ਉਨ੍ਹਾਂ ਵਿੱਚ ਮਰਿਯਮ ਮਗਦਲੀਨੀ, ਯਾਕੂਬ ਤੇ ਯੋਸੇਸ ਦੀ ਮਾਤਾ ਮਰਿਯਮ ਅਤੇ ਜ਼ਬਦੀ ਦੇ ਪੁੱਤਰਾਂ ਦੀ ਮਾਤਾ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 57] ਜਦ ਸ਼ਾਮ ਹੋਈ ਤਾਂ ਯੂਸੁਫ਼ ਨਾਮ ਦਾ ਅਰਿਮਥੇਆ ਦਾ ਇੱਕ ਧਨੀ ਮਨੁੱਖ ਆਇਆ ਜਿਹੜਾ ਆਪ ਵੀ ਯਿਸੂ ਦਾ ਚੇਲਾ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 58] ਉਹ ਨੇ ਪਿਲਾਤੁਸ ਕੋਲ ਜਾ ਕੇ ਯਿਸੂ ਦੀ ਲੋਥ ਮੰਗੀ। ਤਦ ਪਿਲਾਤੁਸ ਨੇ ਲੋਥ ਦੇਣ ਦਾ ਹੁਕਮ ਕੀਤਾ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 59] ਅਤੇ ਯੂਸੁਫ਼ ਨੇ ਲੋਥ ਨੂੰ ਲੈ ਕੇ ਸਾਫ਼ ਮਹੀਨ ਕੱਪੜੇ ਵਿੱਚ ਵਲ੍ਹੇਟਿਆ
[IRV | PA | NT | Matthew | Chapter 27 | Verse 60] ਅਤੇ ਆਪਣੀ ਨਵੀਂ ਕਬਰ ਦੇ ਅੰਦਰ ਰੱਖਿਆ, ਜਿਹੜੀ ਉਸ ਨੇ ਪੱਥਰ ਵਿੱਚ ਖੁਦਵਾਈ ਸੀ ਅਤੇ ਭਾਰਾ ਪੱਥਰ ਕਬਰ ਦੇ ਮੂੰਹ ਉੱਤੇ ਰੇੜ੍ਹ ਕੇ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 27 | Verse 61] ਅਤੇ ਮਰਿਯਮ ਮਗਦਲੀਨੀ ਅਤੇ ਦੂਜੀ ਮਰਿਯਮ ਉੱਥੇ ਕਬਰ ਦੇ ਸਾਹਮਣੇ ਬੈਠੀਆਂ ਸਨ।
