[IRV | PA | NT | Matthew | Chapter 19 | Verse 1] ਫਿਰ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਜਦੋਂ ਯਿਸੂ ਇਹ ਗੱਲਾਂ ਕਰ ਹਟਿਆ ਤਾਂ ਗਲੀਲ ਤੋਂ ਚੱਲਿਆ ਗਿਆ ਅਤੇ ਯਰਦਨ ਪਾਰ ਯਹੂਦਿਯਾ ਦੇ ਇਲਾਕੇ ਵਿੱਚ ਆਇਆ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 13] ਤਦ ਲੋਕ ਛੋਟੇ ਬੱਚਿਆਂ ਨੂੰ ਉਹ ਦੇ ਕੋਲ ਲਿਆਏ ਤਾਂ ਜੋ ਉਹ ਉਨ੍ਹਾਂ ਉੱਤੇ ਹੱਥ ਰੱਖ ਕੇ ਪ੍ਰਾਰਥਨਾ ਕਰੇ, ਪਰ ਚੇਲਿਆਂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਝਿੜਕਿਆ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 14] ਤਦ ਯਿਸੂ ਨੇ ਆਖਿਆ, ਬੱਚਿਆਂ ਨੂੰ ਕੁਝ ਨਾ ਆਖੋ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਮੇਰੇ ਕੋਲ ਆਉਣ ਤੋਂ ਨਾ ਰੋਕੋ ਕਿਉਂ ਜੋ ਸਵਰਗ ਰਾਜ ਇਹੋ ਜਿਹਿਆਂ ਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 15] ਅਤੇ ਉਹ ਉਨ੍ਹਾਂ ਉੱਤੇ ਹੱਥ ਰੱਖ ਕੇ ਉੱਥੋਂ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 16] ਤਾਂ ਵੇਖੋ ਇੱਕ ਮਨੁੱਖ ਨੇ ਉਹ ਦੇ ਕੋਲ ਆ ਕੇ ਕਿਹਾ, ਗੁਰੂ ਜੀ ਮੈਂ ਕਿਹੜਾ ਭਲਾ ਕੰਮ ਕਰਾਂ ਜੋ ਮੈਨੂੰ ਸਦੀਪਕ ਜੀਵਨ ਮਿਲੇ?
[IRV | PA | NT | Matthew | Chapter 19 | Verse 17] ਉਸ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਭਲਿਆਈ ਦੇ ਬਾਰੇ ਮੈਨੂੰ ਕਿਉਂ ਪੁੱਛਦਾ ਹੈਂ? ਭਲਾ ਤਾਂ ਇੱਕੋ ਹੀ ਹੈ। ਪਰ ਜੇ ਤੂੰ ਸਦੀਪਕ ਜੀਵਨ ਵਿੱਚ ਦਾਖਲ ਹੋਣਾ ਚਾਹੁੰਦਾ ਹੈਂ ਤਾਂ ਹੁਕਮਾਂ ਨੂੰ ਮੰਨ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 18] ਉਸ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਕਿਹੜੇ ਹੁਕਮ? ਤਦ ਯਿਸੂ ਨੇ ਕਿਹਾ, ਖ਼ੂਨ ਨਾ ਕਰ, ਵਿਭਚਾਰ ਨਾ ਕਰ, ਚੋਰੀ ਨਾ ਕਰ, ਝੂਠੀ ਗਵਾਹੀ ਨਾ ਦੇ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 19] ਆਪਣੇ ਮਾਂ ਪਿਉ ਦਾ ਆਦਰ ਕਰ ਅਤੇ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਆਪਣੇ ਜਿਹਾ ਪਿਆਰ ਕਰ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 20] ਉਸ ਜਵਾਨ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਮੈਂ ਤਾਂ ਇਨ੍ਹਾਂ ਸਾਰੇ ਹੁਕਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰਦਾ ਰਿਹਾ ਹਾਂ। ਹੁਣ ਮੇਰੇ ਵਿੱਚ ਕੀ ਕਮੀ ਹੈ?
[IRV | PA | NT | Matthew | Chapter 19 | Verse 21] ਯਿਸੂ ਨੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਜੇ ਤੂੰ ਸਿੱਧ ਹੋਣਾ ਚਾਹੁੰਦਾ ਹੈਂ ਤਾਂ ਜਾ ਕੇ ਆਪਣੀ ਜਾਇਦਾਦ ਵੇਚ ਅਤੇ ਕੰਗਾਲਾਂ ਵਿੱਚ ਵੰਡ ਦੇ ਤਾਂ ਤੈਨੂੰ ਸਵਰਗ ਵਿੱਚ ਖ਼ਜ਼ਾਨਾ ਮਿਲੇਗਾ ਅਤੇ ਆ, ਮੇਰੇ ਮਗਰ ਹੋ ਤੁਰ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 22] ਪਰ ਉਸ ਜਵਾਨ ਨੇ ਜਦ ਇਹ ਗੱਲ ਸੁਣੀ ਤਾਂ ਉਦਾਸ ਹੋ ਕੇ ਚੱਲਿਆ ਗਿਆ, ਕਿਉਂ ਜੋ ਉਹ ਵੱਡਾ ਧਨਵਾਨ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 23] ਤਦ ਯਿਸੂ ਨੇ ਆਪਣੇ ਚੇਲਿਆਂ ਨੂੰ ਕਿਹਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਧਨਵਾਨ ਦਾ ਸਵਰਗ ਰਾਜ ਵਿੱਚ ਦਾਖਲ ਹੋਣਾ ਔਖਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 24] ਫੇਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਕਿਸੇ ਧਨਵਾਨ ਦੇ ਸਵਰਗ ਰਾਜ ਵਿੱਚ ਦਾਖਲ ਹੋਣ ਨਾਲੋਂ, ਊਠ ਦਾ ਸੂਈ ਦੇ ਨੱਕੇ ਦੇ ਵਿੱਚੋਂ ਦੀ ਲੰਘਣਾ ਸੁਖਾਲਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 25] ਅਤੇ ਚੇਲੇ ਇਹ ਸੁਣ ਕੇ ਬਹੁਤ ਹੈਰਾਨ ਹੋਏ ਅਤੇ ਬੋਲੇ, ਤਾਂ ਫਿਰ ਕੌਣ ਮੁਕਤੀ ਪਾ ਸਕਦਾ ਹੈ?
[IRV | PA | NT | Matthew | Chapter 19 | Verse 26] ਤਦ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਵੱਲ ਵੇਖ ਕੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਇਹ ਮਨੁੱਖ ਤੋਂ ਅਣਹੋਣਾ ਹੈ, ਪਰ ਪਰਮੇਸ਼ੁਰ ਤੋਂ ਸਭ ਕੁਝ ਹੋ ਸਕਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 27] ਤਦ ਪਤਰਸ ਨੇ ਉਹ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਵੇਖ ਅਸੀਂ ਸਭ ਕੁਝ ਛੱਡ ਕੇ ਤੇਰੇ ਪਿੱਛੇ ਹੋ ਤੁਰੇ ਹਾਂ, ਫੇਰ ਸਾਨੂੰ ਕੀ ਮਿਲੇਗਾ?
[IRV | PA | NT | Matthew | Chapter 19 | Verse 28] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਦ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਨਵੀਂ ਸਰਿਸ਼ਟੀ ਵਿੱਚ ਆਪਣੇ ਮਹਿਮਾ ਦੇ ਸਿੰਘਾਸਣ ਉੱਤੇ ਬੈਠੇਗਾ ਤਦ ਤੁਸੀਂ ਵੀ ਮੇਰੇ ਨਾਲ ਬਾਰਾਂ ਸਿੰਘਾਸਣਾਂ ਉੱਤੇ ਬੈਠੋਗੇ ਅਤੇ ਇਸਰਾਏਲ ਦੇ ਬਾਰਾਂ ਗੋਤਾਂ ਦਾ ਨਿਆਂ ਕਰੋਗੇ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 29] ਅਤੇ ਹਰ ਕੋਈ ਜਿਸ ਨੇ ਆਪਣੇ ਘਰ, ਭਰਾਵਾਂ, ਭੈਣਾਂ, ਮਾਤਾ-ਪਿਤਾ, ਬਾਲ ਬੱਚਿਆਂ ਜਾਂ ਜਾਇਦਾਦ ਨੂੰ ਮੇਰੇ ਨਾਮ ਦੇ ਕਾਰਨ ਛੱਡਿਆ ਹੈ ਉਹ ਸੌ ਗੁਣਾ ਫਲ ਪਾਵੇਗਾ ਅਤੇ ਸਦੀਪਕ ਜੀਵਨ ਦਾ ਵਾਰਿਸ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 19 | Verse 30] ਪਰ ਬਹੁਤ ਜੋ ਪਹਿਲੇ ਹਨ ਪਿਛਲੇ ਅਤੇ ਜੋ ਪਿਛਲੇ ਹਨ ਉਹ ਪਹਿਲੇ ਹੋਣਗੇ।
