[IRV | PA | NT | Matthew | Chapter 23 | Verse 1] ਤਦ ਯਿਸੂ ਨੇ ਲੋਕਾਂ ਨੂੰ ਅਤੇ ਆਪਣੇ ਚੇਲਿਆਂ ਨੂੰ ਕਿਹਾ,
[IRV | PA | NT | Matthew | Chapter 23 | Verse 18] ਅਤੇ ਇਹ ਆਖਦੇ ਹੋ ਕਿ ਜੇ ਕੋਈ ਜਗਵੇਦੀ ਦੀ ਸਹੁੰ ਖਾਵੇ ਤਾਂ ਕੁਝ ਗੱਲ ਨਹੀਂ, ਪਰ ਜਿਹੜੀ ਉਸ ਭੇਟ ਦੀ ਜੋ ਉਸ ਉੱਤੇ ਹੈ ਸਹੁੰ ਖਾਵੇ ਤਾਂ ਉਹ ਨੂੰ ਪੂਰੀ ਕਰਨੀ ਪਵੇਗੀ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 19] ਹੇ ਅੰਨ੍ਹਿਓ ਕਿਹੜੀ ਵੱਡੀ ਹੈ ਭੇਟ ਜਾਂ ਜਗਵੇਦੀ, ਜਿਹੜੀ ਭੇਟ ਨੂੰ ਪਵਿੱਤਰ ਕਰਦੀ ਹੈ?
[IRV | PA | NT | Matthew | Chapter 23 | Verse 20] ਇਸ ਲਈ ਜੋ ਕੋਈ ਜਗਵੇਦੀ ਦੀ ਸਹੁੰ ਖਾਂਦਾ ਹੈ, ਸੋ ਉਹ ਦੀ ਅਤੇ ਸਭ ਚੀਜ਼ਾਂ ਦੀ ਸਹੁੰ ਖਾਂਦਾ ਹੈ ਜਿਹੜੀਆਂ ਉਸ ਉੱਤੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 21] ਅਤੇ ਜੋ ਕੋਈ ਹੈਕਲ ਦੀ ਸਹੁੰ ਖਾਂਦਾ ਹੈ, ਸੋ ਉਸ ਦੀ ਅਤੇ ਉਸ ਦੇ ਵਿੱਚ ਰਹਿਣ ਵਾਲੇ ਦੀ ਵੀ ਸਹੁੰ ਖਾਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 22] ਅਤੇ ਜੋ ਕੋਈ ਸਵਰਗ ਦੀ ਸਹੁੰ ਖਾਂਦਾ ਹੈ, ਸੋ ਪਰਮੇਸ਼ੁਰ ਦੇ ਸਿੰਘਾਸਣ ਦੀ ਅਤੇ ਉਸ ਉੱਪਰ ਬੈਠਣ ਵਾਲੇ ਦੀ ਸਹੁੰ ਖਾਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 23] ਹੇ ਕਪਟੀ ਉਪਦੇਸ਼ਕੋ ਅਤੇ ਫ਼ਰੀਸੀਓ ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਪੂਦੀਨੇ, ਸੌਂਫ਼ ਅਤੇ ਜੀਰੇ ਦਾ ਦਸਵੰਧ ਦਿੰਦੇ ਹੋ, ਪਰ ਮੂਸਾ ਦੀ ਬਿਵਸਥਾ ਦੇ ਵੱਡੇ ਹੁਕਮਾਂ ਨੂੰ ਅਰਥਾਤ ਨਿਆਂ, ਦਯਾ ਅਤੇ ਵਿਸ਼ਵਾਸ ਨੂੰ ਛੱਡ ਦਿੱਤਾ ਹੈ। ਪਰ ਚਾਹੀਦਾ ਸੀ ਜੋ ਇਨ੍ਹਾਂ ਨੂੰ ਕਰਦੇ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਵੀ ਨਾ ਛੱਡਦੇ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 24] ਹੇ ਅੰਨ੍ਹੇ ਆਗੂਓ, ਜਿਹੜੇ ਮੱਛਰ ਪੁਣ ਲੈਂਦੇ ਅਤੇ ਊਠ ਨਿਗਲ ਜਾਂਦੇ ਹੋ!
[IRV | PA | NT | Matthew | Chapter 23 | Verse 25] ਹੇ ਕਪਟੀ ਉਪਦੇਸ਼ਕੋ ਅਤੇ ਫ਼ਰੀਸੀਓ ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਕਟੋਰੇ ਅਤੇ ਥਾਲੀ ਨੂੰ ਬਾਹਰੋਂ ਸਾਫ਼ ਕਰਦੇ ਹੋ ਪਰ ਅੰਦਰੋਂ ਉਹ ਲੁੱਟ ਅਤੇ ਬਦ-ਪਰਹੇਜ਼ੀ ਨਾਲ ਭਰੇ ਹੋਏ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 26] ਹੇ ਅੰਨ੍ਹੇ ਫ਼ਰੀਸੀਓ! ਪਹਿਲਾਂ ਕਟੋਰੇ ਅਤੇ ਥਾਲੀ ਦੇ ਅੰਦਰ ਨੂੰ ਸਾਫ਼ ਕਰੋ ਤਾਂ ਉਹ ਬਾਹਰੋਂ ਵੀ ਸਾਫ਼ ਹੋਣਗੇ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 27] ਹੇ ਕਪਟੀ ਉਪਦੇਸ਼ਕੋ ਅਤੇ ਫ਼ਰੀਸੀਓ ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਰੰਗ ਕੀਤੀਆਂ ਕਬਰਾਂ ਵਰਗੇ ਹੋ, ਜਿਹੜੀਆਂ ਬਾਹਰੋਂ ਤਾਂ ਸੋਹਣੀਆਂ ਦਿਸਦੀਆਂ ਹਨ ਪਰ ਅੰਦਰੋਂ ਮੁਰਦਿਆਂ ਦੀਆਂ ਹੱਡੀਆਂ ਅਤੇ ਹਰ ਪਰਕਾਰ ਦੀ ਅਸ਼ੁੱਧਤਾ ਨਾਲ ਭਰੀਆਂ ਹੋਈਆਂ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 28] ਇਸੇ ਤਰ੍ਹਾਂ ਤੁਸੀਂ ਵੀ ਬਾਹਰੋਂ ਮਨੁੱਖਾਂ ਨੂੰ ਧਰਮੀ ਵਿਖਾਈ ਦਿੰਦੇ ਹੋ ਪਰ ਅੰਦਰੋਂ ਕਪਟ ਅਤੇ ਕੁਧਰਮ ਨਾਲ ਭਰੇ ਹੋਏ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 29] ਹੇ ਕਪਟੀ ਉਪਦੇਸ਼ਕੋ ਅਤੇ ਫ਼ਰੀਸੀਓ ਤੁਹਾਡੇ ਉੱਤੇ ਹਾਏ! ਕਿਉਂ ਜੋ ਤੁਸੀਂ ਨਬੀਆਂ ਦੀਆਂ ਕਬਰਾਂ ਬਣਾਉਂਦੇ ਹੋ ਅਤੇ ਧਰਮੀਆਂ ਦੀਆਂ ਸਮਾਧਾਂ ਸੁਆਰਦੇ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 30] ਅਤੇ ਆਖਦੇ ਹੋ ਜੇ ਅਸੀਂ ਆਪਣੇ ਪਿਉ-ਦਾਦਿਆਂ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਹੁੰਦੇ ਤਾਂ ਉਨ੍ਹਾਂ ਨਾਲ ਨਬੀਆਂ ਦੇ ਖੂਨ ਵਿੱਚ ਸਾਂਝੀ ਨਾ ਹੁੰਦੇ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 31] ਸੋ ਤੁਸੀਂ ਆਪਣੇ ਉੱਤੇ ਗਵਾਹੀ ਦਿੰਦੇ ਹੋ ਜੋ ਅਸੀਂ ਨਬੀਆਂ ਦੇ ਖ਼ੂਨੀਆਂ ਦੇ ਪੁੱਤਰ ਹਾਂ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 32] ਸੋ ਤੁਸੀਂ ਆਪਣੇ ਪਿਉ-ਦਾਦਿਆਂ ਦੇ ਪਾਪ ਦੇ ਘੜੇ ਨੂੰ ਭਰੀ ਜਾਓ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 33] ਹੇ ਸੱਪੋ, ਹੇ ਨਾਗਾਂ ਦੇ ਬੱਚਿਓ! ਤੁਸੀਂ ਨਰਕ ਦੀ ਸਜ਼ਾ ਤੋਂ ਕਿਸ ਤਰ੍ਹਾਂ ਬਚੋਗੇ?
[IRV | PA | NT | Matthew | Chapter 23 | Verse 34] ਇਸ ਲਈ ਵੇਖੋ ਮੈਂ ਨਬੀਆਂ ਅਤੇ ਗਿਆਨੀਆਂ ਅਤੇ ਉਪਦੇਸ਼ਕਾਂ ਨੂੰ ਤੁਹਾਡੇ ਕੋਲ ਭੇਜਦਾ ਹਾਂ। ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕਈਆਂ ਨੂੰ ਮਾਰ ਸੁੱਟੋਗੇ ਅਤੇ ਸਲੀਬ ਉੱਤੇ ਚੜ੍ਹਾਓਗੇ ਅਤੇ ਕਈਆਂ ਨੂੰ ਆਪਣੇ ਪ੍ਰਾਰਥਨਾ ਘਰਾਂ ਵਿੱਚ ਕੋਰੜੇ ਮਾਰੋਗੇ ਅਤੇ ਸ਼ਹਿਰ-ਸ਼ਹਿਰ ਉਨ੍ਹਾਂ ਦੇ ਮਗਰ ਪਓਗੇ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 35] ਤਾਂ ਕਿ ਧਰਮੀਆਂ ਦਾ ਜਿੰਨਾਂ ਲਹੂ ਧਰਤੀ ਉੱਤੇ ਵਹਾਇਆ ਗਿਆ ਸੱਭੋ ਤੁਹਾਡੇ ਜੁੰਮੇ ਆਵੇ, ਹਾਬਲ ਧਰਮੀ ਦੇ ਲਹੂ ਤੋਂ ਲੈ ਕੇ ਬਕਰਯਾਹ ਦੇ ਪੁੱਤਰ ਜ਼ਕਰਯਾਹ ਦੇ ਲਹੂ ਤੱਕ ਜਿਸ ਨੂੰ ਤੁਸੀਂ ਪਵਿੱਤਰ ਸਥਾਨ ਅਤੇ ਜਗਵੇਦੀ ਦੇ ਵਿਚਕਾਰ ਮਾਰ ਦਿੱਤਾ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 36] ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਜੋ ਇਹ ਸਭ ਕੁਝ ਇਸ ਪੀੜ੍ਹੀ ਦੇ ਲੋਕਾਂ ਦੇ ਜੁੰਮੇ ਆਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 37] ਹੇ ਯਰੂਸ਼ਲਮ, ਯਰੂਸ਼ਲਮ! ਤੂੰ ਜੋ ਨਬੀਆਂ ਨੂੰ ਕਤਲ ਕਰਦਾ ਹੈਂ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਜਿਹੜੇ ਤੇਰੇ ਕੋਲ ਭੇਜੇ ਗਏ ਪਥਰਾਉ ਕਰਦਾ ਹੈਂ, ਮੈਂ ਕਿੰਨੀ ਵਾਰੀ ਚਾਹਿਆ ਜੋ ਤੇਰੇ ਬੱਚਿਆਂ ਨੂੰ ਉਸੇ ਤਰ੍ਹਾਂ ਇਕੱਠੇ ਕਰਾਂ ਜਿਸ ਤਰ੍ਹਾਂ ਮੁਰਗੀ ਆਪਣੇ ਬੱਚਿਆਂ ਨੂੰ ਖੰਭਾਂ ਦੇ ਹੇਠ ਇਕੱਠੇ ਕਰਦੀ ਹੈ, ਪਰ ਤੁਸੀਂ ਨਾ ਚਾਹਿਆ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 38] ਵੇਖੋ ਤੁਹਾਡਾ ਘਰ ਤੁਹਾਡੇ ਲਈ ਉਜਾੜ ਛੱਡਿਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 23 | Verse 39] ਕਿਉਂਕਿ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਜੋ ਤੁਸੀਂ ਮੈਨੂੰ ਇਸ ਤੋਂ ਬਾਅਦ ਨਾ ਵੇਖੋਗੇ ਜਦ ਤੱਕ ਇਹ ਨਾ ਕਹੋਗੇ ਕਿ ਮੁਬਾਰਕ ਹੈ ਉਹ ਜਿਹੜਾ ਪ੍ਰਭੂ ਦੇ ਨਾਮ ਉੱਤੇ ਆਉਂਦਾ ਹੈ।
