[IRV | PA | NT | Matthew | Chapter 11 | Verse 1] ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਯਿਸੂ ਆਪਣੇ ਬਾਰਾਂ ਚੇਲਿਆਂ ਨੂੰ ਆਗਿਆ ਦੇਣ ਤੋਂ ਬਾਅਦ, ਉੱਥੋਂ ਉਨ੍ਹਾਂ ਦੇ ਨਗਰਾਂ ਵਿੱਚ ਉਪਦੇਸ਼ ਦੇਣ ਅਤੇ ਪ੍ਰਚਾਰ ਕਰਨ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 12] ਅਤੇ ਯੂਹੰਨਾ ਬਪਤਿਸਮਾ ਦੇਣ ਵਾਲੇ ਦੇ ਦਿਨਾਂ ਤੋਂ ਹੁਣ ਤੱਕ ਸਵਰਗ ਰਾਜ ਉੱਤੇ ਜ਼ੋਰ ਮਾਰਿਆ ਜਾਂਦਾ ਹੈ ਅਤੇ ਜ਼ੋਰ ਮਾਰਨ ਵਾਲੇ ਉਸ ਨੂੰ ਪ੍ਰਾਪਤ ਕਰ ਲੈਂਦੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 13] ਕਿਉਂ ਜੋ ਸਾਰੇ ਨਬੀ ਅਤੇ ਮੂਸਾ ਦੀ ਬਿਵਸਥਾ ਯੂਹੰਨਾ ਦੇ ਆਉਣ ਤੱਕ ਅਗੰਮ ਵਾਕ ਕਰਦੇ ਰਹੇ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 14] ਜੇਕਰ ਤੁਸੀਂ ਇਸ ਨੂੰ ਮੰਨਣਾ ਚਾਹੁੰਦੇ ਹੋ, ਤਾਂ ਆਉਣ ਵਾਲਾ ਏਲੀਯਾਹ ਇਹੋ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 15] ਜਿਸ ਦੇ ਸੁਣਨ ਵਾਲੇ ਕੰਨ ਹੋਣ ਉਹ ਸੁਣੇ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 16] ਪਰ ਮੈਂ ਇਸ ਪੀੜ੍ਹੀ ਦੇ ਲੋਕਾਂ ਦੀ ਤੁਲਨਾ ਕਿਸ ਨਾਲ ਕਰਾਂ? ਇਹ ਉਨ੍ਹਾਂ ਬੱਚਿਆਂ ਵਰਗੇ ਹਨ, ਜਿਹੜੇ ਬਜ਼ਾਰਾਂ ਵਿੱਚ ਬੈਠ ਕੇ ਆਪਣੇ ਸਾਥੀਆਂ ਨੂੰ ਅਵਾਜ਼ ਮਾਰ ਕੇ ਆਖਦੇ ਹਨ,
[IRV | PA | NT | Matthew | Chapter 11 | Verse 17] ਅਸੀਂ ਤੁਹਾਡੇ ਲਈ ਬੰਸਰੀ ਵਜਾਈ, ਪਰ ਤੁਸੀਂ ਨਾ ਨੱਚੇ। ਅਸੀਂ ਸਿਆਪਾ ਕੀਤਾ, ਪਰ ਤੁਸੀਂ ਵਿਰਲਾਪ ਨਾ ਕੀਤਾ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 18] ਕਿਉਂਕਿ ਯੂਹੰਨਾ ਨਾ ਤਾਂ ਰੋਟੀ ਖਾਂਦਾ ਅਤੇ ਨਾ ਮੈਅ ਪੀਂਦਾ ਆਇਆ, ਅਤੇ ਉਹ ਆਖਦੇ ਹਨ ਜੋ ਉਹ ਦੇ ਵਿੱਚ ਇੱਕ ਭੂਤ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 19] ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਖਾਂਦਾ ਪੀਂਦਾ ਆਇਆ ਅਤੇ ਉਹ ਆਖਦੇ ਹਨ, ਵੇਖੋ ਇੱਕ ਪੇਟੂ ਅਤੇ ਸ਼ਰਾਬੀ, ਚੂੰਗੀ ਲੈਣ ਵਾਲਿਆਂ ਅਤੇ ਪਾਪੀਆਂ ਦਾ ਮਿੱਤਰ। ਸੋ ਗਿਆਨ ਆਪਣੇ ਕੰਮਾਂ ਦੁਆਰਾ ਸੱਚਾ ਠਹਿਰਿਆ!
[IRV | PA | NT | Matthew | Chapter 11 | Verse 20] ਫਿਰ ਉਹ ਉਨ੍ਹਾਂ ਨਗਰਾਂ ਨੂੰ ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਉਸ ਨੇ ਬਹੁਤ ਅਚਰਜ਼ ਕੰਮ ਕੀਤੇ ਸਨ ਉਲਾਂਭਾ ਦੇਣ ਲੱਗਾ, ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨੇ ਤੋਬਾ ਨਹੀਂ ਕੀਤੀ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 21] ਹੇ ਖੁਰਾਜ਼ੀਨ, ਤੇਰੇ ਉੱਤੇ ਹਾਏ! ਹੇ ਬੈਤਸੈਦਾ, ਤੇਰੇ ਉੱਤੇ ਅਫ਼ਸੋਸ! ਕਿਉਂਕਿ ਜਿਹੜੇ ਅਚਰਜ਼ ਕੰਮ ਤੁਹਾਡੇ ਵਿੱਚ ਕੀਤੇ ਗਏ ਹਨ ਜੇ ਸੂਰ ਅਤੇ ਸੈਦਾ ਵਿੱਚ ਕੀਤੇ ਜਾਂਦੇ ਤਾਂ ਉਹ ਤੱਪੜ ਪਹਿਨ ਕੇ ਅਤੇ ਸੁਆਹ ਵਿੱਚ ਬੈਠ ਕੇ ਕਦੋਂ ਦੇ ਤੋਬਾ ਕਰ ਲੈਂਦੇ!
[IRV | PA | NT | Matthew | Chapter 11 | Verse 22] ਫਿਰ ਵੀ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਨਿਆਂ ਦੇ ਦਿਨ ਤੁਹਾਡੇ ਨਾਲੋਂ ਸੂਰ ਅਤੇ ਸੈਦਾ ਦਾ ਹਾਲ ਝੱਲਣ ਯੋਗ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 23] ਅਤੇ ਹੇ ਕਫ਼ਰਨਾਹੂਮ, ਕੀ ਤੂੰ ਅਕਾਸ਼ ਤੱਕ ਉੱਚਾ ਕੀਤਾ ਜਾਵੇਂਗਾ? ਤੂੰ ਸਗੋਂ ਪਤਾਲ ਵਿੱਚ ਸੁੱਟਿਆ ਜਾਏਂਗਾ ਕਿਉਂਕਿ ਜਿਹੜੇ ਅਚਰਜ਼ ਕੰਮ ਤੇਰੇ ਵਿੱਚ ਵਿਖਾਏ ਗਏ ਹਨ ਜੇ ਉਹ ਸਦੂਮ ਵਿੱਚ ਵਿਖਾਏ ਜਾਂਦੇ ਤਾਂ ਉਹ ਅੱਜ ਤੱਕ ਬਣਿਆ ਰਹਿੰਦਾ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 24] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਨਿਆਂ ਦੇ ਦਿਨ ਤੇਰੇ ਨਾਲੋਂ ਸਦੂਮ ਦੇਸ ਦਾ ਹਾਲ ਝੱਲਣ ਯੋਗ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 25] ਉਸ ਵੇਲੇ ਯਿਸੂ ਨੇ ਆਖਿਆ, ਹੇ ਪਿਤਾ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਦੇ ਮਾਲਕ, ਮੈਂ ਤੇਰੀ ਵਡਿਆਈ ਕਰਦਾ ਹਾਂ ਜੋ ਤੂੰ ਇਨ੍ਹਾਂ ਗੱਲਾਂ ਨੂੰ ਗਿਆਨੀਆਂ ਅਤੇ ਬੁੱਧਵਾਨਾਂ ਤੋਂ ਗੁਪਤ ਰੱਖਿਆ, ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਬੱਚਿਆਂ ਉੱਤੇ ਪਰਗਟ ਕੀਤਾ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 26] ਹਾਂ, ਹੇ ਪਿਤਾ, ਕਿਉਂ ਜੋ ਤੈਨੂੰ ਇਹੋ ਚੰਗਾ ਲੱਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 27] ਸਭ ਕੁਝ ਮੇਰੇ ਪਿਤਾ ਨੇ ਮੈਨੂੰ ਸੌਂਪਿਆ ਹੋਇਆ ਹੈ! ਪਿਤਾ ਤੋਂ ਇਲਾਵਾ ਪੁੱਤਰ ਨੂੰ ਕੋਈ ਨਹੀਂ ਜਾਣਦਾ ਅਤੇ ਨਾ ਕੋਈ ਪੁੱਤਰ ਤੋਂ ਇਲਾਵਾ ਪਿਤਾ ਨੂੰ ਜਾਣਦਾ ਹੈ ਅਤੇ ਹੁਣ ਪੁੱਤਰ ਹੀ ਹੈ, ਜਿਸ ਉੱਤੇ ਉਹ ਨੂੰ ਪਰਗਟ ਕਰਨਾ ਚਾਹੇ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 28] ਹੇ ਸਾਰੇ ਥੱਕੇ ਹੋਇਓ ਅਤੇ ਭਾਰ ਹੇਠ ਦੱਬੇ ਹੋਇਓ, ਮੇਰੇ ਕੋਲ ਆਓ ਤਾਂ ਮੈਂ ਤੁਹਾਨੂੰ ਅਰਾਮ ਦਿਆਂਗਾ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 29] ਮੇਰਾ ਜੂਲਾ ਆਪਣੇ ਉੱਤੇ ਲੈ ਲਵੋ ਅਤੇ ਮੇਰੇ ਕੋਲੋਂ ਸਿੱਖੋ ਕਿਉਂ ਜੋ ਮੈਂ ਕੋਮਲ ਅਤੇ ਮਨ ਦਾ ਗਰੀਬ ਹਾਂ ਅਤੇ ਤੁਸੀਂ ਆਪਣੀਆਂ ਜ਼ਿੰਦਗੀਆਂ ਵਿੱਚ ਅਰਾਮ ਪਾਓਗੇ।
[IRV | PA | NT | Matthew | Chapter 11 | Verse 30] ਕਿਉਂਕਿ ਮੇਰਾ ਜੂਲਾ ਸੁਖਾਲਾ ਅਤੇ ਮੇਰਾ ਭਾਰ ਹਲਕਾ ਹੈ।
