[IRV | PA | NT | Matthew | Chapter 8 | Verse 1] ਜਦੋਂ ਉਹ ਪਹਾੜ ਉੱਤੋਂ ਉੱਤਰਿਆ ਤਾਂ ਵੱਡੀ ਭੀੜ ਉਹ ਦੇ ਮਗਰ ਆਈ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 17] ਤਾਂ ਜੋ ਯਸਾਯਾਹ ਨਬੀ ਦਾ ਉਹ ਬਚਨ ਪੂਰਾ ਹੋਵੇ ਕਿ ਉਹ ਨੇ ਆਪ ਸਾਡੀਆਂ ਮਾਂਦਗੀਆਂ ਲੈ ਲਈਆਂ ਅਤੇ ਸਾਡੇ ਰੋਗ ਚੁੱਕ ਲਏ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 18] ਫਿਰ ਯਿਸੂ ਨੇ ਵੱਡੀ ਭੀੜ ਆਪਣੇ ਆਲੇ-ਦੁਆਲੇ ਵੇਖ ਕੇ ਝੀਲ ਦੇ ਉਸ ਪਾਰ ਚੱਲਣ ਦੀ ਆਗਿਆ ਦਿੱਤੀ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 19] ਅਤੇ ਇੱਕ ਧਰਮ ਦੇ ਉਪਦੇਸ਼ਕ ਨੇ ਕੋਲ ਆ ਕੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਗੁਰੂ ਜੀ, ਜਿੱਥੇ ਤੁਸੀਂ ਜਾਓਗੇ ਮੈਂ ਤੁਹਾਡੇ ਪਿੱਛੇ ਚੱਲਾਂਗਾ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 20] ਅਤੇ ਯਿਸੂ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ ਕਿ ਲੂੰਬੜੀਆਂ ਦੇ ਘੁਰਨੇ ਅਤੇ ਅਕਾਸ਼ ਦੇ ਪੰਛੀਆਂ ਦੇ ਆਲ੍ਹਣੇ ਹਨ, ਪਰ ਮਨੁੱਖ ਦੇ ਪੁੱਤਰ ਦੇ ਸਿਰ ਰੱਖਣ ਲਈ ਥਾਂ ਨਹੀਂ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 21] ਅਤੇ ਚੇਲਿਆਂ ਵਿੱਚੋਂ ਕਿਸੇ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਪ੍ਰਭੂ ਜੀ ਮੈਨੂੰ ਆਗਿਆ ਦਿਓ ਕਿ ਪਹਿਲਾਂ ਜਾ ਕੇ ਆਪਣੇ ਪਿਤਾ ਨੂੰ ਦੱਬਾਂ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 22] ਪਰ ਯਿਸੂ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਤੂੰ ਮੇਰੇ ਪਿੱਛੇ ਚੱਲਿਆ ਆ ਅਤੇ ਮੁਰਦਿਆਂ ਨੂੰ ਆਪਣੇ ਮੁਰਦੇ ਦੱਬਣ ਦੇ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 23] ਜਦੋਂ ਉਹ ਬੇੜੀ ਉੱਤੇ ਚੜ੍ਹਿਆ ਤਾਂ ਉਸ ਦੇ ਚੇਲੇ ਉਹ ਦੇ ਮਗਰ ਆਏ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 24] ਅਤੇ ਵੇਖੋ ਝੀਲ ਵਿੱਚ ਵੱਡਾ ਤੂਫ਼ਾਨ ਆਇਆ ਜੋ ਬੇੜੀ ਲਹਿਰਾਂ ਵਿੱਚ ਡੁੱਬਦੀ ਜਾਂਦੀ ਸੀ ਪਰ ਉਹ ਸੁੱਤਾ ਪਿਆ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 25] ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਕੋਲ ਆ ਕੇ ਉਸ ਨੂੰ ਜਗਾਇਆ, ਅਤੇ ਕਿਹਾ, ਪ੍ਰਭੂ ਜੀ ਬਚਾਓ! ਅਸੀਂ ਤਾਂ ਮਰ ਚੱਲੇ ਹਾਂ!
[IRV | PA | NT | Matthew | Chapter 8 | Verse 26] ਉਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਹੇ ਥੋੜ੍ਹੇ ਵਿਸ਼ਵਾਸ ਵਾਲਿਓ ਤੁਸੀਂ ਕਿਉਂ ਡਰਦੇ ਹੋ? ਫਿਰ ਉਸ ਨੇ ਉੱਠ ਕੇ ਤੂਫ਼ਾਨ ਅਤੇ ਝੀਲ ਨੂੰ ਝਿੜਕਿਆ ਅਤੇ ਵੱਡੀ ਸ਼ਾਂਤੀ ਹੋ ਗਈ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 27] ਉਹ ਹੈਰਾਨ ਹੋ ਕੇ ਬੋਲੇ ਜੋ ਇਹ ਕਿਹੋ ਜਿਹਾ ਮਨੁੱਖ ਹੈ ਕਿ ਤੂਫ਼ਾਨ ਅਤੇ ਝੀਲ ਵੀ ਉਹ ਦੀ ਮੰਨਦੇ ਹਨ?!
[IRV | PA | NT | Matthew | Chapter 8 | Verse 28] ਜਦੋਂ ਉਹ ਪਾਰ ਗਦਰੀਨੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਪਹੁੰਚਿਆ, ਤਾਂ ਦੋ ਮਨੁੱਖ ਜਿਨ੍ਹਾਂ ਨੂੰ ਭੂਤ ਚਿੰਬੜੇ ਹੋਏ ਸਨ ਕਬਰਾਂ ਵਿੱਚੋਂ ਨਿੱਕਲ ਕੇ ਉਸ ਕੋਲ ਆਏ ਅਤੇ ਉਹ ਇੰਨ੍ਹੇ ਖ਼ਤਰਨਾਕ ਸਨ ਜੋ ਉਸ ਰਸਤੇ ਤੋਂ ਕੋਈ ਲੰਘ ਨਹੀਂ ਸਕਦਾ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 29] ਅਤੇ ਵੇਖੋ, ਉਨ੍ਹਾਂ ਨੇ ਪੁਕਾਰ ਕੇ ਆਖਿਆ, ਹੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਪੁੱਤਰ ਤੇਰਾ ਸਾਡੇ ਨਾਲ ਕੀ ਕੰਮ? ਕੀ ਤੂੰ ਸਮੇਂ ਤੋਂ ਪਹਿਲਾਂ ਸਾਨੂੰ ਦੁੱਖ ਦੇਣ ਆਇਆ ਹੈਂ?
[IRV | PA | NT | Matthew | Chapter 8 | Verse 30] ਉਨ੍ਹਾਂ ਤੋਂ ਕੁਝ ਦੂਰ ਸੂਰਾਂ ਦਾ ਇੱਜੜ ਚੁਗਦਾ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 31] ਅਤੇ ਭੂਤਾਂ ਨੇ ਉਹ ਦੀਆਂ ਮਿੰਨਤਾਂ ਕਰ ਕੇ ਆਖਿਆ ਕਿ ਜੇ ਤੂੰ ਸਾਨੂੰ ਕੱਢਦਾ ਹੈਂ ਤਾਂ ਸਾਨੂੰ ਸੂਰਾਂ ਦੇ ਇੱਜੜ ਵਿੱਚ ਭੇਜ ਦੇ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 32] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਜਾਓ! ਤਾਂ ਉਹ ਨਿੱਕਲ ਕੇ ਸੂਰਾਂ ਵਿੱਚ ਜਾ ਵੜੇ ਅਤੇ ਵੇਖੋ ਕਿ ਸਾਰਾ ਇੱਜੜ ਭੱਜ ਕੇ ਝੀਲ ਵਿੱਚ ਜਾ ਪਿਆ ਅਤੇ ਪਾਣੀ ਵਿੱਚ ਡੁੱਬ ਕੇ ਮਰ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 33] ਤਦ ਚੁਗਾਉਣ ਵਾਲਿਆਂ ਨੇ ਭੱਜ ਕੇ ਨਗਰ ਵਿੱਚ ਜਾ ਕੇ ਸਾਰੀ ਘਟਨਾ ਅਤੇ ਭੂਤਾਂ ਵਾਲਿਆਂ ਦੀ ਵਿਥਿਆ ਸੁਣਾ ਦਿੱਤੀ।
[IRV | PA | NT | Matthew | Chapter 8 | Verse 34] ਅਤੇ ਵੇਖੋ ਸਾਰਾ ਨਗਰ ਯਿਸੂ ਦੇ ਮਿਲਣ ਨੂੰ ਬਾਹਰ ਨਿੱਕਲਿਆ ਅਤੇ ਜਦੋਂ ਉਹ ਨੂੰ ਵੇਖਿਆ ਤਾਂ ਉਹ ਦੀਆਂ ਮਿੰਨਤਾਂ ਕੀਤੀਆਂ ਜੋ ਸਾਡੀ ਹੱਦੋਂ ਬਾਹਰ ਨਿੱਕਲ ਜਾਓ।
