[IRV | PA | NT | Matthew | Chapter 13 | Verse 1] ਉਸੇ ਦਿਨ ਯਿਸੂ ਘਰੋਂ ਨਿੱਕਲ ਕੇ ਝੀਲ ਦੇ ਨੇੜੇ ਜਾ ਬੈਠਾ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 12] ਕਿਉਂਕਿ ਜਿਸ ਦੇ ਕੋਲ ਹੈ, ਉਹ ਨੂੰ ਦਿੱਤਾ ਜਾਵੇਗਾ ਅਤੇ ਉਹ ਦਾ ਵਾਧਾ ਹੋਵੇਗਾ; ਪਰ ਜਿਸ ਦੇ ਕੋਲ ਨਹੀਂ ਹੈ, ਉਸ ਤੋਂ ਜੋ ਕੁਝ ਉਸ ਦੇ ਕੋਲ ਹੈ ਉਹ ਵੀ ਲੈ ਲਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 13] ਇਸ ਲਈ ਮੈਂ ਉਨ੍ਹਾਂ ਨਾਲ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਵਿੱਚ ਗੱਲਾਂ ਕਰਦਾ ਹਾਂ, ਕਿਉਂਕਿ ਉਹ ਵੇਖਦੇ ਹੋਏ ਵੀ ਨਹੀਂ ਵੇਖਦੇ ਅਤੇ ਸੁਣਦੇ ਹੋਏ ਵੀ ਨਹੀਂ ਸੁਣਦੇ, ਅਤੇ ਨਾ ਸਮਝਦੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 14] ਉਨ੍ਹਾਂ ਉੱਤੇ ਯਸਾਯਾਹ ਦਾ ਇਹ ਅਗੰਮ ਵਾਕ ਪੂਰਾ ਹੋਇਆ ਕਿ, ਤੁਸੀਂ ਸੁਣੋਗੇ ਪਰ ਸਮਝੋਗੇ ਨਹੀਂ, ਅਤੇ ਤੁਸੀਂ ਵੇਖੋਗੇ ਪਰ ਬੁਝੋਗੇ ਨਹੀਂ,
[IRV | PA | NT | Matthew | Chapter 13 | Verse 15] ਕਿਉਂ ਜੋ ਇਸ ਪਰਜਾ ਦਾ ਮਨ ਮੋਟਾ ਹੋ ਗਿਆ ਹੈ, ਅਤੇ ਉਹ ਕੰਨਾਂ ਨਾਲ ਉੱਚਾ ਸੁਣਦੇ ਹਨ, ਇਹਨਾਂ ਨੇ ਆਪਣੀਆਂ ਅੱਖਾਂ ਬੰਦ ਕਰ ਲਈਆਂ ਹਨ, ਕਿਤੇ ਇਸ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਕਿ ਉਹ ਅੱਖਾਂ ਨਾਲ ਵੇਖਣ ਅਤੇ ਕੰਨਾਂ ਨਾਲ ਸੁਣਨ, ਅਤੇ ਮਨ ਨਾਲ ਸਮਝਣ ਅਤੇ ਮੁੜ ਆਉਣ, ਅਤੇ ਮੈਂ ਇਹਨਾਂ ਨੂੰ ਚੰਗਾ ਕਰਾਂ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 16] ਪਰ ਧੰਨ ਹਨ ਤੁਹਾਡੀਆਂ ਅੱਖਾਂ ਜੋ ਉਹ ਵੇਖਦੀਆਂ ਹਨ ਅਤੇ ਤੁਹਾਡੇ ਕੰਨ ਜੋ ਉਹ ਸੁਣਦੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 17] ਕਿਉਂਕਿ ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ, ਕਿ ਬਹੁਤ ਸਾਰੇ ਨਬੀ ਅਤੇ ਧਰਮੀ ਚਾਹੁੰਦੇ ਸਨ ਕਿ ਜੋ ਕੁਝ ਤੁਸੀਂ ਵੇਖਦੇ ਹੋ ਉਹ ਵੀ ਵੇਖਣ ਪਰ ਨਾ ਵੇਖ ਸਕੇ ਅਤੇ ਜੋ ਕੁਝ ਤੁਸੀਂ ਸੁਣਦੇ ਹੋ ਉਹਨਾਂ ਨੇ ਨਾ ਸੁਣਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 18] ਹੁਣ ਤੁਸੀਂ ਬੀਜਣ ਵਾਲੇ ਦਾ ਦ੍ਰਿਸ਼ਟਾਂਤ ਸੁਣੋ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 19] ਹਰ ਕੋਈ ਜਿਹੜਾ ਰਾਜ ਦਾ ਬਚਨ ਸੁਣਦਾ ਹੈ ਪਰ ਨਹੀਂ ਸਮਝਦਾ, ਦੁਸ਼ਟ ਆ ਕੇ ਜੋ ਕੁਝ ਉਸ ਦੇ ਮਨ ਵਿੱਚ ਬੀਜਿਆ ਹੈ ਉਸ ਨੂੰ ਖੋਹ ਲੈਂਦਾ ਹੈ। ਇਹ ਉਹ ਹੈ ਜਿਹੜਾ ਬੀਜ ਰਾਹ ਦੇ ਕੰਢੇ ਵੱਲ ਡਿੱਗਿਆ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 20] ਅਤੇ ਜਿਹੜਾ ਪਥਰੀਲੀ ਜ਼ਮੀਨ ਵਿੱਚ ਡਿੱਗਿਆ, ਸੋ ਉਹ ਹੈ ਜੋ ਬਚਨ ਸੁਣ ਕੇ ਝੱਟ ਖੁਸ਼ੀ ਨਾਲ ਉਹ ਨੂੰ ਮੰਨ ਲੈਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 21] ਪਰ ਆਪਣੇ ਵਿੱਚ ਡੂੰਘੀ ਜੜ੍ਹ ਨਹੀਂ ਰੱਖਦਾ, ਪਰ ਥੋੜ੍ਹਾ ਸਮਾਂ ਰਹਿੰਦਾ ਹੈ ਪਰ ਜਦੋਂ ਬਚਨ ਦੇ ਕਾਰਨ ਦੁੱਖ ਜਾਂ ਜ਼ੁਲਮ ਹੁੰਦਾ ਹੈ, ਤਾਂ ਉਹ ਝੱਟ ਠੋਕਰ ਖਾਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 22] ਅਤੇ ਜਿਹੜਾ ਕੰਡਿਆਲੀਆਂ ਝਾੜੀਆਂ ਵਿੱਚ ਡਿੱਗਿਆ, ਉਹ ਹੈ ਜੋ ਬਚਨ ਨੂੰ ਸੁਣਦਾ ਹੈ ਪਰ ਇਸ ਸੰਸਾਰ ਦੀ ਚਿੰਤਾ ਅਤੇ ਧਨ ਦਾ ਧੋਖਾ, ਬਚਨ ਨੂੰ ਦਬਾ ਲੈਂਦਾ ਹੈ ਅਤੇ ਉਹ ਕੁਝ ਵੀ ਫਲ ਨਹੀਂ ਦਿੰਦਾ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 23] ਪਰ ਜਿਹੜਾ ਚੰਗੀ ਜ਼ਮੀਨ ਵਿੱਚ ਬੀਜਿਆ ਗਿਆ, ਉਹ ਹੈ ਜੋ ਬਚਨ ਨੂੰ ਸੁਣਦਾ ਅਤੇ ਸਮਝਦਾ ਹੈ। ਉਹ ਜ਼ਰੂਰ ਫਲ ਦਿੰਦਾ ਹੈ ਅਤੇ ਕੋਈ ਸੌ ਗੁਣਾ ਕੋਈ ਸੱਠ ਗੁਣਾ ਕੋਈ ਤੀਹ ਗੁਣਾ ਫਲ ਦਿੰਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 24] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਹੋਰ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਿੱਤਾ ਕਿ ਸਵਰਗ ਰਾਜ ਇੱਕ ਮਨੁੱਖ ਵਰਗਾ ਹੈ ਜਿਸ ਨੇ ਆਪਣੇ ਖੇਤ ਵਿੱਚ ਚੰਗਾ ਬੀਜ ਬੀਜਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 25] ਪਰ ਜਦੋਂ ਲੋਕ ਸੌਂ ਰਹੇ ਸਨ ਤਦ ਵੈਰੀ ਆਇਆ ਅਤੇ ਉਹ ਦੀ ਕਣਕ ਵਿੱਚ ਜੰਗਲੀ ਬੂਟੀ ਬੀਜ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 26] ਅਤੇ ਜਦੋਂ ਬੂਰ ਪਿਆ ਅਤੇ ਸਿੱਟੇ ਲੱਗੇ ਤਦ ਜੰਗਲੀ ਬੂਟੀ ਵੀ ਦਿੱਖ ਪਈ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 27] ਤਾਂ ਨੌਕਰਾਂ ਨੇ ਆ ਕੇ ਮਾਲਕ ਨੂੰ ਆਖਿਆ, ਭਲਾ, ਸੁਆਮੀ ਜੀ, ਤੁਸੀਂ ਆਪਣੇ ਖੇਤ ਵਿੱਚ ਚੰਗਾ ਬੀਜ ਨਹੀਂ ਸੀ ਬੀਜਿਆ? ਫੇਰ ਜੰਗਲੀ ਬੂਟੀ ਕਿੱਥੋਂ ਆਈ?
[IRV | PA | NT | Matthew | Chapter 13 | Verse 28] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਇਹ ਕਿਸੇ ਵੈਰੀ ਦਾ ਕੰਮ ਹੈ। ਤਾਂ ਨੌਕਰਾਂ ਨੇ ਉਹ ਨੂੰ ਆਖਿਆ, ਜੇ ਤੁਹਾਡੀ ਮਰਜ਼ੀ ਹੋਵੇ ਤਾਂ ਅਸੀਂ ਜਾ ਕੇ ਉਸ ਨੂੰ ਪੁੱਟ ਦੇਈਏ?
[IRV | PA | NT | Matthew | Chapter 13 | Verse 29] ਪਰ ਉਹ ਨੇ ਕਿਹਾ, ਨਾ, ਕਿਤੇ ਇਸ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਕਿ ਤੁਸੀਂ ਜੰਗਲੀ ਬੂਟੀ ਨੂੰ ਪੁੱਟ ਦਿਆਂ ਕਣਕ ਨੂੰ ਵੀ ਨਾਲ ਹੀ ਪੁੱਟ ਲਓ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 30] ਵਾਢੀ ਤੱਕ ਦੋਹਾਂ ਨੂੰ ਇਕੱਠੇ ਵਧਣ ਦਿਓ ਅਤੇ ਮੈਂ ਵਾਢੀ ਦੇ ਵੇਲੇ ਵੱਢਣ ਵਾਲਿਆਂ ਨੂੰ ਆਖਾਂਗਾ ਕਿ ਪਹਿਲਾਂ ਜੰਗਲੀ ਬੂਟੀ ਨੂੰ ਇਕੱਠਾ ਕਰੋ ਅਤੇ ਫੂਕਣ ਲਈ ਉਹ ਦੀਆਂ ਪੂਲੀਆਂ ਬੰਨ ਲਵੋ, ਪਰ ਕਣਕ ਨੂੰ ਮੇਰੇ ਗੋਦਾਮ ਵਿੱਚ ਜਮਾਂ ਕਰੋ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 31] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਹੋਰ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਿੱਤਾ ਕਿ ਸਵਰਗ ਰਾਜ ਰਾਈ ਦੇ ਇੱਕ ਬੀਜ ਵਰਗਾ ਹੈ ਜਿਸ ਨੂੰ ਕਿਸੇ ਮਨੁੱਖ ਨੇ ਆਪਣੇ ਖੇਤ ਵਿੱਚ ਬੀਜਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 32] ਉਹ ਤਾਂ ਸਭ ਬੀਜਾਂ ਨਾਲੋਂ ਛੋਟਾ ਹੈ ਪਰ ਜਦੋਂ ਉੱਗਦਾ ਹੈ ਤਾਂ ਪੋਦਿਆਂ ਨਾਲੋਂ ਵੱਡਾ ਹੁੰਦਾ ਹੈ ਅਤੇ ਰੁੱਖ ਵਰਗਾ ਹੋ ਜਾਂਦਾ ਹੈ, ਕਿ ਅਕਾਸ਼ ਦੇ ਪੰਛੀ ਆ ਕੇ ਉਹ ਦੀਆਂ ਟਹਿਣੀਆਂ ਉੱਤੇ ਵਸੇਰਾ ਕਰਦੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 33] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਹੋਰ ਦ੍ਰਿਸ਼ਟਾਂਤ ਦਿੱਤਾ ਕਿ ਸਵਰਗ ਰਾਜ ਖ਼ਮੀਰ ਵਰਗਾ ਹੈ, ਜਿਸ ਨੂੰ ਇੱਕ ਔਰਤ ਨੇ ਤਿੰਨ ਕਿੱਲੋ ਆਟੇ ਵਿੱਚ ਮਿਲਾਇਆ ਅਤੇ ਸਾਰਾ ਆਟਾ ਖ਼ਮੀਰਾ ਹੋ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 34] ਇਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਯਿਸੂ ਨੇ ਲੋਕਾਂ ਨੂੰ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਵਿੱਚ ਸੁਣਾਈਆਂ, ਅਤੇ ਬਿਨ੍ਹਾਂ ਦ੍ਰਿਸ਼ਟਾਂਤ ਉਹ ਉਨ੍ਹਾਂ ਨਾਲ ਕੁਝ ਵੀ ਨਹੀਂ ਬੋਲਦਾ ਸੀ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 35] ਤਾਂ ਜਿਹੜਾ ਬਚਨ ਨਬੀ ਨੇ ਆਖਿਆ ਸੀ ਉਹ ਪੂਰਾ ਹੋਵੇ ਕਿ ਮੈਂ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਵਿੱਚ ਆਪਣਾ ਮੂੰਹ ਖੋਲ੍ਹਾਂਗਾ, ਮੈਂ ਉਨ੍ਹਾਂ ਗੱਲਾਂ ਨੂੰ ਬੋਲਾਂਗਾ ਜਿਹੜੀਆਂ ਜਗਤ ਦੇ ਮੁੱਢੋਂ ਗੁਪਤ ਰਹੀਆਂ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 36] ਫਿਰ ਉਹ ਭੀੜ ਨੂੰ ਭੇਜ ਕੇ, ਘਰ ਵਿੱਚ ਆਇਆ ਅਤੇ ਉਹ ਦੇ ਚੇਲਿਆਂ ਨੇ ਉਸ ਕੋਲ ਆ ਕੇ ਕਿਹਾ ਕਿ ਖੇਤ ਦੀ ਜੰਗਲੀ ਬੂਟੀ ਦਾ ਦ੍ਰਿਸ਼ਟਾਂਤ ਸਾਨੂੰ ਸਮਝਾ ਦਿਓ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 37] ਉਸ ਨੇ ਉੱਤਰ ਦਿੱਤਾ, ਜਿਹੜਾ ਚੰਗਾ ਬੀਜ ਬੀਜਦਾ ਹੈ ਉਹ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 38] ਖੇਤ ਸੰਸਾਰ ਹੈ, ਚੰਗਾ ਬੀਜ ਰਾਜ ਦੇ ਪੁੱਤਰ ਅਤੇ ਜੰਗਲੀ ਬੂਟੀ ਦੁਸ਼ਟ ਦੇ ਪੁੱਤਰ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 39] ਅਤੇ ਉਹ ਜਿਸ ਵੈਰੀ ਨੇ ਉਸ ਨੂੰ ਬੀਜਿਆ, ਉਹ ਸ਼ੈਤਾਨ ਹੈ। ਵਾਢੀ ਦਾ ਵੇਲਾ ਸੰਸਾਰ ਦਾ ਅੰਤ ਹੈ ਅਤੇ ਵੱਢਣ ਵਾਲੇ ਸਵਰਗ ਦੂਤ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 40] ਇਸ ਲਈ ਜਿਵੇਂ ਜੰਗਲੀ ਬੂਟੀ ਇਕੱਠੀ ਕੀਤੀ ਅਤੇ ਅੱਗ ਵਿੱਚ ਫ਼ੂਕੀ ਜਾਂਦੀ ਹੈ ਉਸੇ ਤਰ੍ਹਾਂ ਇਹ ਸੰਸਾਰ ਦੇ ਅੰਤ ਦੇ ਸਮੇਂ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 41] ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਆਪਣੇ ਸਵਰਗ ਦੂਤਾਂ ਨੂੰ ਭੇਜੇਗਾ ਅਤੇ ਉਹ ਉਸ ਦੇ ਰਾਜ ਵਿੱਚੋਂ ਸਾਰੀਆਂ ਠੋਕਰ ਖੁਆਉਣ ਵਾਲੀਆਂ ਚੀਜ਼ਾਂ ਅਤੇ ਕੁਧਰਮੀਆਂ ਨੂੰ ਇਕੱਠਿਆਂ ਕਰਨਗੇ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 42] ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅੱਗ ਦੇ ਭੱਠੇ ਵਿੱਚ ਸੁੱਟ ਦੇਣਗੇ। ਉੱਥੇ ਰੋਣਾ ਅਤੇ ਕਚੀਚੀਆਂ ਵੱਟਣਾ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 43] ਤਦ ਧਰਮੀ ਆਪਣੇ ਪਿਤਾ ਦੇ ਰਾਜ ਵਿੱਚ ਸੂਰਜ ਵਾਂਗੂੰ ਚਮਕਣਗੇ। ਜਿਹ ਦੇ ਕੰਨ ਹੋਣ ਸੋ ਸੁਣੇ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 44] ਸਵਰਗ ਰਾਜ ਖੇਤ ਵਿੱਚ ਲੁਕੇ ਹੋਏ ਧਨ ਵਰਗਾ ਹੈ, ਜਿਸ ਨੂੰ ਇੱਕ ਮਨੁੱਖ ਨੇ ਲੱਭ ਕੇ ਫਿਰ ਲੁਕਾ ਦਿੱਤਾ ਅਤੇ ਖੁਸ਼ੀ ਦੇ ਕਾਰਨ ਉਹ ਨੇ ਜਾ ਕੇ ਆਪਣਾ ਸਭ ਕੁਝ ਵੇਚ ਦਿੱਤਾ ਅਤੇ ਉਸ ਖੇਤ ਨੂੰ ਖ਼ਰੀਦ ਲਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 45] ਫੇਰ ਸਵਰਗ ਰਾਜ ਇੱਕ ਚੰਗੇ ਮੋਤੀਆਂ ਨੂੰ ਲੱਭਣ ਵਾਲੇ ਵਪਾਰੀ ਵਰਗਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 46] ਜਦੋਂ ਉਸ ਨੂੰ ਇੱਕ ਮੋਤੀ ਬਹੁਤ ਮਹਿੰਗੇ ਮੁੱਲ ਦਾ ਮਿਲਿਆ, ਤਾਂ ਉਸ ਨੇ ਆਪਣਾ ਸਭ ਕੁਝ ਵੇਚ ਕੇ ਉਸ ਨੂੰ ਖਰੀਦ ਲਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 47] ਫੇਰ ਸਵਰਗ ਰਾਜ ਇੱਕ ਜਾਲ਼ ਵਰਗਾ ਵੀ ਹੈ ਜਿਹੜਾ ਝੀਲ ਵਿੱਚ ਸੁੱਟਿਆ ਗਿਆ ਅਤੇ ਹਰ ਪ੍ਰਕਾਰ ਦੀਆਂ ਮੱਛੀਆਂ ਇਕੱਠੀਆਂ ਕਰ ਲਿਆਇਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 48] ਜਦੋਂ ਉਹ ਭਰ ਗਿਆ ਤਾਂ ਲੋਕ ਉਸ ਨੂੰ ਖਿੱਚ ਕੇ ਕੰਢੇ ਉੱਤੇ ਲੈ ਆਏ ਅਤੇ ਬੈਠ ਕੇ ਚੰਗੀਆਂ ਮੱਛੀਆਂ ਨੂੰ ਟੋਕਰੀਆਂ ਵਿੱਚ ਜਮਾਂ ਕੀਤਾ ਅਤੇ ਨਿਕੰਮੀਆਂ ਨੂੰ ਸੁੱਟ ਦਿੱਤਾ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 49] ਸੋ ਸੰਸਾਰ ਦੇ ਅੰਤ ਸਮੇਂ ਅਜਿਹਾ ਹੀ ਹੋਵੇਗਾ। ਦੂਤ ਆ ਕੇ, ਧਰਮੀਆਂ ਵਿੱਚੋਂ ਦੁਸ਼ਟਾਂ ਨੂੰ ਅੱਡ ਕਰਨਗੇ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 50] ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਅੱਗ ਦੇ ਭੱਠੇ ਵਿੱਚ ਸੁੱਟ ਦੇਣਗੇ। ਉੱਥੇ ਰੋਣਾ ਅਤੇ ਕਚੀਚੀਆਂ ਦਾ ਵੱਟਣਾ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 51] ਕੀ ਤੁਸੀਂ ਇਹ ਸਾਰੀਆਂ ਗੱਲਾਂ ਸਮਝ ਚੁੱਕੇ ਹੋ? ਉਨ੍ਹਾਂ ਉਸ ਨੂੰ ਆਖਿਆ, ਹਾਂ ਜੀ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 52] ਤਦ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਇਸ ਲਈ ਹਰੇਕ ਉਪਦੇਸ਼ਕ ਜੋ ਸਵਰਗ ਰਾਜ ਦਾ ਚੇਲਾ ਬਣ ਗਿਆ ਹੈ, ਉਸ ਘਰ ਦੇ ਮਾਲਕ ਵਰਗਾ ਹੈ ਜਿਹੜਾ ਆਪਣੇ ਖ਼ਜ਼ਾਨੇ ਵਿੱਚੋਂ ਨਵੀਆਂ ਅਤੇ ਪੁਰਾਣੀਆਂ ਚੀਜ਼ਾਂ ਬਾਹਰ ਕੱਢਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 53] ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਹੋਇਆ ਕਿ ਜਦੋਂ ਯਿਸੂ ਨੇ ਇਹਨਾਂ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਨੂੰ ਪੂਰਾ ਕੀਤਾ, ਤਾਂ ਉੱਥੋਂ ਤੁਰ ਪਿਆ।
[IRV | PA | NT | Matthew | Chapter 13 | Verse 54] ਅਤੇ ਆਪਣੇ ਦੇਸ ਵਿੱਚ ਆ ਕੇ ਉਨ੍ਹਾਂ ਦੇ ਪ੍ਰਾਰਥਨਾ ਘਰ ਵਿੱਚ ਉਨ੍ਹਾਂ ਨੂੰ ਅਜਿਹਾ ਉਪਦੇਸ਼ ਦਿੰਦਾ ਸੀ ਕਿ ਉਹ ਹੈਰਾਨ ਹੋ ਕੇ ਕਹਿਣ ਲੱਗੇ, ਕਿ ਇਸ ਮਨੁੱਖ ਨੂੰ ਇਹ ਗਿਆਨ ਅਤੇ ਇਹ ਅਚਰਜ਼ ਸ਼ਕਤੀ ਕਿੱਥੋਂ ਪ੍ਰਾਪਤ ਹੋਈ?
[IRV | PA | NT | Matthew | Chapter 13 | Verse 55] ਕੀ, ਇਹ ਤਰਖਾਣ ਦਾ ਪੁੱਤਰ ਨਹੀਂ ਅਤੇ ਇਹ ਦੀ ਮਾਂ ਮਰਿਯਮ ਨਹੀਂ ਕਹਾਉਂਦੀ ਅਤੇ ਇਹ ਦੇ ਭਰਾ ਯਾਕੂਬ, ਯੂਸੁਫ਼, ਸ਼ਮਊਨ ਅਤੇ ਯਹੂਦਾ ਨਹੀਂ ਹਨ?
