[IRV | PA | NT | Matthew | Chapter 25 | Verse 1] ਉਸ ਵੇਲੇ ਸਵਰਗ ਰਾਜ ਦਸਾਂ ਕੁਆਰੀਆਂ ਵਰਗਾ ਹੋਵੇਗਾ ਜਿਹੜੀਆਂ ਆਪਣੀਆਂ ਮਸ਼ਾਲਾਂ ਲੈ ਕੇ ਲਾੜੇ ਦੇ ਮਿਲਣ ਨੂੰ ਨਿੱਕਲੀਆਂ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 15] ਅਤੇ ਇੱਕ ਨੂੰ ਪੰਜ ਤੋੜੇ, ਦੂਜੇ ਨੂੰ ਦੋ ਅਤੇ ਤੀਜੇ ਨੂੰ ਇੱਕ, ਹਰੇਕ ਨੂੰ ਉਹ ਦੀ ਯੋਗਤਾ ਦੇ ਅਨੁਸਾਰ ਦਿੱਤਾ ਤਾਂ ਪਰਦੇਸ ਨੂੰ ਚੱਲਿਆ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 16] ਜਿਸ ਨੇ ਪੰਜ ਤੋੜੇ ਲਏ ਸਨ ਉਹ ਨੇ ਝੱਟ ਜਾ ਕੇ ਉਨ੍ਹਾਂ ਨਾਲ ਬਣਜ ਵਪਾਰ ਕੀਤਾ ਅਤੇ ਹੋਰ ਪੰਜ ਤੋੜੇ ਕਮਾਏ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 17] ਇਸੇ ਤਰ੍ਹਾਂ ਜਿਸ ਨੇ ਦੋ ਲਏ ਸਨ ਉਹ ਨੇ ਵੀ ਹੋਰ ਦੋ ਕਮਾ ਲਏ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 18] ਪਰ ਜਿਸ ਨੇ ਇੱਕੋ ਲਿਆ ਸੀ ਉਹ ਨੇ ਜਾ ਕੇ ਧਰਤੀ ਪੁੱਟੀ ਅਤੇ ਆਪਣੇ ਮਾਲਕ ਦੇ ਤੋੜੇ ਨੂੰ ਲੁਕਾ ਦਿੱਤਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 19] ਬਹੁਤ ਸਮੇਂ ਬਾਅਦ, ਉਨ੍ਹਾਂ ਨੌਕਰਾਂ ਦਾ ਮਾਲਕ ਆਇਆ ਅਤੇ ਉਨ੍ਹਾਂ ਤੋਂ ਲੇਖਾ ਲੈਣ ਲੱਗਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 20] ਸੋ ਜਿਸ ਨੇ ਪੰਜ ਤੋੜੇ ਲਏ ਸਨ ਉਹ ਨੇ ਕੋਲ ਆ ਕੇ ਹੋਰ ਪੰਜ ਤੋੜੇ ਉਹ ਦੇ ਅੱਗੇ ਰੱਖੇ ਅਤੇ ਕਿਹਾ, ਸੁਆਮੀ ਜੀ ਤੁਸੀਂ ਮੈਨੂੰ ਪੰਜ ਤੋੜੇ ਸੌਂਪੇ ਸਨ। ਵੇਖੋ ਮੈਂ ਪੰਜ ਤੋੜੇ ਹੋਰ ਵੀ ਕਮਾਏ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 21] ਉਹ ਦੇ ਮਾਲਕ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਹੇ ਚੰਗੇ ਅਤੇ ਵਫ਼ਾਦਾਰ ਨੌਕਰ ਸ਼ਾਬਾਸ਼! ਤੂੰ ਤਾਂ ਥੋੜ੍ਹੇ ਜਿਹੇ ਵਿੱਚ ਵਫ਼ਾਦਾਰ ਰਿਹਾ, ਮੈਂ ਤੈਨੂੰ ਬਹੁਤ ਸਾਰੇ ਉੱਤੇ ਅਧਿਕਾਰ ਦੇਵਾਂਗਾ। ਤੂੰ ਆਪਣੇ ਮਾਲਕ ਦੀ ਖੁਸ਼ੀ ਵਿੱਚ ਸ਼ਾਮਿਲ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 22] ਅਤੇ ਜਿਸ ਨੇ ਦੋ ਤੋੜੇ ਲਏ ਸਨ ਉਹ ਵੀ ਕੋਲ ਆ ਕੇ ਬੋਲਿਆ, ਸੁਆਮੀ ਜੀ ਤੁਸੀਂ ਮੈਨੂੰ ਦੋ ਤੋੜੇ ਸੌਂਪੇ ਸਨ। ਵੇਖੋ ਮੈਂ ਦੋ ਤੋੜੇ ਹੋਰ ਵੀ ਕਮਾਏ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 23] ਉਹ ਦੇ ਮਾਲਕ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਹੇ ਚੰਗੇ ਅਤੇ ਵਫ਼ਾਦਾਰ ਨੌਕਰ ਸ਼ਾਬਾਸ਼! ਤੂੰ ਥੋੜ੍ਹੇ ਜਿਹੇ ਵਿੱਚ ਵਫ਼ਾਦਾਰ ਰਿਹਾ, ਮੈਂ ਤੈਨੂੰ ਬਹੁਤ ਸਾਰੇ ਉੱਤੇ ਅਧਿਕਾਰ ਦੇਵਾਂਗਾ। ਤੂੰ ਆਪਣੇ ਮਾਲਕ ਦੀ ਖੁਸ਼ੀ ਵਿੱਚ ਸ਼ਾਮਿਲ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 24] ਫੇਰ ਜਿਸ ਨੇ ਇੱਕ ਤੋੜਾ ਲਿਆ ਸੀ ਉਹ ਵੀ ਕੋਲ ਆ ਕੇ ਬੋਲਿਆ, ਸੁਆਮੀ ਜੀ ਮੈਂ ਤੁਹਾਨੂੰ ਜਾਣਦਾ ਹਾਂ ਜੋ ਤੁਸੀਂ ਕਰੜੇ ਆਦਮੀ ਹੋ ਕਿ ਜਿੱਥੇ ਤੁਸੀਂ ਨਹੀਂ ਬੀਜਿਆ ਉੱਥੋਂ ਵੱਢਦੇ ਹੋ ਅਤੇ ਜਿੱਥੇ ਨਹੀਂ ਖਿੰਡਾਇਆ ਉੱਥੋਂ ਇਕੱਠਾ ਕਰਦੇ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 25] ਸੋ ਮੈਂ ਡਰਿਆ ਅਤੇ ਜਾ ਕੇ ਤੁਹਾਡੇ ਤੋੜੇ ਨੂੰ ਧਰਤੀ ਵਿੱਚ ਲੁਕਾ ਦਿੱਤਾ। ਇਹ ਆਪਣਾ ਤੋੜਾ ਵਾਪਸ ਲੈ ਲਵੋ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 26] ਉਸ ਦੇ ਮਾਲਕ ਨੇ ਉਸ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਓਏ ਦੁਸ਼ਟ ਅਤੇ ਆਲਸੀ ਨੌਕਰ! ਕੀ ਤੂੰ ਜਾਣਦਾ ਹੈਂ ਕਿ ਜਿੱਥੇ ਮੈਂ ਨਹੀਂ ਬੀਜਿਆ ਉੱਥੋਂ ਵੱਢਦਾ ਹਾਂ ਅਤੇ ਜਿੱਥੇ ਮੈਂ ਨਹੀਂ ਖਿੰਡਾਇਆ ਉੱਥੋਂ ਇਕੱਠਾ ਕਰਦਾ ਹਾਂ?
[IRV | PA | NT | Matthew | Chapter 25 | Verse 27] ਇਸ ਲਈ ਤੈਨੂੰ ਚਾਹੀਦਾ ਸੀ ਜੋ ਮੇਰੇ ਰੁਪਏ ਸ਼ਾਹੂਕਾਰਾਂ ਨੂੰ ਦਿੰਦਾ ਤਾਂ ਮੈਂ ਆ ਕੇ ਆਪਣਾ ਮਾਲ ਵਿਆਜ ਸਮੇਤ ਲੈਂਦਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 28] ਸੋ ਉਹ ਤੋੜਾ ਉਸ ਕੋਲੋਂ ਲੈ ਲਓ ਅਤੇ ਜਿਸ ਦੇ ਕੋਲ ਦਸ ਤੋੜੇ ਹਨ ਉਹ ਨੂੰ ਦਿਓ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 29] ਕਿਉਂਕਿ ਜਿਸ ਕਿਸੇ ਕੋਲ ਕੁਝ ਹੈ ਉਹ ਨੂੰ ਦਿੱਤਾ ਜਾਵੇਗਾ ਅਤੇ ਉਹ ਦਾ ਵਾਧਾ ਹੋਵੇਗਾ ਪਰ ਜਿਸ ਦੇ ਕੋਲ ਨਹੀਂ ਉਸ ਕੋਲੋਂ ਜੋ ਉਹ ਦਾ ਹੈ ਉਹ ਵੀ ਲੈ ਲਿਆ ਜਾਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 30] ਇਸ ਨਿਕੰਮੇ ਨੌਕਰ ਨੂੰ ਬਾਹਰ ਦੇ ਅੰਧਕਾਰ ਵਿੱਚ ਸੁੱਟ ਦਿਓ। ਉੱਥੇ ਰੋਣਾ ਅਤੇ ਕਚੀਚੀਆਂ ਵੱਟਣਾ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 31] ਜਦ ਮਨੁੱਖ ਦਾ ਪੁੱਤਰ ਆਪਣੀ ਮਹਿਮਾ ਨਾਲ ਸਾਰੇ ਦੂਤਾਂ ਨਾਲ ਆਵੇਗਾ ਤਦ ਉਹ ਆਪਣੇ ਤੇਜ ਦੇ ਸਿੰਘਾਸਣ ਉੱਤੇ ਬੈਠੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 32] ਅਤੇ ਸਭ ਕੌਮਾਂ ਉਹ ਦੇ ਅੱਗੇ ਇਕੱਠੀਆਂ ਕੀਤੀਆਂ ਜਾਣਗੀਆਂ ਅਤੇ ਜਿਸ ਤਰ੍ਹਾਂ ਅਯਾਲੀ ਭੇਡਾਂ ਨੂੰ ਬੱਕਰੀਆਂ ਵਿੱਚੋਂ ਅਲੱਗ ਕਰਦਾ ਹੈ, ਉਸੇ ਤਰ੍ਹਾਂ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਇੱਕ ਦੂਜੇ ਤੋਂ ਅਲੱਗ ਕਰੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 33] ਅਤੇ ਉਹ ਭੇਡਾਂ ਨੂੰ ਆਪਣੇ ਸੱਜੇ ਪਾਸੇ ਅਤੇ ਬੱਕਰੀਆਂ ਨੂੰ ਖੱਬੇ ਪਾਸੇ ਖੜ੍ਹਾ ਕਰੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 34] ਤਦ ਰਾਜਾ ਉਨ੍ਹਾਂ ਨੂੰ ਜਿਹੜੇ ਉਹ ਦੇ ਸੱਜੇ ਪਾਸੇ ਹੋਣ ਆਖੇਗਾ, ਹੇ ਮੇਰੇ ਪਿਤਾ ਦੇ ਮੁਬਾਰਕ ਲੋਕੋ ਆਓ! ਜਿਹੜਾ ਰਾਜ ਜਗਤ ਦੇ ਮੁੱਢੋਂ ਤੁਹਾਡੇ ਲਈ ਤਿਆਰ ਕੀਤਾ ਹੋਇਆ ਹੈ, ਉਹ ਦੇ ਵਾਰਿਸ ਹੋਵੋ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 35] ਕਿਉਂ ਜੋ ਮੈਂ ਭੁੱਖਾ ਸੀ ਅਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਖਾਣ ਨੂੰ ਦਿੱਤਾ, ਮੈਂ ਤਿਹਾਇਆ ਸੀ ਅਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਪੀਣ ਨੂੰ ਦਿੱਤਾ, ਮੈਂ ਪਰਦੇਸੀ ਸੀ ਅਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਆਪਣੇ ਘਰ ਉਤਾਰਿਆ,
[IRV | PA | NT | Matthew | Chapter 25 | Verse 36] ਨੰਗਾ ਸੀ ਅਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਕੱਪੜੇ ਪਹਿਨਾਏ, ਮੈਂ ਰੋਗੀ ਸੀ ਅਤੇ ਤੁਸੀਂ ਮੇਰੀ ਖ਼ਬਰ ਲਈ, ਮੈਂ ਕੈਦ ਵਿੱਚ ਸੀ ਅਤੇ ਤੁਸੀਂ ਮੇਰੇ ਕੋਲ ਆਏ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 37] ਤਦ ਧਰਮੀ ਲੋਕ ਉਹ ਨੂੰ ਇਹ ਉੱਤਰ ਦੇਣਗੇ, ਪ੍ਰਭੂ ਜੀ ਅਸੀਂ ਕਦੋਂ ਤੈਨੂੰ ਭੁੱਖਾ ਵੇਖਿਆ ਤੇ ਤੈਨੂੰ ਖੁਆਇਆ ਜਾਂ ਤਿਹਾਇਆ ਵੇਖਿਆ ਤੇ ਤੈਨੂੰ ਪਿਲਾਇਆ?
[IRV | PA | NT | Matthew | Chapter 25 | Verse 38] ਕਦੋਂ ਅਸੀਂ ਤੈਨੂੰ ਪਰਦੇਸੀ ਵੇਖਿਆ ਤੇ ਤੈਨੂੰ ਆਪਣੇ ਘਰ ਉਤਾਰਿਆ ਜਾਂ ਨੰਗਾ ਵੇਖਿਆ ਤੇ ਤੈਨੂੰ ਕੱਪੜੇ ਪਹਿਨਾਏ?
[IRV | PA | NT | Matthew | Chapter 25 | Verse 39] ਕਦੋਂ ਅਸੀਂ ਤੈਨੂੰ ਰੋਗੀ ਜਾਂ ਕੈਦੀ ਵੇਖਿਆ ਤੇ ਤੇਰੇ ਕੋਲ ਆਏ?
[IRV | PA | NT | Matthew | Chapter 25 | Verse 40] ਰਾਜਾ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਤਰ ਦੇਵੇਗਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਦ ਤੁਸੀਂ ਮੇਰੇ ਇਨ੍ਹਾਂ ਸਭਨਾਂ ਛੋਟੇ ਭਰਾਵਾਂ ਵਿੱਚੋਂ ਇੱਕ ਨਾਲ ਇਹ ਕੀਤਾ ਤਾਂ ਮੇਰੇ ਨਾਲ ਕੀਤਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 41] ਤਦ ਜਿਹੜੇ ਖੱਬੇ ਪਾਸੇ ਹੋਣ ਉਨ੍ਹਾਂ ਨੂੰ ਵੀ ਉਹ ਕਹੇਗਾ, ਹੇ ਸਰਾਪੇ ਹੋਇਓ, ਮੇਰੇ ਕੋਲੋਂ ਉਸ ਸਦੀਪਕ ਅੱਗ ਵਿੱਚ ਚੱਲੇ ਜਾਓ ਜਿਹੜੀ ਸ਼ੈਤਾਨ ਅਤੇ ਉਹ ਦੇ ਦੂਤਾਂ ਲਈ ਤਿਆਰ ਕੀਤੀ ਹੋਈ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 42] ਕਿਉਂ ਜੋ ਮੈਂ ਭੁੱਖਾ ਸੀ ਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਨਾ ਖੁਆਇਆ, ਮੈਂ ਤਿਹਾਇਆ ਸੀ ਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਨਾ ਪਿਆਇਆ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 43] ਮੈਂ ਪਰਦੇਸੀ ਸੀ ਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਆਪਣੇ ਘਰ ਨਾ ਉਤਾਰਿਆ, ਨੰਗਾ ਸੀ ਤੇ ਤੁਸੀਂ ਮੈਨੂੰ ਕੱਪੜੇ ਨਾ ਪਹਿਨਾਏ, ਰੋਗੀ ਅਤੇ ਕੈਦੀ ਸੀ ਤੇ ਤੁਸੀਂ ਮੇਰੀ ਖ਼ਬਰ ਨਾ ਲਈ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 44] ਤਦ ਉਹ ਵੀ ਉੱਤਰ ਦੇਣਗੇ, ਪ੍ਰਭੂ ਜੀ ਕਦੋਂ ਅਸੀਂ ਤੈਨੂੰ ਭੁੱਖਾ ਜਾਂ ਤਿਹਾਇਆ ਜਾਂ ਪਰਦੇਸੀ ਜਾਂ ਨੰਗਾ ਜਾਂ ਰੋਗੀ ਜਾਂ ਕੈਦੀ ਵੇਖਿਆ ਅਤੇ ਤੇਰੀ ਟਹਿਲ ਸੇਵਾ ਨਾ ਕੀਤੀ?
[IRV | PA | NT | Matthew | Chapter 25 | Verse 45] ਤਦ ਉਹ ਉਨ੍ਹਾਂ ਨੂੰ ਇਹ ਉੱਤਰ ਦੇਵੇਗਾ, ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਦ ਤੁਸੀਂ ਇਨ੍ਹਾਂ ਸਭਨਾਂ ਤੋਂ ਛੋਟਿਆਂ ਵਿੱਚੋਂ ਇੱਕ ਨਾਲ ਇਹ ਨਾ ਕੀਤਾ ਤਾਂ ਮੇਰੇ ਨਾਲ ਨਾ ਕੀਤਾ।
[IRV | PA | NT | Matthew | Chapter 25 | Verse 46] ਅਤੇ ਇਹ ਸਦੀਪਕ ਸਜ਼ਾ ਵਿੱਚ ਜਾਣਗੇ, ਪਰ ਧਰਮੀ ਸਦੀਪਕ ਜੀਵਨ ਵਿੱਚ।
