[IRV | PA | NT | Matthew | Chapter 5 | Verse 1] ਭੀੜ ਨੂੰ ਵੇਖ ਕੇ ਯਿਸੂ ਪਹਾੜ ਉੱਤੇ ਚੜ੍ਹ ਗਿਆ ਅਤੇ ਜਦ ਬੈਠ ਗਿਆ ਤਦ ਚੇਲੇ ਉਸ ਦੇ ਕੋਲ ਆਏ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 13] ਤੁਸੀਂ ਧਰਤੀ ਦੇ ਲੂਣ ਹੋ! ਪਰ ਜੇ ਲੂਣ ਬੇਸੁਆਦ ਹੋ ਜਾਵੇ ਤਾਂ ਫਿਰ ਕਿਵੇਂ ਸਲੂਣਾ ਕੀਤਾ ਜਾਵੇਗਾ? ਉਹ ਫਿਰ ਬੇਕਾਰ ਹੈ, ਕਿ ਬਾਹਰ ਸੁੱਟਿਆ ਅਤੇ ਮਨੁੱਖਾਂ ਦੇ ਪੈਰਾਂ ਹੇਠ ਮਿੱਧਿਆ ਜਾਵੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 14] ਤੁਸੀਂ ਸੰਸਾਰ ਦੇ ਚਾਨਣ ਹੋ। ਜਿਹੜਾ ਨਗਰ ਪਹਾੜ ਉੱਤੇ ਵੱਸਦਾ ਹੈ ਉਹ ਲੁਕਿਆ ਨਹੀਂ ਰਹਿ ਸਕਦਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 15] ਲੋਕ ਦੀਵਾ ਬਾਲ ਕੇ ਟੋਕਰੇ ਹੇਠਾਂ ਨਹੀਂ ਰੱਖਦੇ ਸਗੋਂ ਦੀਵਟ ਉੱਤੇ ਰੱਖਦੇ ਹਨ ਤਾਂ ਜੋ ਜਿਹੜੇ ਘਰ ਵਿੱਚ ਹਨ ਉਹਨਾਂ ਨੂੰ ਚਾਨਣ ਦੇਵੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 16] ਤੁਹਾਡਾ ਚਾਨਣ ਲੋਕਾਂ ਦੇ ਸਾਹਮਣੇ ਅਜਿਹਾ ਚਮਕੇ ਕਿ ਉਹ ਤੁਹਾਡੇ ਚੰਗੇ ਕੰਮਾਂ ਨੂੰ ਵੇਖ ਕੇ ਤੁਹਾਡੇ ਪਿਤਾ ਦੀ ਵਡਿਆਈ ਕਰਨ, ਜਿਹੜਾ ਸਵਰਗ ਵਿੱਚ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 17] ਇਹ ਨਾ ਸੋਚੋ ਕਿ ਮੈਂ ਮੂਸਾ ਦੀ ਬਿਵਸਥਾ ਜਾਂ ਨਬੀਆਂ ਦੇ ਉਪਦੇਸ਼ ਨੂੰ ਰੱਦ ਕਰਨ ਆਇਆ ਹਾਂ। ਮੈਂ ਰੱਦ ਕਰਨ ਨਹੀਂ ਸਗੋਂ ਪੂਰਾ ਕਰਨ ਆਇਆ ਹਾਂ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 18] ਕਿਉਂ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਦੋਂ ਤੱਕ ਅਕਾਸ਼ ਅਤੇ ਧਰਤੀ ਟਲ ਨਾ ਜਾਣ, ਬਿਵਸਥਾ ਵਿੱਚੋਂ ਇੱਕ ਅੱਖਰ ਜਾਂ ਇੱਕ ਬਿੰਦੀ ਵੀ ਨਾ ਟਲੇਗੀ, ਜਦ ਤੱਕ ਸਭ ਕੁਝ ਪੂਰਾ ਨਾ ਹੋਵੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 19] ਸੋ ਜੋ ਕੋਈ ਇਨ੍ਹਾਂ ਸਭਨਾਂ ਤੋਂ ਛੋਟਿਆਂ ਹੁਕਮਾਂ ਵਿੱਚੋਂ ਇੱਕ ਦੀ ਵੀ ਉਲੰਘਣਾ ਕਰੇ ਅਤੇ ਇਸੇ ਤਰ੍ਹਾਂ ਦੂਜਿਆਂ ਨੂੰ ਸਿਖਾਵੇ ਸੋ ਸਵਰਗ ਰਾਜ ਵਿੱਚ ਸਭਨਾਂ ਨਾਲੋਂ ਛੋਟਾ ਕਹਾਵੇਗਾ ਪਰ ਜਿਹੜਾ ਉਨ੍ਹਾਂ ਦੀ ਪਾਲਨਾ ਕਰੇ ਅਤੇ ਸਿਖਾਵੇ ਉਹ ਸਵਰਗ ਰਾਜ ਵਿੱਚ ਮਹਾਨ ਕਹਾਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 20] ਕਿਉਂ ਜੋ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜੇ ਤੁਹਾਡੀ ਧਾਰਮਿਕਤਾ, ਉਪਦੇਸ਼ਕਾਂ ਅਤੇ ਫ਼ਰੀਸੀਆਂ ਦੇ ਨਾਲੋਂ ਵੱਧ ਨਾ ਹੋਵੇ ਤਾਂ ਤੁਸੀਂ ਸਵਰਗ ਰਾਜ ਵਿੱਚ ਕਿਸੇ ਵੀ ਤਰ੍ਹਾਂ ਨਾ ਵੜੋਗੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 21] ਤੁਸੀਂ ਸੁਣਿਆ ਹੈ ਕਿ ਬਹੁਤ ਚਿਰ ਪਹਿਲਾਂ ਇਹ ਕਿਹਾ ਗਿਆ ਸੀ, ਤੂੰ ਕਿਸੇ ਮਨੁੱਖ ਦਾ ਖ਼ੂਨ ਨਾ ਕਰ ਅਤੇ ਜੇ ਕੋਈ ਖ਼ੂਨ ਕਰੇ ਸੋ ਅਦਾਲਤ ਵਿੱਚ ਸਜ਼ਾ ਦੇ ਯੋਗ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 22] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਹਰੇਕ ਜੋ ਆਪਣੇ ਭਰਾ ਉੱਤੇ ਕ੍ਰੋਧ ਕਰੇ ਉਹ ਅਦਾਲਤ ਵਿੱਚ ਸਜ਼ਾ ਪਾਵੇਗਾ ਅਤੇ ਜਿਹੜਾ ਆਪਣੇ ਭਰਾ ਨੂੰ ਗਾਲ ਕੱਢੇ ਉਹ ਸਭਾ ਵਿੱਚ ਸਜ਼ਾ ਪਾਵੇਗਾ ਪਰ ਜਿਹੜਾ ਆਪਣੇ ਭਰਾ ਨੂੰ “ਮੂਰਖ” ਕਹੇ, ਉਹ ਨਰਕ ਦੀ ਅੱਗ ਦੀ ਸਜ਼ਾ ਪਾਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 23] ਸੋ ਜਦੋਂ ਤੂੰ ਜਗਵੇਦੀ ਉੱਤੇ ਆਪਣੀ ਭੇਟ ਚੜ੍ਹਾਉਣ ਲੱਗੇਂ ਅਤੇ ਤੈਨੂੰ ਯਾਦ ਆਵੇ ਜੋ ਤੇਰੇ ਭਰਾ ਦੇ ਮਨ ਵਿੱਚ ਤੇਰੇ ਲਈ ਕੁਝ ਗੁੱਸਾ ਹੈ,
[IRV | PA | NT | Matthew | Chapter 5 | Verse 24] ਤਾਂ ਉੱਥੇ ਆਪਣੀ ਭੇਟ ਜਗਵੇਦੀ ਦੇ ਸਾਹਮਣੇ ਛੱਡ ਕੇ ਚੱਲਿਆ ਜਾ ਅਤੇ ਪਹਿਲਾਂ ਆਪਣੇ ਭਰਾ ਨਾਲ ਮੇਲ-ਮਿਲਾਪ ਕਰ। ਫਿਰ ਆ ਕੇ ਆਪਣੀ ਭੇਟ ਚੜ੍ਹਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 25] ਜੇ ਤੇਰਾ ਵਿਰੋਧੀ ਤੈਨੂੰ ਅਦਾਲਤ ਲਿਜਾ ਰਿਹਾ ਹੋਵੇ ਤਾਂ ਰਸਤੇ ਵਿੱਚ ਹੀ ਛੇਤੀ ਉਹ ਦੇ ਨਾਲ ਮਿਲਾਪ ਕਰ, ਇਸ ਤਰ੍ਹਾਂ ਨਾ ਹੋਵੇ ਜੋ ਵਿਰੋਧੀ ਤੈਨੂੰ ਹਾਕਮ ਦੇ ਹਵਾਲੇ ਕਰੇ ਅਤੇ ਹਾਕਮ ਤੈਨੂੰ ਸਿਪਾਹੀ ਦੇ ਹਵਾਲੇ ਕਰੇ ਅਤੇ ਤੂੰ ਕੈਦ ਵਿੱਚ ਪੈ ਜਾਵੇਂ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 26] ਮੈਂ ਤੈਨੂੰ ਸੱਚ ਆਖਦਾ ਹਾਂ ਕਿ ਜਦ ਤੱਕ ਤੂੰ ਸਭ ਕੁਝ ਨਾ ਭਰ ਦੇਵੇਂ ਉੱਥੋਂ ਕਿਸੇ ਵੀ ਤਰ੍ਹਾਂ ਨਾ ਛੁੱਟੇਂਗਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 27] ਤੁਸੀਂ ਸੁਣਿਆ ਹੈ ਜੋ ਇਹ ਕਿਹਾ ਗਿਆ ਸੀ ਕਿ ਤੂੰ ਵਿਭਚਾਰ ਨਾ ਕਰ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 28] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜੇ ਕੋਈ ਕਿਸੇ ਔਰਤ ਨੂੰ ਬੁਰੀ ਕਾਮਨਾ ਨਾਲ ਵੇਖਦਾ ਹੈ, ਉਹ ਓਸੇ ਵੇਲੇ ਹੀ ਆਪਣੇ ਮਨੋਂ ਉਹ ਦੇ ਨਾਲ ਵਿਭਚਾਰ ਕਰ ਚੁੱਕਿਆ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 29] ਜੇ ਤੇਰੀ ਸੱਜੀ ਅੱਖ ਪਾਪ ਕਰਾਵੇ ਤਾਂ ਉਸ ਨੂੰ ਕੱਢ ਕੇ ਸੁੱਟ ਦੇ, ਕਿਉਂ ਜੋ ਤੇਰੇ ਲਈ ਇਹੋ ਚੰਗਾ ਹੈ ਕਿ ਤੇਰੇ ਅੰਗਾਂ ਵਿੱਚੋਂ ਇੱਕ ਦਾ ਨਾਸ ਹੋਵੇ ਪਰ ਤੇਰਾ ਸਾਰਾ ਸਰੀਰ ਨਰਕ ਵਿੱਚ ਸੁੱਟਿਆ ਨਾ ਜਾਵੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 30] ਅਤੇ ਜੇ ਤੇਰਾ ਸੱਜਾ ਹੱਥ ਤੇਰੇ ਕੋਲੋਂ ਪਾਪ ਕਰਾਵੇ ਤਾਂ ਉਸ ਨੂੰ ਵੱਢ ਕੇ ਸੁੱਟ ਦੇ, ਕਿਉਂ ਜੋ ਤੇਰੇ ਲਈ ਇਹੋ ਚੰਗਾ ਹੈ ਕਿ ਤੇਰੇ ਅੰਗਾਂ ਵਿੱਚੋਂ ਇੱਕ ਦਾ ਨਾਸ ਹੋਵੇ ਪਰ ਤੇਰਾ ਸਾਰਾ ਸਰੀਰ ਨਰਕ ਵਿੱਚ ਸੁੱਟਿਆ ਨਾ ਜਾਵੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 31] ਇਹ ਵੀ ਆਖਿਆ ਗਿਆ ਸੀ ਕਿ ਜਿਹੜਾ ਆਪਣੀ ਪਤਨੀ ਨੂੰ ਤਲਾਕ ਦੇਵੇ, ਉਹ ਉਸ ਨੂੰ ਤਲਾਕ ਨਾਮਾ ਲਿਖ ਕੇ ਦੇਵੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 32] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਜਿਹੜਾ ਆਪਣੀ ਪਤਨੀ ਨੂੰ ਹਰਾਮਕਾਰੀ ਤੋਂ ਇਲਾਵਾ ਕਿਸੇ ਹੋਰ ਕਾਰਨ ਤਿਆਗੇ, ਉਹ ਉਸ ਕੋਲੋਂ ਵਿਭਚਾਰ ਕਰਾਉਂਦਾ ਹੈ ਅਤੇ ਜੋ ਕੋਈ ਉਸ ਤਿਆਗੀ ਹੋਈ ਨਾਲ ਵਿਆਹ ਕਰੇ ਸੋ ਵਿਭਚਾਰ ਕਰਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 33] ਤੁਸੀਂ ਸੁਣਿਆ ਹੈ ਜੋ ਪੁਰਖਿਆਂ ਨੂੰ ਕਿਹਾ ਗਿਆ ਸੀ ਕਿ ਤੁਸੀਂ ਝੂਠੀ ਸਹੁੰ ਨਾ ਖਾਣਾ ਪਰ ਪ੍ਰਭੂ ਦੇ ਲਈ ਆਪਣੇ ਵਾਅਦਿਆਂ ਨੂੰ ਪੂਰਾ ਕਰਨਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 34] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਕਦੇ ਵੀ ਸਹੁੰ ਨਾ ਖਾਓ, ਨਾ ਸਵਰਗ ਦੀ ਕਿਉਂ ਜੋ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦਾ ਸਿੰਘਾਸਣ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 35] ਨਾ ਧਰਤੀ ਦੀ ਕਿਉਂ ਜੋ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦੇ ਚਰਨਾਂ ਦੀ ਚੌਂਕੀ ਹੈ ਅਤੇ ਨਾ ਯਰੂਸ਼ਲਮ ਦੀ ਕਿਉਂ ਜੋ ਉਹ ਪਰਮੇਸ਼ੁਰ ਦਾ ਸ਼ਹਿਰ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 36] ਅਤੇ ਨਾ ਆਪਣੇ ਸਿਰ ਦੀ ਸਹੁੰ ਖਾਹ ਕਿਉਂ ਜੋ ਤੂੰ ਇੱਕ ਵਾਲ਼ ਨੂੰ ਸਫ਼ੇਦ ਜਾਂ ਕਾਲਾ ਨਹੀਂ ਕਰ ਸਕਦਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 37] ਪਰ ਤੁਹਾਡੀ ਗੱਲਬਾਤ ਹਾਂ ਦੀ ਹਾਂ ਅਤੇ ਨਾਂਹ ਦੀ ਨਾਂਹ ਹੋਵੇ ਅਤੇ ਜੋ ਇਸ ਤੋਂ ਵੱਧ ਹੈ ਸੋ ਦੁਸ਼ਟ ਵੱਲੋਂ ਹੁੰਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 38] ਤੁਸੀਂ ਸੁਣਿਆ ਹੈ ਜੋ ਕਿਹਾ ਗਿਆ ਸੀ ਕਿ ਅੱਖ ਦੇ ਬਦਲੇ ਅੱਖ ਅਤੇ ਦੰਦ ਦੇ ਬਦਲੇ ਦੰਦ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 39] ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਜੋ ਦੁਸ਼ਟ ਦਾ ਸਾਹਮਣਾ ਨਾ ਕਰਨਾ ਸਗੋਂ ਜੇ ਕੋਈ ਤੇਰੀ ਸੱਜੀ ਗੱਲ੍ਹ ਉੱਤੇ ਚਪੇੜ ਮਾਰੇ ਤਾਂ ਤੂੰ ਦੂਜੀ ਵੀ ਉਸ ਦੇ ਵੱਲ ਕਰ ਦੇ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 40] ਅਤੇ ਜੇ ਕੋਈ ਤੇਰੇ ਉੱਤੇ ਮੁਕੱਦਮਾ ਕਰ ਕੇ ਤੇਰਾ ਕੁੜਤਾ ਲੈਣਾ ਚਾਹੇ ਤਾਂ ਉਹ ਨੂੰ ਚੋਗਾ ਵੀ ਦੇ ਦਿਓ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 41] ਅਤੇ ਜੋ ਕੋਈ ਤੈਨੂੰ ਬੇਗ਼ਾਰੀ ਵਿੱਚ ਇੱਕ ਮੀਲ ਲੈ ਜਾਵੇ ਤਾਂ ਉਹ ਦੇ ਨਾਲ ਦੋ ਮੀਲ ਚੱਲਿਆ ਜਾ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 42] ਜਿਹੜਾ ਤੇਰੇ ਕੋਲੋਂ ਮੰਗੇ ਉਹ ਨੂੰ ਦੇ ਅਤੇ ਜੋ ਤੇਰੇ ਕੋਲੋਂ ਉਧਾਰ ਮੰਗੇ ਤਾਂ ਉਸ ਤੋਂ ਮੂੰਹ ਨਾ ਮੋੜ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 43] ਤੁਸੀਂ ਸੁਣਿਆ ਹੈ ਜੋ ਇਹ ਕਿਹਾ ਗਿਆ ਸੀ ਕਿ ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਨਾਲ ਪਿਆਰ ਕਰ ਅਤੇ ਆਪਣੇ ਵੈਰੀ ਨਾਲ ਵੈਰ ਰੱਖ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 44] ਪਰ ਮੈਂ ਤੁਹਾਨੂੰ ਆਖਦਾ ਹਾਂ ਕਿ ਆਪਣੇ ਵੈਰੀਆਂ ਨਾਲ ਪਿਆਰ ਕਰੋ। ਅਤੇ ਜੋ ਤੁਹਾਨੂੰ ਸਤਾਉਣ ਉਨ੍ਹਾਂ ਲਈ ਪ੍ਰਾਰਥਨਾ ਕਰੋ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 45] ਤਾਂ ਜੋ ਤੁਸੀਂ ਆਪਣੇ ਸਵਰਗੀ ਪਿਤਾ ਦੀ ਸੰਤਾਨ ਹੋਵੋ ਕਿਉਂ ਜੋ ਉਹ ਆਪਣਾ ਸੂਰਜ, ਬੁਰਿਆਂ ਅਤੇ ਭਲਿਆਂ ਲਈ ਚੜ੍ਹਾਉਂਦਾ ਹੈ! ਧਰਮੀਆਂ ਅਤੇ ਕੁਧਰਮੀਆਂ ਉੱਤੇ ਮੀਂਹ ਵਰਸਾਉਂਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 5 | Verse 46] ਜੇ ਤੁਸੀਂ ਉਨ੍ਹਾਂ ਨਾਲ ਹੀ ਪਿਆਰ ਕਰੋ ਜਿਹੜੇ ਤੁਹਾਡੇ ਨਾਲ ਪਿਆਰ ਕਰਦੇ ਹਨ, ਤਾਂ ਤੁਹਾਨੂੰ ਕੀ ਫਲ ਮਿਲੇਗਾ? ਭਲਾ, ਚੂੰਗੀ ਲੈਣ ਵਾਲੇ ਵੀ ਇਹੋ ਨਹੀਂ ਕਰਦੇ?
[IRV | PA | NT | Matthew | Chapter 5 | Verse 47] ਅਤੇ ਜੇਕਰ ਤੁਸੀਂ ਸਿਰਫ਼ ਆਪਣੇ ਭਰਾਵਾਂ ਨੂੰ ਹੀ ਪ੍ਰਣਾਮ ਕਰੋ, ਤਾਂ ਤੁਸੀਂ ਕੀ ਵੱਧ ਕਰਦੇ ਹੋ? ਕੀ, ਪਰਾਈ ਕੌਮ ਦੇ ਲੋਕ ਵੀ ਇਹੋ ਨਹੀਂ ਕਰਦੇ?
[IRV | PA | NT | Matthew | Chapter 5 | Verse 48] ਸੋ ਜਿਵੇਂ ਤੁਹਾਡਾ ਸਵਰਗੀ ਪਿਤਾ ਸੰਪੂਰਨ ਹੈ, ਤਿਵੇਂ ਤੁਸੀਂ ਵੀ ਸੰਪੂਰਨ ਹੋਵੋ।
