[IRV | PA | NT | Matthew | Chapter 22 | Verse 1] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਫਿਰ ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਵਿੱਚ ਕਿਹਾ,
[IRV | PA | NT | Matthew | Chapter 22 | Verse 12] ਅਤੇ ਉਹ ਨੂੰ ਕਿਹਾ, ਭਾਈ, ਤੂੰ ਇੱਥੇ ਵਿਆਹ ਵਾਲੇ ਕੱਪੜਿਆਂ ਬਿਨ੍ਹਾਂ ਕਿਵੇਂ ਅੰਦਰ ਆਇਆ? ਪਰ ਉਹ ਚੁੱਪ ਹੀ ਰਿਹਾ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 13] ਤਦ ਰਾਜੇ ਨੇ ਸੇਵਾਦਾਰਾਂ ਨੂੰ ਆਖਿਆ, ਇਹ ਦੇ ਹੱਥ-ਪੈਰ ਬੰਨ੍ਹ ਕੇ ਇਹ ਨੂੰ ਬਾਹਰ ਦੇ ਅੰਧਕਾਰ ਵਿੱਚ ਸੁੱਟ ਦਿਓ! ਉੱਥੇ ਰੋਣਾ ਅਤੇ ਕਚੀਚੀਆਂ ਵੱਟਣਾ ਹੋਵੇਗਾ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 14] ਕਿਉਂ ਜੋ ਸੱਦੇ ਹੋਏ ਤਾਂ ਬਹੁਤ ਹਨ ਪਰ ਚੁਣੇ ਹੋਏ ਥੋੜ੍ਹੇ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 15] ਤਦ ਫ਼ਰੀਸੀਆਂ ਨੇ ਯੋਜਨਾ ਬਣਾਈ ਜੋ ਉਹ ਨੂੰ ਕਿਸ ਤਰ੍ਹਾਂ ਗੱਲਾਂ ਵਿੱਚ ਫਸਾਈਏ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 16] ਅਤੇ ਉਨ੍ਹਾਂ ਆਪਣੇ ਚੇਲਿਆਂ ਨੂੰ ਹੇਰੋਦੀਆਂ ਦੇ ਨਾਲ ਉਸ ਦੇ ਕੋਲ ਭੇਜਿਆ ਕਿ ਉਸ ਨੂੰ ਆਖਣ, ਗੁਰੂ ਜੀ, ਅਸੀਂ ਜਾਣਦੇ ਹਾਂ ਜੋ ਤੂੰ ਸੱਚਾ ਹੈਂ ਅਤੇ ਸਚਿਆਈ ਨਾਲ ਪਰਮੇਸ਼ੁਰ ਦਾ ਰਾਹ ਦੱਸਦਾ ਹੈਂ ਅਤੇ ਤੈਨੂੰ ਕਿਸੇ ਦੀ ਪਰਵਾਹ ਨਹੀਂ ਕਿਉਂ ਜੋ ਤੂੰ ਮਨੁੱਖਾਂ ਦਾ ਪੱਖਪਾਤ ਨਹੀਂ ਕਰਦਾ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 17] ਸੋ ਸਾਨੂੰ ਦੱਸ, ਤੂੰ ਕੀ ਸਮਝਦਾ ਹੈਂ ਜੋ ਕੈਸਰ ਨੂੰ ਕਰ ਦੇਣਾ ਯੋਗ ਹੈ ਜਾਂ ਨਹੀਂ?
[IRV | PA | NT | Matthew | Chapter 22 | Verse 18] ਪਰ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਦੀ ਚਲਾਕੀ ਸਮਝ ਕੇ ਆਖਿਆ, ਹੇ ਕਪਟੀਓ ਕਿਉਂ ਮੈਨੂੰ ਪਰਖਦੇ ਹੋ?
[IRV | PA | NT | Matthew | Chapter 22 | Verse 19] ਕਰ ਦਾ ਸਿੱਕਾ ਮੈਨੂੰ ਵਿਖਾਓ। ਤਦ ਉਹ ਇੱਕ ਅੱਠਿਆਨੀ ਉਸ ਕੋਲ ਲਿਆਏ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 20] ਅਤੇ ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਇਹ ਮੂਰਤ ਅਤੇ ਲਿਖਤ ਕਿਸ ਦੀ ਹੈ?
[IRV | PA | NT | Matthew | Chapter 22 | Verse 21] ਉਨ੍ਹਾਂ ਉਸ ਨੂੰ ਕਿਹਾ, ਕੈਸਰ ਦੀ। ਤਦ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਆਖਿਆ, ਫੇਰ ਜਿਹੜੀਆਂ ਚੀਜ਼ਾਂ ਕੈਸਰ ਦੀਆਂ ਹਨ ਉਹ ਕੈਸਰ ਨੂੰ ਅਤੇ ਜਿਹੜੀਆਂ ਪਰਮੇਸ਼ੁਰ ਦੀਆਂ ਹਨ ਉਹ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਦਿਓ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 22] ਅਤੇ ਉਹ ਇਹ ਸੁਣ ਕੇ ਹੈਰਾਨ ਹੋਏ ਅਤੇ ਉਸ ਨੂੰ ਛੱਡ ਕੇ ਚੱਲੇ ਗਏ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 23] ਉਸੇ ਦਿਨ ਸਦੂਕੀ ਜਿਹੜੇ ਆਖਦੇ ਹਨ ਜੋ ਮੁਰਦਿਆਂ ਦਾ ਜੀ ਉੱਠਣਾ ਨਹੀਂ ਹੈ ਉਹ ਦੇ ਕੋਲ ਆਏ ਅਤੇ ਉਸ ਤੋਂ ਸਵਾਲ ਪੁੱਛਿਆ
[IRV | PA | NT | Matthew | Chapter 22 | Verse 24] ਕਿ ਗੁਰੂ ਜੀ ਮੂਸਾ ਨੇ ਆਖਿਆ ਸੀ ਕਿ ਜੇ ਕੋਈ ਬੇ-ਔਲਾਦ ਮਰ ਜਾਵੇ ਤਾਂ ਉਹ ਦਾ ਭਰਾ ਉਹ ਦੀ ਪਤਨੀ ਨਾਲ ਵਿਆਹ ਕਰ ਲਵੇ ਅਤੇ ਆਪਣੇ ਭਰਾ ਲਈ ਸੰਤਾਨ ਉਤਪੰਨ ਕਰੇ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 25] ਸੋ ਸਾਡੇ ਵਿੱਚ ਸੱਤ ਭਰਾ ਸਨ ਅਤੇ ਪਹਿਲਾ ਵਿਆਹ ਕਰ ਕੇ ਮਰ ਗਿਆ ਅਤੇ ਬੇ-ਔਲਾਦਾ ਹੋਣ ਕਰਕੇ ਆਪਣੇ ਭਰਾ ਦੇ ਲਈ ਆਪਣੀ ਪਤਨੀ ਛੱਡ ਗਿਆ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 26] ਇਸੇ ਤਰ੍ਹਾਂ ਦੂਜਾ ਵੀ ਅਤੇ ਤੀਜਾ ਵੀ, ਇਸੇ ਤਰ੍ਹਾਂ ਸੱਤਵੇਂ ਤੱਕ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 27] ਅਤੇ ਸਾਰਿਆਂ ਦੇ ਬਾਅਦ ਉਹ ਔਰਤ ਵੀ ਮਰ ਗਈ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 28] ਉਪਰੰਤ ਮੁਰਦਿਆਂ ਦੇ ਜੀ ਉੱਠਣ ਦੇ ਦਿਨ ਨੂੰ ਉਹ ਉਨ੍ਹਾਂ ਸੱਤਾਂ ਵਿੱਚੋਂ ਕਿਸ ਦੀ ਪਤਨੀ ਹੋਵੇਗੀ ਕਿਉਂਕਿ ਉਹ ਸਭਨਾਂ ਦੀ ਪਤਨੀ ਬਣੀ ਸੀ?
[IRV | PA | NT | Matthew | Chapter 22 | Verse 29] ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਤੁਸੀਂ ਪਵਿੱਤਰ ਗ੍ਰੰਥਾਂ ਅਤੇ ਪਰਮੇਸ਼ੁਰ ਦੀ ਸਮਰੱਥਾ ਨੂੰ ਨਹੀਂ ਜਾਣਦੇ, ਇਸੇ ਲਈ ਗਲਤੀ ਕਰਦੇ ਹੋ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 30] ਕਿਉਂ ਜੋ ਜੀ ਉੱਠਣ ਵਾਲੇ ਦਿਨ ਵਿੱਚ ਨਾ ਵਿਆਹ ਕਰਦੇ ਅਤੇ ਨਾ ਵਿਆਹੇ ਜਾਂਦੇ ਹਨ ਪਰ ਸਵਰਗ ਵਿੱਚ ਦੂਤਾਂ ਵਰਗੇ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 31] ਪਰ ਮੁਰਦਿਆਂ ਦੇ ਜੀ ਉੱਠਣ ਦੇ ਦਿਨ ਦੇ ਵਿਖੇ ਕੀ ਤੁਸੀਂ ਉਹ ਨਹੀਂ ਪੜ੍ਹਿਆ ਜੋ ਪਰਮੇਸ਼ੁਰ ਨੇ ਤੁਹਾਨੂੰ ਆਖਿਆ
[IRV | PA | NT | Matthew | Chapter 22 | Verse 32] ਕਿ ਮੈਂ ਅਬਰਾਹਾਮ ਦਾ ਪਰਮੇਸ਼ੁਰ, ਇਸਹਾਕ ਦਾ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਯਾਕੂਬ ਦਾ ਪਰਮੇਸ਼ੁਰ ਹਾਂ? ਉਹ ਮੁਰਦਿਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਨਹੀਂ ਪਰ ਜਿਉਂਦਿਆਂ ਦਾ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 33] ਅਤੇ ਲੋਕ ਇਹ ਸੁਣ ਕੇ ਉਹ ਦੇ ਉਪਦੇਸ਼ ਤੋਂ ਹੈਰਾਨ ਹੋਏ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 34] ਪਰ ਜਦ ਫ਼ਰੀਸੀਆਂ ਨੇ ਸੁਣਿਆ ਜੋ ਉਹ ਨੇ ਸਦੂਕੀਆਂ ਦਾ ਮੂੰਹ ਬੰਦ ਕਰ ਦਿੱਤਾ, ਤਦ ਉਹ ਇੱਕ ਥਾਂ ਇਕੱਠੇ ਹੋਏ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 35] ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਨੇ ਜਿਹੜਾ ਉਪਦੇਸ਼ਕ ਸੀ ਉਹ ਦੇ ਪਰਖਣ ਲਈ ਸਵਾਲ ਕੀਤਾ
[IRV | PA | NT | Matthew | Chapter 22 | Verse 36] ਕਿ ਗੁਰੂ ਜੀ, ਮੂਸਾ ਦੀ ਬਿਵਸਥਾ ਵਿੱਚ ਵੱਡਾ ਹੁਕਮ ਕਿਹੜਾ ਹੈ?
[IRV | PA | NT | Matthew | Chapter 22 | Verse 37] ਅਤੇ ਉਹ ਨੇ ਉਸ ਨੂੰ ਕਿਹਾ, ਤੂੰ ਪ੍ਰਭੂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਪਣੇ ਸਾਰੇ ਦਿਲ ਨਾਲ, ਆਪਣੀ ਸਾਰੀ ਜਾਨ ਨਾਲ ਅਤੇ ਆਪਣੀ ਸਾਰੀ ਬੁੱਧ ਨਾਲ ਪਿਆਰ ਕਰ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 38] ਵੱਡਾ ਅਤੇ ਪਹਿਲਾ ਹੁਕਮ ਇਹੋ ਹੈ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 39] ਅਤੇ ਦੂਜਾ ਇਸ ਤਰ੍ਹਾਂ ਹੈ ਕਿ ਤੂੰ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਆਪਣੇ ਜਿਹਾ ਪਿਆਰ ਕਰ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 40] ਇਨ੍ਹਾਂ ਦੋਹਾਂ ਹੁਕਮਾਂ ਉੱਤੇ ਮੂਸਾ ਦੀ ਸਾਰੀ ਬਿਵਸਥਾ ਅਤੇ ਨਬੀਆਂ ਦੇ ਬਚਨ ਟਿਕੇ ਹੋਏ ਹਨ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 41] ਜਿਸ ਵੇਲੇ ਫ਼ਰੀਸੀ ਇਕੱਠੇ ਸਨ ਯਿਸੂ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਪੁੱਛਿਆ
[IRV | PA | NT | Matthew | Chapter 22 | Verse 42] ਮਸੀਹ ਦੇ ਬਾਰੇ ਤੁਸੀਂ ਕੀ ਸਮਝਦੇ ਹੋ, ਉਹ ਕਿਹ ਦਾ ਪੁੱਤਰ ਹੈ? ਉਨ੍ਹਾਂ ਉਸ ਨੂੰ ਆਖਿਆ, ਦਾਊਦ ਦਾ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 43] ਉਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ, ਫੇਰ ਦਾਊਦ ਆਤਮਾ ਦੀ ਰਾਹੀਂ ਕਿਵੇਂ ਉਹ ਨੂੰ ਪ੍ਰਭੂ ਆਖਦਾ ਹੈ? ਕਿ
[IRV | PA | NT | Matthew | Chapter 22 | Verse 44] ਪ੍ਰਭੂ ਨੇ ਮੇਰੇ ਪ੍ਰਭੂ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਮੇਰੇ ਸੱਜੇ ਪਾਸੇ ਬੈਠ, ਜਦ ਤੱਕ ਮੈਂ ਤੇਰੇ ਵੈਰੀਆਂ ਨੂੰ ਤੇਰੇ ਪੈਰਾਂ ਹੇਠ ਨਾ ਕਰ ਦੇਵਾਂ।
[IRV | PA | NT | Matthew | Chapter 22 | Verse 45] ਸੋ ਜਦ ਦਾਊਦ ਉਹ ਨੂੰ ਪ੍ਰਭੂ ਆਖਦਾ ਹੈ ਤਾਂ ਉਹ ਉਸ ਦਾ ਪੁੱਤਰ ਕਿਸ ਤਰ੍ਹਾਂ ਹੋਇਆ?
[IRV | PA | NT | Matthew | Chapter 22 | Verse 46] ਅਤੇ ਕੋਈ ਉਹ ਨੂੰ ਜਵਾਬ ਵਿੱਚ ਇੱਕ ਬਚਨ ਵੀ ਨਾ ਕਹਿ ਸਕਿਆ, ਨਾ ਉਸ ਦਿਨ ਤੋਂ ਕਿਸੇ ਦੀ ਹਿੰਮਤ ਹੋਈ ਜੋ ਉਸ ਅੱਗੇ ਕੋਈ ਪ੍ਰਸ਼ਨ ਕਰੇ।
