[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 1] ਫਿਰ ਅਜਿਹਾ ਹੋਇਆ ਜਦ ਸ਼ਹਿਰਪਨਾਹ ਬਣ ਗਈ ਅਤੇ ਮੈਂ ਉਸ ਦੇ ਦਰਵਾਜ਼ੇ ਲਗਾ ਦਿੱਤੇ ਅਤੇ ਦਰਬਾਨ ਅਤੇ ਗਾਇਕ ਅਤੇ ਲੇਵੀ ਠਹਿਰਾ ਦਿੱਤੇ ਗਏ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 12] ਏਲਾਮ ਦੀ ਸੰਤਾਨ ਇੱਕ ਹਜ਼ਾਰ ਦੋ ਸੌ ਚੁਰੰਜਾ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 13] ਜ਼ੱਤੂ ਦੀ ਸੰਤਾਨ ਅੱਠ ਸੌ ਪੰਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 14] ਜ਼ੱਕਈ ਦੀ ਸੰਤਾਨ ਸੱਤ ਸੌ ਸੱਠ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 15] ਬਿੰਨੂਈ ਦੀ ਸੰਤਾਨ ਛੇ ਸੌ ਅਠਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 16] ਬੇਬਾਈ ਦੀ ਸੰਤਾਨ ਛੇ ਸੌ ਅਠਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 17] ਅਜ਼ਗਾਦ ਦੀ ਸੰਤਾਨ ਦੋ ਹਜ਼ਾਰ ਤਿੰਨ ਸੌ ਬਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 18] ਅਦੋਨੀਕਾਮ ਦੀ ਸੰਤਾਨ ਛੇ ਸੌ ਸਤਾਹਠ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 19] ਬਿਗਵਈ ਦੀ ਸੰਤਾਨ ਦੋ ਹਜ਼ਾਰ ਸਤਾਹਠ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 20] ਆਦੀਨ ਦੀ ਸੰਤਾਨ ਛੇ ਸੌ ਪਚਵੰਜਾ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 21] ਹਿਜ਼ਕੀਯਾਹ ਦੇ ਸੰਤਾਨ ਅਟੇਰ ਦੇ ਵੰਸ਼ ਵਿੱਚੋਂ ਅਠਾਨਵੇਂ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 22] ਹਾਸ਼ੁਮ ਦੀ ਸੰਤਾਨ ਤਿੰਨ ਸੌ ਅਠਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 23] ਬੇਸਾਈ ਦੀ ਸੰਤਾਨ ਤਿੰਨ ਸੌ ਚੌਵੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 24] ਹਾਰੀਫ ਦੀ ਸੰਤਾਨ ਇੱਕ ਸੌ ਬਾਰਾਂ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 25] ਗਿਬਓਨ ਦੀ ਸੰਤਾਨ ਪਚਾਨਵੇਂ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 26] ਬੈਤਲਹਮ ਅਤੇ ਨਟੋਫਾਹ ਦੇ ਮਨੁੱਖ ਇੱਕ ਸੌ ਅਠਾਸੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 27] ਅਨਾਥੋਥ ਦੇ ਮਨੁੱਖ ਇੱਕ ਸੌ ਅਠਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 28] ਬੈਤ ਅਜ਼ਮਾਵਥ ਦੇ ਮਨੁੱਖ ਬਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 29] ਕਿਰਯਥ-ਯਾਰੀਮ, ਕਫ਼ੀਰਾਹ ਅਤੇ ਬਏਰੋਥ ਦੇ ਮਨੁੱਖ ਸੱਤ ਸੌ ਤਰਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 30] ਰਾਮਾਹ ਅਤੇ ਗਬਾ ਦੇ ਮਨੁੱਖ ਛੇ ਸੌ ਇੱਕੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 31] ਮਿਕਮਾਸ਼ ਦੇ ਮਨੁੱਖ ਇੱਕ ਸੌ ਬਾਈ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 32] ਬੈਤਏਲ ਅਤੇ ਅਈ ਦੇ ਮਨੁੱਖ ਇੱਕ ਸੌ ਤੇਈ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 33] ਦੂਸਰੇ ਨਬੋ ਦੀ ਸੰਤਾਨ ਬਵੰਜਾ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 34] ਦੂਸਰੇ ਏਲਾਮ ਦੀ ਸੰਤਾਨ ਇੱਕ ਹਜ਼ਾਰ ਦੋ ਸੌ ਚੁਰੰਜਾ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 35] ਹਾਰੀਮ ਦੀ ਸੰਤਾਨ ਤਿੰਨ ਸੌ ਵੀਹ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 36] ਯਰੀਹੋ ਦੇ ਲੋਕ ਤਿੰਨ ਸੌ ਪੰਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 37] ਲੋਦ ਅਤੇ ਹਦੀਦ ਅਤੇ ਓਨੋ ਦੇ ਲੋਕ ਸੱਤ ਸੌ ਇੱਕੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 38] ਸਨਾਆਹ ਦੀ ਸੰਤਾਨ ਤਿੰਨ ਹਜ਼ਾਰ ਨੌ ਸੌ ਤੀਹ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 39] ਜਾਜਕ ਅਰਥਾਤ ਯੇਸ਼ੂਆ ਦੇ ਘਰਾਣੇ ਵਿੱਚੋਂ ਯਦਾਯਾਹ ਦੀ ਸੰਤਾਨ ਨੌ ਸੌ ਤਿਹੱਤਰ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 40] ਇੰਮੇਰ ਦੀ ਸੰਤਾਨ ਇੱਕ ਹਜ਼ਾਰ ਬਵੰਜਾ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 41] ਪਸ਼ਹੂਰ ਦੀ ਸੰਤਾਨ ਇੱਕ ਹਜ਼ਾਰ ਦੋ ਸੌ ਸੰਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 42] ਹਾਰੀਮ ਦੀ ਸੰਤਾਨ ਇੱਕ ਹਜ਼ਾਰ ਸਤਾਰਾਂ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 43] ਲੇਵੀ ਇਹ ਸਨ: ਹੋਦਵਾਹ ਦੇ ਵੰਸ਼ ਵਿੱਚੋਂ ਕਦਮੀਏਲ ਦੀ ਸੰਤਾਨ ਅਤੇ ਯੇਸ਼ੂਆ ਦੀ ਸੰਤਾਨ ਚੁਹੱਤਰ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 44] ਗਾਇਕ ਇਹ ਸਨ: ਆਸਾਫ਼ ਦੀ ਸੰਤਾਨ ਇੱਕ ਸੌ ਅੱਠਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 45] ਦਰਬਾਨ ਇਹ ਸਨ: ਸ਼ੱਲੂਮ ਦੀ ਸੰਤਾਨ, ਅਟੇਰ ਦੀ ਸੰਤਾਨ, ਤਲਮੋਨ ਦੀ ਸੰਤਾਨ, ਅੱਕੂਬ ਦੀ ਸੰਤਾਨ, ਹਟੀਟਾ ਦੀ ਸੰਤਾਨ ਅਤੇ ਸ਼ੋਬਈ ਦੀ ਸੰਤਾਨ ਇੱਕ ਸੌ ਅਠੱਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 46] ਨਥੀਨੀਮ ਅਰਥਾਤ ਸੀਹਾ ਦੀ ਸੰਤਾਨ, ਹਸੂਫ਼ਾ ਦੀ ਸੰਤਾਨ, ਟੱਬਾਓਥ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 47] ਕੇਰੋਸ ਦੀ ਸੰਤਾਨ, ਸੀਅਹਾ ਦੀ ਸੰਤਾਨ, ਪਾਦੋਨ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 48] ਲਬਾਨਾਹ ਦੀ ਸੰਤਾਨ, ਹਗਾਬਾਹ ਦੀ ਸੰਤਾਨ, ਸ਼ਲਮਈ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 49] ਹਾਨਾਨ ਦੀ ਸੰਤਾਨ, ਗਿੱਦੇਲ ਦੀ ਸੰਤਾਨ, ਗਹਰ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 50] ਰਆਯਾਹ ਦੀ ਸੰਤਾਨ, ਰਸੀਨ ਦੀ ਸੰਤਾਨ, ਨਕੋਦਾ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 51] ਗੱਜ਼ਾਮ ਦੀ ਸੰਤਾਨ, ਉੱਜ਼ਾ ਦੀ ਸੰਤਾਨ, ਪਾਸੇਹ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 52] ਬੇਸਈ ਦੀ ਸੰਤਾਨ, ਮਊਨੀਮ ਦੀ ਸੰਤਾਨ, ਨਫੁਸੀਮ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 53] ਬਕਬੂਕ ਦੀ ਸੰਤਾਨ, ਹਕੂਫਾ ਦੀ ਸੰਤਾਨ, ਹਰਹੂਰ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 54] ਬਸਲੀਬ ਦੀ ਸੰਤਾਨ, ਮਹੀਦਾ ਦੀ ਸੰਤਾਨ, ਹਰਸ਼ਾ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 55] ਬਰਕੋਸ ਦੀ ਸੰਤਾਨ, ਸੀਸਰਾ ਦੀ ਸੰਤਾਨ, ਥਾਮਹ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 56] ਨਸੀਹ ਦੀ ਸੰਤਾਨ, ਹਟੀਫਾ ਦੀ ਸੰਤਾਨ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 57] ਸੁਲੇਮਾਨ ਦੇ ਸੇਵਕਾਂ ਦੀ ਸੰਤਾਨ: ਸੋਟਈ ਦੀ ਸੰਤਾਨ, ਸੋਫਰਥ ਦੀ ਸੰਤਾਨ, ਪਰੀਦਾ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 58] ਯਅਲਾਹ ਦੀ ਸੰਤਾਨ, ਦਰਕੋਨ ਦੀ ਸੰਤਾਨ, ਗਿੱਦੇਲ ਦੀ ਸੰਤਾਨ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 59] ਸ਼ਫਟਯਾਹ ਦੀ ਸੰਤਾਨ, ਹੱਟੀਲ ਦੀ ਸੰਤਾਨ, ਪੋਕਰਥ-ਹੱਸਬਾਇਮ ਦੀ ਸੰਤਾਨ ਅਤੇ ਆਮੋਨ ਦੀ ਸੰਤਾਨ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 60] ਸਾਰੇ ਨਥੀਨੀਮ (ਭਵਨ ਦੇ ਸੇਵਕ) ਅਤੇ ਸੁਲੇਮਾਨ ਦੇ ਸੇਵਕਾਂ ਦੀ ਸੰਤਾਨ ਤਿੰਨ ਸੌ ਬਾਨਵੇਂ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 61] ਅਤੇ ਇਹ ਉਹ ਸਨ ਜਿਹੜੇ ਤੇਲ-ਮੇਲਹ, ਤੇਲ-ਹਰਸਾ, ਕਰੂਬ, ਅਦੋਨ, ਇੰਮੇਰ ਤੋਂ ਆਏ ਸਨ ਪਰ ਉਹ ਆਪਣੇ ਬਜ਼ੁਰਗਾਂ ਦੇ ਘਰਾਣੇ ਅਤੇ ਆਪਣੀ ਵੰਸ਼ਾਵਲੀ ਨੂੰ ਨਾ ਦੱਸ ਸਕੇ ਕਿ ਉਹ ਇਸਰਾਏਲ ਦੇ ਸਨ ਕਿ ਨਹੀਂ:
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 62] ਦਲਾਯਾਹ ਦੀ ਸੰਤਾਨ, ਤੋਬਿਆਹ ਦੀ ਸੰਤਾਨ ਅਤੇ ਨਕੋਦਾ ਦੀ ਸੰਤਾਨ ਛੇ ਸੌ ਬਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 63] ਅਤੇ ਜਾਜਕਾਂ ਦੀ ਸੰਤਾਨ ਤੋਂ - ਹਬੱਯਾਹ ਦੀ ਸੰਤਾਨ, ਹਕੋਸ ਦੀ ਸੰਤਾਨ, ਬਰਜ਼ਿੱਲਈ ਦੀ ਸੰਤਾਨ ਜਿਸ ਨੇ ਗਿਲਆਦੀ ਬਰਜ਼ਿੱਲਈ ਦੀਆਂ ਧੀਆਂ ਵਿੱਚੋਂ ਇੱਕ ਕੁੜੀ ਵਿਆਹ ਲਈ ਅਤੇ ਉਸੇ ਦੇ ਨਾਮ ਉੱਤੇ ਸੱਦੇ ਗਏ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 64] ਇਹਨਾਂ ਨੇ ਆਪਣੀਆਂ ਲਿਖਤਾਂ ਨੂੰ ਹੋਰਨਾਂ ਦੀਆਂ ਵੰਸ਼ਾਵਲੀਆਂ ਦੀਆਂ ਲਿਖਤਾਂ ਵਿੱਚ ਲੱਭਿਆ ਪਰ ਜਦ ਉਹ ਨਾ ਮਿਲੀਆਂ ਤਦ ਉਹਨਾਂ ਨੂੰ ਅਸ਼ੁੱਧ ਠਹਿਰਾਇਆ ਗਿਆ ਅਤੇ ਉਹ ਜਾਜਕਾਈ ਵਿੱਚੋਂ ਕੱਢੇ ਗਏ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 65] ਤਦ ਪ੍ਰਧਾਨ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਕਿਹਾ ਕਿ ਜਦ ਤੱਕ ਕੋਈ ਜਾਜਕ ਊਰੀਮ ਤੇ ਥੁੰਮੀਮ ਨਾਲ ਖੜਾ ਨਾ ਹੋ ਜਾਵੇ, ਤਦ ਤੱਕ ਕਿਸੇ ਨੂੰ ਅੱਤ ਪਵਿੱਤਰ ਵਸਤੂਆਂ ਵਿੱਚੋਂ ਕੁਝ ਖਾਣਾ ਨਾ ਦਿੱਤਾ ਜਾਵੇ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 66] ਸਾਰੀ ਸਭਾ ਮਿਲ ਕੇ ਬਤਾਲੀ ਹਜ਼ਾਰ ਤਿੰਨ ਸੌ ਸੱਠ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 67] ਇਹ ਉਨ੍ਹਾਂ ਦੇ ਦਾਸ ਅਤੇ ਦਾਸੀਆਂ ਤੋਂ ਬਿਨ੍ਹਾਂ ਸੀ, ਜਿਨ੍ਹਾਂ ਦੀ ਗਿਣਤੀ ਸੱਤ ਹਜ਼ਾਰ ਤਿੰਨ ਸੌ ਸੈਂਤੀ ਸੀ ਅਤੇ ਉਨ੍ਹਾਂ ਵਿੱਚ ਦੋ ਸੌ ਰਾਗੀ ਅਤੇ ਰਾਗਣਾਂ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 68] ਉਨ੍ਹਾਂ ਦੇ ਘੋੜੇ ਸੱਤ ਸੌ ਛੱਤੀ, ਖੱਚਰ ਦੋ ਸੌ ਪੰਤਾਲੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 69] ਊਠ ਚਾਰ ਸੌ ਪੈਂਤੀ ਅਤੇ ਗਧੇ ਛੇ ਹਜ਼ਾਰ ਸੱਤ ਸੌ ਵੀਹ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 70] ਉਨ੍ਹਾਂ ਦੇ ਬਜ਼ੁਰਗਾਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਆਂ ਵਿੱਚੋਂ ਕਈਆਂ ਨੇ ਕੰਮ ਲਈ ਦਾਨ ਦਿੱਤਾ। ਹਾਕਮ ਨੇ ਇੱਕ ਹਜ਼ਾਰ ਦਰਮ ਸੋਨਾ, ਪੰਜਾਹ ਕਟੋਰੇ ਅਤੇ ਜਾਜਕਾਂ ਲਈ ਪੰਜ ਸੌ ਤੀਹ ਪੁਸ਼ਾਕਾਂ ਖਜ਼ਾਨੇ ਵਿੱਚ ਦਿੱਤੀਆਂ।
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 71] ਬਜ਼ੁਰਗਾਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਆਂ ਵਿੱਚੋਂ ਕਈਆਂ ਨੇ ਕੰਮ ਲਈ ਵੀਹ ਹਜ਼ਾਰ ਦਰਮ ਸੋਨਾ ਅਤੇ ਦੋ ਹਜ਼ਾਰ ਦੋ ਸੌ ਮਾਨੇਹ ਚਾਂਦੀ ਖਜ਼ਾਨੇ ਵਿੱਚ ਦਿੱਤੀ,
[IRV | PA | OT | Nehemiah | Chapter 7 | Verse 72] ਅਤੇ ਬਾਕੀ ਲੋਕਾਂ ਨੇ ਜੋ ਦਿੱਤਾ, ਉਹ ਵੀਹ ਹਜ਼ਾਰ ਦਰਮ ਸੋਨਾ, ਦੋ ਹਜ਼ਾਰ ਮਾਨੇਹ ਚਾਂਦੀ ਅਤੇ ਜਾਜਕਾਂ ਲਈ ਸਤਾਹਠ ਪੁਸ਼ਾਕਾਂ ਸਨ।
