[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 1] ਤਦ ਅਲਯਾਸ਼ੀਬ ਪ੍ਰਧਾਨ ਜਾਜਕ ਅਤੇ ਉਹ ਦੇ ਜਾਜਕ ਭਰਾ ਉੱਠੇ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਭੇਡ ਫਾਟਕ ਨੂੰ ਬਣਾਇਆ। ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਦਾ ਸਮਰਪਣ ਕੀਤਾ ਅਤੇ ਉਸ ਦੇ ਦਰਵਾਜ਼ੇ ਵੀ ਲਗਾਏ, ਇਸ ਦੇ ਨਾਲ ਉਨ੍ਹਾਂ ਨੇ ਹੰਮੇਆਹ ਦੇ ਬੁਰਜ ਤੋਂ ਹਨਨੇਲ ਦੇ ਬੁਰਜ ਤੱਕ ਸ਼ਹਿਰਪਨਾਹ ਦਾ ਸਮਰਪਣ ਕੀਤਾ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 12] ਇਸ ਤੋਂ ਅੱਗੇ ਹੱਲੋਹੇਸ਼ ਦੇ ਪੁੱਤਰ ਸ਼ੱਲੂਮ ਨੇ ਜੋ ਯਰੂਸ਼ਲਮ ਦੇ ਅੱਧੇ ਜ਼ਿਲ੍ਹੇ ਦਾ ਹਾਕਮ ਸੀ, ਉਸ ਨੇ ਅਤੇ ਉਸ ਦੀਆਂ ਧੀਆਂ ਨੇ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 13] ਵਾਦੀ ਦੇ ਫਾਟਕ ਦੀ ਮੁਰੰਮਤ ਹਨੂਨ ਅਤੇ ਜ਼ਾਨੋਅਹ ਦੇ ਵਾਸੀਆਂ ਨੇ ਕੀਤੀ ਅਤੇ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਬਣਾਇਆ ਅਤੇ ਉਸ ਦੇ ਦਰਵਾਜ਼ੇ, ਚਿਟਕਨੀਆਂ ਅਤੇ ਅਰਲ ਲਗਾਏ ਅਤੇ ਕੂੜਾ-ਫਾਟਕ ਤੱਕ ਇੱਕ ਹਜ਼ਾਰ ਹੱਥ ਲੰਮੀ ਕੰਧ ਬਣਾਈ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 14] ਕੂੜਾ-ਫਾਟਕ ਦੀ ਮੁਰੰਮਤ ਰਕਾਬ ਦੇ ਪੁੱਤਰ ਮਲਕੀਯਾਹ ਨੇ ਕੀਤੀ ਜੋ ਬੈਤ ਹੱਕਾਰਮ ਦੇ ਜ਼ਿਲ੍ਹੇ ਦਾ ਹਾਕਮ ਸੀ, ਉਸ ਨੇ ਉਹ ਨੂੰ ਬਣਾਇਆ ਅਤੇ ਉਹ ਦੇ ਦਰਵਾਜ਼ੇ, ਚਿਟਕਨੀਆਂ ਅਤੇ ਅਰਲ ਲਗਾਏ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 15] ਚਸ਼ਮੇ ਫਾਟਕ ਨੂੰ ਕਾਲਹੋਜ਼ਾ ਦੇ ਪੁੱਤਰ ਸ਼ੱਲੂਨ ਨੇ ਜੋ ਮਿਸਪਾਹ ਦੇ ਜ਼ਿਲ੍ਹੇ ਦਾ ਹਾਕਮ ਸੀ, ਮੁਰੰਮਤ ਕੀਤਾ। ਉਸ ਨੇ ਉਹ ਨੂੰ ਬਣਾਇਆ, ਛੱਤਿਆ ਅਤੇ ਉਹ ਦੇ ਦਰਵਾਜ਼ੇ, ਚਿਟਕਨੀਆਂ ਅਤੇ ਅਰਲ ਲਗਾਏ ਅਤੇ ਉਸ ਨੇ ਹੀ ਸ਼ਾਹੀ ਬਾਗ਼ ਦੇ ਕੋਲ ਸ਼ੱਲਹ ਦੇ ਤਲਾਬ ਦੀ ਕੰਧ ਨੂੰ ਉਨ੍ਹਾਂ ਪੌੜੀਆਂ ਤੱਕ ਜਿਹੜੀਆਂ ਦਾਊਦ ਦੇ ਸ਼ਹਿਰ ਵਿੱਚੋਂ ਹੇਠਾਂ ਨੂੰ ਆਉਂਦੀਆਂ ਸਨ, ਬਣਾਇਆ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 16] ਇਸ ਤੋਂ ਅੱਗੇ ਅਜ਼ਬੂਕ ਦੇ ਪੁੱਤਰ ਨਹਮਯਾਹ ਨੇ ਜਿਹੜਾ ਬੈਤ ਸੂਰ ਦੇ ਅੱਧੇ ਜ਼ਿਲ੍ਹੇ ਦਾ ਹਾਕਮ ਸੀ, ਦਾਊਦ ਦੇ ਕਬਰਿਸਤਾਨ ਦੇ ਸਾਹਮਣੇ ਅਤੇ ਬਣਾਏ ਹੋਏ ਤਲਾਬ ਅਤੇ ਸੂਰਬੀਰਾਂ ਦੇ ਘਰ ਤੱਕ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 17] ਇਸ ਤੋਂ ਅੱਗੇ ਬਾਨੀ ਦੇ ਪੁੱਤਰ ਰਹੂਮ ਨੇ ਲੇਵੀਆਂ ਦੇ ਨਾਲ ਮੁਰੰਮਤ ਕੀਤੀ। ਉਨ੍ਹਾਂ ਤੋਂ ਅੱਗੇ ਹਸ਼ਬਯਾਹ ਨੇ ਜੋ ਕਈਲਾਹ ਦੇ ਅੱਧੇ ਜ਼ਿਲ੍ਹੇ ਦਾ ਹਾਕਮ ਸੀ, ਉਸ ਨੇ ਆਪਣੇ ਇਲਾਕੇ ਦੀ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 18] ਉਸ ਤੋਂ ਬਾਅਦ ਉਹ ਦੇ ਭਰਾਵਾਂ ਵਿੱਚੋਂ ਹੇਨਾਦਾਦ ਦੇ ਪੁੱਤਰ ਬੱਵਈ ਨੇ ਜਿਹੜਾ ਕਈਲਾਹ ਦੇ ਅੱਧੇ ਜ਼ਿਲ੍ਹੇ ਦਾ ਸਰਦਾਰ ਸੀ, ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 19] ਉਸ ਤੋਂ ਅੱਗੇ ਯੇਸ਼ੂਆ ਦੇ ਪੁੱਤਰ ਏਜ਼ਰ ਨੇ ਜਿਹੜਾ ਮਿਸਪਾਹ ਦਾ ਹਾਕਮ ਸੀ, ਉਸ ਨੇ ਦੂਜੇ ਹਿੱਸੇ ਦੀ ਜੋ ਹਥਿਆਰ-ਘਰ ਦੀ ਚੜ੍ਹਾਈ ਤੋਂ ਸ਼ਹਿਰਪਨਾਹ ਦੇ ਸਾਹਮਣੇ ਦੇ ਮੋੜ ਤੱਕ ਹੈ, ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 20] ਉਸ ਤੋਂ ਅੱਗੇ ਦੂਜੇ ਹਿੱਸੇ ਦੀ ਮੁਰੰਮਤ ਜੋ ਉਸੇ ਮੋੜ ਤੋਂ ਲੈ ਕੇ ਅਲਯਾਸ਼ੀਬ ਪ੍ਰਧਾਨ ਜਾਜਕ ਦੇ ਘਰ ਦੇ ਦਰਵਾਜ਼ੇ ਤੱਕ ਸੀ, ਜ਼ੱਬਈ ਦੇ ਪੁੱਤਰ ਬਾਰੂਕ ਨੇ ਦਿਲ ਲਾ ਕੇ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 21] ਇਸ ਤੋਂ ਅੱਗੇ ਇੱਕ ਹੋਰ ਹਿੱਸੇ ਦੀ ਮੁਰੰਮਤ ਅਰਥਾਤ ਅਲਯਾਸ਼ੀਬ ਦੇ ਘਰ ਦੇ ਦਰਵਾਜ਼ੇ ਤੋਂ ਲੈ ਕੇ ਉਸੇ ਦੇ ਘਰ ਦੇ ਆਖਿਰ ਤੱਕ, ਹਕੋਸ ਦੇ ਪੋਤਰੇ ਊਰਿੱਯਾਹ ਦੇ ਪੁੱਤਰ ਮਰੇਮੋਥ ਨੇ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 22] ਇਸ ਤੋਂ ਬਾਅਦ ਉਨ੍ਹਾਂ ਜਾਜਕਾਂ ਨੇ ਮੁਰੰਮਤ ਕੀਤੀ ਜਿਹੜੇ ਮੈਦਾਨੀ ਇਲਾਕਿਆਂ ਦੇ ਮਨੁੱਖ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 23] ਉਨ੍ਹਾਂ ਤੋਂ ਅੱਗੇ ਬਿਨਯਾਮੀਨ ਅਤੇ ਹਸ਼ੂਬ ਨੇ ਆਪਣੇ ਘਰ ਦੇ ਸਾਹਮਣੇ ਮੁਰੰਮਤ ਕੀਤੀ ਅਤੇ ਉਨ੍ਹਾਂ ਤੋਂ ਅੱਗੇ ਅਨਨਯਾਹ ਦੇ ਪੋਤਰੇ ਮਅਸੇਯਾਹ ਦੇ ਪੁੱਤਰ ਅਜ਼ਰਯਾਹ ਨੇ ਆਪਣੇ ਘਰ ਦੇ ਆਲੇ-ਦੁਆਲੇ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 24] ਉਸ ਤੋਂ ਅੱਗੇ ਹੇਨਾਦਾਦ ਦੇ ਪੁੱਤਰ ਬਿੰਨੂਈ ਨੇ ਅਜ਼ਰਯਾਹ ਦੇ ਘਰ ਤੋਂ ਲੈ ਕੇ ਸ਼ਹਿਰਪਨਾਹ ਦੇ ਮੋੜ ਤੱਕ ਸਗੋਂ ਉਸ ਦੀ ਨੁੱਕਰ ਤੱਕ ਦੂਜੇ ਹਿੱਸੇ ਦੀ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 25] ਫਿਰ ਊਜ਼ਈ ਦੇ ਪੁੱਤਰ ਪਲਾਲ ਨੇ ਉਸੇ ਮੋੜ ਤੋਂ ਲੈ ਕੇ ਉਸ ਬੁਰਜ ਦੇ ਸਾਹਮਣੇ ਤੱਕ ਜੋ ਰਾਜਾ ਦੇ ਉੱਪਰਲੇ ਮਹਿਲ ਦੇ ਸਾਹਮਣਿਓਂ ਨਿੱਕਲਦਾ ਸੀ, ਜਿਹੜਾ ਕੈਦਖ਼ਾਨੇ ਦੇ ਵਿਹੜੇ ਦੇ ਨਾਲ ਸੀ, ਮੁਰੰਮਤ ਕੀਤੀ। ਉਸ ਤੋਂ ਬਾਅਦ ਪਰੋਸ਼ ਦੇ ਪੁੱਤਰ ਪਦਾਯਾਹ ਨੇ
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 26] ਅਤੇ ਨਥੀਨੀਮ (ਭਵਨ ਦੇ ਸੇਵਕ) ਜੋ ਓਫ਼ਲ ਵਿੱਚ ਵੱਸਦੇ ਸਨ, ਉਨ੍ਹਾਂ ਨੇ ਜਲ-ਫਾਟਕ ਦੇ ਸਾਹਮਣੇ ਤੱਕ ਅਤੇ ਪੂਰਬ ਵੱਲ ਬਾਹਰ ਨਿੱਕਲੇ ਹੋਏ ਬੁਰਜ ਤੱਕ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 27] ਉਨ੍ਹਾਂ ਤੋਂ ਅੱਗੇ ਤਕੋਈਆਂ ਨੇ ਦੂਜੇ ਹਿੱਸੇ ਦੀ ਮੁਰੰਮਤ ਕੀਤੀ, ਜਿਹੜਾ ਬਾਹਰ ਨਿੱਕਲੇ ਹੋਏ ਉਸ ਵੱਡੇ ਬੁਰਜ ਦੇ ਸਾਹਮਣੇ ਤੋਂ ਓਫ਼ਲ ਦੀ ਕੰਧ ਤੱਕ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 28] ਫਿਰ ਘੋੜਾ-ਫਾਟਕ ਦੇ ਉੱਤੇ ਜਾਜਕਾਂ ਨੇ ਆਪਣੇ-ਆਪਣੇ ਘਰ ਦੇ ਅੱਗੇ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 29] ਉਨ੍ਹਾਂ ਤੋਂ ਬਾਅਦ ਇੰਮੇਰ ਦੇ ਪੁੱਤਰ ਸਾਦੋਕ ਨੇ ਆਪਣੇ ਘਰ ਦੇ ਅੱਗੇ ਮੁਰੰਮਤ ਕੀਤੀ, ਅਤੇ ਉਸ ਤੋਂ ਅੱਗੇ ਪੂਰਬੀ ਫਾਟਕ ਦੇ ਰਾਖੇ ਸ਼ਕਨਯਾਹ ਦੇ ਪੁੱਤਰ ਸ਼ਮਅਯਾਹ ਨੇ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 30] ਇਸ ਤੋਂ ਅੱਗੇ ਸ਼ਲਮਯਾਹ ਦੇ ਪੁੱਤਰ ਹਨਨਯਾਹ ਅਤੇ ਹਨੂਨ ਨੇ ਜਿਹੜਾ ਸਾਲਾਫ਼ ਦਾ ਛੇਵਾਂ ਪੁੱਤਰ ਸੀ, ਦੂਜੇ ਹਿੱਸੇ ਦੀ ਮੁਰੰਮਤ ਕੀਤੀ। ਉਨ੍ਹਾਂ ਤੋਂ ਅੱਗੇ ਬਰਕਯਾਹ ਦੇ ਪੁੱਤਰ ਮਸ਼ੁੱਲਾਮ ਨੇ ਆਪਣੀ ਕੋਠੜੀ ਦੇ ਅੱਗੇ ਮੁਰੰਮਤ ਕੀਤੀ।
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 31] ਇਸ ਤੋਂ ਬਾਅਦ ਸੁਨਿਆਰੇ ਦੇ ਪੁੱਤਰ ਮਲਕੀਯਾਹ ਨੇ ਨਥੀਨੀਮ ਅਤੇ ਵਪਾਰੀਆਂ ਦੇ ਘਰ ਤੱਕ ਮਿਫ਼ਕਾਦ ਦੇ ਫਾਟਕ ਦੇ ਸਾਹਮਣੇ ਅਤੇ ਉੱਪਰ ਦੀ ਕੋਠੜੀ ਦੀ ਨੁੱਕਰ ਤੱਕ ਮੁਰੰਮਤ ਕੀਤੀ,
[IRV | PA | OT | Nehemiah | Chapter 3 | Verse 32] ਅਤੇ ਉੱਪਰ ਦੀ ਕੋਠੜੀ ਦੀ ਨੁੱਕਰ ਤੋਂ ਲੈ ਕੇ ਭੇਡ-ਫਾਟਕ ਤੱਕ ਸੁਨਿਆਰਿਆਂ ਅਤੇ ਵਪਾਰੀਆਂ ਨੇ ਮੁਰੰਮਤ ਕੀਤੀ।
