[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 1] ਪਰਜਾ ਦੇ ਹਾਕਮ ਤਾਂ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ ਅਤੇ ਬਾਕੀ ਲੋਕਾਂ ਨੇ ਇਹ ਠਹਿਰਾਉਣ ਲਈ ਪਰਚੀਆਂ ਪਾਈਆਂ ਕਿ ਦਸ ਵਿੱਚੋਂ ਇੱਕ ਮਨੁੱਖ ਪਵਿੱਤਰ ਸ਼ਹਿਰ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਵੱਸ ਜਾਵੇ ਅਤੇ ਬਾਕੀ ਨੌ ਹੋਰ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਵੱਸ ਜਾਣ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 12] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਜਿਹੜੇ ਭਵਨ ਦਾ ਕੰਮ ਕਰਦੇ ਸਨ, ਅੱਠ ਸੌ ਬਾਈ ਸਨ ਅਤੇ ਅਦਾਯਾਹ ਜੋ ਯਰੋਹਾਮ ਦਾ ਪੁੱਤਰ, ਉਹ ਪਲਲਯਾਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਅਮਸੀ ਦਾ ਪੁੱਤਰ, ਉਹ ਜ਼ਕਰਯਾਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਪਸ਼ਹੂਰ ਦਾ ਪੁੱਤਰ ਅਤੇ ਉਹ ਮਲਕੀਯਾਹ ਦਾ ਪੁੱਤਰ ਸੀ
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 13] ਉਸ ਦੇ ਭਰਾ ਜੋ ਪੁਰਖਿਆਂ ਦੇ ਘਰਾਣਿਆਂ ਦੇ ਮੁਖੀਏ ਸਨ, ਦੋ ਸੌ ਬਤਾਲੀ ਪੁਰਖ ਸਨ, ਅਤੇ ਅਮਸ਼ਸਈ ਜੋ ਅਜ਼ਰਏਲ ਦਾ ਪੁੱਤਰ, ਉਹ ਅਹਜ਼ਈ ਦਾ ਪੁੱਤਰ, ਉਹ ਮਸ਼ੀਲੇਮੋਥ ਦਾ ਪੁੱਤਰ ਅਤੇ ਉਹ ਇੰਮੇਰ ਦਾ ਪੁੱਤਰ ਸੀ
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 14] ਇਨ੍ਹਾਂ ਦੇ ਇੱਕ ਸੌ ਅਠਾਈ ਸੂਰਬੀਰ ਭਰਾ ਸਨ ਅਤੇ ਹੱਗਦੋਲੀਮ ਦਾ ਪੁੱਤਰ ਜ਼ਬਦੀਏਲ ਇਨ੍ਹਾਂ ਦਾ ਪ੍ਰਧਾਨ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 15] ਲੇਵੀਆਂ ਵਿੱਚੋਂ ਸ਼ਮਅਯਾਹ ਜੋ ਹਸ਼ੂਬ ਦਾ ਪੁੱਤਰ, ਉਹ ਅਜ਼ਰੀਕਾਮ ਦਾ ਪੁੱਤਰ, ਉਹ ਹਸ਼ਬਯਾਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਬੂੰਨੀ ਦਾ ਪੁੱਤਰ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 16] ਸ਼ਬਥਈ ਅਤੇ ਯੋਜ਼ਾਬਾਦ ਜੋ ਲੇਵੀਆਂ ਦੇ ਆਗੂ ਸਨ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੇ ਬਾਹਰੀ ਕੰਮ ਉੱਤੇ ਨਿਯੁਕਤ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 17] ਮੱਤਨਯਾਹ ਜੋ ਮੀਕਾ ਦਾ ਪੁੱਤਰ, ਉਹ ਜ਼ਬਦੀ ਦਾ ਪੁੱਤਰ, ਉਹ ਆਸਾਫ਼ ਦਾ ਪੁੱਤਰ ਸੀ ਜਿਹੜਾ ਪ੍ਰਾਰਥਨਾ ਅਤੇ ਧੰਨਵਾਦ ਕਰਨ ਵਾਲਿਆਂ ਦਾ ਪ੍ਰਧਾਨ ਸੀ ਅਤੇ ਬਕਬੁਕਯਾਹ ਆਪਣੇ ਭਰਾਵਾਂ ਵਿੱਚੋਂ ਦੂਜੇ ਦਰਜੇ ਤੇ ਸੀ ਅਤੇ ਅਬਦਾ ਜੋ ਸ਼ਮੂਆਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਗਾਲਾਲ ਦਾ ਪੁੱਤਰ, ਉਹ ਯਦੂਥੂਨ ਦਾ ਪੁੱਤਰ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 18] ਸਾਰੇ ਲੇਵੀ ਜੋ ਪਵਿੱਤਰ ਸ਼ਹਿਰ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ, ਕੁੱਲ ਦੋ ਸੌ ਚੁਰਾਸੀ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 19] ਦਰਬਾਨ ਅੱਕੂਬ ਅਤੇ ਤਲਮੋਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਭਰਾ ਜਿਹੜੇ ਫਾਟਕਾਂ ਦੇ ਰਾਖੇ ਸਨ, ਇੱਕ ਸੌ ਬਹੱਤਰ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 20] ਬਾਕੀ ਇਸਰਾਏਲੀ ਜਾਜਕ ਅਤੇ ਲੇਵੀ ਯਹੂਦਾਹ ਦੇ ਸਾਰੇ ਸ਼ਹਿਰਾਂ ਵਿੱਚ ਆਪੋ ਆਪਣੇ ਹਿੱਸੇ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 21] ਪਰ ਨਥੀਨੀਮ ਓਫ਼ਲ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ, ਅਤੇ ਸੀਹਾ ਤੇ ਗਿਸ਼ਪਾ ਉਨ੍ਹਾਂ ਦੇ ਉੱਤੇ ਠਹਿਰਾਏ ਗਏ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 22] ਜੋ ਲੇਵੀ ਯਰੂਸ਼ਲਮ ਵਿੱਚ ਰਹਿ ਕੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਭਵਨ ਦੇ ਕੰਮ ਕਰਦੇ ਸਨ, ਉਨ੍ਹਾਂ ਦਾ ਪ੍ਰਧਾਨ ਉੱਜ਼ੀ ਸੀ ਜੋ ਆਸਾਫ਼ ਦੇ ਵੰਸ਼ ਦੇ ਗਾਇਕਾਂ ਵਿੱਚੋਂ ਸੀ, ਉਹ ਬਾਨੀ ਦਾ ਪੁੱਤਰ, ਉਹ ਹਸ਼ਬਯਾਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਮੱਤਨਯਾਹ ਦਾ ਪੁੱਤਰ, ਉਹ ਮੀਕਾ ਦਾ ਪੁੱਤਰ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 23] ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਲਈ ਰਾਜਾ ਦਾ ਹੁਕਮ ਸੀ ਅਤੇ ਗਾਇਕਾਂ ਲਈ ਹਰ ਰੋਜ਼ ਦੀਆਂ ਜ਼ਰੂਰਤਾਂ ਦੇ ਅਨੁਸਾਰ ਪ੍ਰਬੰਧ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 24] ਪਥਹਯਾਹ ਜੋ ਮਸ਼ੇਜ਼ਬੇਲ ਦਾ ਪੁੱਤਰ ਜਿਹੜਾ ਯਹੂਦਾਹ ਦੇ ਪੁੱਤਰ ਜ਼ਰਹ ਦੇ ਵੰਸ਼ ਵਿੱਚੋਂ ਸੀ, ਉਹ ਪਰਜਾ ਦੇ ਸਾਰੇ ਕੰਮ ਲਈ ਰਾਜਾ ਦੇ ਹੱਥ ਵਰਗਾ ਸੀ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 25] ਹੁਣ ਬਾਕੀ ਪਿੰਡਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਖੇਤਾਂ ਵਿੱਚ, ਯਹੂਦਾਹ ਦੇ ਵੰਸ਼ ਵਿੱਚੋਂ ਕੁਝ ਕਿਰਯਥ-ਅਰਬਾ ਅਤੇ ਉਸ ਦੀਆਂ ਬਸਤੀਆਂ ਵਿੱਚ, ਕੁਝ ਦੀਬੋਨ ਅਤੇ ਉਸ ਦੀਆਂ ਬਸਤੀਆਂ ਵਿੱਚ ਅਤੇ ਕੁਝ ਯਕਬਸਏਲ ਅਤੇ ਉਸ ਦੇ ਪਿੰਡਾਂ ਵਿੱਚ ਵੱਸ ਗਏ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 26] ਅਤੇ ਫਿਰ ਯੇਸ਼ੂਆ, ਮੋਲਾਦਾਹ ਅਤੇ ਬੈਤ-ਪਾਲਟ ਵਿੱਚ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 27] ਹਸਰਸ਼ੂਆਲ ਅਤੇ ਬਏਰਸ਼ਬਾ ਅਤੇ ਉਸ ਦੀਆਂ ਬਸਤੀਆਂ ਵਿੱਚ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 28] ਅਤੇ ਸਿਕਲਗ, ਤੇ ਮਕੋਨਾਹ ਅਤੇ ਉਸ ਦੀਆਂ ਬਸਤੀਆਂ ਵਿੱਚ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 29] ਏਨ-ਰਿੰਮੋਮ, ਸਾਰਾਹ, ਯਰਮੂਥ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 30] ਜ਼ਾਨੋਅਹ, ਅਦੁੱਲਾਮ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਿੰਡਾਂ ਵਿੱਚ ਅਤੇ ਲਾਕੀਸ਼ ਅਤੇ ਉਸ ਦੇ ਖੇਤਾਂ ਵਿੱਚ, ਅਜ਼ੇਕਾਹ ਅਤੇ ਉਸ ਦੀਆਂ ਬਸਤੀਆਂ ਵਿੱਚ, ਉਹ ਬਏਰਸ਼ਬਾ ਤੋਂ ਲੈ ਕੇ ਹਿੰਨੋਮ ਦੀ ਵਾਦੀ ਤੱਕ ਡੇਰਿਆਂ ਵਿੱਚ ਰਹਿੰਦੇ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 31] ਬਿਨਯਾਮੀਨ ਦਾ ਵੰਸ਼ ਗਬਾ ਤੋਂ ਲੈ ਕੇ ਅਤੇ ਮਿਕਮਾਸ਼, ਅੱਯਾਹ, ਬੈਤਏਲ ਅਤੇ ਉਸ ਦੀਆਂ ਬਸਤੀਆਂ ਵਿੱਚ
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 32] ਅਤੇ ਅਨਾਥੋਥ, ਨੋਬ, ਅਨਨਯਾਹ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 33] ਹਾਸੋਰ, ਰਾਮਾਹ, ਗਿੱਤਾਯਮ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 34] ਹਦੀਦ, ਸਬੋਈਮ, ਨਬੱਲਾਟ,
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 35] ਲੋਦ, ਓਨੋ ਅਤੇ ਕਾਰੀਗਰਾਂ ਦੀ ਘਾਟੀ ਤੱਕ ਰਹਿੰਦੇ ਸਨ।
[IRV | PA | OT | Nehemiah | Chapter 11 | Verse 36] ਯਹੂਦਾਹ ਦੇ ਕੁਝ ਲੇਵੀਆਂ ਦੇ ਦਲ ਬਿਨਯਾਮੀਨ ਦੇ ਸੂਬਿਆਂ ਵਿੱਚ ਵੱਸ ਗਏ।
