[IRV | PA | OT | Hosea | Chapter 2 | Verse 1] ਆਪਣੇ ਭਰਾਵਾਂ ਨੂੰ “ਮੇਰੇ ਲੋਕ” ਅਤੇ ਆਪਣੀਆਂ ਭੈਣਾਂ ਨੂੰ “ਰਹਿਮ ਦੀਆਂ ਭਾਗਣਾਂ” ਆਖੋ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 12] ਮੈਂ ਉਹ ਦੀਆਂ ਅੰਗੂਰੀ ਵੇਲਾਂ ਅਤੇ ਹੰਜ਼ੀਰਾਂ ਨੂੰ ਵਿਰਾਨ ਕਰਾਂਗਾ, ਜਿਨ੍ਹਾਂ ਦੇ ਬਾਰੇ ਉਸ ਨੇ ਆਖਿਆ, ਇਹ ਮੇਰੀ ਖਰਚੀ ਹੈ, ਜਿਹ ਨੂੰ ਮੇਰੇ ਪ੍ਰੇਮੀਆਂ ਨੇ ਮੈਨੂੰ ਦਿੱਤਾ ਹੈ। ਮੈਂ ਉਨ੍ਹਾਂ ਨੂੰ ਜੰਗਲ ਬਣਾ ਦਿਆਂਗਾ, ਅਤੇ ਜੰਗਲੀ ਜਾਨਵਰ ਉਨ੍ਹਾਂ ਨੂੰ ਖਾਣਗੇ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 13] ਮੈਂ ਉਹ ਦੇ ਉੱਤੇ ਬਆਲਾਂ ਦੇ ਦਿਨਾਂ ਦੀ ਸਜ਼ਾ ਲਿਆਵਾਂਗਾ, ਜਿਨ੍ਹਾਂ ਦੇ ਲਈ ਉਸ ਨੇ ਧੂਫ਼ ਧੁਖਾਈ, ਅਤੇ ਬਾਲ਼ੀਆਂ ਤੇ ਗਹਿਣਿਆਂ ਨਾਲ ਸੱਜ ਕੇ ਉਹ ਆਪਣੇ ਪ੍ਰੇਮੀਆਂ ਦੇ ਪਿੱਛੇ ਗਈ, ਪਰ ਮੈਨੂੰ ਭੁੱਲ ਗਈ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 14] ਇਸ ਲਈ ਵੇਖ, ਮੈਂ ਉਹ ਨੂੰ ਮੋਹ ਲਵਾਂਗਾ, ਅਤੇ ਉਹ ਨੂੰ ਉਜਾੜ ਵਿੱਚ ਲੈ ਜਾਂਵਾਂਗਾ, ਅਤੇ ਮੈਂ ਉਹ ਦੇ ਨਾਲ ਦਿਲ ਲੱਗੀ ਦੀਆਂ ਗੱਲਾਂ ਕਰਾਂਗਾ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 15] ਮੈਂ ਉਹ ਨੂੰ ਉੱਥੋਂ ਦੇ ਬਾਗ਼ ਦਿਆਂਗਾ, ਨਾਲੇ ਆਕੋਰ ਦੀ ਘਾਟੀ ਵੀ ਆਸ ਦੇ ਦਰਵਾਜ਼ੇ ਲਈ। ਉੱਥੇ ਉਹ ਉਸੇ ਤਰ੍ਹਾਂ ਉੱਤਰ ਦੇਵੇਗੀ, ਜਿਵੇਂ ਆਪਣੀ ਜੁਆਨੀ ਦੇ ਦਿਨ ਵਿੱਚ ਦਿੰਦੀ ਸੀ, ਅਤੇ ਜਿਵੇਂ ਉਸ ਸਮੇਂ ਜਦ ਉਹ ਮਿਸਰ ਦੇਸ ਤੋਂ ਉਤਾਹਾਂ ਆਈ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 16] ਉਸ ਦਿਨ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਕਿ ਤੂੰ ਮੈਨੂੰ “ਮੇਰਾ ਪਤੀ” ਆਖੇਗੀ, ਅਤੇ ਫੇਰ ਮੈਨੂੰ “ਮੇਰਾ ਬਆਲ” ਨਾ ਆਖੇਗੀ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 17] ਮੈਂ ਤਾਂ ਉਹ ਦੇ ਮੂੰਹੋਂ ਬਆਲਾਂ ਦੇ ਨਾਮ ਦੂਰ ਕਰਾਂਗਾ, ਅਤੇ ਉਹ ਫੇਰ ਆਪਣੇ ਨਾਮ ਦੇ ਨਾਲ ਯਾਦ ਨਾ ਕੀਤੇ ਜਾਣਗੇ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 18] ਮੈਂ ਉਸ ਦਿਨ ਜੰਗਲੀ ਜਾਨਵਰਾਂ, ਅਕਾਸ਼ ਦੇ ਪੰਛੀਆਂ ਅਤੇ ਜ਼ਮੀਨ ਦੇ ਘਿੱਸਰਨ ਵਾਲਿਆਂ ਨਾਲ ਉਹਨਾਂ ਲਈ ਇੱਕ ਨੇਮ ਬੰਨ੍ਹਾਂਗਾ, ਅਤੇ ਮੈਂ ਧਣੁੱਖ, ਤਲਵਾਰ ਅਤੇ ਯੁੱਧ ਨੂੰ ਦੇਸ ਵਿੱਚੋਂ ਭੰਨ ਸੁੱਟਾਂਗਾ, ਅਤੇ ਮੈਂ ਉਹਨਾਂ ਨੂੰ ਚੈਨ ਨਾਲ ਲੇਟਣ ਦਿਆਂਗਾ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 19] ਮੈਂ ਤੈਨੂੰ ਸਦਾ ਲਈ ਆਪਣੀ ਦੁਲਹਨ ਬਣਾ ਲਵਾਂਗਾ, ਹਾਂ, ਧਰਮ, ਇਨਸਾਫ਼, ਦਯਾ ਅਤੇ ਰਹਿਮ ਨਾਲ ਮੈਂ ਤੈਨੂੰ ਆਪਣੀ ਦੁਲਹਨ ਬਣਾਵਾਂਗਾ,
[IRV | PA | OT | Hosea | Chapter 2 | Verse 20] ਮੈਂ ਤੈਨੂੰ ਵਫ਼ਾਦਾਰੀ ਨਾਲ ਆਪਣੀ ਦੁਲਹਨ ਬਣਾਵਾਂਗਾ, ਅਤੇ ਤੂੰ ਯਹੋਵਾਹ ਨੂੰ ਜਾਣੇਂਗੀ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 21] ਉਸ ਦਿਨ ਇਸ ਤਰ੍ਹਾਂ ਹੋਵੇਗਾ ਕਿ ਮੈਂ ਉੱਤਰ ਦਿਆਂਗਾ, ਯਹੋਵਾਹ ਦਾ ਵਾਕ ਹੈ, ਮੈਂ ਅਕਾਸ਼ਾਂ ਨੂੰ ਉੱਤਰ ਦਿਆਂਗਾ, ਅਤੇ ਉਹ ਧਰਤੀ ਨੂੰ ਉੱਤਰ ਦੇਣਗੇ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 22] ਧਰਤੀ ਅੰਨ, ਨਵੀਂ ਮੈਅ ਅਤੇ ਤੇਲ ਨੂੰ ਉੱਤਰ ਦੇਵੇਗੀ, ਅਤੇ ਉਹ ਯਿਜ਼ਰਏਲ ਨੂੰ ਉੱਤਰ ਦੇਣਗੇ।
[IRV | PA | OT | Hosea | Chapter 2 | Verse 23] ਮੈਂ ਉਹ ਨੂੰ ਆਪਣੇ ਲਈ ਧਰਤੀ ਵਿੱਚ ਬੀਜਾਂਗਾ, ਮੈਂ ਲੋ-ਰੁਹਾਮਾਹ ਉੱਤੇ ਰਹਿਮ ਕਰਾਂਗਾ, ਅਤੇ ਲੋ-ਅੰਮੀ ਨੂੰ ਆਖਾਂਗਾ ਕਿ ਤੂੰ ਮੇਰੀ ਪਰਜਾ ਹੈਂ, ਅਤੇ ਉਹ ਆਖੇਗਾ, ਮੇਰੇ ਪਰਮੇਸ਼ੁਰ!
