[IRV | KN | OT | Psalms | Chapter 38 | Verse 1] ಯೆಹೋವನೇ, ಕೋಪದಿಂದ ನನ್ನನ್ನು ಶಿಕ್ಷಿಸಬೇಡ; ರೋಷದಿಂದ ನನ್ನನ್ನು ದಂಡಿಸಬೇಡ.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 12] ನನ್ನ ಪ್ರಾಣವನ್ನು ತೆಗೆಯಬೇಕೆನ್ನುವವರು ನನಗೆ ಉರುಲುಗಳನ್ನು ಒಡ್ಡಿದ್ದಾರೆ; ನನ್ನ ವಿಪತ್ತನ್ನು ಕೋರುವವರು ನನಗೆ ನಾಶನವನ್ನೇ ನಿಶ್ಚಯಿಸಿಕೊಂಡು, ಯಾವಾಗಲೂ ಮೋಸವನ್ನು ಕಲ್ಪಿಸುತ್ತಿದ್ದಾರೆ.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 13] ನಾನಂತೂ ಕಿವುಡನಂತೆ ಕೇಳದವನಾಗಿದ್ದೇನೆ; ಮೂಕನಂತೆ ಬಾಯಿ ತೆರೆಯುವುದೇ ಇಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 14] ನಾನು ಕಿವಿ ಕೇಳಿಸದವನಂತೆಯೂ, ಪ್ರತ್ಯುತ್ತರ ಕೊಡಲಾರದವನಂತೆಯೂ ಆದೆನು.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 15] ಯೆಹೋವನೇ, ನಿನ್ನನ್ನೇ ನಿರೀಕ್ಷಿಸಿಕೊಂಡಿದ್ದೇನೆ; ನನ್ನ ಕರ್ತನೇ, ನನ್ನ ದೇವರೇ, ನೀನೇ ಸದುತ್ತರವನ್ನು ಕೊಡುವವನು.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 16] “ನನ್ನ ವಿಷಯದಲ್ಲಿ ಶತ್ರುಗಳಿಗೆ ಸಂತೋಷವಾಗಬಾರದು; ನಾನು ಜಾರಿಬಿದ್ದರೆ ಹಿಗ್ಗಬಾರದು” ಅಂದುಕೊಂಡೆನು.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 17] ನನಗೆ ಆಪತ್ತೇ ಸಿದ್ಧವಾಗಿದೆ; ಯಾವಾಗಲೂ ನನಗೆ ಸಂಕಟವಿದೆ.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 18] ನಾನು ಅಪರಾಧಿಯೇ ಎಂದು ಒಪ್ಪಿಕೊಳ್ಳುತ್ತೇನೆ; ನನ್ನ ಪಾಪದ ದೆಸೆಯಿಂದಲೇ ನನಗೆ ವ್ಯಸನವುಂಟಾಯಿತು.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 19] ನನ್ನ ಶತ್ರುಗಳು ಚುರುಕಾದವರೂ, ಬಲಿಷ್ಠರೂ ಆಗಿದ್ದಾರೆ; ನನ್ನನ್ನು ಅನ್ಯಾಯವಾಗಿ ದ್ವೇಷಿಸುವವರು ಬಹು ಜನ.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 20] ನಾನು ಒಳ್ಳೆಯದನ್ನು ಅನುಸರಿಸುವುದರಿಂದ, ನನ್ನ ಎದುರಾಳಿಗಳು ಉಪಕಾರಕ್ಕೆ ಪ್ರತಿಯಾಗಿ ಅಪಕಾರವನ್ನೇ ಸಲ್ಲಿಸುವರು.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 21] ಯೆಹೋವನೇ, ಕೈ ಬಿಡಬೇಡ; ನನ್ನ ದೇವರೇ, ದೂರವಾಗಿರಬೇಡ.
[IRV | KN | OT | Psalms | Chapter 38 | Verse 22] ನನ್ನ ಕರ್ತನೇ, ನನ್ನ ರಕ್ಷಕನೇ, ಬೇಗ ಬಂದು ಸಹಾಯಮಾಡು.
