[IRV | KN | OT | Psalms | Chapter 105 | Verse 1] ಯೆಹೋವನಿಗೆ ಕೃತಜ್ಞತಾಸ್ತುತಿಮಾಡಿರಿ; ಆತನ ನಾಮದ ಮಹತ್ವವನ್ನು ವರ್ಣಿಸಿರಿ; ಜನಾಂಗಗಳಲ್ಲಿ ಆತನ ಕೃತ್ಯಗಳನ್ನು ಪ್ರಸಿದ್ಧಪಡಿಸಿರಿ.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 20] ಅರಸನು ಅಪ್ಪಣೆಮಾಡಿ ಅವನನ್ನು ತಪ್ಪಿಸಿದನು; ಜನಾಧಿಪತಿಯು ಅವನನ್ನು ಬಿಡಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 21] ಅವನನ್ನು ತನ್ನ ಮನೆಗೆ ಯಜಮಾನನನ್ನಾಗಿಯೂ, ತನ್ನ ಆಸ್ತಿಗೆಲ್ಲಾ ಅಧಿಕಾರಿಯನ್ನಾಗಿಯೂ ಮಾಡಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 22] ತನ್ನ ಪ್ರಧಾನರನ್ನು ಇಷ್ಟಾನುಸಾರವಾಗಿ ಬಂಧಿಸುವುದಕ್ಕೂ, ತನ್ನ ಮಂತ್ರಿಗಳಿಗೆ ಬುದ್ಧಿಕಲಿಸುವುದಕ್ಕೂ ಅವನಿಗೆ ಅಧಿಕಾರಕೊಟ್ಟನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 23] ಆಗ ಇಸ್ರಾಯೇಲನು ಐಗುಪ್ತಕ್ಕೆ ಬಂದನು; ಯಾಕೋಬನು ಹಾಮನ ದೇಶದಲ್ಲಿ ಪ್ರವಾಸಿಯಾದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 24] ದೇವರು ತನ್ನ ಜನರನ್ನು ಬಹಳವಾಗಿ ವೃದ್ಧಿಮಾಡಿ, ಅವರು ಶತ್ರುಗಳಿಗಿಂತ ಬಲಿಷ್ಠರಾಗುವಂತೆ ಮಾಡಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 25] ಆತನು ಆ ದೇಶದವರ ಹೃದಯವನ್ನು ಮಾರ್ಪಡಿಸಿದ್ದರಿಂದ, ಅವರು ಆತನ ಜನರನ್ನು ದ್ವೇಷಿಸಿ, ಆತನ ಸೇವಕರನ್ನು ಕುಯುಕ್ತಿಯಿಂದ ನಡೆಸಿದರು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 26] ಆಗ ಆತನು ತನ್ನ ಸೇವಕನಾದ ಮೋಶೆಯನ್ನೂ, ತಾನು ಆರಿಸಿಕೊಂಡ ಆರೋನನನ್ನೂ ಕಳುಹಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 27] ಅವರು ಹಾಮನ ದೇಶದವರ ಮಧ್ಯದಲ್ಲಿ, ಆತನು ಆಜ್ಞಾಪಿಸಿದ ವಿವಿಧ ಮಹತ್ಕಾರ್ಯಗಳನ್ನೂ, ಅದ್ಭುತಗಳನ್ನೂ ನಡೆಸಿದರು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 28] ಆತನು ಕತ್ತಲೆಯನ್ನು ಕಳುಹಿಸಲು ಕತ್ತಲೆಯಾಯಿತು. ಐಗುಪ್ತ್ಯರು ಆತನ ಆಜ್ಞೆಗಳನ್ನು ಅನುಸರಿಸಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 29] ಆತನು ಐಗುಪ್ತ್ಯರ ನೀರನ್ನು ರಕ್ತಮಾಡಿ, ಮೀನುಗಳನ್ನು ಸಾಯಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 30] ಅವರ ದೇಶದಲ್ಲೆಲ್ಲಾ ಕಪ್ಪೆಗಳು ತುಂಬಿಕೊಂಡವು; ಅರಮನೆಯಲ್ಲಿಯೂ ವ್ಯಾಪಿಸಿಕೊಂಡವು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 31] ಆತನು ಆಜ್ಞಾಪಿಸಲು ಅವರ ಎಲ್ಲಾ ಪ್ರಾಂತ್ಯಗಳಲ್ಲಿ, ವಿಷದ ಹುಳಗಳೂ, ಹೇನುಗಳೂ ಉಂಟಾದವು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 32] ಆತನು ಅವರ ದೇಶದಲ್ಲಿ ಕಲ್ಮಳೆಯನ್ನು, ಅಗ್ನಿಜ್ವಾಲೆಯನ್ನು ಬರಮಾಡಿ,
[IRV | KN | OT | Psalms | Chapter 105 | Verse 33] ಅವರ ದ್ರಾಕ್ಷಾಲತೆಗಳನ್ನು, ಅಂಜೂರದ ಗಿಡಗಳನ್ನು ನಾಶಮಾಡಿ, ಅವರ ಪ್ರಾಂತ್ಯಗಳಲ್ಲಿದ್ದ ಮರಗಳನ್ನು ಮುರಿದುಬಿಟ್ಟನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 34] ಆತನು ಆಜ್ಞಾಪಿಸಲು ಮಿಡತೆಗಳೂ, ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು ಜಿಟ್ಟೆಹುಳಗಳೂ ಬಂದು,
[IRV | KN | OT | Psalms | Chapter 105 | Verse 35] ಅವರ ದೇಶದಲ್ಲಿದ್ದ ಎಲ್ಲಾ ಪೈರುಗಳನ್ನು, ಭೂಮಿಯ ಬೆಳೆಗಳನ್ನು ತಿಂದುಬಿಟ್ಟವು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 36] ಅವನು ಆ ದೇಶದವರ ವೀರ್ಯಕ್ಕೆ ಪ್ರಥಮಫಲವಾಗಿದ್ದ, ಚೊಚ್ಚಲ ಮಕ್ಕಳನ್ನು ಸಂಹರಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 37] ಇಸ್ರಾಯೇಲರನ್ನು ಬೆಳ್ಳಿ, ಬಂಗಾರಗಳ ಸಹಿತವಾಗಿ ಹೊರಗೆ ಬರಮಾಡಿದನು; ಅವರ ಕುಲಗಳಲ್ಲಿ ಎಡವುವವನು ಒಬ್ಬನಾದರೂ ಇರಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 38] ಐಗುಪ್ತ್ಯರು ಅವರ ವಿಷಯದಲ್ಲಿ ಹೆದರಿಕೆಯುಳ್ಳವರಾದ್ದರಿಂದ, ಅವರು ಹೊರಟು ಹೋದದ್ದಕ್ಕೆ ಸಂತೋಷಿಸಿದರು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 39] ಅವರಿಗೆ ಹಗಲಲ್ಲಿ ನೆರಳಿಗೋಸ್ಕರ ಮೋಡವನ್ನು, ಇರುಳಲ್ಲಿ ಬೆಳಕಿಗೋಸ್ಕರ ಬೆಂಕಿಯನ್ನು ಮೇಲೆ ಹರಡಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 40] ಅವರು ಬೇಡಿಕೊಳ್ಳಲು ಲಾವಕ್ಕಿಗಳನ್ನು ಬರಮಾಡಿದನು; ದಿವ್ಯ ಆಹಾರದಿಂದ ಅವರನ್ನು ತೃಪ್ತಿಗೊಳಿಸಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 41] ಆತನು ಬಂಡೆಯನ್ನು ಸೀಳಲು ನೀರು ಚಿಮ್ಮಿ ಬಂದು, ಅರಣ್ಯದಲ್ಲಿ ನದಿಯಾಗಿ ಹರಿಯಿತು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 42] ಹೀಗೆ ಆತನು ತನ್ನ ಪರಿಶುದ್ಧ ವಚನವನ್ನೂ, ತನ್ನ ಸೇವಕನಾದ ಅಬ್ರಹಾಮನನ್ನೂ ನೆನಪುಮಾಡಿಕೊಂಡು
[IRV | KN | OT | Psalms | Chapter 105 | Verse 43] ತನ್ನ ಪ್ರಜೆಯು ಉಲ್ಲಾಸದಿಂದಲೂ, ತಾನು ಆರಿಸಿಕೊಂಡವರು ಉತ್ಸಾಹಧ್ವನಿಯಿಂದಲೂ ಹೊರಗೆ ಬರುವಂತೆ ಮಾಡಿದನು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 44] ಆತನು ಅವರಿಗೆ ಪರಜನಾಂಗಗಳ ದೇಶವನ್ನು ಕೊಟ್ಟನು; ಅನ್ಯಜನಾಂಗಗಳ ಕಷ್ಟಾರ್ಜಿತವು ಅವರ ಕೈ ಸೇರಿತು.
[IRV | KN | OT | Psalms | Chapter 105 | Verse 45] ಅವರು ತನ್ನ ವಿಧಿಗಳನ್ನು ಕೈಕೊಂಡು, ತನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಅನುಸರಿಸಬೇಕೆಂಬುದೇ ಆತನ ಉದ್ದೇಶವಾಗಿತ್ತು. ಯೆಹೋವನಿಗೆ ಸ್ತೋತ್ರ!
