[IRV | KN | OT | Psalms | Chapter 119 | Verse 1] ಯೆಹೋವನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಅನುಸರಿಸಿ, ಸದಾಚಾರಿಗಳಾಗಿ ನಡೆಯುವವರು ಧನ್ಯರು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 20] ಯಾವಾಗಲೂ ನಿನ್ನ ವಿಧಿಗಳನ್ನೇ ಹಂಬಲಿಸುತ್ತಿರುವ ನನ್ನ ಪ್ರಾಣವು ಜಜ್ಜಿಹೋಗಿದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 21] ನೀನು ಗರ್ವಿಷ್ಠರನ್ನು ಗದರಿಸುತ್ತಿ, ನಿನ್ನ ಆಜ್ಞೆಗಳನ್ನು ಮೀರಿದವರು ಶಾಪಗ್ರಸ್ತರು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 22] ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಕೈಕೊಂಡವನಾದರಿಂದ, ನನಗಿರುವ ನಿಂದೆ, ಅಪಮಾನಗಳನ್ನು ತೊಲಗಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 23] ಪ್ರಭುಗಳು ಕುಳಿತುಕೊಂಡು, ನನಗೆ ವಿರುದ್ಧವಾಗಿ ಒಳಸಂಚು ಮಾಡಿದರೂ, ನಿನ್ನ ಸೇವಕನು ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನೇ ಧ್ಯಾನಿಸುತ್ತಿರುವನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 24] ನಿನ್ನ ಕಟ್ಟಳೆಗಳು ನನ್ನ ಪರಮಾನಂದ, ಅವೇ ನನ್ನ ಮಾರ್ಗದರ್ಶನ. ದಾಲಿತ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 25] ನನ್ನ ಪ್ರಾಣವು ಧೂಳಿನಲ್ಲಿ ಸೇರಿಹೋಗುತ್ತದೆ, ನಿನ್ನ ವಾಗ್ದಾನಕ್ಕನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಉಜ್ಜೀವಿಸಮಾಡು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 26] ನನ್ನ ಯಾತ್ರಾನುಭವವನ್ನು ನಿನಗೆ ಹೇಳಿಕೊಂಡಾಗ, ನನಗೆ ಸದುತ್ತರವನ್ನು ದಯಪಾಲಿಸಿದಿ, ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ನನಗೆ ಉಪದೇಶಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 27] ನಿನ್ನ ನಿಯಮಗಳ ದಾರಿಯನ್ನು ತಿಳಿಯಪಡಿಸು, ಆಗ ನಿನ್ನ ಬೋಧನೆಗಳನ್ನು ಧ್ಯಾನಿಸುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 28] ಮನೋವ್ಯಥೆಯಿಂದ ಕಣ್ಣೀರು ಸುರಿಸುತ್ತೇನೆ, ನಿನ್ನ ವಾಗ್ದಾನಕ್ಕನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಬಲಪಡಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 29] ತಪ್ಪಾದ ಮಾರ್ಗವನ್ನು ನನ್ನಿಂದ ದೂರಮಾಡು, ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ನನಗೆ ಅನುಗ್ರಹಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 30] ಭಕ್ತಿಮಾರ್ಗವನ್ನು ಆರಿಸಿಕೊಂಡಿದ್ದೇನೆ, ನಿನ್ನ ವಿಧಿಗಳನ್ನು ನನ್ನ ಮುಂದೆಯೇ ಇಟ್ಟುಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 31] ನಾನು ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಅಪ್ಪಿಕೊಂಡಿದ್ದೇನೆ, ಯೆಹೋವನೇ, ನನಗೆ ಆಶಾಭಂಗಪಡಿಸಬೇಡ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 32] ನೀನು ನನ್ನ ಅಂತರಾತ್ಮವನ್ನು ವಿಮೋಚಿಸು, ಆಗ ಆಸಕ್ತಿಯಿಂದ ನಿನ್ನ ಆಜ್ಞಾಮಾರ್ಗವನ್ನು ಅನುಸರಿಸುವೆನು. ಹೇ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 33] ಯೆಹೋವನೇ, ನಿನ್ನ ಕಟ್ಟಳೆಗಳ ಮಾರ್ಗವನ್ನು ನನಗೆ ಉಪದೇಶಿಸು, ಕಡೆಯವರೆಗೂ ಅದನ್ನೇ ಅನುಸರಿಸಿ ನಡೆಯುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 34] ನನಗೆ ತಿಳಿವಳಿಕೆಯನ್ನು ದಯಪಾಲಿಸು, ಆಗ ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಪೂರ್ಣಮನಸ್ಸಿನಿಂದ ಕೈಕೊಂಡು ನಡೆಯುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 35] ನಿನ್ನ ಆಜ್ಞಾಮಾರ್ಗದಲ್ಲಿ ನನ್ನನ್ನು ನಡೆಸು, ಅದೇ ನನ್ನ ಇಷ್ಟ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 36] ನನ್ನ ಮನಸ್ಸನ್ನು ದ್ರವ್ಯಾಶೆಗಲ್ಲ, ನಿನ್ನ ಕಟ್ಟಳೆಗಳ ಕಡೆಗೆ ತಿರುಗಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 37] ವ್ಯರ್ಥಕಾರ್ಯಗಳಲ್ಲಿ ದೃಷ್ಟಿಯಿಡದಂತೆ ನನ್ನನ್ನು ಕಾಪಾಡು, ನಿನ್ನ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯುವಂತೆ ನನ್ನನ್ನು ಚೈತನ್ಯಗೊಳಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 38] ನಿನ್ನಲ್ಲಿ ಭಯಭಕ್ತಿಯುಳ್ಳವರಿಗಾಗಿ ನೀನು ಮಾಡಿದ ವಾಗ್ದಾನಗಳನ್ನು, ನಿನ್ನ ಸೇವಕನ ವಿಷಯದಲ್ಲಿ ನೆರವೇರಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 39] ನನ್ನ ಅವಮಾನವನ್ನು ತೊಲಗಿಸು, ಅದಕ್ಕೋಸ್ಕರ ಅಂಜುತ್ತಿದ್ದೇನೆ. ನಿನ್ನ ಕಟ್ಟಳೆಗಳು ಹಿತಕರವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 40] ಇಗೋ, ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ, ನಿನ್ನ ನೀತಿಗನುಸಾರವಾಗಿ ನನ್ನನ್ನು ಉಜ್ಜೀವಿಸಮಾಡು. ವಾವ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 41] ಯೆಹೋವನೇ, ನಿನ್ನ ಕೃಪೆಯು ನನಗೆ ದೊರಕಲಿ, ನಿನ್ನ ನುಡಿಗನುಸಾರವಾಗಿ ನನಗೆ ರಕ್ಷಣೆಯುಂಟಾಗಲಿ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 42] ಆಗ ನನ್ನನ್ನು ನಿಂದಿಸುವವನಿಗೆ ಉತ್ತರಕೊಡುವೆನು, ನಾನು ನಿನ್ನ ವಾಕ್ಯದಲ್ಲಿ ಭರವಸವಿಟ್ಟಿದ್ದೇನಲ್ಲಾ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 43] ಸತ್ಯ ವಾಕ್ಯವನ್ನು ನನ್ನ ಬಾಯಿಂದ ತೆಗೆಯಬೇಡ. ನಿನ್ನ ನ್ಯಾಯವಿಧಿಗಳನ್ನು ನಿರೀಕ್ಷಿಸಿಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 44] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಸದಾ ತಪ್ಪದೆ ಕೈಗೊಳ್ಳುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 45] ನಾನು ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಅಭ್ಯಾಸಿಸುವವನಾದುದರಿಂದ, ಸರಾಗವಾಗಿ ನಡೆಯುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 46] ನಿನ್ನ ಕಟ್ಟಳೆಗಳ ವಿಷಯವಾಗಿ, ಅರಸುಗಳ ಮುಂದೆಯೂ ಮಾತನಾಡುವೆನು, ನಾಚಿಕೆಪಡುವುದಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 47] ನಿನ್ನ ಆಜ್ಞೆಗಳಲ್ಲಿ ಆನಂದಪಡುತ್ತೇನೆ, ಅವು ನನಗೆ ಇಷ್ಟವಾಗಿವೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 48] ನಿನ್ನ ಆಜ್ಞೆಗಳನ್ನು ಗೌರವಿಸುತ್ತೇನೆ, ಅವುಗಳನ್ನು ನಾನು ಪ್ರೀತಿಸುತ್ತೇನೆ, ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ಧ್ಯಾನಿಸುತ್ತೇನೆ. ಸಾಯಿನ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 49] ನಿನ್ನ ವಾಗ್ದಾನವನ್ನು ನಿನ್ನ ಸೇವಕನಿಗೋಸ್ಕರ ನೆನಪುಮಾಡಿಕೋ, ನನ್ನಲ್ಲಿ ನಿರೀಕ್ಷೆಯನ್ನು ಹುಟ್ಟಿಸಿದ್ದಿಯಲ್ಲಾ!
[IRV | KN | OT | Psalms | Chapter 119 | Verse 50] ನಿನ್ನ ನುಡಿಯು ನನ್ನನ್ನು ಚೈತನ್ಯಗೊಳಿಸುತ್ತದೆ, ಆಪತ್ಕಾಲದಲ್ಲಿ ಇದೇ ನನಗೆ ಆದರಣೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 51] ಗರ್ವಿಷ್ಠರು ನನ್ನನ್ನು ಬಹಳವಾಗಿ ಅಪಹಾಸ್ಯ ಮಾಡಿದರು, ಆದರೂ ನಾನು ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಬಿಡಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 52] ಯೆಹೋವನೇ, ನಿನ್ನ ಪುರಾತನ ಉಪದೇಶಾಜ್ಞೆಗಳನ್ನು ನೆನಪುಮಾಡಿಕೊಂಡು, ನನ್ನನ್ನು ಸಂತೈಸಿಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 53] ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರ ಭ್ರಷ್ಟರಾದ ದುಷ್ಟರಿಗಾಗಿ, ಕೋಪಗೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 54] ನನ್ನ ಪ್ರವಾಸದ ಮನೆಯಲ್ಲಿ ನಿನ್ನ ಕಟ್ಟಳೆಗಳು ನನಗೆ ಗಾಯನವಾದವು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 55] ಯೆಹೋವನೇ, ರಾತ್ರಿಯಲ್ಲಿ ನಿನ್ನ ನಾಮವನ್ನು ಸ್ಮರಿಸಿಕೊಳ್ಳುತ್ತೇನೆ, ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಕೈಗೊಳ್ಳುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 56] ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಅನುಸರಿಸಿದ್ದರಿಂದ ಇದೆಲ್ಲಾ ನನಗೆ ಲಭಿಸಿತು. ಹೇತ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 57] ಯೆಹೋವನೇ, ನನ್ನ ಪಾಲು ನೀನೇ, ನಿನ್ನ ವಾಕ್ಯಗಳನ್ನು ಕೈಗೊಳ್ಳುವೆನೆಂದು ನಿರ್ಣಯಿಸಿಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 58] ಪೂರ್ಣಮನಸ್ಸಿನಿಂದ ನಿನ್ನ ದಯೆಯನ್ನು ಅಪೇಕ್ಷಿಸಿದ್ದೇನೆ, ನಿನ್ನ ನುಡಿಗನುಸಾರವಾಗಿ ನನಗೆ ಪ್ರಸನ್ನನಾಗು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 59] ನನ್ನ ನಡತೆಯನ್ನು ಶೋಧಿಸಿದೆನು, ನಿನ್ನ ಕಟ್ಟಳೆಗಳ ಕಡೆಗೆ ತಿರುಗಿಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 60] ನಿನ್ನ ಆಜ್ಞೆಗಳನ್ನು ಅನುಸರಿಸುವುದರಲ್ಲಿ ಆಸಕ್ತನಾದೆನು, ಆಲಸ್ಯಮಾಡಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 61] ದುಷ್ಟರ ಪಾಶಗಳು ನನ್ನನ್ನು ಸುತ್ತಿಕೊಂಡವು, ಆದರೂ ನಾನು ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವನ್ನು ಮರೆಯಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 62] ನಿನ್ನ ನೀತಿವಿಧಿಗಳಿಗೋಸ್ಕರ ನಿನ್ನನ್ನು ಕೊಂಡಾಡಲು, ಮಧ್ಯರಾತ್ರಿಯಲ್ಲಿ ಏಳುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 63] ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಕೈಕೊಂಡು ನಿನ್ನಲ್ಲಿ ಭಯಭಕ್ತಿಯುಳ್ಳವರಿಗೆ ನಾನು ಸಂಗಡಿಗನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 64] ಯೆಹೋವನೇ, ಭೂಲೋಕವು ನಿನ್ನ ಶಾಶ್ವತ ಪ್ರೀತಿಯಿಂದ ತುಂಬಿದೆ, ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ನನಗೆ ಬೋಧಿಸು. ಟೇತ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 65] ಯೆಹೋವನೇ, ನೀನು ನಿನ್ನ ವಾಗ್ದಾನಕ್ಕೆ ತಕ್ಕಂತೆ, ನಿನ್ನ ಸೇವಕನಿಗೆ ಮಹೋಪಕಾರ ಮಾಡಿದ್ದಿ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 66] ಸುಜ್ಞಾನವನ್ನು, ವಿವೇಕಗಳನ್ನು ನನಗೆ ಕಲಿಸಿಕೊಡು, ನಿನ್ನ ಆಜ್ಞೆಗಳನ್ನು ನಂಬಿಕೊಂಡಿದ್ದೇನಲ್ಲಾ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 67] ಕಷ್ಟಾನುಭವಕ್ಕಿಂತ ಮೊದಲೇ ತಪ್ಪಿಹೋಗುತ್ತಿದ್ದೆನು, ಈಗಲಾದರೋ ನಿನ್ನ ನುಡಿಗಳನ್ನು ಕೈಗೊಳ್ಳುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 68] ನೀನು ಒಳ್ಳೆಯವನು, ಒಳ್ಳೆಯದನ್ನು ಮಾಡುವವನೂ ಆಗಿದ್ದಿ, ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ನನಗೆ ಬೋಧಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 69] ಗರ್ವಿಷ್ಠರು ನನ್ನ ವಿರುದ್ಧವಾಗಿ ಸುಳ್ಳುಕಲ್ಪಿಸಿದ್ದಾರೆ, ನಾನಾದರೋ ಪೂರ್ಣಮನಸ್ಸಿನಿಂದ ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಕೈಕೊಳ್ಳುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 70] ಅವರ ಹೃದಯದಲ್ಲಿ ಸತ್ಯವಿಲ್ಲ, ನಾನಾದರೋ ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರದಲ್ಲಿ ಉಲ್ಲಾಸಪಡುತ್ತೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 71] ಕಷ್ಟಾನುಭವವು ಹಿತಕರವಾಯಿತು, ಅದುದರಿಂದಲೇ ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ಕಲಿತೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 72] ನೀನು ಕೊಟ್ಟ ಧರ್ಮಶಾಸ್ತ್ರವು, ಸಾವಿರಾರು ಚಿನ್ನ, ಬೆಳ್ಳಿಯ ನಾಣ್ಯಗಳಿಗಿಂತಲೂ ನನಗೆ ಅತಿಪ್ರಿಯವಾಗಿದೆ. ಯೋದ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 73] ನಿನ್ನ ಕೈಗಳು ನನ್ನನ್ನು ರೂಪಿಸಿ ನಿಲ್ಲಿಸಿದವು, ನಿನ್ನ ಆಜ್ಞೆಗಳನ್ನು ಕಲಿಯುವುದಕ್ಕೆ ನನಗೆ ಬುದ್ಧಿಯನ್ನು ಕೊಡು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 74] ನಿನ್ನಲ್ಲಿ ಭಯಭಕ್ತಿಯುಳ್ಳವರು ನನ್ನನ್ನು ನೋಡಿ ಸಂತೋಷಿಸಲಿ, ನಾನು ನಿನ್ನ ವಾಕ್ಯವನ್ನೇ ನಿರೀಕ್ಷಿಸಿಕೊಂಡಿದ್ದೇನಲ್ಲಾ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 75] ಯೆಹೋವನೇ, ನಿನ್ನ ವಿಧಿಗಳು ನೀತಿಯುಳ್ಳವುಗಳಾಗಿವೆ ಎಂದೂ, ನೀನು ನಂಬಿಗಸ್ತಿಕೆಯಿಂದಲೇ ನನ್ನನ್ನು ಕುಗ್ಗಿಸಿದ್ದೀ ಎಂದೂ ತಿಳಿದುಕೊಂಡಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 76] ನಿನ್ನ ಸೇವಕನಿಗೆ ನುಡಿದ ಪ್ರಕಾರ, ನನ್ನ ಸಮಾಧಾನಕ್ಕೋಸ್ಕರ ಕೃಪೆಯನ್ನು ದಯಪಾಲಿಸು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 77] ನಾನು ಬದುಕುವಂತೆ ನಿನ್ನ ಕರುಣೆಯು ನನಗೆ ದೊರೆಯಲಿ, ನಿನ್ನ ಧರ್ಮಶಾಸ್ತ್ರವೇ ನನ್ನ ಆನಂದವಾಗಿದೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 78] ಗರ್ವಿಷ್ಠರು ಮಾನಭಂಗ ಹೊಂದಲಿ, ಅವರು ಮೋಸದಿಂದ ನನಗೆ ಕೇಡು ಮಾಡಿದ್ದಾರೆ. ನಾನಾದರೋ ನಿನ್ನ ನಿಯಮಗಳನ್ನು ಧ್ಯಾನಿಸುತ್ತಿರುವೆನು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 79] ನಿನ್ನಲ್ಲಿ ಭಯಭಕ್ತಿಯುಳ್ಳವರು ನನ್ನ ಕಡೆಗೆ ತಿರುಗಿಕೊಂಡು, ನಿನ್ನ ಕಟ್ಟಳೆಗಳನ್ನು ಗ್ರಹಿಸಿಕೊಳ್ಳಲಿ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 80] ನನ್ನ ಮನಸ್ಸು ನಿನ್ನ ಕಟ್ಟಳೆಗಳಲ್ಲಿ ಆಸಕ್ತವಾಗಲಿ, ಆಗ ನನ್ನ ಆಶಾಭಂಗಕ್ಕೆ ಕಾರಣವಿರುವುದಿಲ್ಲ. ಕಾಫ್.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 81] ನಿನ್ನ ರಕ್ಷಣೆಯ ಬಯಕೆಯಿಂದಲೇ ನನ್ನ ಮನವು ಬಲಗುಂದಿತು, ನಾನು ನಿನ್ನ ವಾಕ್ಯದಲ್ಲೇ ನಿರೀಕ್ಷೆಯುಳ್ಳವನಾಗಿದ್ದೇನೆ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 82] ನಿನ್ನ ನುಡಿಯನ್ನು ನೆರವೇರಿಸಿ ಯಾವಾಗ ನನ್ನನ್ನು ಸಂತೈಸುವಿ? ಎಂಬುವುದಕ್ಕೋಸ್ಕರವೇ ನನ್ನ ದೃಷ್ಟಿಯು ಮಂದವಾಯಿತು.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 83] ಹೊಗೆಯಲ್ಲಿ ನೇತು ಹಾಕಿರುವ ಬುದ್ದಲಿಯಂತಿದ್ದೇನೆ, ಆದರೂ ನಿನ್ನ ನಿಬಂಧನೆಗಳನ್ನು ಮರೆಯಲಿಲ್ಲ.
[IRV | KN | OT | Psalms | Chapter 119 | Verse 84] ನಿನ್ನ ಸೇವಕನ ದಿನಗಳು ಬಹುಸ್ವಲ್ಪವಲ್ಲಾ! ನನ್ನನ್ನು ಬಾಧಿಸುವವರಿಗೆ ಶಿಕ್ಷೆ ವಿಧಿಸುವುದು ಯಾವಾಗ?
