[IRV | KN | OT | Psalms | Chapter 89 | Verse 1] ಯೆಹೋವನೇ, ನಿತ್ಯವೂ ನಿನ್ನ ಕೃಪಾತಿಶಯವನ್ನು ಹಾಡಿಹರಸುವೆನು; ನನ್ನ ಬಾಯಿ ನಿನ್ನ ಸತ್ಯವನ್ನು, ಮುಂದಣ ಸಂತಾನದವರೆಲ್ಲರಿಗೂ ತಿಳಿಯಮಾಡುವುದು.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 36] ಅದೇನೆಂದರೆ, ಅವನ ಸಂತತಿಯು ಶಾಶ್ವತವಾಗಿ ಇರುವುದು; ಅವನ ಸಿಂಹಾಸನವು ಸೂರ್ಯನಂತೆ ನನ್ನ ಎದುರಿನಲ್ಲಿದ್ದು,
[IRV | KN | OT | Psalms | Chapter 89 | Verse 37] ಚಂದ್ರನಂತೆ ನಿತ್ಯಕ್ಕೂ ಸ್ಥಿರವಾಗಿರುವುದು. ಪರಲೋಕದ ಸಾಕ್ಷಿ ಸತ್ಯವೇ ಸರಿ.” ಸೆಲಾ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 38] ಹೀಗೆ ಹೇಳಿದ ನೀನು ನಿನ್ನ ಅಭಿಷಿಕ್ತನ ಮೇಲೆ ಕೋಪಗೊಂಡವನಾಗಿ, ಅವನನ್ನು ಅಸಹ್ಯಿಸಿ ತಳ್ಳಿಬಿಟ್ಟಿದ್ದೀ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 39] ನೀನು ನಿನ್ನ ಸೇವಕನ ಸಂಗಡ ಮಾಡಿಕೊಂಡ ಒಡಂಬಡಿಕೆಯನ್ನು ಭಂಗಪಡಿಸಿ, ಅವನ ಕಿರೀಟವನ್ನು ನೆಲಕ್ಕೆ ಹಾಕಿ ಅಪವಿತ್ರಮಾಡಿದ್ದೀ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 40] ಅವನ ದೇಶದ ಮೇರೆಗಳನ್ನು ಕೆಡವಿ, ಕೋಟೆಗಳನ್ನು ಹಾಳುಮಾಡಿದ್ದೀ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 41] ದಾರಿಗರೆಲ್ಲರೂ ಅವನನ್ನು ಸುಲಿಗೆ ಮಾಡುತ್ತಾರೆ; ಅವನು ನೆರೆಹೊರೆಯವರ ಪರಿಹಾಸ್ಯಕ್ಕೆ ಗುರಿಯಾಗಿದ್ದಾನೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 42] ಅವನ ವಿರೋಧಿಗಳ ಹಸ್ತವನ್ನು ಉನ್ನತಪಡಿಸಿದ್ದೀ; ಅವನ ವೈರಿಗಳಿಗೆಲ್ಲಾ ಆನಂದವಾಗುವಂತೆ ಮಾಡಿದ್ದೀ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 43] ಇದಲ್ಲದೆ ಅವನ ಕತ್ತಿಯನ್ನು ತಿರುಗಿಸಿಬಿಟ್ಟಿದ್ದೀ; ಅವನನ್ನು ಯುದ್ಧದಲ್ಲಿ ನಿಲ್ಲದಂತೆ ಮಾಡಿದ್ದೀ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 44] ಅವನ ವೈಭವವನ್ನು ತಡೆದುಬಿಟ್ಟಿದ್ದೀ; ಅವನ ಸಿಂಹಾಸನವನ್ನು ನೆಲಕ್ಕುರುಳಿಸಿದ್ದೀ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 45] ಅವನ ಯೌವನದ ದಿನಗಳನ್ನು ಬೇಗ ಮುಗಿಸಿ, ನಾಚಿಕೆಯು ಅವನನ್ನು ಕವಿಯುವಂತೆ ಮಾಡಿದ್ದಿ. ಸೆಲಾ
[IRV | KN | OT | Psalms | Chapter 89 | Verse 46] ಯೆಹೋವನೇ, ಇನ್ನೆಷ್ಟರವರೆಗೆ ಮರೆಯಾಗಿರುವಿ? ನಿನ್ನ ಕೋಪಾಗ್ನಿಯು ನಮ್ಮ ಮೇಲೆ ಸದಾ ಉರಿಯುತ್ತಿರಬೇಕೋ?
[IRV | KN | OT | Psalms | Chapter 89 | Verse 47] ನನ್ನ ಆಯುಷ್ಯವು ಎಷ್ಟು ಅಲ್ಪವೆಂದೂ, ಎಂಥಾ ವ್ಯರ್ಥ ಜೀವಿತಕ್ಕಾಗಿ ಮನುಷ್ಯರನ್ನು ನಿರ್ಮಿಸಿದ್ದಿ ಎಂದೂ ಜ್ಞಾಪಿಸಿಕೋ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 48] ತಮ್ಮನ್ನು ಪಾತಾಳಕ್ಕೆ ತಪ್ಪಿಸಿಕೊಂಡು, ಮರಣಹೊಂದದೆ ಚಿರಂಜೀವಿಯಾಗಿರುವವರು ಯಾರು? ಸೆಲಾ
[IRV | KN | OT | Psalms | Chapter 89 | Verse 49] ಕರ್ತನೇ, ನೀನು ನಿನ್ನ ಸತ್ಯತೆಯಲ್ಲಿ ಆಣೆಯಿಟ್ಟು, ದಾವೀದನಿಗೆ ವಾಗ್ದಾನಮಾಡಿ ನಡೆಸುತ್ತಿದ್ದ ಹಿಂದಿನ ಕೃಪಾಕಾರ್ಯಗಳು ಎಲ್ಲಿ?
[IRV | KN | OT | Psalms | Chapter 89 | Verse 50] ಯೆಹೋವನೇ, ನಿನ್ನ ವೈರಿಗಳು ನಿಂದಿಸುತ್ತಾರೆ; ನಿನ್ನ ಅಭಿಷಿಕ್ತನನ್ನು ಹೆಜ್ಜೆ ಹೆಜ್ಜೆಗೂ ಅಪಮಾನ ಮಾಡುತ್ತಾರೆ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 51] ಕರ್ತನೇ, ನಿನ್ನ ಸೇವಕರಿಗಾಗುವ ಅಪವಾದವನ್ನೂ, ನಾನು ಎಲ್ಲಾ ಜನಾಂಗಗಳ ನಿಂದಾಭಾರವನ್ನು ಉಡಿಲಲ್ಲಿ ಕಟ್ಟಿರುವುದನ್ನೂ ಜ್ಞಾಪಿಸಿಕೋ.
[IRV | KN | OT | Psalms | Chapter 89 | Verse 52] ಯೆಹೋವನಿಗೆ ಸದಾಕಾಲವೂ ಕೊಂಡಾಟವಾಗಲಿ. ಆಮೆನ್, ಆಮೆನ್.
