[IRV | UR | OT | Exodus | Chapter 6 | Verse 1] तब ख़ुदावन्द ने मूसा से कहा, कि 'अब तू देखेगा कि मैं फ़िर'औन के साथ क्या करता हूँ, तब वह ताक़तवर हाथ की वजह से उनको जाने देगा और ताक़तवर हाथ ही की वजह से वह उनको अपने मुल्क से निकाल देगा।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 13] तब ख़ुदावन्द ने मूसा और हारून को बनी — इस्राईल और मिस्र के बादशाह फ़िर'औन के हक़ में इस मज़मून का हुक्म दिया कि वह बनी — इस्राईल को मुल्क — ए — मिस्र से निकाल ले जाएँ।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 14] उनके आबाई ख़ान्दानों के सरदार यह थे: रूबिन, जो इस्राईल का पहलौठा था, उसके बेटे: हनूक और फ़ल्लू और हसरोन और करमी थे; यह रूबिन के घराने थे।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 15] बनी शमौन यह थे: यमूएल और यमीन और उहद और यकीन और सुहर और साऊल, जो एक कना'नी 'औरत से पैदा हुआ था; यह शमौन के घराने थे।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 16] और बनी लावी जिनसे उनकी नसल चली उनके नाम यह हैं: जैरसोन और क़िहात और मिरारी; और लावी की उम्र एक सौ सैंतीस बरस की हुई।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 17] बनी जैरसोन: लिबनी और सिम'ई थे; इन ही से इनके ख़ान्दान चले।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 18] और बनी क़िहात: 'अमराम और इज़हार और हबरून और 'उज़्ज़ीएल थे; और क़िहात की उम्र एक सौ तैतीस बरस की हुई।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 19] और बनी मिरारी: महली और मूर्शी थे। लावियों के घराने जिनसे उनकी नसल चली यही थे।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 20] और 'अमराम ने अपने बाप की बहन यूकबिद से ब्याह किया, उस 'औरत के उससे हारून और मूसा पैदा हुए; और 'अमराम की उम्र एक सौ सैंतीस बरस की हुई।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 21] बनी इज़हार: क़ोरह और नफ़ज और ज़िकरी थे।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 22] और बनी उज़्ज़ीएल: मीसाएल और इलसफ़न और सितरी थे।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 23] और हारून ने नहसोन की बहन 'अमीनदाब की बेटी इलिशीबा' से ब्याह किया; उससे नदब और अबीहू और इली'एलियाज़र और ऐतामर पैदा हुए।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 24] और बनी क़ोरह: अस्सीर और इलाकना और अबियासफ़ थे, और यह कोरहियों के घराने थे।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 25] और हारून के बेटे इली'एलियाज़र ने फूतिएल की बेटियों में से एक के साथ ब्याह किया, उससे फ़ीन्हास पैदा हुआ; लावियों के बाप — दादा के घरानों के सरदार जिनसे उनके ख़ान्दान चले यही थे।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 26] यह वह हारून और मूसा हैं जिनको ख़ुदावन्द ने फ़रमाया: कि बनी — इस्राईल को उनके लश्कर के मुताबिक़ मुल्क — ए — मिस्र से निकाल ले जाओ।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 27] यह वह हैं जिन्होंने मिस्र के बादशाह फ़िर'औन से कहा, कि हम बनी — इस्राईल को मिस्र से निकाल ले जाएँगे; यह वही मूसा और हारून हैं।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 28] जब ख़ुदावन्द ने मुल्क — ए — मिस्र में मूसा से बातें कीं तो यूँ हुआ,
[IRV | UR | OT | Exodus | Chapter 6 | Verse 29] कि ख़ुदावन्द ने मूसा से कहा, कि मैं ख़ुदावन्द हूँ जो कुछ मैं तुझे कहूँ तू उसे मिस्र के बादशाह फ़िर'औन से कहना।
[IRV | UR | OT | Exodus | Chapter 6 | Verse 30] मूसा ने ख़ुदावन्द से कहा, कि देख, मेरे तो होटों का ख़तना नहीं हुआ। फ़िर'औन क्यूँ कर मेरी सुनेगा?
