[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 1] मोशेने सर्व इस्राएल लोकांस एकत्र बोलवून सांगितले, “इस्राएल लोकहो, आज मी जे विधी आणि नियम सांगतो ते ऐका. तुम्ही ते शिका आणि त्यांचे काटेकोरपणे पालन करा.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 15] मिसर देशात तुम्ही गुलाम होता याचा विसर पडू देऊ नका. तुमचा देव परमेश्वर ह्याने आपल्या सामर्थ्याने तुम्हास तेथून बाहेर आणले, त्याने तुम्हास मुक्त केले. म्हणून शब्बाथ नेहमी विशेष दिवस म्हणून पाळा, ही तुमचा देव परमेश्वर ह्याची आज्ञा आहे.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 16] आपल्या आईवडीलांचा मान ठेवा. ही तुमचा देव परमेश्वर ह्याची आज्ञा आहे. हिचे पालन केले तर तुम्हास दीर्घायुष्य मिळेल. तुम्हास दिलेल्या प्रदेशात तुमचे कल्याण होईल.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 17] कोणाचीही हत्या करु नका.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 18] व्यभिचार करु नका.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 19] चोरी करु नका.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 20] आपल्या शेजाऱ्याविरूद्ध खोटी साक्ष देऊ नका.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 21] दुसऱ्याच्या पत्नीची अभिलाषा बाळगू नका. दुसऱ्याचे घर, शेत, दासदासी, गुरे गाढवे, कशाचीही हाव बाळगू नका.”
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 22] पुढे मोशे म्हणाला, ही वचने परमेश्वराने अग्नी, मेघ आणि घनदाट अंधार यातून तुम्हास मोठ्या आवाजात सांगितली. तेव्हा तुम्ही त्या पर्वतापाशी एकत्र जमला होता. एवढे सांगितल्यावर अधिक न बोलता त्याने ती दोन दगडी पाट्यांवर लिहून माझ्याकडे दिल्या.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 23] पर्वत धगधगून पेटलेला असताना तुम्ही त्याची वाणी काळोखातून ऐकलीत. तेव्हा तुमच्या वंशातील वडीलधारे आणि प्रमुख माझ्याकडे आले.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 24] आणि म्हणाले, “आमचा देव परमेश्वर ह्याने आम्हास त्याचे तेज आणि महानता दाखवली आहे. त्यास प्रत्यक्ष अग्नीतून बोलताना आम्ही ऐकले. देव मनुष्याशी बोलला तरी मनुष्य जगू शकतो हे आम्ही पाहिले आहे.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 25] पण पुन्हा परमेश्वर देव आमच्याशी बोलला तर आम्ही नक्की मरू. तो भयंकर अग्नी आम्हास बेचीराख करील. आणि आम्हास मरायचे नाही.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 26] साक्षात देवाला अग्नीतून बोलताना ऐकूनही नंतर जिवंत राहिला आहे, असा आमच्याखेरीज कोणीही नाही.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 27] तेव्हा मोशे, तूच आपला देव परमेश्वर ह्याच्या जवळ जाऊन त्याचे म्हणणे ऐकून घे. आणि मग ते आम्हास सांग. आम्ही ते ऐकून त्याप्रमाणे वागू.”
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 28] हे तुमचे बोलणे परमेश्वराने ऐकले. तो मला म्हणाला, “मी सर्व ऐकलेले आहे आणि ते ठीकच आहे.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 29] ते माझे भय धरून मजशी आदराने वागले, माझ्या आज्ञा मनापासून पाळल्या तर त्यांचे व त्यांच्या वंशजांचे निरंतर कल्याण होईल. एवढेच मला त्यांच्याकडून हवे आहे.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 30] त्यांना सांग तुम्ही परत आपापल्या जागी जा.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 31] पण मोशे तू इथेच थांब. त्यांना द्यायच्या सर्व आज्ञा, विधी नियम मी तुला सांगतो. त्यांना मी जो देश वतन म्हणून देत आहे तेथे त्यांनी ते पाळावे.”
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 32] तेव्हा तुमचा देव परमेश्वर याने दिलेल्या आज्ञेप्रमाणे आपले आचरण राहील याची खबरदारी घ्या. त्यालाच अनुसरा.
[IRV | MR | OT | Deuteronomy | Chapter 5 | Verse 33] तुमचा देव परमेश्वर ह्याने दाखवलेल्या मार्गानेच चाला. म्हणजे तुम्हास वतन दिलेल्या प्रदेशात तुम्ही सुखाने व दीर्घकाळ रहाल.
