[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 1] जब ख़ुदावन्द ने दाऊद को उसके सब दुश्मनों और साऊल के हाथ से रिहाई दी तो उसने ख़ुदावन्द के सामने इस मज़मून का हम्द सुनाया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 12] और उसने अपने चारों तरफ़ अँधेरे को और पानी के इज्तिमा'और आसमान के दलदार बादलों को शामियाने बनाया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 13] उस झलक से जो उसके आगे आगे थी आग के कोयले सुलग गये।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 14] ख़ुदावन्द आसमान से गरजा और हक़ त'आला ने अपनी आवाज़ सुनाई।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 15] उसने तीर चला कर उनको तितर बितर किया, और बिजली से उनको शिकस्त दी।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 16] तब ख़ुदावन्द की डॉट से; उसके नथुनों के दम के झोंके से, समुन्दर की गहराई दिखाई देने लगी, और जहान की बुनियादें नमूदार हुईं।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 17] उसने ऊपर से हाथ बढ़ाकर मुझे थाम लिया, और मुझे बहुत पानी में से खींच कर बाहर निकाला।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 18] उसने मेरे ताक़तवर दुश्मन और मेरे 'अदावत रखने वालों से, मुझे छुड़ा लिया क्यूँकि वह मेरे लिए निहायत बहादुर थे।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 19] वह मेरी मुसीबत के दिन मुझ पर आ पड़े, पर ख़ुदावन्द मेरा सहारा था।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 20] वह मुझे चौड़ी जगह में निकाल भी लाया, उसने मुझे छुड़ाया, इसलिए कि वह मुझसे ख़ुश था।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 21] ख़ुदावन्द ने मेरी रास्तबाज़ी के मुवाफ़िक़ मुझे बदला दिया, और मेरे हाथों की पाकीज़गी के मुताबिक़ मुझे बदला दिया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 22] क्यूँकि मैं ख़ुदावन्द की राहों पर चलता रहा, और ग़ल्ती से अपने ख़ुदा से अलग न हुआ।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 23] क्यूँकि उसके सारे फ़ैसले मेरे सामने थे, और मैं उसके क़ानून से अलग न हुआ।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 24] मैं उसके सामने कामिल भी रहा, और अपनी बदकारी से बा'ज़ रहा।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 25] इसीलिए ख़ुदावन्द ने मुझे मेरी रास्तबाज़ी के मुवाफ़िक़ बल्कि मेरी उस पाकीज़गी के मुताबिक़ जो उसकी नज़र के सामने थी बदला दिया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 26] रहम दिल के साथ तू रहीम होगा, और कामिल आदमी के साथ कामिल।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 27] नेकों के साथ नेक होगा, और टेढों के साथ टेढ़ा।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 28] मुसीबत ज़दा लोगों को तू बचाएगा, लेकिन तेरी आँखें मग़रूरों पर लगी हैं ताकि तू उन्हें नीचा करे।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 29] क्यूँकि ऐ ख़ुदावन्द! तू मेरा चराग़ है, और ख़ुदावन्द मेरे अँधेरे को उजाला कर देगा।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 30] क्यूँकि तेरी बदौलत मैं फ़ौज पर जंग करता हूँ, और अपने ख़ुदा की बदौलत दीवार फाँद जाता हूँ।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 31] लेकिन ख़ुदा की राह कामिल है, ख़ुदावन्द का कलाम ताया हुआ है, वह उन सबकी ढाल है जो उसपर भरोसा रखते हैं।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 32] क्यूँकि ख़ुदावन्द के 'अलावा और कौन ख़ुदा है? और हमारे ख़ुदा को छोड़ कर और कौन चटटान है?
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 33] ख़ुदा मेरा मज़बूत किला' है, वह अपनी राह में कामिल शख़्स की रहनुमाई करता है।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 34] वह उसके पाँव हिरनी के से बना देता है, और मुझे मेरी ऊँची जगहों में क़ाईम करता है।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 35] वह मेरे हाथों को जंग करना सिखाता है, यहाँ तक कि मेरे बाज़ू पीतल की कमान को झुका देते हैं।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 36] तूने मुझको अपनी नजात की ढाल भी बख़्शी, और तेरी नरमी ने मुझे बुज़ुर्ग बना दिया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 37] तूने मेरे नीचे मेरे क़दम चौड़े कर दिए, और मेरे पाँव नहीं फिसले।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 38] मैंने अपने दुश्मनों का पीछा करके उनको हलाक किया, और जब तक वह फ़ना न हो गये मैं वापस नहीं आया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 39] मैंने उनको फ़ना कर दिया और ऐसा छेद डाला है कि वह उठ नहीं सकते, बल्कि वह तो मेरे पाँव के नीचे गिरे पड़े हैं।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 40] क्यूँकि तूने लड़ाई के लिए मुझे ताक़त से तैयार किया, और मेरे मुख़ालिफ़ों को मेरे सामने नीचा किया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 41] तूने मेरे दुश्मनों की पीठ मेरी तरफ़ फेरदी, ताकि मैं अपने 'अदावत रखने वालों को काट डालूँ।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 42] उन्होंने इन्तिज़ार किया लेकिन कोई न था जो बचाए, बल्कि ख़ुदावन्द का भी इन्तिज़ार किया, लेकिन उसने उनको जवाब न दिया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 43] तब मैंने उनको कूट कूट कर ज़मीन की गर्द की तरह कर दिया, मैंने उनको गली कूचों के कीचड़ की तरह रौंद कर चारो तरफ़ फैला दिया।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 44] तूने मुझे मेरी क़ौम के झगड़ों से भी छुड़ाया, तूने मुझे क़ौमों का सरदार होने के लिए रख छोड़ा है, जिस क़ौम से मैं वाक़िफ़ भी नहीं वह मेरी फ़रमा बरदार होगी।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 45] परदेसी मेरे ताबे' हो जायेंगे, वह मेरा नाम सुनते ही मेरी फ़रमाबर्दारी करेंगे।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 46] परदेसी मुरझा जायेंगे और अपने किलों'से थरथराते हुए निकलेंगे।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 47] ख़ुदावन्द ज़िन्दा है, मेरी चटटान मुबारक हो! और ख़ुदा मेरे नजात की चटटान मुम्ताज़ हो!
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 48] वही ख़ुदा जो मेरा बदला लेता है, और उम्मतों को मेरे ताबे' कर देता है।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 49] और मुझे मेरे दुश्मनों के बीच से निकालता है, हाँ तू मुझे मेरे मुख़ालिफ़ों पर सरफ़राज़ करता है, तू मुझे टेढ़े आदमियों से रिहाई देता है।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 50] इसलिए ऐ ख़ुदावन्द! मैं क़ौमों के बीच तेरी शुक्रगुज़ारी और तेरे नाम की मदह सराई करूँगा।
[IRV | UR | OT | 2 Samuel | Chapter 22 | Verse 51] वह अपने बादशाह को बड़ी नजात 'इनायत करता है, और अपने ममसूह दाऊद और उसकी नसल पर हमेशा शफ़क़त करता है।
