[IRV | UR | NT | Acts | Chapter 5 | Verse 1] और एक शख़्स हननियाह नाम और उसकी बीवी सफ़ीरा ने जायदाद बेची।
[IRV | UR | NT | Acts | Chapter 5 | Verse 29] पतरस और रसूलों ने जवाब में कहा, कि; “हमें आदमियों के हुक्म की निस्बत ख़ुदा का हुक्म मानना ज़्यादा फ़र्ज़ है।
[IRV | UR | NT | Acts | Chapter 5 | Verse 30] हमारे बाप दादा के ख़ुदा ने ईसा को जिलाया, जिसे तुमने सलीब पर लटका कर मार डाला था।
[IRV | UR | NT | Acts | Chapter 5 | Verse 31] उसी को ख़ुदा ने मालिक और मुन्जी ठहराकर अपने दहने हाथ से सर बलन्द किया, ताकि इस्राईल को तौबा की तौफ़ीक़ और गुनाहों की मु'आफ़ी बख़्शे।
[IRV | UR | NT | Acts | Chapter 5 | Verse 32] और हम इन बातों के गवाह हैं; रूह — उल — क़ुद्‍दुस भी जिसे ख़ुदा ने उन्हें बख़्शा है जो उसका हुक्म मानते हैं।”
[IRV | UR | NT | Acts | Chapter 5 | Verse 33] वो ये सुनकर जल गए, और उन्हें क़त्ल करना चाहा।
[IRV | UR | NT | Acts | Chapter 5 | Verse 34] मगर गमलीएल नाम एक फ़रीसी ने जो शरा' का मु'अल्लिम और सब लोगों में इज़्ज़तदार था; अदालत में खड़े होकर हुक्म दिया कि इन आदमियों को थोड़ी देर के लिए बाहर कर दो।
[IRV | UR | NT | Acts | Chapter 5 | Verse 35] फिर उस ने कहा, ऐ इस्राईलियो; इन आदमियों के साथ जो कुछ करना चाहते हो होशियारी से करना।
[IRV | UR | NT | Acts | Chapter 5 | Verse 36] क्यूँकि इन दिनों से पहले थियूदास ने उठ कर दा'वा किया था, कि मैं भी कुछ हूँ; और तक़रीबन चार सौ आदमी उसके साथ हो गए थे, मगर वो मारा गया और जितने उसके मानने वाले थे, सब इधर उधर हुए; और मिट गए।
[IRV | UR | NT | Acts | Chapter 5 | Verse 37] इस शख़्स के बाद यहूदाह गलीली नाम लिखवाने के दिनों में उठा; और उस ने कुछ लोग अपनी तरफ़ कर लिए; वो भी हलाक हुआ और जितने उसके मानने वाले थे सब इधर उधर हो गए।
[IRV | UR | NT | Acts | Chapter 5 | Verse 38] पस अब में तुम से कहता हूँ कि इन आदमियों से किनारा करो और उन से कुछ काम न रख्खो, कहीं ऐसा न हो कि ख़ुदा से भी लड़ने वाले ठहरो क्यूँकि ये तदबीर या काम अगर आदमियों की तरफ़ से है तो आप बरबाद हो जाएगा।
[IRV | UR | NT | Acts | Chapter 5 | Verse 39] लेकिन अगर ख़ुदा की तरफ़ से है तो तुम इन लोगों को मग़लूब न कर सकोगे।
[IRV | UR | NT | Acts | Chapter 5 | Verse 40] उन्होंने उसकी बात मानी और रसूलों को पास बुला उनको पिटवाया और ये हुक्म देकर छोड़ दिया कि ईसा का नाम लेकर बात न करना
[IRV | UR | NT | Acts | Chapter 5 | Verse 41] पस वो अदालत से इस बात पर ख़ुश होकर चले गए; कि हम उस नाम की ख़ातिर बेइज़्ज़त होने के लायक़ तो ठहरे।
[IRV | UR | NT | Acts | Chapter 5 | Verse 42] और वो हैकल में और घरों में हर रोज़ ता'लीम देने और इस बात की ख़ुशख़बरी सुनाने से कि ईसा ही मसीह है बाज़ न आए।
